date,equity,cash,pos,qty,buy_ret_th,sell_ret_th,no_sell_today_next,no_buy_today_next,daily_sig_dir,daily_sig_type,no_sell_today,no_buy_today
2018-11-09,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-11-12,100000.0,100000.0,0,0.0,2.2999999999999994,-0.5,0.0,0.0,,,,
2018-11-13,100000.0,100000.0,0,0.0,2.2999999999999994,0.24999999999999978,0.0,0.0,,,,
2018-11-14,100000.0,100000.0,0,0.0,2.2999999999999994,0.24999999999999978,0.0,0.0,,,,
2018-11-15,100000.0,100000.0,0,0.0,-0.5,0.19999999999999984,0.0,0.0,,,,
2018-11-16,100000.0,100000.0,0,0.0,-0.5,0.5499999999999998,0.0,0.0,,,,
2018-11-19,100000.0,100000.0,0,0.0,2.3999999999999995,-0.5,0.0,0.0,,,,
2018-11-20,100000.0,100000.0,0,0.0,2.3999999999999995,-0.5,0.0,0.0,,,,
2018-11-21,100000.0,100000.0,0,0.0,2.499999999999999,-0.5,0.0,0.0,,,,
2018-11-23,100000.0,100000.0,0,0.0,-0.5,2.0999999999999996,0.0,0.0,,,,
2018-11-26,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-11-27,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-11-28,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-11-29,100000.0,100000.0,0,0.0,1.1499999999999997,-0.5,0.0,0.0,,,,
2018-11-30,100000.0,100000.0,0,0.0,0.7999999999999998,-0.5,0.0,0.0,,,,
2018-12-03,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-12-04,100000.0,100000.0,0,0.0,0.9999999999999996,1.0499999999999996,0.0,0.0,,,,
2018-12-06,100000.0,100000.0,0,0.0,2.3999999999999995,1.0499999999999996,0.0,0.0,,,,
2018-12-07,100000.0,100000.0,0,0.0,2.1499999999999995,0.7999999999999998,0.0,0.0,,,,
2018-12-10,100000.0,100000.0,0,0.0,-0.5,1.6499999999999995,0.0,0.0,,,,
2018-12-11,100000.0,100000.0,0,0.0,-0.5,2.3999999999999995,0.0,0.0,,,,
2018-12-12,100000.0,100000.0,0,0.0,-0.5,2.4499999999999993,0.0,0.0,,,,
2018-12-13,100000.0,100000.0,0,0.0,-0.5,1.3999999999999995,0.0,0.0,,,,
2018-12-14,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-12-17,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-12-18,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-12-19,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-12-20,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-12-21,100000.0,100000.0,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2018-12-24,100000.0,100000.0,0,0.0,1.6499999999999995,-0.5,0.0,0.0,,,,
2018-12-26,100000.0,100000.0,0,0.0,1.6499999999999995,-0.5,0.0,0.0,,,,
2018-12-27,100000.0,100000.0,0,0.0,1.2999999999999996,-0.5,0.0,0.0,,,,
2018-12-28,100000.0,100000.0,0,0.0,1.2999999999999996,-0.5,0.0,0.0,,,,
2018-12-31,100000.0,100000.0,0,0.0,2.3999999999999995,-0.5,0.0,0.0,,,,
2019-01-02,99421.05976457513,99421.05976457513,0,0.0,2.499999999999999,2.499999999999999,0.0,0.0,,,,
2019-01-03,99966.6862361089,0.0,1,668.8971979666036,2.2999999999999994,-0.5,0.0,0.0,,,,
2019-01-04,102009.55825536454,102009.55825536454,0,0.0,2.4499999999999993,-0.5,0.0,0.0,,,,
2019-01-07,102029.14910516476,102029.14910516476,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2019-01-08,102253.69920380531,102253.69920380531,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2019-01-09,102228.14855432908,0.0,1,639.445477915363,-0.5,-0.5,0.0,0.0,,,,
2019-01-10,102433.24016758123,102433.24016758123,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2019-01-11,102439.60999634668,0.0,1,637.4586807488904,2.499999999999999,-0.5,0.0,0.0,,,,
2019-01-14,101911.32282763446,101911.32282763446,0,0.0,1.5499999999999994,1.2999999999999996,0.0,0.0,,,,
2019-01-15,101911.32282763446,101911.32282763446,0,0.0,0.9499999999999997,1.5999999999999996,0.0,0.0,,,,
2019-01-16,101691.56456881079,0.0,1,627.8807394962384,0.9499999999999997,1.5999999999999996,0.0,1.0,sell,2s,,
2019-01-17,102790.3558629292,0.0,1,627.8807394962384,-0.5,1.4499999999999995,0.0,0.0,,,,
2019-01-18,103418.23660242544,103418.23660242544,0,0.0,-0.5,0.8999999999999997,0.0,0.0,,,,
2019-01-22,102056.55790043678,0.0,1,630.4068064762295,2.499999999999999,0.8999999999999997,0.0,0.0,,,,
2019-01-23,101646.79347622725,101646.79347622725,0,0.0,2.2999999999999994,1.1499999999999997,0.0,0.0,,,,
2019-01-24,101646.79347622725,101646.79347622725,0,0.0,2.2999999999999994,1.3999999999999995,0.0,0.0,,,,
2019-01-25,101646.79347622725,101646.79347622725,0,0.0,2.2999999999999994,1.4999999999999996,0.0,0.0,,,,
2019-01-28,101434.13019530966,0.0,1,625.4802379929066,2.499999999999999,1.0999999999999996,0.0,0.0,,,,
2019-01-29,102456.510658567,102456.510658567,0,0.0,2.1499999999999995,1.0999999999999996,0.0,0.0,,,,
2019-01-30,102456.510658567,102456.510658567,0,0.0,2.1499999999999995,2.1499999999999995,0.0,0.0,,,,
2019-01-31,102456.510658567,102456.510658567,0,0.0,0.9999999999999996,2.1499999999999995,0.0,0.0,,,,
2019-02-01,102407.52072290532,0.0,1,611.9361859749347,1.0499999999999996,-0.5,0.0,0.0,,,,
2019-02-04,102659.53816159294,0.0,1,608.4249283565041,2.0499999999999994,0.9999999999999996,0.0,0.0,,,,
2019-02-05,103798.31006238282,103798.31006238282,0,0.0,2.1999999999999993,1.4499999999999995,0.0,0.0,,,,
2019-02-06,103889.92914270151,0.0,1,610.7938687912371,1.1499999999999997,1.1999999999999997,0.0,1.0,sell,2s,,
2019-02-07,102381.26828678716,0.0,1,610.7938687912371,2.2999999999999994,-0.5,0.0,0.0,,,,
2019-02-08,102240.78569696516,102240.78569696516,0,0.0,2.4499999999999993,1.2999999999999996,0.0,0.0,,,,
2019-02-11,102168.12849997572,0.0,1,605.4766415786163,1.6499999999999995,1.0999999999999996,0.0,0.0,,,,
2019-02-12,102700.9479445649,102700.9479445649,0,0.0,1.6499999999999995,2.4499999999999993,0.0,0.0,,,,
2019-02-13,102700.9479445649,102700.9479445649,0,0.0,1.6999999999999993,2.4499999999999993,0.0,0.0,,,,
2019-02-14,102700.9479445649,102700.9479445649,0,0.0,0.24999999999999978,2.349999999999999,0.0,0.0,,,,
2019-02-15,103623.01091882269,103623.01091882269,0,0.0,0.24999999999999978,2.349999999999999,0.0,0.0,,,,
2019-02-19,104009.40560156912,104009.40560156912,0,0.0,0.8499999999999996,0.5499999999999998,0.0,0.0,,,,
2019-02-20,103900.71652750071,103900.71652750071,0,0.0,0.8999999999999997,1.0499999999999996,0.0,1.0,sell,2s,,
2019-02-21,103900.71652750071,103900.71652750071,0,0.0,0.8999999999999997,1.0499999999999996,0.0,0.0,,,,
2019-02-22,103900.71652750071,103900.71652750071,0,0.0,0.8999999999999997,1.0499999999999996,0.0,0.0,,,,
2019-02-25,103619.23129186867,0.0,1,598.6090773649258,1.8499999999999996,1.3499999999999996,0.0,0.0,,,,
2019-02-26,104038.25764602411,104038.25764602411,0,0.0,0.9499999999999997,1.4999999999999996,0.0,0.0,,,,
2019-02-27,104303.1698761413,0.0,1,602.0732502663432,1.7499999999999996,1.3499999999999996,0.0,0.0,,,,
2019-02-28,104616.24796627979,104616.24796627979,0,0.0,1.0499999999999996,1.4499999999999995,0.0,0.0,,,,
2019-03-01,104688.27926011618,0.0,1,599.760981152198,0.8999999999999997,-0.5,0.0,0.0,,,,
2019-03-04,104522.95665090629,104522.95665090629,0,0.0,0.8999999999999997,-0.5,0.0,0.0,,,,
2019-03-05,104552.9402873523,0.0,1,599.6727289208621,1.4499999999999995,1.1499999999999997,0.0,0.0,,,,
2019-03-06,104678.8715604257,104678.8715604257,0,0.0,1.3999999999999995,1.1999999999999997,0.0,0.0,,,,
2019-03-07,103937.97567770991,0.0,1,607.2917071440836,1.7999999999999994,-0.5,0.0,0.0,,,,
2019-03-08,103792.22566799533,103792.22566799533,0,0.0,1.7999999999999994,0.5999999999999996,0.0,0.0,,,,
2019-03-11,103792.22566799533,103792.22566799533,0,0.0,1.7999999999999994,0.5999999999999996,0.0,0.0,,,,
2019-03-12,103792.22566799533,103792.22566799533,0,0.0,1.7999999999999994,0.5999999999999996,0.0,0.0,,,,
2019-03-13,103792.22566799533,103792.22566799533,0,0.0,1.7999999999999994,0.5999999999999996,0.0,0.0,,,,
2019-03-14,103792.22566799533,103792.22566799533,0,0.0,0.19999999999999984,-0.5,0.0,0.0,,,,
2019-03-15,104134.87815587956,104134.87815587956,0,0.0,0.2999999999999998,-0.5,0.0,0.0,,,,
2019-03-18,104134.87815587956,104134.87815587956,0,0.0,0.2999999999999998,-0.5,0.0,0.0,,,,
2019-03-19,104134.87815587956,104134.87815587956,0,0.0,0.2999999999999998,-0.5,0.0,0.0,,,,
2019-03-20,104463.21751374372,0.0,1,580.6738049680029,-0.5,0.9999999999999996,0.0,0.0,,,,
2019-03-21,105573.77634137358,0.0,1,577.6634730869642,-0.5,1.5499999999999994,0.0,0.0,,,,
2019-03-22,103072.49350290703,0.0,1,577.6634730869642,2.2999999999999994,-0.5,0.0,0.0,,,,
2019-03-25,103136.0364849466,103136.0364849466,0,0.0,1.6499999999999995,0.4999999999999998,0.0,0.0,,,,
2019-03-26,103465.72893325439,0.0,1,577.8594187838837,-0.5,0.8999999999999997,0.0,0.0,,,,
2019-03-27,102788.71824837732,0.0,1,578.6349822583727,-0.5,0.8499999999999996,0.0,0.0,,,,
2019-03-28,104122.91951239781,0.0,1,581.8223039360629,-0.5,0.9499999999999997,0.0,0.0,,,,
2019-03-29,104827.65514934751,0.0,1,582.764371521834,-0.5,0.9499999999999997,0.0,0.0,,,,
2019-04-01,106224.91433159242,106224.91433159242,0,0.0,-0.5,2.499999999999999,0.0,0.0,,,,
2019-04-02,106224.91433159242,106224.91433159242,0,0.0,-0.5,2.3999999999999995,0.0,0.0,,,,
2019-04-03,106036.03788852617,0.0,1,576.2201819830789,0.44999999999999973,2.499999999999999,0.0,0.0,,,,
2019-04-04,105641.29097497334,105641.29097497334,0,0.0,0.8499999999999996,-0.5,0.0,0.0,,,,
2019-04-05,105641.29097497334,105641.29097497334,0,0.0,0.9999999999999996,-0.5,0.0,0.0,,,,
2019-04-08,105641.29097497334,105641.29097497334,0,0.0,0.9999999999999996,-0.5,0.0,0.0,,,,
2019-04-09,105641.29097497334,105641.29097497334,0,0.0,0.6499999999999997,0.5999999999999996,0.0,0.0,,,,
2019-04-10,105641.29097497334,105641.29097497334,0,0.0,0.5999999999999996,0.5999999999999996,0.0,0.0,,,,
2019-04-11,105784.03323213788,105784.03323213788,0,0.0,-0.5,0.5499999999999998,0.0,0.0,,,,
2019-04-12,106086.64692771487,106086.64692771487,0,0.0,0.3999999999999998,0.5499999999999998,0.0,0.0,,,,
2019-04-15,105826.51086978891,105826.51086978891,0,0.0,1.1999999999999997,0.9999999999999996,0.0,0.0,,,,
2019-04-16,105826.51086978891,105826.51086978891,0,0.0,1.1499999999999997,0.9999999999999996,0.0,0.0,,,,
2019-04-17,105826.51086978891,105826.51086978891,0,0.0,-0.5,0.7999999999999998,0.0,0.0,,,,
2019-04-18,106369.00341338557,0.0,1,567.6646569184842,-0.5,0.6499999999999997,0.0,0.0,,,,
2019-04-22,105994.04470729806,105994.04470729806,0,0.0,0.8499999999999996,0.6999999999999997,0.0,0.0,,,,
2019-04-23,106155.68896984075,0.0,1,557.3940087678695,0.9499999999999997,1.1999999999999997,0.0,0.0,,,,
2019-04-24,106512.4211354522,0.0,1,557.3940087678695,1.0499999999999996,1.1999999999999997,0.0,0.0,,,,
2019-04-25,105670.75618221272,0.0,1,557.3940087678695,0.9999999999999996,0.4999999999999998,0.0,0.0,,,,
2019-04-26,105782.1997356099,105782.1997356099,0,0.0,0.9999999999999996,0.4999999999999998,0.0,0.0,,,,
2019-04-29,105526.33412862627,0.0,1,556.2214533450679,1.6999999999999993,-0.5,0.0,0.0,,,,
2019-04-30,105687.91594675514,105687.91594675514,0,0.0,1.5499999999999994,0.4999999999999998,0.0,0.0,,,,
2019-05-01,105687.91594675514,105687.91594675514,0,0.0,1.5499999999999994,0.3999999999999998,0.0,0.0,,,,
2019-05-02,105687.91594675514,105687.91594675514,0,0.0,1.5999999999999996,1.1499999999999997,0.0,0.0,,,,
2019-05-03,105687.91594675514,105687.91594675514,0,0.0,1.8999999999999995,1.8999999999999995,0.0,0.0,,,,
2019-05-06,105687.91594675514,105687.91594675514,0,0.0,1.8999999999999995,1.8999999999999995,0.0,0.0,,,,
2019-05-07,105687.91594675514,105687.91594675514,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2019-05-08,106567.65290559386,0.0,1,573.6537272196472,1.3499999999999996,-0.5,0.0,0.0,,,,
2019-05-09,106454.82367241987,106454.82367241987,0,0.0,1.4999999999999996,0.9499999999999997,0.0,0.0,,,,
2019-05-10,106425.61325077747,106425.61325077747,0,0.0,1.4999999999999996,1.0499999999999996,1.0,0.0,buy,2s,,
2019-05-13,104028.11317205116,0.0,1,584.7561167625136,2.499999999999999,-0.5,0.0,0.0,,,,
2019-05-14,105367.20467943732,105367.20467943732,0,0.0,2.499999999999999,-0.5,0.0,0.0,,,,
2019-05-15,105367.20467943732,105367.20467943732,0,0.0,2.1499999999999995,-0.5,0.0,0.0,,,,
2019-05-16,105367.20467943732,105367.20467943732,0,0.0,1.1499999999999997,-0.5,0.0,0.0,,,,
2019-05-17,106106.88160189743,0.0,1,579.2176516288959,1.0999999999999996,-0.5,0.0,0.0,,,,
2019-05-20,104624.08441372745,0.0,1,579.2176516288959,2.2499999999999996,-0.5,0.0,0.0,,,,
2019-05-21,105481.97354166438,105481.97354166438,0,0.0,2.1999999999999993,2.2999999999999994,0.0,0.0,,,,
2019-05-22,105254.82998426142,0.0,1,582.4193779562938,2.1999999999999993,1.2999999999999996,0.0,0.0,,,,
2019-05-23,103944.38638385976,0.0,1,582.4193779562938,2.0499999999999994,0.4999999999999998,0.0,0.0,,,,
2019-05-24,104287.12366050736,0.0,1,585.2908500421336,2.499999999999999,0.5499999999999998,0.0,0.0,,,,
2019-05-28,104707.5609747545,0.0,1,589.4700274433063,2.2999999999999994,1.6499999999999995,0.0,0.0,,,,
2019-05-29,103846.84575555478,0.0,1,589.9383386670157,-0.5,1.5999999999999996,0.0,0.0,,,,
2019-05-30,103796.60647370973,0.0,1,592.2435608450858,2.349999999999999,-0.5,0.0,0.0,,,,
2019-05-31,103168.82829921393,103168.82829921393,0,0.0,2.2999999999999994,1.6499999999999995,0.0,0.0,,,,
2019-06-03,102762.3545224424,0.0,1,601.8645573529483,1.9499999999999993,-0.5,0.0,0.0,,,,
2019-06-04,103840.04273325125,103840.04273325125,0,0.0,1.9499999999999993,2.2499999999999996,0.0,0.0,,,,
2019-06-05,103840.04273325125,103840.04273325125,0,0.0,0.7499999999999998,2.349999999999999,0.0,0.0,,,,
2019-06-06,104415.35754161757,104415.35754161757,0,0.0,0.6499999999999997,2.349999999999999,0.0,0.0,,,,
2019-06-07,104415.35754161757,104415.35754161757,0,0.0,0.6999999999999997,2.499999999999999,0.0,0.0,,,,
2019-06-10,104398.25709000578,0.0,1,570.0150537264852,1.9999999999999996,2.499999999999999,0.0,0.0,,,,
2019-06-11,104466.65889645295,0.0,1,570.0150537264852,1.8499999999999996,1.8499999999999996,0.0,0.0,,,,
2019-06-12,104164.55091797792,0.0,1,570.0150537264852,1.7999999999999994,1.9499999999999993,0.0,0.0,,,,
2019-06-13,104232.9527244251,0.0,1,570.0150537264852,1.3999999999999995,1.6999999999999993,0.0,0.0,,,,
2019-06-14,104044.84775669535,0.0,1,570.0150537264852,1.4499999999999995,1.7499999999999996,0.0,0.0,,,,
2019-06-17,104626.26311149637,104626.26311149637,0,0.0,-0.5,1.2499999999999996,0.0,0.0,,,,
2019-06-18,105428.91101898285,105428.91101898285,0,0.0,-0.5,1.7499999999999996,0.0,0.0,,,,
2019-06-19,106256.07104954717,106256.07104954717,0,0.0,-0.5,1.7499999999999996,0.0,0.0,,,,
2019-06-20,106586.75509807143,106586.75509807143,0,0.0,-0.5,1.7499999999999996,0.0,0.0,,,,
2019-06-21,106586.75509807143,106586.75509807143,0,0.0,-0.5,1.7499999999999996,0.0,1.0,sell,2,,
2019-06-24,106586.75509807143,106586.75509807143,0,0.0,-0.5,1.7499999999999996,0.0,0.0,,,,
2019-06-25,105025.89681744041,0.0,1,567.5848293203654,-0.5,0.5999999999999996,0.0,0.0,,,,
2019-06-26,105323.39112106642,0.0,1,567.0779686699318,2.4499999999999993,0.5499999999999998,0.0,0.0,,,,
2019-06-27,105601.16454945254,105601.16454945254,0,0.0,2.3999999999999995,0.5999999999999996,0.0,0.0,,,,
2019-06-28,105666.52734979427,105666.52734979427,0,0.0,2.4499999999999993,0.5499999999999998,0.0,0.0,,,,
2019-07-01,105666.52734979427,105666.52734979427,0,0.0,2.4499999999999993,0.5499999999999998,0.0,0.0,,,,
2019-07-02,105666.52734979427,105666.52734979427,0,0.0,2.4499999999999993,0.5499999999999998,0.0,0.0,,,,
2019-07-03,105666.52734979427,105666.52734979427,0,0.0,2.4499999999999993,0.5499999999999998,0.0,0.0,,,,
2019-07-05,105666.52734979427,105666.52734979427,0,0.0,0.9499999999999997,2.499999999999999,0.0,0.0,,,,
2019-07-08,105116.93261365738,0.0,1,555.1461981180744,1.1999999999999997,-0.5,0.0,0.0,,,,
2019-07-09,105760.90220347434,105760.90220347434,0,0.0,1.1499999999999997,-0.5,0.0,0.0,,,,
2019-07-10,105760.90220347434,105760.90220347434,0,0.0,1.1999999999999997,0.9499999999999997,0.0,0.0,,,,
2019-07-11,105760.90220347434,105760.90220347434,0,0.0,1.1499999999999997,0.9999999999999996,0.0,0.0,,,,
2019-07-12,105760.90220347434,105760.90220347434,0,0.0,1.0499999999999996,0.9999999999999996,0.0,0.0,,,,
2019-07-15,105760.90220347434,105760.90220347434,0,0.0,1.0499999999999996,0.9999999999999996,0.0,0.0,,,,
2019-07-16,105128.90835144451,0.0,1,544.8222862326104,1.7999999999999994,-0.5,0.0,0.0,,,,
2019-07-17,105417.66416314778,105417.66416314778,0,0.0,1.5499999999999994,0.4999999999999998,0.0,0.0,,,,
2019-07-18,107070.34251805452,107070.34251805452,0,0.0,1.6499999999999995,0.44999999999999973,0.0,0.0,,,,
2019-07-19,105995.79745508407,0.0,1,556.7590999846836,1.7999999999999994,-0.5,0.0,0.0,,,,
2019-07-22,106675.04355706538,106675.04355706538,0,0.0,1.7999999999999994,-0.5,0.0,0.0,,,,
2019-07-23,106675.04355706538,106675.04355706538,0,0.0,0.9499999999999997,1.8499999999999996,0.0,0.0,,,,
2019-07-24,107206.06788589494,107206.06788589494,0,0.0,0.8999999999999997,1.8499999999999996,0.0,0.0,,,,
2019-07-25,107704.67499197372,107704.67499197372,0,0.0,0.9499999999999997,1.9499999999999993,0.0,0.0,,,,
2019-07-26,107704.67499197372,107704.67499197372,0,0.0,0.9499999999999997,2.1499999999999995,0.0,0.0,,,,
2019-07-29,107704.67499197372,107704.67499197372,0,0.0,1.1499999999999997,1.0499999999999996,0.0,0.0,,,,
2019-07-30,107860.62143056648,0.0,1,555.0098869536198,1.8499999999999996,1.2499999999999996,0.0,0.0,,,,
2019-07-31,107034.21673186768,0.0,1,561.476245773843,1.8499999999999996,1.0499999999999996,0.0,0.0,,,,
2019-08-01,107211.76084077172,0.0,1,565.8508515372973,2.0999999999999996,1.1999999999999997,0.0,0.0,,,,
2019-08-02,106108.351680274,0.0,1,565.8508515372973,2.499999999999999,1.2999999999999996,0.0,0.0,,,,
2019-08-05,99787.79766860238,0.0,1,565.8508515372973,2.3999999999999995,-0.5,0.0,0.0,,,,
2019-08-06,103493.47339328281,0.0,1,566.745925158988,2.499999999999999,-0.5,0.0,0.0,,,,
2019-08-07,103849.87122796976,103849.87122796976,0,0.0,2.1999999999999993,-0.5,0.0,0.0,,,,
2019-08-08,103849.87122796976,103849.87122796976,0,0.0,1.9999999999999996,-0.5,0.0,0.0,,,,
2019-08-09,103888.78713260552,103888.78713260552,0,0.0,2.1999999999999993,-0.5,0.0,0.0,,,,
2019-08-12,103346.47807614472,103346.47807614472,0,0.0,2.2999999999999994,1.6499999999999995,0.0,0.0,,,,
2019-08-13,104768.211479092,104768.211479092,0,0.0,2.4499999999999993,1.4499999999999995,0.0,0.0,,,,
2019-08-14,104471.05507943587,0.0,1,571.5984848686101,2.499999999999999,1.4499999999999995,0.0,0.0,,,,
2019-08-15,104642.53462489643,0.0,1,571.5984848686101,2.499999999999999,1.3499999999999996,0.0,0.0,,,,
2019-08-16,105362.7487158309,105362.7487158309,0,0.0,2.2999999999999994,2.0499999999999994,0.0,0.0,,,,
2019-08-19,105362.7487158309,105362.7487158309,0,0.0,2.2999999999999994,2.0499999999999994,0.0,0.0,,,,
2019-08-20,105362.7487158309,105362.7487158309,0,0.0,1.6499999999999995,-0.5,0.0,0.0,,,,
2019-08-21,105362.7487158309,105362.7487158309,0,0.0,1.5499999999999994,-0.5,0.0,0.0,,,,
2019-08-22,105796.52573829355,105796.52573829355,0,0.0,0.9999999999999996,-0.5,0.0,0.0,,,,
2019-08-23,106081.05367303756,0.0,1,582.3509753680147,0.7999999999999998,-0.5,0.0,0.0,,,,
2019-08-26,107694.00516106375,0.0,1,583.2963503280276,2.4499999999999993,-0.5,0.0,0.0,,,,
2019-08-27,107945.06955090103,107945.06955090103,0,0.0,2.1999999999999993,-0.5,0.0,0.0,,,,
2019-08-28,108683.95043944156,0.0,1,588.0529728354159,2.0499999999999994,-0.5,0.0,0.0,,,,
2019-08-29,109895.33956348251,109895.33956348251,0,0.0,2.1499999999999995,-0.5,0.0,0.0,,,,
2019-08-30,109895.33956348251,109895.33956348251,0,0.0,1.3999999999999995,-0.5,0.0,0.0,,,,
2019-09-03,110474.15649084789,0.0,1,595.1950675655831,-0.5,-0.5,0.0,0.0,,,,
2019-09-04,112104.99097597758,112104.99097597758,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2019-09-05,112104.99097597758,112104.99097597758,0,0.0,-0.5,1.7999999999999994,0.0,0.0,,,,
2019-09-06,112104.99097597758,112104.99097597758,0,0.0,-0.5,1.7999999999999994,0.0,0.0,,,,
2019-09-09,112301.8895640469,0.0,1,586.9538993573767,2.2499999999999996,-0.5,0.0,0.0,,,,
2019-09-10,111849.9350615417,111849.9350615417,0,0.0,2.4499999999999993,-0.5,0.0,0.0,,,,
2019-09-11,111849.9350615417,111849.9350615417,0,0.0,2.4499999999999993,-0.5,0.0,0.0,,,,
2019-09-12,111849.9350615417,111849.9350615417,0,0.0,2.1999999999999993,-0.5,0.0,0.0,,,,
2019-09-13,111849.9350615417,111849.9350615417,0,0.0,2.2999999999999994,2.2999999999999994,0.0,0.0,,,,
2019-09-16,112165.64759582235,112165.64759582235,0,0.0,-0.5,0.7499999999999998,0.0,0.0,,,,
2019-09-17,112241.73575167425,112241.73575167425,0,0.0,1.8999999999999995,1.4499999999999995,0.0,0.0,,,,
2019-09-18,113272.01656764817,0.0,1,588.7318948422462,2.2999999999999994,0.7999999999999998,0.0,0.0,,,,
2019-09-19,113266.12924869974,113266.12924869974,0,0.0,2.1999999999999993,1.2499999999999996,0.0,0.0,,,,
2019-09-20,113088.24097049248,0.0,1,593.9508454332588,2.1999999999999993,1.9499999999999993,0.0,0.0,,,,
2019-09-23,113771.28444274073,0.0,1,593.9508454332588,1.6999999999999993,1.3499999999999996,0.0,0.0,,,,
2019-09-24,111894.39977117162,0.0,1,593.9508454332588,2.1999999999999993,-0.5,0.0,0.0,,,,
2019-09-25,111644.94041608965,111644.94041608965,0,0.0,2.0999999999999996,1.5499999999999994,0.0,0.0,,,,
2019-09-26,111644.94041608965,111644.94041608965,0,0.0,2.1999999999999993,1.4499999999999995,0.0,0.0,,,,
2019-09-27,111888.55813180421,0.0,1,597.248628866255,1.5999999999999996,0.7999999999999998,0.0,0.0,,,,
2019-09-30,112520.98126684861,112520.98126684861,0,0.0,0.7999999999999998,1.7999999999999994,0.0,0.0,,,,
2019-10-01,112671.05726619087,0.0,1,600.3039973690173,0.9999999999999996,2.349999999999999,0.0,0.0,,,,
2019-10-02,110383.8990362149,0.0,1,600.3039973690173,0.9499999999999997,1.7499999999999996,0.0,0.0,,,,
2019-10-03,111626.52831076877,0.0,1,600.3039973690173,1.5499999999999994,-0.5,1.0,0.0,buy,2s,,
