date,equity,cash,pos,qty,has_model,snapshots,bsp_today,bsp_cum
2018-08-28,100000.0,100000.0,0,0.0,0,6698,40,6698
2018-08-29,100000.0,100000.0,0,0.0,0,6749,51,6749
2018-08-30,100000.0,100000.0,0,0.0,0,6781,32,6781
2018-08-31,100000.0,100000.0,0,0.0,0,6820,39,6820
2018-09-04,100000.0,100000.0,0,0.0,0,6856,36,6856
2018-09-05,100000.0,100000.0,0,0.0,0,6892,36,6892
2018-09-06,100000.0,100000.0,0,0.0,0,6951,59,6951
2018-09-07,100000.0,100000.0,0,0.0,0,6987,36,6987
2018-09-10,100000.0,100000.0,0,0.0,0,7015,28,7015
2018-09-11,100000.0,100000.0,0,0.0,0,7065,50,7065
2018-09-12,100000.0,100000.0,0,0.0,0,7106,41,7106
2018-09-13,100000.0,100000.0,0,0.0,0,7146,40,7146
2018-09-14,100000.0,100000.0,0,0.0,0,7179,33,7179
2018-09-17,100000.0,100000.0,0,0.0,0,7223,44,7223
2018-09-18,100000.0,100000.0,0,0.0,0,7268,45,7268
2018-09-19,100000.0,100000.0,0,0.0,0,7308,40,7308
2018-09-20,100000.0,100000.0,0,0.0,0,7349,41,7349
2018-09-21,100000.0,100000.0,0,0.0,0,7375,26,7375
2018-09-24,100000.0,100000.0,0,0.0,0,7407,32,7407
2018-09-25,100000.0,100000.0,0,0.0,0,7442,35,7442
2018-09-26,100000.0,100000.0,0,0.0,0,7475,33,7475
2018-09-27,100000.0,100000.0,0,0.0,0,7502,27,7502
2018-09-28,100000.0,100000.0,0,0.0,0,7520,18,7520
2018-10-01,100000.0,100000.0,0,0.0,0,7557,37,7557
2018-10-02,100000.0,100000.0,0,0.0,0,7578,21,7578
2018-10-03,100000.0,100000.0,0,0.0,0,7620,42,7620
2018-10-04,100000.0,100000.0,0,0.0,0,7668,48,7668
2018-10-05,100000.0,100000.0,0,0.0,0,7714,46,7714
2018-10-08,100000.0,100000.0,0,0.0,0,7776,62,7776
2018-10-09,100000.0,100000.0,0,0.0,0,7809,33,7809
2018-10-10,100000.0,100000.0,0,0.0,0,7840,31,7840
2018-10-11,100000.0,100000.0,0,0.0,0,7896,56,7896
2018-10-12,100000.0,100000.0,0,0.0,0,7926,30,7926
2018-10-15,100000.0,100000.0,0,0.0,0,7949,23,7949
2018-10-16,100000.0,100000.0,0,0.0,0,7995,46,7995
2018-10-17,100000.0,100000.0,0,0.0,0,8008,13,8008
2018-10-18,100000.0,100000.0,0,0.0,0,8047,39,8047
2018-10-19,100000.0,100000.0,0,0.0,0,8089,42,8089
2018-10-22,100000.0,100000.0,0,0.0,0,8130,41,8130
2018-10-23,100000.0,100000.0,0,0.0,0,8174,44,8174
2018-10-24,100000.0,100000.0,0,0.0,0,8234,60,8234
2018-10-25,100000.0,100000.0,0,0.0,0,8286,52,8286
2018-10-26,100000.0,100000.0,0,0.0,0,8353,67,8353
2018-10-29,100000.0,100000.0,0,0.0,0,8416,63,8416
2018-10-30,100000.0,100000.0,0,0.0,0,8474,58,8474
2018-10-31,100000.0,100000.0,0,0.0,0,8514,40,8514
2018-11-01,100000.0,100000.0,0,0.0,0,8578,64,8578
2018-11-02,100000.0,100000.0,0,0.0,0,8622,44,8622
2018-11-05,100000.0,100000.0,0,0.0,0,8654,32,8654
2018-11-06,100000.0,100000.0,0,0.0,0,8695,41,8695
2018-11-07,100000.0,100000.0,0,0.0,0,8736,41,8736
2018-11-08,100000.0,100000.0,0,0.0,0,8773,37,8773
2018-11-09,100000.0,100000.0,0,0.0,0,8814,41,8814
2018-11-12,100000.0,100000.0,0,0.0,0,8852,38,8852
2018-11-13,100000.0,100000.0,0,0.0,0,8883,31,8883
2018-11-14,100000.0,100000.0,0,0.0,0,8934,51,8934
2018-11-15,100000.0,100000.0,0,0.0,0,8995,61,8995
2018-11-16,100000.0,100000.0,0,0.0,0,9065,70,9065
2018-11-19,100000.0,100000.0,0,0.0,0,9111,46,9111
2018-11-20,100000.0,100000.0,0,0.0,0,9176,65,9176
2018-11-21,100000.0,100000.0,0,0.0,0,9207,31,9207
2018-11-23,100000.0,100000.0,0,0.0,0,9231,24,9231
2018-11-26,100000.0,100000.0,0,0.0,0,9278,47,9278
2018-11-27,100000.0,100000.0,0,0.0,0,9341,63,9341
2018-11-28,100000.0,100000.0,0,0.0,0,9378,37,9378
2018-11-29,100000.0,100000.0,0,0.0,0,9404,26,9404
2018-11-30,100000.0,100000.0,0,0.0,0,9464,60,9464
2018-12-03,100000.0,100000.0,0,0.0,0,9498,34,9498
2018-12-04,100000.0,100000.0,0,0.0,0,9537,39,9537
2018-12-06,100000.0,100000.0,0,0.0,0,9579,42,9579
2018-12-07,100000.0,100000.0,0,0.0,0,9640,61,9640
2018-12-10,100000.0,100000.0,0,0.0,0,9676,36,9676
2018-12-11,100000.0,100000.0,0,0.0,0,9724,48,9724
2018-12-12,100000.0,100000.0,0,0.0,0,9769,45,9769
2018-12-13,100000.0,100000.0,0,0.0,0,9817,48,9817
2018-12-14,100000.0,100000.0,0,0.0,0,9859,42,9859
2018-12-17,100000.0,100000.0,0,0.0,0,9885,26,9885
2018-12-18,100000.0,100000.0,0,0.0,0,9924,39,9924
2018-12-19,100000.0,100000.0,0,0.0,0,9954,30,9954
2018-12-20,100000.0,100000.0,0,0.0,0,9986,32,9986
2018-12-21,100000.0,100000.0,0,0.0,0,10023,37,10023
2018-12-24,100000.0,100000.0,0,0.0,0,10055,32,10055
2018-12-26,100000.0,100000.0,0,0.0,0,10098,43,10098
2018-12-27,100000.0,100000.0,0,0.0,0,10137,39,10137
2018-12-28,100000.0,100000.0,0,0.0,0,10166,29,10166
2018-12-31,100000.0,100000.0,0,0.0,0,10183,17,10183
2019-01-02,100000.0,100000.0,0,0.0,0,10227,44,10227
2019-01-03,100000.0,100000.0,0,0.0,0,10276,49,10276
2019-01-04,100000.0,100000.0,0,0.0,0,10333,57,10333
2019-01-07,100000.0,100000.0,0,0.0,0,10378,45,10378
2019-01-08,100000.0,100000.0,0,0.0,0,10410,32,10410
2019-01-09,100000.0,100000.0,0,0.0,0,10437,27,10437
2019-01-10,100000.0,100000.0,0,0.0,0,10472,35,10472
2019-01-11,100000.0,100000.0,0,0.0,0,10499,27,10499
2019-01-14,100000.0,100000.0,0,0.0,0,10548,49,10548
2019-01-15,100000.0,100000.0,0,0.0,0,10597,49,10597
2019-01-16,100000.0,100000.0,0,0.0,0,10641,44,10641
2019-01-17,100000.0,100000.0,0,0.0,0,10659,18,10659
2019-01-18,100000.0,100000.0,0,0.0,0,10686,27,10686
2019-01-22,100000.0,100000.0,0,0.0,0,10730,44,10730
2019-01-23,100000.0,100000.0,0,0.0,0,10763,33,10763
2019-01-24,100000.0,100000.0,0,0.0,0,10789,26,10789
2019-01-25,100000.0,100000.0,0,0.0,0,10830,41,10830
2019-01-28,100000.0,100000.0,0,0.0,0,10862,32,10862
2019-01-29,100000.0,100000.0,0,0.0,0,10905,43,10905
2019-01-30,100000.0,100000.0,0,0.0,0,10945,40,10945
2019-01-31,100000.0,100000.0,0,0.0,0,11004,59,11004
2019-02-01,100000.0,100000.0,0,0.0,0,11039,35,11039
2019-02-04,100000.0,100000.0,0,0.0,0,11071,32,11071
2019-02-05,100000.0,100000.0,0,0.0,0,11118,47,11118
2019-02-06,100000.0,100000.0,0,0.0,0,11161,43,11161
2019-02-07,100000.0,100000.0,0,0.0,0,11213,52,11213
2019-02-08,100000.0,100000.0,0,0.0,0,11240,27,11240
2019-02-11,100000.0,100000.0,0,0.0,0,11282,42,11282
2019-02-12,100000.0,100000.0,0,0.0,0,11311,29,11311
2019-02-13,100000.0,100000.0,0,0.0,0,11340,29,11340
2019-02-14,100000.0,100000.0,0,0.0,0,11381,41,11381
2019-02-15,100000.0,100000.0,0,0.0,0,11432,51,11432
2019-02-19,100000.0,100000.0,0,0.0,0,11479,47,11479
2019-02-20,100000.0,100000.0,0,0.0,0,11522,43,11522
2019-02-21,100000.0,100000.0,0,0.0,0,11556,34,11556
2019-02-22,100000.0,100000.0,0,0.0,0,11610,54,11610
2019-02-25,100000.0,100000.0,0,0.0,0,11650,40,11650
2019-02-26,100000.0,100000.0,0,0.0,0,11689,39,11689
2019-02-27,100000.0,100000.0,0,0.0,0,11721,32,11721
2019-02-28,100000.0,100000.0,0,0.0,0,11753,32,11753
2019-03-01,100000.0,100000.0,0,0.0,0,11786,33,11786
2019-03-04,100000.0,100000.0,0,0.0,0,11819,33,11819
2019-03-05,100000.0,100000.0,0,0.0,0,11855,36,11855
2019-03-06,100000.0,100000.0,0,0.0,0,11901,46,11901
2019-03-07,100000.0,100000.0,0,0.0,0,11932,31,11932
2019-03-08,100000.0,100000.0,0,0.0,0,11966,34,11966
2019-03-11,100000.0,100000.0,0,0.0,0,11998,32,11998
2019-03-12,100000.0,100000.0,0,0.0,0,12022,24,12022
2019-03-13,100000.0,100000.0,0,0.0,0,12077,55,12077
2019-03-14,100000.0,100000.0,0,0.0,0,12118,41,12118
2019-03-15,100000.0,100000.0,0,0.0,0,12156,38,12156
2019-03-18,100000.0,100000.0,0,0.0,0,12183,27,12183
2019-03-19,100000.0,100000.0,0,0.0,0,12208,25,12208
2019-03-20,100000.0,100000.0,0,0.0,0,12240,32,12240
2019-03-21,100000.0,100000.0,0,0.0,0,12298,58,12298
2019-03-22,100000.0,100000.0,0,0.0,0,12336,38,12336
2019-03-25,100000.0,100000.0,0,0.0,0,12364,28,12364
2019-03-26,100000.0,100000.0,0,0.0,0,12411,47,12411
2019-03-27,100000.0,100000.0,0,0.0,0,12459,48,12459
2019-03-28,100000.0,100000.0,0,0.0,0,12514,55,12514
2019-03-29,100000.0,100000.0,0,0.0,0,12545,31,12545
2019-04-01,100000.0,100000.0,0,0.0,0,12587,42,12587
2019-04-02,100000.0,100000.0,0,0.0,0,12609,22,12609
2019-04-03,100000.0,100000.0,0,0.0,0,12650,41,12650
2019-04-04,100000.0,100000.0,0,0.0,0,12700,50,12700
2019-04-05,100000.0,100000.0,0,0.0,0,12722,22,12722
2019-04-08,100000.0,100000.0,0,0.0,0,12765,43,12765
2019-04-09,100000.0,100000.0,0,0.0,0,12793,28,12793
2019-04-10,100000.0,100000.0,0,0.0,0,12821,28,12821
2019-04-11,100000.0,100000.0,0,0.0,0,12846,25,12846
2019-04-12,100000.0,100000.0,0,0.0,0,12879,33,12879
2019-04-15,100000.0,100000.0,0,0.0,0,12912,33,12912
2019-04-16,100000.0,100000.0,0,0.0,0,12936,24,12936
2019-04-17,100000.0,100000.0,0,0.0,0,12988,52,12988
2019-04-18,100000.0,100000.0,0,0.0,0,13035,47,13035
2019-04-22,100000.0,100000.0,0,0.0,0,13071,36,13071
2019-04-23,100000.0,100000.0,0,0.0,0,13112,41,13112
2019-04-24,100000.0,100000.0,0,0.0,0,13138,26,13138
2019-04-25,100000.0,100000.0,0,0.0,0,13187,49,13187
2019-04-26,100000.0,100000.0,0,0.0,0,13234,47,13234
2019-04-29,100000.0,100000.0,0,0.0,0,13279,45,13279
2019-04-30,100000.0,100000.0,0,0.0,0,13336,57,13336
2019-05-01,100000.0,100000.0,0,0.0,0,13352,16,13352
2019-05-02,100000.0,100000.0,0,0.0,0,13394,42,13394
2019-05-03,100000.0,100000.0,0,0.0,0,13450,56,13450
2019-05-06,100000.0,100000.0,0,0.0,0,13491,41,13491
2019-05-07,100000.0,100000.0,0,0.0,0,13522,31,13522
2019-05-08,100000.0,100000.0,0,0.0,0,13556,34,13556
2019-05-09,100000.0,100000.0,0,0.0,0,13590,34,13590
2019-05-10,100000.0,100000.0,0,0.0,0,13656,66,13656
2019-05-13,100000.0,100000.0,0,0.0,0,13700,44,13700
2019-05-14,100000.0,100000.0,0,0.0,0,13726,26,13726
2019-05-15,100000.0,100000.0,0,0.0,0,13790,64,13790
2019-05-16,100000.0,100000.0,0,0.0,0,13846,56,13846
2019-05-17,100000.0,100000.0,0,0.0,0,13895,49,13895
2019-05-20,100000.0,100000.0,0,0.0,0,13930,35,13930
2019-05-21,100000.0,100000.0,0,0.0,0,13966,36,13966
2019-05-22,100000.0,100000.0,0,0.0,0,14012,46,14012
2019-05-23,100000.0,100000.0,0,0.0,0,14053,41,14053
2019-05-24,100000.0,100000.0,0,0.0,0,14073,20,14073
2019-05-28,100000.0,100000.0,0,0.0,0,14110,37,14110
2019-05-29,100000.0,100000.0,0,0.0,0,14160,50,14160
2019-05-30,100000.0,100000.0,0,0.0,0,14199,39,14199
2019-05-31,100000.0,100000.0,0,0.0,0,14247,48,14247
2019-06-03,100000.0,100000.0,0,0.0,0,14275,28,14275
2019-06-04,100000.0,100000.0,0,0.0,0,14340,65,14340
2019-06-05,100000.0,100000.0,0,0.0,0,14373,33,14373
2019-06-06,100000.0,100000.0,0,0.0,0,14405,32,14405
2019-06-07,100000.0,100000.0,0,0.0,0,14442,37,14442
2019-06-10,100000.0,100000.0,0,0.0,0,14469,27,14469
2019-06-11,100000.0,100000.0,0,0.0,0,14505,36,14505
2019-06-12,100000.0,100000.0,0,0.0,0,14538,33,14538
2019-06-13,100000.0,100000.0,0,0.0,0,14575,37,14575
2019-06-14,100000.0,100000.0,0,0.0,0,14613,38,14613
2019-06-17,100000.0,100000.0,0,0.0,0,14660,47,14660
2019-06-18,100000.0,100000.0,0,0.0,0,14698,38,14698
2019-06-19,100000.0,100000.0,0,0.0,0,14721,23,14721
2019-06-20,100000.0,100000.0,0,0.0,0,14757,36,14757
2019-06-21,100000.0,100000.0,0,0.0,0,14777,20,14777
2019-06-24,100000.0,100000.0,0,0.0,0,14796,19,14796
2019-06-25,100000.0,100000.0,0,0.0,0,14836,40,14836
2019-06-26,100000.0,100000.0,0,0.0,0,14870,34,14870
2019-06-27,100000.0,100000.0,0,0.0,0,14904,34,14904
2019-06-28,100000.0,100000.0,0,0.0,0,14952,48,14952
2019-07-01,100000.0,100000.0,0,0.0,0,14979,27,14979
2019-07-02,100000.0,100000.0,0,0.0,0,15014,35,15014
2019-07-03,100000.0,100000.0,0,0.0,0,15036,22,15036
2019-07-05,100000.0,100000.0,0,0.0,0,15068,32,15068
2019-07-08,100000.0,100000.0,0,0.0,0,15102,34,15102
2019-07-09,100000.0,100000.0,0,0.0,0,15105,3,15105
2019-07-10,100000.0,100000.0,0,0.0,0,15146,41,15146
2019-07-11,100000.0,100000.0,0,0.0,0,15181,35,15181
2019-07-12,100000.0,100000.0,0,0.0,0,15212,31,15212
2019-07-15,100000.0,100000.0,0,0.0,0,15245,33,15245
2019-07-16,100000.0,100000.0,0,0.0,0,15276,31,15276
2019-07-17,100000.0,100000.0,0,0.0,0,15316,40,15316
2019-07-18,100000.0,100000.0,0,0.0,0,15344,28,15344
2019-07-19,100000.0,100000.0,0,0.0,0,15403,59,15403
2019-07-22,100000.0,100000.0,0,0.0,0,15422,19,15422
2019-07-23,100000.0,100000.0,0,0.0,0,15473,51,15473
2019-07-24,100000.0,100000.0,0,0.0,0,15513,40,15513
2019-07-25,100000.0,100000.0,0,0.0,0,15555,42,15555
2019-07-26,100000.0,100000.0,0,0.0,0,15585,30,15585
2019-07-29,100000.0,100000.0,0,0.0,0,15636,51,15636
2019-07-30,100000.0,100000.0,0,0.0,0,15679,43,15679
2019-07-31,100000.0,100000.0,0,0.0,0,15740,61,15740
2019-08-01,100000.0,100000.0,0,0.0,0,15792,52,15792
2019-08-02,100000.0,100000.0,0,0.0,0,15842,50,15842
2019-08-05,100000.0,100000.0,0,0.0,0,15891,49,15891
2019-08-06,100000.0,100000.0,0,0.0,0,15916,25,15916
2019-08-07,100000.0,100000.0,0,0.0,0,15971,55,15971
2019-08-08,100000.0,100000.0,0,0.0,0,16028,57,16028
2019-08-09,100000.0,100000.0,0,0.0,0,16072,44,16072
2019-08-12,100000.0,100000.0,0,0.0,0,16114,42,16114
2019-08-13,100000.0,100000.0,0,0.0,0,16154,40,16154
2019-08-14,100000.0,100000.0,0,0.0,0,16213,59,16213
2019-08-15,100000.0,100000.0,0,0.0,0,16239,26,16239
2019-08-16,100000.0,100000.0,0,0.0,0,16267,28,16267
2019-08-19,100000.0,100000.0,0,0.0,0,16329,62,16329
2019-08-20,100000.0,100000.0,0,0.0,0,16367,38,16367
2019-08-21,100000.0,100000.0,0,0.0,0,16396,29,16396
2019-08-22,100000.0,100000.0,0,0.0,0,16448,52,16448
2019-08-23,100000.0,100000.0,0,0.0,0,16489,41,16489
2019-08-26,100000.0,100000.0,0,0.0,0,16512,23,16512
2019-08-27,100000.0,100000.0,0,0.0,0,16556,44,16556
2019-08-28,100000.0,100000.0,0,0.0,0,16604,48,16604
2019-08-29,100000.0,100000.0,0,0.0,0,16636,32,16636
2019-08-30,100000.0,100000.0,0,0.0,0,16663,27,16663
2019-09-03,100000.0,100000.0,0,0.0,0,16691,28,16691
2019-09-04,100000.0,100000.0,0,0.0,0,16698,7,16698
2019-09-05,100000.0,100000.0,0,0.0,0,16735,37,16735
2019-09-06,100000.0,100000.0,0,0.0,0,16759,24,16759
