side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir,bsp_type,pred_ret,ret_th,daily_no_sell,daily_no_buy,daily_sig_dir,daily_sig_type,pnl,entry_px,entry_idx
buy,55469,209.245,566.7397034040373,0.0,OPEN_LONG pred_ret=0.60%,2019/12/16 15:40,buy,1p,0.6010438203811646,-0.5,0,0,,,,,
sell,55517,209.4,566.7397034040373,0.0,CLOSE_LONG pred_ret=1.33%,2019/12/17 04:00,sell,2s,1.333012342453003,-0.5,0,0,,,87.84465402762642,209.245,55469.0
buy,55829,209.6742,565.9985534357847,0.0,OPEN_LONG pred_ret=1.17%,2019/12/18 15:30,buy,1p,1.17465341091156,-0.5,0,0,,,,,
sell,55867,209.76,565.9985534357847,0.0,CLOSE_LONG pred_ret=1.15%,2019/12/18 19:10,sell,2s,1.150112271308899,-0.5,0,0,,,48.56267588477769,209.6742,55829.0
buy,55877,209.63,566.3495519185718,0.0,OPEN_LONG pred_ret=1.13%,2019/12/19 04:00,buy,2,1.1349585056304932,-0.5,0,0,,,,,
sell,55897,209.79,566.3495519185718,0.0,CLOSE_LONG pred_ret=1.36%,2019/12/19 06:00,sell,2s,1.3638980388641357,1.2999999999999996,0,0,,,90.61592830696956,209.63,55877.0
buy,55913,209.57,566.9440878799312,0.0,OPEN_LONG pred_ret=1.01%,2019/12/19 07:35,buy,2s,1.0056085586547852,-0.5,0,0,,,,,
sell,55948,209.98,566.9440878799312,0.0,CLOSE_LONG pred_ret=1.39%,2019/12/19 10:30,sell,2s,1.3884683847427368,1.2999999999999996,0,0,,,232.44707603076986,209.57,55913.0
buy,55974,210.3831,565.8578068914658,0.0,OPEN_LONG pred_ret=1.16%,2019/12/19 12:40,buy,2,1.1602578163146973,-0.5,0,0,,,,,
sell,55992,210.61,565.8578068914658,0.0,CLOSE_LONG pred_ret=1.33%,2019/12/19 14:10,sell,1p,1.33355712890625,1.2999999999999996,0,0,,,128.3931363836739,210.3831,55974.0
buy,56032,211.13,564.4641344641293,0.0,OPEN_LONG pred_ret=1.11%,2019/12/19 17:30,buy,3a,1.1081585884094238,-0.5,0,0,,,,,
sell,56044,211.12,564.4641344641293,0.0,CLOSE_LONG pred_ret=1.48%,2019/12/19 19:00,sell,2,1.475295066833496,1.2999999999999996,0,0,,,-5.64464134463616,211.13,56032.0
buy,56054,210.9,565.0529543293835,0.0,OPEN_LONG pred_ret=1.25%,2019/12/20 04:00,buy,1p,1.2537074089050293,-0.5,0,0,,,,,
