date,equity,cash,pos,qty,has_buy_model,has_sell_model,bsp_rows,buy_ret_th,buy_mr_th,sell_ret_th,sell_mr_th
2018-11-08,100000.0,100000.0,0,0.0,1,1,1139,-0.5,0.4,2.2999999999999994,0.8499999999999999
2018-11-09,100000.0,100000.0,0,0.0,1,1,1180,-0.5,0.45,-0.5,0.8999999999999999
2018-11-12,100000.0,100000.0,0,0.0,1,1,1215,-0.5,0.45,-0.5,0.8999999999999999
2018-11-13,100000.0,100000.0,0,0.0,1,1,1245,-0.5,0.45,-0.5,0.4
2018-11-14,100000.0,100000.0,0,0.0,1,1,1291,-0.5,0.4,-0.5,0.4
2018-11-15,100000.0,100000.0,0,0.0,1,1,1352,-0.5,0.4,-0.5,0.4
2018-11-16,100000.0,100000.0,0,0.0,1,1,1414,-0.5,0.4,-0.5,0.4
2018-11-19,100000.0,100000.0,0,0.0,1,1,1459,2.0499999999999994,0.9999999999999999,-0.5,0.4
2018-11-20,100000.0,100000.0,0,0.0,1,1,1523,-0.5,0.9999999999999999,-0.5,0.4
2018-11-21,100000.0,100000.0,0,0.0,1,1,1551,1.6999999999999993,0.9999999999999999,-0.5,0.4
2018-11-23,100000.0,100000.0,0,0.0,1,1,1575,-0.5,0.8999999999999999,-0.5,0.4
2018-11-26,100000.0,100000.0,0,0.0,1,1,1619,1.1999999999999997,0.5,-0.5,0.7
2018-11-27,100000.0,100000.0,0,0.0,1,1,1682,1.1499999999999997,0.4,-0.5,0.8999999999999999
2018-11-28,100000.0,100000.0,0,0.0,1,1,1718,1.1499999999999997,0.4,-0.5,0.8999999999999999
2018-11-29,100000.0,100000.0,0,0.0,1,1,1739,1.4499999999999995,0.5,-0.5,0.9499999999999998
2018-11-30,100000.0,100000.0,0,0.0,1,1,1796,-0.5,0.4,-0.5,0.4
2018-12-03,100000.0,100000.0,0,0.0,1,1,1823,-0.5,0.4,-0.5,0.5
2018-12-04,100000.0,100000.0,0,0.0,1,1,1859,0.9999999999999996,0.4,-0.5,0.5
2018-12-06,100000.0,100000.0,0,0.0,1,1,1901,0.6999999999999997,0.7999999999999999,-0.5,0.4
2018-12-07,100000.0,100000.0,0,0.0,1,1,1957,-0.5,0.8499999999999999,-0.5,0.45
2018-12-10,100000.0,100000.0,0,0.0,1,1,1992,-0.5,0.7999999999999999,-0.5,0.9499999999999998
2018-12-11,100000.0,100000.0,0,0.0,1,1,2039,2.349999999999999,0.7,2.3999999999999995,0.4
2018-12-12,100000.0,100000.0,0,0.0,1,1,2083,2.2999999999999994,0.75,2.4499999999999993,0.6499999999999999
2018-12-13,100000.0,100000.0,0,0.0,1,1,2130,-0.5,0.4,1.3999999999999995,0.7
2018-12-14,100000.0,100000.0,0,0.0,1,1,2171,-0.5,0.75,-0.5,0.4
2018-12-17,100000.0,100000.0,0,0.0,1,1,2197,-0.5,0.75,-0.5,0.4
2018-12-18,100000.0,100000.0,0,0.0,1,1,2233,-0.5,0.5,-0.5,0.4
2018-12-19,100000.0,100000.0,0,0.0,1,1,2259,-0.5,0.45,1.9499999999999993,0.7
2018-12-20,100000.0,100000.0,0,0.0,1,1,2285,-0.5,0.75,-0.5,0.4
2018-12-21,100000.0,100000.0,0,0.0,1,1,2322,-0.5,0.8999999999999999,-0.5,0.45
2018-12-24,100000.0,100000.0,0,0.0,1,1,2352,1.0999999999999996,0.6,-0.5,0.4
2018-12-26,100000.0,100000.0,0,0.0,1,1,2388,1.0999999999999996,0.6,-0.5,0.8999999999999999
2018-12-27,100000.0,100000.0,0,0.0,1,1,2427,-0.5,0.45,-0.5,0.6
2018-12-28,100000.0,100000.0,0,0.0,1,1,2456,-0.5,0.45,-0.5,0.6
2018-12-31,100000.0,100000.0,0,0.0,1,1,2472,-0.5,0.4,-0.5,0.6
2019-01-02,100000.0,100000.0,0,0.0,1,1,2509,-0.5,0.45,-0.5,0.4
2019-01-03,100000.0,100000.0,0,0.0,1,1,2555,-0.5,0.4,-0.5,0.8999999999999999
2019-01-04,100000.0,100000.0,0,0.0,1,1,2612,-0.5,0.4,-0.5,0.7999999999999999
2019-01-07,100000.0,100000.0,0,0.0,1,1,2657,-0.5,0.5,-0.5,0.9999999999999999
2019-01-08,100000.0,100000.0,0,0.0,1,1,2687,-0.5,0.4,-0.5,0.9999999999999999
2019-01-09,100000.0,100000.0,0,0.0,1,1,2713,-0.5,0.5,-0.5,0.9999999999999999
2019-01-10,100000.0,100000.0,0,0.0,1,1,2743,-0.5,0.5,-0.5,0.9999999999999999
2019-01-11,100174.54182770227,0.0,1,623.3636703652911,1,1,2766,2.4499999999999993,0.45,-0.5,0.4
2019-01-14,99096.12267797033,99096.12267797033,0,0.0,1,1,2810,-0.5,0.4,1.1999999999999997,0.4
2019-01-15,99182.95660908954,99182.95660908954,0,0.0,1,1,2856,-0.5,0.4,0.9999999999999996,0.9999999999999999
2019-01-16,99189.08090403299,0.0,1,612.4294943444862,1,1,2896,-0.5,0.4,1.2999999999999996,0.8999999999999999
2019-01-17,100260.83251913585,0.0,1,612.4294943444862,1,1,2910,-0.5,0.4,1.2499999999999996,0.9499999999999998
2019-01-18,101203.97394042635,101203.97394042635,0,0.0,1,1,2933,-0.5,0.4,-0.5,0.4
2019-01-22,101203.97394042635,101203.97394042635,0,0.0,1,1,2976,-0.5,0.7,-0.5,0.4
2019-01-23,101203.97394042635,101203.97394042635,0,0.0,1,1,3008,-0.5,0.7999999999999999,-0.5,0.4
2019-01-24,101203.97394042635,101203.97394042635,0,0.0,1,1,3033,-0.5,0.7999999999999999,-0.5,0.4
2019-01-25,101203.97394042635,101203.97394042635,0,0.0,1,1,3068,2.349999999999999,0.4,2.349999999999999,0.9999999999999999
2019-01-28,100992.23711721704,0.0,1,622.7553623803234,1,1,3100,2.1499999999999995,0.8999999999999999,-0.5,0.4
2019-01-29,101316.0699056548,101316.0699056548,0,0.0,1,1,3142,1.9499999999999993,0.9499999999999998,1.0499999999999996,0.75
2019-01-30,101316.0699056548,101316.0699056548,0,0.0,1,1,3182,1.9499999999999993,0.9499999999999998,1.8999999999999995,0.8499999999999999
2019-01-31,101316.0699056548,101316.0699056548,0,0.0,1,1,3239,0.9499999999999997,0.4,-0.5,0.9999999999999999
2019-02-01,101316.0699056548,101316.0699056548,0,0.0,1,1,3274,0.9499999999999997,0.4,-0.5,0.4
2019-02-04,101316.0699056548,101316.0699056548,0,0.0,1,1,3306,2.0499999999999994,0.45,-0.5,0.75
2019-02-05,101316.0699056548,101316.0699056548,0,0.0,1,1,3348,2.0999999999999996,0.4,0.6499999999999997,0.9999999999999999
2019-02-06,101316.0699056548,101316.0699056548,0,0.0,1,1,3386,2.0499999999999994,0.4,1.0499999999999996,0.7
2019-02-07,101316.0699056548,101316.0699056548,0,0.0,1,1,3432,-0.5,0.4,-0.5,0.45
2019-02-08,101382.6933375631,101382.6933375631,0,0.0,1,1,3457,-0.5,0.45,-0.5,0.6499999999999999
2019-02-11,101382.6933375631,101382.6933375631,0,0.0,1,1,3498,1.5999999999999996,0.8999999999999999,1.0999999999999996,0.4
2019-02-12,101382.6933375631,101382.6933375631,0,0.0,1,1,3523,1.5999999999999996,0.8999999999999999,-0.5,0.9499999999999998
2019-02-13,101382.6933375631,101382.6933375631,0,0.0,1,1,3551,-0.5,0.8999999999999999,-0.5,0.9499999999999998
2019-02-14,101382.6933375631,101382.6933375631,0,0.0,1,1,3592,0.34999999999999987,0.4,-0.5,0.9499999999999998
2019-02-15,101382.6933375631,101382.6933375631,0,0.0,1,1,3643,0.24999999999999978,0.4,-0.5,0.8999999999999999
2019-02-19,101559.54418069178,101559.54418069178,0,0.0,1,1,3685,-0.5,0.7999999999999999,0.5499999999999998,0.4
2019-02-20,101653.99620969033,101653.99620969033,0,0.0,1,1,3728,-0.5,0.7999999999999999,1.0499999999999996,0.8999999999999999
2019-02-21,101653.99620969033,101653.99620969033,0,0.0,1,1,3761,0.7999999999999998,0.55,-0.5,0.8999999999999999
2019-02-22,102173.81442495286,0.0,1,590.7025173437755,1,1,3814,0.6999999999999997,0.55,1.0499999999999996,0.9499999999999998
2019-02-25,102338.92540476329,0.0,1,591.2127406398804,1,1,3853,1.8499999999999996,0.4,1.3499999999999996,0.4
2019-02-26,102752.77432321123,102752.77432321123,0,0.0,1,1,3891,0.9499999999999997,0.8999999999999999,1.4999999999999996,0.4
2019-02-27,102752.77432321123,102752.77432321123,0,0.0,1,1,3923,0.9499999999999997,0.8999999999999999,1.1999999999999997,0.9999999999999999
2019-02-28,103097.68206733683,0.0,1,594.6685243544837,1,1,3952,1.0499999999999996,0.6499999999999999,1.4499999999999995,0.9499999999999998
2019-03-01,103799.39092607514,0.0,1,594.6685243544837,1,1,3979,0.8999999999999997,0.45,1.3499999999999996,0.8999999999999999
2019-03-04,103502.05666389789,0.0,1,594.6685243544837,1,1,4012,0.8999999999999997,0.45,1.3499999999999996,0.8999999999999999
2019-03-05,103757.7641293703,103757.7641293703,0,0.0,1,1,4046,-0.5,0.6499999999999999,-0.5,0.8999999999999999
2019-03-06,103518.49798356292,0.0,1,598.1653645184498,1,1,4085,1.0499999999999996,0.8499999999999999,-0.5,0.8999999999999999
2019-03-07,102376.00213733269,0.0,1,598.1653645184498,1,1,4116,1.5499999999999994,0.7999999999999999,-0.5,0.4
2019-03-08,102232.44244984825,102232.44244984825,0,0.0,1,1,4144,1.7499999999999996,0.7999999999999999,0.5999999999999996,0.4
2019-03-11,102232.44244984825,102232.44244984825,0,0.0,1,1,4174,1.7499999999999996,0.7999999999999999,0.5999999999999996,0.4
2019-03-12,102232.44244984825,102232.44244984825,0,0.0,1,1,4198,1.7499999999999996,0.7999999999999999,0.5999999999999996,0.4
2019-03-13,102232.44244984825,102232.44244984825,0,0.0,1,1,4253,1.7499999999999996,0.7999999999999999,0.5999999999999996,0.4
2019-03-14,102232.44244984825,102232.44244984825,0,0.0,1,1,4290,-0.5,0.45,-0.5,0.9999999999999999
2019-03-15,102106.47696489184,0.0,1,572.57038616549,1,1,4328,-0.5,0.4,-0.5,0.9999999999999999
2019-03-18,102261.07096915651,0.0,1,572.57038616549,1,1,4350,-0.5,0.4,-0.5,0.9999999999999999
2019-03-19,102381.31075025127,0.0,1,572.57038616549,1,1,4374,-0.5,0.4,-0.5,0.9999999999999999
2019-03-20,103005.41247117166,0.0,1,572.57038616549,1,1,4400,1.5499999999999994,0.7,0.7999999999999998,0.75
2019-03-21,104642.96377560496,0.0,1,572.57038616549,1,1,4451,1.8499999999999996,0.8499999999999999,1.1499999999999997,0.9999999999999999
2019-03-22,102163.73400350839,0.0,1,572.57038616549,1,1,4484,1.7999999999999994,0.9999999999999999,1.0999999999999996,0.4
2019-03-25,102324.05371163473,0.0,1,572.57038616549,1,1,4512,-0.5,0.4,-0.5,0.4
2019-03-26,102518.727642931,0.0,1,572.57038616549,1,1,4555,-0.5,0.4,-0.5,0.4
2019-03-27,101711.40339843764,0.0,1,572.57038616549,1,1,4593,1.8499999999999996,0.4,-0.5,0.4
2019-03-28,102467.1963081761,0.0,1,572.57038616549,1,1,4645,-0.5,0.4,-0.5,0.55
2019-03-29,102993.96106344835,0.0,1,572.57038616549,1,1,4670,-0.5,0.4,-0.5,0.6
2019-04-01,104356.79690826606,0.0,1,572.7281538239727,1,1,4711,-0.5,0.45,2.499999999999999,0.4
2019-04-02,104316.70593749837,104316.70593749837,0,0.0,1,1,4733,-0.5,0.45,2.3999999999999995,0.5
2019-04-03,104079.8396737666,0.0,1,565.5898254198815,1,1,4773,0.3999999999999998,0.75,2.499999999999999,0.45
2019-04-04,104028.93658947882,104028.93658947882,0,0.0,1,1,4820,0.8499999999999996,0.4,-0.5,0.8499999999999999
2019-04-05,104028.93658947882,104028.93658947882,0,0.0,1,1,4840,0.8999999999999997,0.55,-0.5,0.8499999999999999
2019-04-08,104028.93658947882,104028.93658947882,0,0.0,1,1,4882,0.8999999999999997,0.55,-0.5,0.8499999999999999
2019-04-09,104028.93658947882,104028.93658947882,0,0.0,1,1,4909,-0.5,0.5,0.5999999999999996,0.4
2019-04-10,104028.93658947882,104028.93658947882,0,0.0,1,1,4937,0.4999999999999998,0.4,0.5999999999999996,0.4
2019-04-11,104248.5732572457,104248.5732572457,0,0.0,1,1,4961,0.44999999999999973,0.45,-0.5,0.7999999999999999
2019-04-12,104507.36626155402,104507.36626155402,0,0.0,1,1,4991,-0.5,0.4,0.5999999999999996,0.4
2019-04-15,104981.88619484974,104981.88619484974,0,0.0,1,1,5023,1.1999999999999997,0.6499999999999999,0.9999999999999996,0.4
2019-04-16,104981.88619484974,104981.88619484974,0,0.0,1,1,5041,1.1499999999999997,0.4,0.9999999999999996,0.4
2019-04-17,104981.88619484974,104981.88619484974,0,0.0,1,1,5091,0.6499999999999997,0.4,0.7999999999999998,0.4
2019-04-18,104981.88619484974,104981.88619484974,0,0.0,1,1,5138,0.7499999999999998,0.5,0.5999999999999996,0.4
2019-04-22,104981.88619484974,104981.88619484974,0,0.0,1,1,5170,-0.5,0.7999999999999999,0.44999999999999973,0.8999999999999999
2019-04-23,104981.88619484974,104981.88619484974,0,0.0,1,1,5208,0.9499999999999997,0.4,1.1999999999999997,0.4
2019-04-24,105573.03774852034,0.0,1,552.4780875426256,1,1,5234,1.0499999999999996,0.4,1.1999999999999997,0.4
2019-04-25,104738.79583633097,0.0,1,552.4780875426256,1,1,5280,0.9999999999999996,0.75,-0.5,0.8999999999999999
2019-04-26,105241.55089599476,105241.55089599476,0,0.0,1,1,5322,1.0499999999999996,0.6499999999999999,0.4999999999999998,0.7999999999999999
2019-04-29,105241.55089599476,105241.55089599476,0,0.0,1,1,5367,1.6999999999999993,0.4,-0.5,0.4
2019-04-30,105241.55089599476,105241.55089599476,0,0.0,1,1,5419,1.5499999999999994,0.4,-0.5,0.7
2019-05-01,105241.55089599476,105241.55089599476,0,0.0,1,1,5432,1.5499999999999994,0.4,0.8499999999999996,0.8999999999999999
2019-05-02,105241.55089599476,105241.55089599476,0,0.0,1,1,5472,1.5999999999999996,0.4,0.8499999999999996,0.75
2019-05-03,105241.55089599476,105241.55089599476,0,0.0,1,1,5526,1.8999999999999995,0.4,-0.5,0.9499999999999998
2019-05-06,105241.55089599476,105241.55089599476,0,0.0,1,1,5563,1.8999999999999995,0.4,-0.5,0.9499999999999998
2019-05-07,105241.55089599476,105241.55089599476,0,0.0,1,1,5594,-0.5,0.8999999999999999,1.7499999999999996,0.4
2019-05-08,105241.55089599476,105241.55089599476,0,0.0,1,1,5623,1.3499999999999996,0.6,-0.5,0.4
2019-05-09,104967.54382054412,104967.54382054412,0,0.0,1,1,5657,1.4999999999999996,0.4,-0.5,0.45
2019-05-10,105315.7422094208,105315.7422094208,0,0.0,1,1,5705,1.4999999999999996,0.4,1.0999999999999996,0.45
2019-05-13,102943.24472008769,0.0,1,578.6579242275868,1,1,5745,-0.5,0.4,-0.5,0.4
2019-05-14,104702.36480973956,0.0,1,578.6579242275868,1,1,5771,-0.5,0.4,-0.5,0.4
2019-05-15,104488.26137777534,104488.26137777534,0,0.0,1,1,5834,-0.5,0.4,-0.5,0.4
2019-05-16,104488.26137777534,104488.26137777534,0,0.0,1,1,5886,-0.5,0.4,-0.5,0.4
2019-05-17,104488.26137777534,104488.26137777534,0,0.0,1,1,5934,1.0999999999999996,0.4,-0.5,0.9999999999999999
2019-05-20,104488.26137777534,104488.26137777534,0,0.0,1,1,5968,-0.5,0.9999999999999999,-0.5,0.9999999999999999
2019-05-21,104488.26137777534,104488.26137777534,0,0.0,1,1,6004,2.1999999999999993,0.7999999999999999,1.0499999999999996,0.45
2019-05-22,104465.13939030515,0.0,1,578.0496867546766,1,1,6047,2.1999999999999993,0.7999999999999999,1.2999999999999996,0.5
2019-05-23,103164.52759510714,0.0,1,578.0496867546766,1,1,6085,-0.5,0.9999999999999999,-0.5,0.4
2019-05-24,103557.60138210031,103557.60138210031,0,0.0,1,1,6102,-0.5,0.9999999999999999,0.5499999999999998,0.4
2019-05-28,103557.60138210031,103557.60138210031,0,0.0,1,1,6137,-0.5,0.6,-0.5,0.55
2019-05-29,103457.68769177707,0.0,1,587.7275901367782,1,1,6180,-0.5,0.9499999999999998,-0.5,0.4
2019-05-30,103951.37886749196,103951.37886749196,0,0.0,1,1,6219,-0.5,0.9499999999999998,-0.5,0.55
2019-05-31,103951.37886749196,103951.37886749196,0,0.0,1,1,6266,-0.5,0.8499999999999999,1.6499999999999995,0.4
2019-06-03,103951.37886749196,103951.37886749196,0,0.0,1,1,6293,-0.5,0.75,-0.5,0.4
2019-06-04,103951.37886749196,103951.37886749196,0,0.0,1,1,6355,-0.5,0.8999999999999999,2.3999999999999995,0.8999999999999999
2019-06-05,103951.37886749196,103951.37886749196,0,0.0,1,1,6386,-0.5,0.8999999999999999,2.349999999999999,0.9499999999999998
2019-06-06,103951.37886749196,103951.37886749196,0,0.0,1,1,6416,0.44999999999999973,0.5,2.4499999999999993,0.8999999999999999
2019-06-07,103951.37886749196,103951.37886749196,0,0.0,1,1,6446,-0.5,0.5,2.499999999999999,0.4
2019-06-10,103951.37886749196,103951.37886749196,0,0.0,1,1,6471,1.9499999999999993,0.55,2.499999999999999,0.4
2019-06-11,103951.37886749196,103951.37886749196,0,0.0,1,1,6505,-0.5,0.6,1.8499999999999996,0.4
2019-06-12,104139.43848607797,0.0,1,569.8776320787894,1,1,6538,1.6499999999999995,0.55,1.9499999999999993,0.7
2019-06-13,104207.82380192743,0.0,1,569.8776320787894,1,1,6570,1.3999999999999995,0.45,1.6999999999999993,0.4
2019-06-14,104019.76418334142,0.0,1,569.8776320787894,1,1,6604,-0.5,0.4,1.5499999999999994,0.6
2019-06-17,105020.20139626281,0.0,1,571.0102294272663,1,1,6645,0.7499999999999998,0.4,1.2499999999999996,0.4
2019-06-18,105551.24090963017,105551.24090963017,0,0.0,1,1,6680,0.4999999999999998,0.4,1.7499999999999996,0.4
2019-06-19,105551.24090963017,105551.24090963017,0,0.0,1,1,6700,0.4999999999999998,0.4,1.8499999999999996,0.4
2019-06-20,105551.24090963017,105551.24090963017,0,0.0,1,1,6735,0.4999999999999998,0.4,1.8499999999999996,0.4
2019-06-21,105551.24090963017,105551.24090963017,0,0.0,1,1,6752,0.4999999999999998,0.4,1.8499999999999996,0.4
2019-06-24,105551.24090963017,105551.24090963017,0,0.0,1,1,6766,0.4999999999999998,0.4,1.8499999999999996,0.4
2019-06-25,103944.66002085133,0.0,1,561.7415695030876,1,1,6806,-0.5,0.7999999999999999,-0.5,0.4
2019-06-26,104332.26170380846,0.0,1,561.7415695030876,1,1,6840,-0.5,0.8999999999999999,-0.5,0.4
2019-06-27,104916.47293609167,0.0,1,561.7415695030876,1,1,6872,-0.5,0.55,0.7999999999999998,0.4
2019-06-28,105055.22310375892,105055.22310375892,0,0.0,1,1,6915,-0.5,0.5,0.5499999999999998,0.45
2019-07-01,105055.22310375892,105055.22310375892,0,0.0,1,1,6942,-0.5,0.5,0.5499999999999998,0.45
2019-07-02,105055.22310375892,105055.22310375892,0,0.0,1,1,6971,-0.5,0.5,0.5499999999999998,0.45
2019-07-03,105055.22310375892,105055.22310375892,0,0.0,1,1,6993,-0.5,0.5,0.5499999999999998,0.45
2019-07-05,105055.22310375892,105055.22310375892,0,0.0,1,1,7020,-0.5,0.45,2.3999999999999995,0.7999999999999999
2019-07-08,105105.18067577275,0.0,1,555.0841334870491,1,1,7051,1.0999999999999996,0.4,-0.5,0.75
2019-07-09,105749.07827061773,105749.07827061773,0,0.0,1,1,7054,1.1499999999999997,0.4,-0.5,0.6
2019-07-10,105749.07827061773,105749.07827061773,0,0.0,1,1,7089,1.0499999999999996,0.7999999999999999,-0.5,0.9999999999999999
2019-07-11,105749.07827061773,105749.07827061773,0,0.0,1,1,7121,1.1499999999999997,0.4,0.9999999999999996,0.4
2019-07-12,105749.07827061773,105749.07827061773,0,0.0,1,1,7151,1.0499999999999996,0.4,0.9999999999999996,0.4
2019-07-15,105749.07827061773,105749.07827061773,0,0.0,1,1,7183,1.0499999999999996,0.4,0.9999999999999996,0.4
2019-07-16,105165.91322526618,0.0,1,545.0140610762136,1,1,7213,-0.5,0.7,-0.5,0.4
2019-07-17,105476.57124007962,105476.57124007962,0,0.0,1,1,7251,1.5499999999999994,0.4,-0.5,0.5
2019-07-18,107130.17310673145,107130.17310673145,0,0.0,1,1,7278,1.4999999999999996,0.4,-0.5,0.45
2019-07-19,106055.02759117848,0.0,1,557.0702153124198,1,1,7335,1.7999999999999994,0.4,-0.5,0.4
2019-07-22,106957.4813399846,106957.4813399846,0,0.0,1,1,7353,1.7999999999999994,0.4,-0.5,0.4
2019-07-23,106957.4813399846,106957.4813399846,0,0.0,1,1,7400,-0.5,0.5,1.6499999999999995,0.5
2019-07-24,107495.48567985074,107495.48567985074,0,0.0,1,1,7437,0.5499999999999998,0.45,-0.5,0.6
2019-07-25,107567.39271462681,107567.39271462681,0,0.0,1,1,7478,0.6999999999999997,0.4,1.6499999999999995,0.4
2019-07-26,107567.39271462681,107567.39271462681,0,0.0,1,1,7505,-0.5,0.4,-0.5,0.45
2019-07-29,107755.33550299577,107755.33550299577,0,0.0,1,1,7555,1.0499999999999996,0.4,0.9499999999999997,0.4
2019-07-30,108186.21583009645,0.0,1,556.6852723582199,1,1,7598,1.0999999999999996,0.45,1.0499999999999996,0.4
2019-07-31,106430.09608979264,0.0,1,558.3071714304813,1,1,7650,1.2499999999999996,0.9499999999999998,1.0999999999999996,0.4
2019-08-01,107931.287761228,0.0,1,569.64842857037,1,1,7700,2.0999999999999996,0.4,-0.5,0.7999999999999999
2019-08-02,106820.47332551579,0.0,1,569.64842857037,1,1,7747,2.499999999999999,0.4,-0.5,0.75
2019-08-05,100457.50037838475,0.0,1,569.64842857037,1,1,7795,-0.5,0.6,-0.5,0.4
2019-08-06,104653.45000134723,0.0,1,573.0981326397635,1,1,7818,2.499999999999999,0.6,-0.5,0.4
2019-08-07,105123.56871606466,105123.56871606466,0,0.0,1,1,7870,2.499999999999999,0.75,-0.5,0.5
2019-08-08,105123.56871606466,105123.56871606466,0,0.0,1,1,7924,-0.5,0.6,-0.5,0.7999999999999999
2019-08-09,104881.73726652525,0.0,1,562.3987198591091,1,1,7966,2.0499999999999994,0.5,-0.5,0.45
2019-08-12,103278.90091492678,103278.90091492678,0,0.0,1,1,8005,-0.5,0.9499999999999998,-0.5,0.4
2019-08-13,104437.44227783654,104437.44227783654,0,0.0,1,1,8040,2.4499999999999993,0.8499999999999999,-0.5,0.75
2019-08-14,104027.63815532283,0.0,1,569.1723923801653,1,1,8097,2.499999999999999,0.8499999999999999,-0.5,0.75
2019-08-15,104198.38987303687,0.0,1,569.1723923801653,1,1,8120,2.499999999999999,0.9499999999999998,-0.5,0.7999999999999999
2019-08-16,104915.54708743589,104915.54708743589,0,0.0,1,1,8148,-0.5,0.9999999999999999,-0.5,0.9999999999999999
2019-08-19,104915.54708743589,104915.54708743589,0,0.0,1,1,8195,-0.5,0.9999999999999999,-0.5,0.9999999999999999
2019-08-20,104915.54708743589,104915.54708743589,0,0.0,1,1,8231,-0.5,0.45,-0.5,0.9999999999999999
2019-08-21,105517.42104289339,0.0,1,557.290699497694,1,1,8258,-0.5,0.5,-0.5,0.8999999999999999
2019-08-22,104817.96721484834,0.0,1,557.6907007972777,1,1,8310,-0.5,0.4,-0.5,0.8999999999999999
2019-08-23,101588.93805723211,0.0,1,557.6907007972777,1,1,8348,-0.5,0.7,-0.5,0.4
2019-08-26,102966.43408820138,0.0,1,557.6907007972777,1,1,8370,-0.5,0.4,-0.5,0.4
2019-08-27,102994.31862324126,102994.31862324126,0,0.0,1,1,8411,-0.5,0.4,-0.5,0.4
2019-08-28,103061.21333596074,0.0,1,557.6301987661549,1,1,8455,2.2999999999999994,0.4,2.499999999999999,0.75
2019-08-29,104828.90106604945,104828.90106604945,0,0.0,1,1,8486,2.4499999999999993,0.4,-0.5,0.9499999999999998
2019-08-30,104828.90106604945,104828.90106604945,0,0.0,1,1,8512,-0.5,0.55,-0.5,0.9499999999999998
2019-09-03,105049.62923479883,0.0,1,565.9696634599366,1,1,8535,-0.5,0.4,-0.5,0.4
2019-09-04,106600.38611267904,106600.38611267904,0,0.0,1,1,8537,-0.5,0.4,-0.5,0.4
2019-09-05,106600.38611267904,106600.38611267904,0,0.0,1,1,8572,-0.5,0.4,-0.5,0.9999999999999999
2019-09-06,106600.38611267904,106600.38611267904,0,0.0,1,1,8594,-0.5,0.4,-0.5,0.9999999999999999
2019-09-09,106444.61079765607,0.0,1,556.3404107962999,1,1,8634,2.2499999999999996,0.7,-0.5,0.4
2019-09-10,106016.22868134291,106016.22868134291,0,0.0,1,1,8661,2.2499999999999996,0.9499999999999998,-0.5,0.7
2019-09-11,106016.22868134291,106016.22868134291,0,0.0,1,1,8698,2.2499999999999996,0.9499999999999998,-0.5,0.9999999999999999
2019-09-12,106016.22868134291,106016.22868134291,0,0.0,1,1,8704,-0.5,0.8999999999999999,2.499999999999999,0.7999999999999999
