date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level,QQQ,Return %,QQQ %,date,Return %,QQQ %,date,Return %,QQQ %,date,Return %,QQQ %
11/18/2021,407263.2532,0,1,0.6,1.9,0.145239076,FORCE_BUY,0.185,0.23,401.75,307.26%,88.96%,11/18/2021,307.26%,88.96%,11/22/2024,165.75%,91.24%,,,
11/19/2021,409318.4509,0,1,-0.5,1.25,0.152285519,FORCE_BUY,0.185,0.23,403.99,309.32%,90.01%,11/19/2021,309.32%,90.01%,11/25/2024,167.44%,91.54%,,,
11/22/2021,410563.7185,410563.7185,0,-0.5,1.25,0.279165555,FORCE_SELL,0.185,0.23,399.3,310.56%,87.81%,11/22/2021,310.56%,87.81%,11/26/2024,168.04%,92.57%,,,
11/23/2021,410512.0558,0,1,-0.5,1.6,0.168364106,FORCE_BUY,0.185,0.23,397.48,310.51%,86.95%,11/23/2021,310.51%,86.95%,11/27/2024,166.43%,91.05%,,,
11/24/2021,412444.2419,0,1,-0.5,1.1,0.137120605,FORCE_BUY,0.185,0.23,398.76,312.44%,87.55%,11/24/2021,312.44%,87.55%,11/29/2024,168.84%,92.73%,,,
11/26/2021,408321.556,408321.556,0,-0.5,1.9,0.285543167,FORCE_SELL,0.185,0.23,391.2,308.32%,84.00%,11/26/2021,308.32%,84.00%,12/2/2024,171.46%,94.83%,,,
11/29/2021,412113.4072,412113.4072,0,-0.5,2.4,0.194040561,FREE,0.185,0.23,399.69,312.11%,87.99%,11/29/2021,312.11%,87.99%,12/3/2024,172.94%,95.43%,,,
11/30/2021,412113.4072,412113.4072,0,-0.5,2,0.274734593,FORCE_SELL,0.185,0.23,393.82,312.11%,85.23%,11/30/2021,312.11%,85.23%,12/4/2024,175.24%,97.84%,,,
12/1/2021,412113.4072,412113.4072,0,2.3,-0.5,0.383003731,FORCE_SELL,0.185,0.23,387.12,312.11%,82.08%,12/1/2021,312.11%,82.08%,12/5/2024,174.73%,97.30%,,,
12/2/2021,414856.2052,0,1,2.3,-0.5,0.177648074,FORCE_BUY,0.185,0.23,389.91,314.86%,83.39%,12/2/2021,314.86%,83.39%,12/6/2024,177.15%,99.06%,,,
12/3/2021,415251.0828,415251.0828,0,2.35,2.25,0.285720942,FORCE_SELL,0.17,0.23,383.13,315.25%,80.20%,12/3/2021,315.25%,80.20%,12/9/2024,177.09%,97.51%,,,
12/6/2021,418141.5369,0,1,2.2,2.25,0.168816903,FORCE_BUY,0.17,0.23,386.2,318.14%,81.65%,12/6/2021,318.14%,81.65%,12/10/2024,177.09%,96.84%,,,
12/7/2021,432496.3764,0,1,2.2,2.4,0.167670222,FORCE_BUY,0.175,0.23,397.83,332.50%,87.12%,12/7/2021,332.50%,87.12%,12/11/2024,181.21%,100.36%,,,
12/8/2021,432377.2941,0,1,2.2,2.4,0.136217328,FORCE_BUY,0.175,0.23,399.61,332.38%,87.95%,12/8/2021,332.38%,87.95%,12/12/2024,181.40%,99.07%,,,
12/9/2021,431316.3783,431316.3783,0,1.65,1.95,0.247139464,FORCE_SELL,0.175,0.23,393.73,331.32%,85.19%,12/9/2021,331.32%,85.19%,12/13/2024,181.61%,100.59%,,,
12/10/2021,435830.2563,0,1,1.2,-0.5,0.140515645,FORCE_BUY,0.175,0.23,398.01,335.83%,87.20%,12/10/2021,335.83%,87.20%,12/16/2024,185.76%,103.48%,,,
12/13/2021,437528.4385,437528.4385,0,1.2,-0.5,0.23682146,FORCE_SELL,0.175,0.23,392.26,337.53%,84.50%,12/13/2021,337.53%,84.50%,12/17/2024,184.46%,102.59%,,,
12/14/2021,433345.9928,0,1,2.45,-0.5,0.171883676,FORCE_BUY,0.175,0.23,388.2,333.35%,82.59%,12/14/2021,333.35%,82.59%,12/18/2024,185.72%,95.28%,,,
12/15/2021,433768.4124,0,1,2.45,2.05,0.205846204,FREE,0.185,0.23,397.05,333.77%,86.75%,12/15/2021,333.77%,86.75%,12/19/2024,185.72%,94.41%,,,
12/16/2021,435829.7694,435829.7694,0,2.35,2.35,0.283434934,FORCE_SELL,0.21,0.23,386.84,335.83%,81.95%,12/16/2021,335.83%,81.95%,12/20/2024,185.72%,96.11%,,,
12/17/2021,435636.4161,435636.4161,0,-0.5,2.05,0.214209015,FREE,0.21,0.23,384.91,335.64%,81.04%,12/17/2021,335.64%,81.04%,12/23/2024,187.14%,97.70%,,,
12/20/2021,441088.7876,0,1,-0.5,2.05,0.13805584,FORCE_BUY,0.21,0.23,380.69,341.09%,79.06%,12/20/2021,341.09%,79.06%,12/24/2024,191.29%,100.38%,,,
12/21/2021,447751.9776,0,1,-0.5,2.05,0.170606319,FORCE_BUY,0.21,0.23,389.21,347.75%,83.06%,12/21/2021,347.75%,83.06%,12/26/2024,190.68%,100.24%,,,
12/22/2021,454218.2827,0,1,-0.5,2.05,0.151686081,FORCE_BUY,0.21,0.23,393.95,354.22%,85.29%,12/22/2021,354.22%,85.29%,12/27/2024,190.68%,97.58%,,,
12/23/2021,457711.0281,0,1,-0.5,2.05,0.183800122,FORCE_BUY,0.21,0.23,396.92,357.71%,86.69%,12/23/2021,357.71%,86.69%,12/30/2024,187.10%,94.95%,,,
12/27/2021,464777.2094,0,1,-0.5,2.05,0.154686741,FORCE_BUY,0.21,0.23,403.48,364.78%,89.77%,12/27/2021,364.78%,89.77%,12/31/2024,188.80%,93.30%,,,
12/28/2021,466552.4001,466552.4001,0,-0.5,2.05,0.237336004,FORCE_SELL,0.21,0.23,401.61,366.55%,88.90%,12/28/2021,366.55%,88.90%,1/2/2025,188.80%,92.92%,,,
12/29/2021,464813.846,0,1,1.45,-0.5,0.215099692,FREE,0.21,0.23,401.55,364.81%,88.87%,12/29/2021,364.81%,88.87%,1/3/2025,189.48%,96.08%,,,
12/30/2021,466541.4337,466541.4337,0,0.95,-0.5,0.272515123,FORCE_SELL,0.21,0.23,400.35,366.54%,88.30%,12/30/2021,366.54%,88.30%,1/6/2025,189.48%,98.33%,,,
12/31/2021,466541.4337,466541.4337,0,1.05,-0.5,0.26957932,FORCE_SELL,0.21,0.23,397.85,366.54%,87.13%,12/31/2021,366.54%,87.13%,1/7/2025,189.48%,94.79%,,,
1/3/2022,468336.1375,0,1,1.05,-0.5,0.189494944,FORCE_BUY,0.21,0.23,401.68,368.34%,88.93%,1/3/2022,368.34%,88.93%,1/8/2025,190.33%,94.82%,,,
1/4/2022,468406.0611,468406.0611,0,1.05,-0.5,0.29773872,FORCE_SELL,0.21,0.23,396.47,368.41%,86.48%,1/4/2022,368.41%,86.48%,1/10/2025,190.33%,91.77%,,,
1/5/2022,468406.0611,468406.0611,0,2.5,-0.5,0.409450269,FORCE_SELL,0.21,0.23,384.29,368.41%,80.75%,1/5/2022,368.41%,80.75%,1/13/2025,194.95%,91.15%,,,
1/6/2022,468406.0611,468406.0611,0,2.35,-0.5,0.254763597,FORCE_SELL,0.21,0.23,384.02,368.41%,80.62%,1/6/2022,368.41%,80.62%,1/14/2025,193.62%,90.97%,,,
1/7/2022,468406.0611,468406.0611,0,-0.5,-0.5,0.285366659,FORCE_SELL,0.21,0.23,379.86,368.41%,78.67%,1/7/2022,368.41%,78.67%,1/15/2025,193.91%,95.36%,,,
1/10/2022,468406.0611,468406.0611,0,2.45,-0.5,0.357581457,FORCE_SELL,0.21,0.23,380.11,368.41%,78.78%,1/10/2022,368.41%,78.78%,1/16/2025,193.91%,94.00%,,,
1/11/2022,468406.0611,468406.0611,0,2.45,2.45,0.38052216,FORCE_SELL,0.21,0.23,385.82,368.41%,81.47%,1/11/2022,368.41%,81.47%,1/17/2025,194.46%,97.27%,,,
1/12/2022,468406.0611,468406.0611,0,-0.5,2.35,0.412226841,FORCE_SELL,0.21,0.23,387.35,368.41%,82.19%,1/12/2022,368.41%,82.19%,1/21/2025,194.46%,98.43%,,,
1/13/2022,468406.0611,468406.0611,0,1.25,2,0.57738453,FORCE_SELL,0.21,0.23,377.66,368.41%,77.63%,1/13/2022,368.41%,77.63%,1/22/2025,194.46%,100.96%,,,
1/14/2022,468406.0611,468406.0611,0,1.75,2.45,0.321402412,FORCE_SELL,0.21,0.23,380.01,368.41%,78.74%,1/14/2022,368.41%,78.74%,1/23/2025,196.15%,101.39%,,,
1/18/2022,468406.0611,468406.0611,0,2.1,1.95,0.43390992,FORCE_SELL,0.21,0.23,370.55,368.41%,74.29%,1/18/2022,368.41%,74.29%,1/24/2025,196.37%,100.25%,,,
1/19/2022,468406.0611,468406.0611,0,1.85,-0.5,0.429240216,FORCE_SELL,0.21,0.23,366.48,368.41%,72.37%,1/19/2022,368.41%,72.37%,1/27/2025,196.37%,94.42%,,,
1/20/2022,468406.0611,468406.0611,0,-0.5,-0.5,0.47563726,FORCE_SELL,0.21,0.23,361.72,368.41%,70.13%,1/20/2022,368.41%,70.13%,1/28/2025,197.72%,97.30%,,,
1/21/2022,468406.0611,468406.0611,0,1.85,-0.5,0.407444874,FORCE_SELL,0.21,0.23,351.69,368.41%,65.42%,1/21/2022,368.41%,65.42%,1/29/2025,199.76%,96.93%,,,
1/24/2022,468406.0611,468406.0611,0,2.3,-0.5,0.346869783,FORCE_SELL,0.21,0.23,353.3,368.41%,66.17%,1/24/2022,368.41%,66.17%,1/30/2025,199.76%,97.77%,,,
1/25/2022,468406.0611,468406.0611,0,-0.5,-0.5,0.30566465,FORCE_SELL,0.21,0.23,345.11,368.41%,62.32%,1/25/2022,368.41%,62.32%,1/31/2025,199.76%,97.48%,,,
1/26/2022,468406.0611,468406.0611,0,-0.5,-0.5,0.414462373,FORCE_SELL,0.21,0.23,344.57,368.41%,62.07%,1/26/2022,368.41%,62.07%,2/3/2025,205.06%,95.90%,,,
1/27/2022,468406.0611,468406.0611,0,-0.5,-0.5,0.346256503,FORCE_SELL,0.21,0.23,341.1,368.41%,60.43%,1/27/2022,368.41%,60.43%,2/4/2025,203.84%,98.30%,,,
1/28/2022,468406.0611,468406.0611,0,2.5,-0.5,0.267189455,FORCE_SELL,0.215,0.255,351.8,368.41%,65.47%,1/28/2022,368.41%,65.47%,2/5/2025,208.21%,99.20%,,,
1/31/2022,468406.0611,468406.0611,0,2.5,-0.5,0.269851398,FREE,0.215,0.27,363.05,368.41%,70.76%,1/31/2022,368.41%,70.76%,2/6/2025,209.49%,100.24%,,,
2/1/2022,468406.0611,468406.0611,0,2.5,-0.5,0.227596692,FREE,0.215,0.27,365.52,368.41%,71.92%,2/1/2022,368.41%,71.92%,2/7/2025,210.78%,97.72%,,,
2/2/2022,465322.0652,465322.0652,0,1.55,-0.5,0.260967584,FREE,0.215,0.27,368.49,365.32%,73.32%,2/2/2022,365.32%,73.32%,2/10/2025,211.92%,100.11%,,,
2/3/2022,465322.0652,465322.0652,0,2.4,-0.5,0.313138192,FORCE_SELL,0.215,0.27,353.55,365.32%,66.29%,2/3/2022,365.32%,66.29%,2/11/2025,211.96%,99.63%,,,
2/4/2022,465322.0652,465322.0652,0,2.35,-0.5,0.28633851,FORCE_SELL,0.215,0.27,358.01,365.32%,68.39%,2/4/2022,365.32%,68.39%,2/12/2025,213.17%,99.75%,,,
2/7/2022,465322.0652,465322.0652,0,-0.5,-0.5,0.315223922,FORCE_SELL,0.215,0.27,355.13,365.32%,67.03%,2/7/2022,365.32%,67.03%,2/13/2025,216.11%,102.62%,,,
2/8/2022,468831.5129,0,1,-0.5,1.5,0.235426312,FREE,0.215,0.27,359.12,368.83%,68.91%,2/8/2022,368.83%,68.91%,2/14/2025,217.65%,103.47%,,,
2/9/2022,472845.725,472845.725,0,-0.5,2.45,0.219890114,FREE,0.215,0.27,366.73,372.85%,72.49%,2/9/2022,372.85%,72.49%,2/18/2025,218.86%,103.94%,,,
2/10/2022,472845.725,472845.725,0,-0.5,2,0.380312346,FORCE_SELL,0.22,0.27,358.43,372.85%,68.59%,2/10/2022,372.85%,68.59%,2/19/2025,218.19%,103.99%,,,
2/11/2022,472845.725,472845.725,0,-0.5,2.4,0.375259016,FORCE_SELL,0.22,0.27,347.06,372.85%,63.24%,2/11/2022,372.85%,63.24%,2/20/2025,220.46%,103.13%,,,
2/14/2022,477465.918,477465.918,0,-0.5,2.4,0.233989886,FREE,0.22,0.27,347.49,377.47%,63.44%,2/14/2022,377.47%,63.44%,2/21/2025,220.69%,98.91%,,,
2/15/2022,477560.1405,0,1,-0.5,-0.5,0.213867042,FORCE_BUY,0.22,0.27,356.13,377.56%,67.50%,2/15/2022,377.56%,67.50%,2/24/2025,220.69%,96.56%,,,
2/16/2022,475660.6617,0,1,-0.5,2.2,0.227904781,FREE,0.225,0.27,356.04,375.66%,67.46%,2/16/2022,375.66%,67.46%,2/25/2025,219.13%,94.09%,,,
2/17/2022,462167.8814,0,1,2.35,-0.5,0.355670623,FORCE_SELL,0.235,0.27,345.45,362.17%,62.48%,2/17/2022,362.17%,62.48%,2/26/2025,217.56%,94.56%,,,
2/18/2022,454243.5501,0,1,2.35,-0.5,0.257513337,FREE,0.235,0.27,341.51,354.24%,60.63%,2/18/2022,354.24%,60.63%,2/27/2025,220.51%,89.15%,,,
2/22/2022,456224.633,0,1,2.35,-0.5,0.235352651,FREE,0.235,0.27,338.08,356.22%,59.01%,2/22/2022,356.22%,59.01%,2/28/2025,225.34%,92.14%,,,
2/23/2022,457710.4451,457710.4451,0,-0.5,-0.5,0.305407403,FORCE_SELL,0.235,0.27,329.42,357.71%,54.94%,2/23/2022,357.71%,54.94%,3/3/2025,219.48%,87.93%,,,
2/24/2022,470837.1857,470837.1857,0,-0.5,-0.5,0.240211299,FREE,0.235,0.27,340.49,370.84%,60.15%,2/24/2022,370.84%,60.15%,3/4/2025,219.30%,87.37%,,,
2/25/2022,475735.2904,0,1,-0.5,1.95,0.185596434,FORCE_BUY,0.245,0.27,345.77,375.74%,62.63%,2/25/2022,375.74%,62.63%,3/5/2025,221.90%,89.81%,,,
2/28/2022,476739.677,0,1,1,-0.5,0.205196513,FORCE_BUY,0.245,0.27,346.8,376.74%,63.12%,2/28/2022,376.74%,63.12%,3/6/2025,215.86%,84.59%,,,
3/1/2022,474675.8689,474675.8689,0,1.1,-0.5,0.292794662,FORCE_SELL,0.245,0.27,341.49,374.68%,60.62%,3/1/2022,374.68%,60.62%,3/7/2025,216.23%,85.95%,,,
3/2/2022,482107.0302,0,1,-0.5,-0.5,0.21153062,FORCE_BUY,0.245,0.27,347.22,382.11%,63.31%,3/2/2022,382.11%,63.31%,3/10/2025,205.83%,78.74%,,,
3/3/2022,483888.2824,483888.2824,0,2.4,-0.5,0.290297629,FORCE_SELL,0.245,0.27,342.26,383.89%,60.98%,3/3/2022,383.89%,60.98%,3/11/2025,208.58%,78.31%,,,
3/4/2022,482954.7728,0,1,2.45,-0.5,0.222368521,FORCE_BUY,0.245,0.27,337.3,382.95%,58.65%,3/4/2022,382.95%,58.65%,3/12/2025,212.01%,80.32%,,,
3/7/2022,484505.8349,484505.8349,0,-0.5,2.45,0.300711205,FORCE_SELL,0.245,0.27,324.86,384.51%,52.80%,3/7/2022,384.51%,52.80%,3/13/2025,206.82%,77.08%,,,
3/8/2022,484505.8349,484505.8349,0,2.4,-0.5,0.279549909,FORCE_SELL,0.245,0.27,323.35,384.51%,52.09%,3/8/2022,384.51%,52.09%,3/14/2025,212.19%,81.36%,,,
3/9/2022,492664.4786,0,1,-0.5,2.35,0.184006909,FORCE_BUY,0.245,0.28,334.99,392.66%,57.56%,3/9/2022,392.66%,57.56%,3/17/2025,214.38%,82.54%,,,
3/10/2022,486166.9641,0,1,-0.5,-0.5,0.143082629,FORCE_BUY,0.245,0.28,331.27,386.17%,55.81%,3/10/2022,386.17%,55.81%,3/18/2025,209.32%,79.42%,,,
3/11/2022,476288.3901,0,1,-0.5,-0.5,0.240451899,FORCE_BUY,0.245,0.28,324.4,376.29%,52.58%,3/11/2022,376.29%,52.58%,3/19/2025,210.37%,81.82%,,,
3/14/2022,469864.377,0,1,2.1,-0.5,0.196208827,FORCE_BUY,0.235,0.28,318.17,369.86%,49.65%,3/14/2022,369.86%,49.65%,3/20/2025,208.76%,81.21%,,,
3/15/2022,482447.7986,0,1,1.8,-0.5,0.174461543,FORCE_BUY,0.235,0.28,328.15,382.45%,54.34%,3/15/2022,382.45%,54.34%,3/21/2025,210.20%,81.81%,,,
3/16/2022,501205.329,0,1,2.15,-0.5,0.207745295,FORCE_BUY,0.235,0.28,340.32,401.21%,60.07%,3/16/2022,401.21%,60.07%,3/24/2025,215.74%,85.52%,,,
3/17/2022,502763.5565,0,1,2.1,-0.5,0.161620176,FORCE_BUY,0.235,0.28,344.44,402.76%,62.01%,3/17/2022,402.76%,62.01%,3/25/2025,218.37%,86.58%,,,
3/18/2022,518184.1281,0,1,1.8,-0.5,0.180536483,FORCE_BUY,0.235,0.28,351.49,418.18%,65.32%,3/18/2022,418.18%,65.32%,3/26/2025,217.29%,83.14%,,,
3/21/2022,513656.4484,0,1,-0.5,-0.5,0.174179333,FORCE_BUY,0.235,0.28,350.08,413.66%,64.66%,3/21/2022,413.66%,64.66%,3/27/2025,217.29%,82.10%,,,
3/22/2022,525269.0649,0,1,-0.5,-0.5,0.180132975,FORCE_BUY,0.235,0.28,356.96,425.27%,67.89%,3/22/2022,425.27%,67.89%,3/28/2025,217.29%,77.31%,,,
3/23/2022,520938.2268,0,1,-0.5,-0.5,0.253765099,FREE,0.235,0.28,351.83,420.94%,65.48%,3/23/2022,420.94%,65.48%,3/31/2025,217.29%,77.30%,,,
3/24/2022,530853.9635,0,1,-0.5,-0.5,0.180152065,FORCE_BUY,0.235,0.28,359.65,430.85%,69.16%,3/24/2022,430.85%,69.16%,4/1/2025,217.29%,78.73%,,,
3/25/2022,531252.9574,0,1,-0.5,-0.5,0.182418842,FORCE_BUY,0.235,0.28,359.35,431.25%,69.02%,3/25/2022,431.25%,69.02%,4/2/2025,217.29%,80.03%,,,
3/28/2022,538863.3961,0,1,1.75,2.3,0.202209253,FORCE_BUY,0.235,0.28,364.91,438.86%,71.63%,3/28/2022,438.86%,71.63%,4/3/2025,217.29%,70.39%,,,
3/29/2022,547789.0369,0,1,2,2.5,0.204336454,FORCE_BUY,0.235,0.28,371.19,447.79%,74.59%,3/29/2022,447.79%,74.59%,4/4/2025,217.29%,59.81%,,,
3/30/2022,543141.723,543141.723,0,2,2.5,0.265691106,FREE,0.235,0.28,367.09,443.14%,72.66%,3/30/2022,443.14%,72.66%,4/7/2025,217.29%,60.20%,,,
3/31/2022,543141.723,543141.723,0,2.5,-0.5,0.295093381,FORCE_SELL,0.235,0.28,362.54,443.14%,70.52%,3/31/2022,443.14%,70.52%,4/8/2025,217.29%,57.31%,,,
4/1/2022,540810.1936,0,1,2.4,-0.5,0.194853175,FORCE_BUY,0.235,0.28,361.85,440.81%,70.19%,4/1/2022,440.81%,70.19%,4/9/2025,217.29%,76.19%,,,
4/4/2022,551421.6414,0,1,2.4,-0.5,0.184673757,FORCE_BUY,0.235,0.27,369.3,451.42%,73.70%,4/4/2022,451.42%,73.70%,4/10/2025,217.29%,68.70%,,,
4/5/2022,552393.112,552393.112,0,1.8,-0.5,0.308687054,FORCE_SELL,0.235,0.27,361.1,452.39%,69.84%,4/5/2022,452.39%,69.84%,4/11/2025,217.29%,71.81%,,,
4/6/2022,541482.517,0,1,2.15,-0.5,0.209492193,FORCE_BUY,0.235,0.27,353.26,441.48%,66.15%,4/6/2022,441.48%,66.15%,4/14/2025,217.29%,72.97%,,,
4/7/2022,545822.133,0,1,1.85,-0.5,0.189794781,FORCE_BUY,0.235,0.27,354.1,445.82%,66.55%,4/7/2022,445.82%,66.55%,4/15/2025,217.29%,73.17%,,,
4/8/2022,536542.7413,0,1,2.5,-0.5,0.195482494,FORCE_BUY,0.235,0.27,349.15,436.54%,64.22%,4/8/2022,436.54%,64.22%,4/16/2025,217.29%,67.94%,,,
4/11/2022,523954.777,0,1,2.5,-0.5,0.188212543,FORCE_BUY,0.235,0.28,340.89,423.95%,60.34%,4/11/2022,423.95%,60.34%,4/17/2025,217.29%,67.91%,,,
4/12/2022,524539.548,0,1,2.25,2.25,0.222325629,FORCE_BUY,0.235,0.28,339.45,424.54%,59.66%,4/12/2022,424.54%,59.66%,4/21/2025,217.29%,63.76%,,,
4/13/2022,532680.1752,0,1,-0.5,2.45,0.214586689,FORCE_BUY,0.235,0.28,346.35,432.68%,62.90%,4/13/2022,432.68%,62.90%,4/22/2025,217.29%,68.06%,,,
4/14/2022,527540.3463,527540.3463,0,2.45,0.95,0.290427105,FORCE_SELL,0.235,0.28,338.43,427.54%,59.18%,4/14/2022,427.54%,59.18%,4/23/2025,217.29%,71.87%,,,
4/18/2022,534443.9723,0,1,-0.5,-0.5,0.17484979,FORCE_BUY,0.235,0.28,338.69,434.44%,59.30%,4/18/2022,434.44%,59.30%,4/24/2025,217.29%,76.71%,,,
4/19/2022,536792.1444,0,1,2.1,2.3,0.217723352,FORCE_BUY,0.235,0.28,346.26,436.79%,62.86%,4/19/2022,436.79%,62.86%,4/25/2025,219.10%,78.68%,,,
4/20/2022,541313.8849,0,1,1.9,2.45,0.265895763,FREE,0.235,0.28,341.21,441.31%,60.49%,4/20/2022,441.31%,60.49%,4/28/2025,218.75%,78.62%,,,
4/21/2022,545179.8491,545179.8491,0,2.05,-0.5,0.349308642,FORCE_SELL,0.235,0.28,334.15,445.18%,57.17%,4/21/2022,445.18%,57.17%,4/29/2025,219.39%,79.80%,,,
4/22/2022,545179.8491,545179.8491,0,1.95,-0.5,0.288425782,FORCE_SELL,0.235,0.28,325.4,445.18%,53.05%,4/22/2022,445.18%,53.05%,4/30/2025,217.79%,79.78%,,,
4/25/2022,555001.847,0,1,-0.5,-0.5,0.166618609,FORCE_BUY,0.245,0.28,329.58,455.00%,55.02%,4/25/2022,455.00%,55.02%,5/1/2025,217.79%,82.12%,,,
4/26/2022,540193.0371,540193.0371,0,-0.5,-0.5,0.296973714,FORCE_SELL,0.245,0.28,317.14,440.19%,49.17%,4/26/2022,440.19%,49.17%,5/2/2025,219.36%,84.83%,,,
4/27/2022,543930.3864,543930.3864,0,-0.5,-0.5,0.249135314,FREE,0.245,0.28,316.76,443.93%,48.99%,4/27/2022,443.93%,48.99%,5/5/2025,217.15%,83.73%,,,
4/28/2022,537080.2538,0,1,-0.5,2.35,0.27690848,FREE,0.245,0.29,328.01,437.08%,54.28%,4/28/2022,437.08%,54.28%,5/6/2025,219.87%,82.02%,,,
4/29/2022,544119.2916,544119.2916,0,-0.5,-0.5,0.272311452,FORCE_SELL,0.245,0.27,313.25,444.12%,47.34%,4/29/2022,444.12%,47.34%,5/7/2025,218.11%,82.74%,,,
5/2/2022,551172.9466,0,1,-0.5,-0.5,0.160939713,FORCE_BUY,0.245,0.27,318.48,451.17%,49.80%,5/2/2022,451.17%,49.80%,5/8/2025,221.15%,84.62%,,,
5/3/2022,553789.9046,0,1,-0.5,-0.5,0.196751062,FORCE_BUY,0.245,0.27,318.82,453.79%,49.96%,5/3/2022,453.79%,49.96%,5/9/2025,221.10%,84.50%,,,
5/4/2022,567158.1551,567158.1551,0,-0.5,-0.5,0.265426512,FREE,0.245,0.27,329.6,467.16%,55.03%,5/4/2022,467.16%,55.03%,5/12/2025,233.53%,92.02%,,,
5/5/2022,546801.7571,0,1,-0.5,-0.5,0.248419627,FREE,0.245,0.27,313,446.80%,47.22%,5/5/2022,446.80%,47.22%,5/13/2025,239.71%,94.94%,,,
5/6/2022,537903.4514,0,1,-0.5,-0.5,0.198190504,FORCE_BUY,0.245,0.27,309.25,437.90%,45.45%,5/6/2022,437.90%,45.45%,5/14/2025,241.00%,96.11%,,,
5/9/2022,519270.9912,0,1,-0.5,-0.5,0.211254595,FORCE_BUY,0.245,0.27,297.15,419.27%,39.76%,5/9/2022,419.27%,39.76%,5/15/2025,241.67%,96.33%,,,
5/10/2022,523641.7833,0,1,-0.5,-0.5,0.20663083,FORCE_BUY,0.245,0.27,300.76,423.64%,41.46%,5/10/2022,423.64%,41.46%,5/16/2025,238.68%,97.18%,,,
5/11/2022,509519.4233,0,1,-0.5,-0.5,0.215270254,FORCE_BUY,0.245,0.27,291.84,409.52%,37.27%,5/11/2022,409.52%,37.27%,5/19/2025,243.81%,97.37%,,,
5/12/2022,510285.618,0,1,-0.5,-0.5,0.165976123,FORCE_BUY,0.19,0.27,291.15,410.29%,36.94%,5/12/2022,410.29%,36.94%,5/20/2025,242.11%,96.71%,,,
5/13/2022,526427.9455,0,1,-0.5,-0.5,0.186762773,FORCE_BUY,0.19,0.27,301.94,426.43%,42.02%,5/13/2022,426.43%,42.02%,5/21/2025,240.36%,93.98%,,,
5/16/2022,523662.363,0,1,2.25,-0.5,0.210859195,FREE,0.19,0.27,298.44,423.66%,40.37%,5/16/2022,423.66%,40.37%,5/22/2025,240.50%,94.34%,,,
5/17/2022,536397.0188,0,1,2.3,-0.5,0.185034962,FORCE_BUY,0.19,0.27,306.17,436.40%,44.01%,5/17/2022,436.40%,44.01%,5/23/2025,236.83%,92.54%,,,
5/18/2022,510953.0575,0,1,2.3,-0.5,0.253419796,FREE,0.19,0.27,291.14,410.95%,36.94%,5/18/2022,410.95%,36.94%,5/27/2025,245.43%,97.07%,,,
5/19/2022,515614.1971,0,1,2.5,-0.5,0.179874476,FORCE_BUY,0.19,0.245,289.58,415.61%,36.20%,5/19/2022,415.61%,36.20%,5/28/2025,250.16%,96.20%,,,
5/20/2022,512105.0502,0,1,2.4,-0.5,0.151291092,FORCE_BUY,0.19,0.245,288.68,412.11%,35.78%,5/20/2022,412.11%,35.78%,5/29/2025,243.00%,96.59%,,,
5/23/2022,513682.394,0,1,2.4,-0.5,0.133583455,FORCE_BUY,0.19,0.245,293.48,413.68%,38.04%,5/23/2022,413.68%,38.04%,5/30/2025,243.56%,96.28%,,,
5/24/2022,512300.0028,0,1,2.15,-0.5,0.118288255,FORCE_BUY,0.19,0.245,287.24,412.30%,35.10%,5/24/2022,412.30%,35.10%,6/2/2025,246.05%,97.83%,,,
5/25/2022,513824.1777,0,1,2.35,-0.5,0.171434251,FORCE_BUY,0.19,0.245,291.26,413.82%,36.99%,5/25/2022,413.82%,36.99%,6/3/2025,249.47%,99.37%,,,
5/26/2022,530980.0071,0,1,1.95,-0.5,0.085724129,FORCE_BUY,0.19,0.245,299.33,430.98%,40.79%,5/26/2022,430.98%,40.79%,6/4/2025,250.12%,99.93%,,,
5/27/2022,550209.4232,0,1,-0.5,-0.5,0.071932306,FORCE_BUY,0.19,0.245,309.1,450.21%,45.38%,5/27/2022,450.21%,45.38%,6/5/2025,246.99%,98.42%,,,
5/31/2022,548880.2009,0,1,-0.5,-0.5,0.079586265,FORCE_BUY,0.19,0.245,308.28,448.88%,45.00%,5/31/2022,448.88%,45.00%,6/6/2025,251.71%,100.36%,,,
6/1/2022,540532.6848,0,1,-0.5,-0.5,0.102132737,FORCE_BUY,0.19,0.245,306,440.53%,43.93%,6/1/2022,440.53%,43.93%,6/9/2025,251.89%,100.66%,,,
6/2/2022,558486.0475,0,1,-0.5,-0.5,0.08379619,FORCE_BUY,0.19,0.245,314.38,458.49%,47.87%,6/2/2022,458.49%,47.87%,6/10/2025,253.82%,101.99%,,,
6/3/2022,541950.5219,0,1,-0.5,-0.5,0.084761414,FORCE_BUY,0.19,0.245,306.2,441.95%,44.02%,6/3/2022,441.95%,44.02%,6/11/2025,252.01%,101.30%,,,
6/6/2022,544733.0273,0,1,-0.5,-0.5,0.101762912,FORCE_BUY,0.19,0.245,307.22,444.73%,44.50%,6/6/2022,444.73%,44.50%,6/12/2025,251.23%,101.78%,,,
6/7/2022,547515.5327,0,1,2.35,-0.5,0.069586273,FORCE_BUY,0.19,0.245,309.87,447.52%,45.75%,6/7/2022,447.52%,45.75%,6/13/2025,249.18%,99.24%,,,
