date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level,SPY,Return %,SPY %
2/27/2020,103637.9236,103637.9236,0,2.2,1.5,0.242085971,FORCE_SELL,0.155,0.22,297.51,3.64%,-7.57%
2/28/2020,105460.8617,105460.8617,0,2.2,-0.5,0.186219286,FREE,0.155,0.22,296.26,5.46%,-7.95%
3/2/2020,105460.8617,105460.8617,0,1.8,-0.5,0.225524127,FORCE_SELL,0.155,0.22,309.09,5.46%,-3.97%
3/3/2020,108156.2309,108156.2309,0,2,-0.5,0.215096142,FREE,0.155,0.23,300.24,8.16%,-6.72%
3/4/2020,108156.2309,108156.2309,0,2.4,-0.5,0.177840155,FREE,0.155,0.23,312.86,8.16%,-2.80%
3/5/2020,108156.2309,108156.2309,0,2.4,-0.5,0.176733723,FREE,0.155,0.23,302.46,8.16%,-6.03%
3/6/2020,106648.3824,0,1,2.05,-0.5,0.160401346,FREE,0.155,0.23,297.46,6.65%,-7.58%
3/9/2020,101144.5319,0,1,2.05,-0.5,0.198668729,FREE,0.155,0.23,274.23,1.14%,-14.80%
3/10/2020,102162.477,102162.477,0,-0.5,-0.5,0.21280334,FREE,0.155,0.23,288.42,2.16%,-10.39%
3/11/2020,102899.87,0,1,-0.5,-0.5,0.166749869,FREE,0.155,0.23,274.36,2.90%,-14.76%
3/12/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.232289433,FORCE_SELL,0.155,0.23,248.11,-1.27%,-22.91%
3/13/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.301053682,FORCE_SELL,0.155,0.23,269.32,-1.27%,-16.32%
3/16/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.332890703,FORCE_SELL,0.155,0.23,239.85,-1.27%,-25.48%
3/17/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.338012425,FORCE_SELL,0.155,0.23,252.8,-1.27%,-21.46%
3/18/2020,98733.53355,98733.53355,0,2.2,-0.5,0.382542127,FORCE_SELL,0.155,0.23,240,-1.27%,-25.43%
3/19/2020,98733.53355,98733.53355,0,2.5,-0.5,0.409352216,FORCE_SELL,0.155,0.23,240.51,-1.27%,-25.27%
3/20/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.339421316,FORCE_SELL,0.16,0.23,228.8,-1.27%,-28.91%
3/23/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.258510428,FORCE_SELL,0.16,0.23,222.95,-1.27%,-30.73%
3/24/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.400805508,FORCE_SELL,0.16,0.23,243.15,-1.27%,-24.45%
3/25/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.364339933,FORCE_SELL,0.16,0.23,246.79,-1.27%,-23.32%
3/26/2020,98733.53355,98733.53355,0,-0.5,-0.5,0.326286638,FORCE_SELL,0.16,0.23,261.2,-1.27%,-18.85%
3/27/2020,99696.50391,0,1,-0.5,-0.5,0.287052621,FREE,0.16,0.34,253.42,-0.30%,-21.26%
3/30/2020,101110.8567,0,1,-0.5,-0.5,0.246115973,FREE,0.16,0.34,261.65,1.11%,-18.71%
3/31/2020,98180.56972,0,1,-0.5,-0.5,0.241261243,FREE,0.16,0.34,257.75,-1.82%,-19.92%
4/1/2020,95957.89569,0,1,-0.5,-0.5,0.256176939,FREE,0.16,0.34,246.15,-4.04%,-23.52%
4/2/2020,96230.68562,0,1,2.45,-0.5,0.213549716,FREE,0.16,0.34,251.83,-3.77%,-21.76%
4/3/2020,95661.59759,0,1,2.35,-0.5,0.197966418,FREE,0.16,0.34,248.19,-4.34%,-22.89%
4/6/2020,99489.29623,99489.29623,0,2.35,-0.5,0.243375696,FREE,0.16,0.34,264.86,-0.51%,-17.71%
4/7/2020,98582.0764,0,1,-0.5,-0.5,0.22794908,FREE,0.16,0.34,265.13,-1.42%,-17.63%
4/8/2020,99497.96593,99497.96593,0,-0.5,-0.5,0.209603115,FREE,0.16,0.34,274.03,-0.50%,-14.86%
4/9/2020,101804.0652,0,1,1.9,-0.5,0.195054562,FORCE_BUY,0.25,0.34,278.2,1.80%,-13.56%
4/13/2020,101103.4781,0,1,-0.5,-0.5,0.174764408,FORCE_BUY,0.25,0.34,275.66,1.10%,-14.35%
4/14/2020,103409.5773,0,1,-0.5,-0.5,0.188638971,FORCE_BUY,0.25,0.34,283.79,3.41%,-11.83%
4/15/2020,100599.9311,0,1,2.35,-0.5,0.217452007,FORCE_BUY,0.25,0.34,277.76,0.60%,-13.70%
4/16/2020,104905.6227,0,1,-0.5,-0.5,0.160087225,FORCE_BUY,0.215,0.34,279.1,4.91%,-13.29%
4/17/2020,104599.1159,0,1,1.95,-0.5,0.170958586,FORCE_BUY,0.215,0.34,286.64,4.60%,-10.94%
4/20/2020,102909.6792,0,1,1.95,-0.5,0.20392023,FORCE_BUY,0.215,0.34,281.59,2.91%,-12.51%
4/21/2020,100698.7748,0,1,-0.5,-0.5,0.223371956,FREE,0.215,0.34,273.04,0.70%,-15.17%
4/22/2020,101937.5038,0,1,-0.5,1.85,0.235490798,FREE,0.215,0.34,279.1,1.94%,-13.29%
4/23/2020,100870.3586,0,1,2.4,2.4,0.266130291,FREE,0.215,0.34,279.08,0.87%,-13.29%
4/24/2020,102375.9406,102375.9406,0,2.45,-0.5,0.221042033,FREE,0.215,0.34,282.97,2.38%,-12.08%
4/27/2020,102470.5645,102470.5645,0,2.45,-0.5,0.224895392,FREE,0.215,0.34,287.05,2.47%,-10.82%
4/28/2020,103238.663,103238.663,0,2.45,-0.5,0.27562402,FREE,0.215,0.34,285.73,3.24%,-11.23%
4/29/2020,104004.9128,104004.9128,0,-0.5,2.5,0.240256428,FREE,0.215,0.34,293.21,4.00%,-8.90%
4/30/2020,102130.5666,0,1,1.6,-0.5,0.239736618,FORCE_BUY,0.25,0.34,290.48,2.13%,-9.75%
5/1/2020,100426.6156,0,1,2.5,-0.5,0.285398551,FREE,0.215,0.34,282.79,0.43%,-12.14%
5/4/2020,100643.1594,0,1,-0.5,1.9,0.2117791,FORCE_BUY,0.215,0.34,283.57,0.64%,-11.90%
5/5/2020,102228.5677,102228.5677,0,-0.5,-0.5,0.264958103,FREE,0.215,0.34,286.19,2.23%,-11.08%
5/6/2020,101837.3342,0,1,-0.5,2,0.269516773,FREE,0.215,0.34,284.25,1.84%,-11.69%
5/7/2020,103651.9668,103651.9668,0,2.25,2.4,0.264017282,FREE,0.215,0.34,287.68,3.65%,-10.62%
5/8/2020,103651.9668,103651.9668,0,2.25,2.4,0.21026479,FORCE_BUY,0.215,0.34,292.44,3.65%,-9.14%
5/11/2020,103425.2348,0,1,2.25,2.4,0.228323472,FREE,0.215,0.34,292.5,3.43%,-9.12%
5/12/2020,100751.0392,0,1,-0.5,-0.5,0.30674609,FREE,0.215,0.34,286.67,0.75%,-10.93%
5/13/2020,101443.09,0,1,-0.5,-0.5,0.281846441,FREE,0.215,0.34,281.6,1.44%,-12.51%
5/14/2020,101997.7067,101997.7067,0,-0.5,2.2,0.280128624,FREE,0.215,0.34,284.97,2.00%,-11.46%
5/15/2020,101997.7067,101997.7067,0,-0.5,2.3,0.232373312,FREE,0.215,0.34,286.28,2.00%,-11.05%
5/18/2020,101997.7067,101997.7067,0,-0.5,2.3,0.277281185,FREE,0.215,0.34,295,2.00%,-8.35%
5/19/2020,102430.951,102430.951,0,1.35,-0.5,0.292199431,FREE,0.215,0.34,291.97,2.43%,-9.29%
5/20/2020,102445.343,0,1,1.55,-0.5,0.141893215,FORCE_BUY,0.215,0.34,296.93,2.45%,-7.75%
5/21/2020,101941.4512,0,1,1.55,-0.5,0.164848826,FORCE_BUY,0.215,0.34,294.88,1.94%,-8.38%
5/22/2020,102020.8314,0,1,1.4,-0.5,0.126639155,FORCE_BUY,0.215,0.34,295.44,2.02%,-8.21%
5/26/2020,103328.8792,0,1,1.95,-0.5,0.166662798,FORCE_BUY,0.215,0.34,299.08,3.33%,-7.08%
5/27/2020,105106.3058,0,1,2.3,-0.5,0.140945953,FORCE_BUY,0.215,0.34,303.53,5.11%,-5.70%
5/28/2020,104526.4851,0,1,2.3,-0.5,0.164458334,FORCE_BUY,0.215,0.34,302.97,4.53%,-5.87%
5/29/2020,105644.7107,0,1,0.9,-0.5,0.13894255,FORCE_BUY,0.215,0.34,304.32,5.64%,-5.45%
6/1/2020,104985.5098,0,1,1.9,2.5,0.126955092,FORCE_BUY,0.215,0.34,305.55,4.99%,-5.07%
6/2/2020,106607.6272,0,1,1.7,2.3,0.111492076,FORCE_BUY,0.215,0.34,308.08,6.61%,-4.28%
6/3/2020,107905.3211,0,1,2,2.5,0.129037602,FORCE_BUY,0.215,0.34,312.18,7.91%,-3.01%
6/4/2020,107404.8807,0,1,1.35,2.15,0.139993161,FORCE_BUY,0.215,0.34,311.36,7.40%,-3.26%
6/5/2020,110148.675,0,1,1.75,2.45,0.150213988,FORCE_BUY,0.215,0.34,319.34,10.15%,-0.78%
6/8/2020,111342.8295,0,1,1.75,2.45,0.124138334,FORCE_BUY,0.215,0.34,323.2,11.34%,0.42%
6/9/2020,111104.6889,0,1,-0.5,1.5,0.16024746,FORCE_BUY,0.215,0.34,320.79,11.10%,-0.33%
6/10/2020,109323.811,0,1,-0.5,2.1,0.176807625,FORCE_BUY,0.215,0.34,319,9.32%,-0.89%
6/11/2020,104342.5405,0,1,2.4,-0.5,0.251940153,FREE,0.215,0.34,300.61,4.34%,-6.60%
6/12/2020,104648.9443,104648.9443,0,-0.5,-0.5,0.224221846,FREE,0.215,0.34,304.21,4.65%,-5.48%
6/15/2020,109566.452,0,1,-0.5,-0.5,0.20811912,FORCE_BUY,0.215,0.34,307.05,9.57%,-4.60%
6/16/2020,110873.5481,0,1,1.4,-0.5,0.195531568,FORCE_BUY,0.215,0.34,312.96,10.87%,-2.77%
6/17/2020,109672.4681,0,1,1.7,-0.5,0.178206604,FORCE_BUY,0.215,0.34,311.66,9.67%,-3.17%
6/18/2020,110548.5404,0,1,1.4,2.35,0.137987921,FORCE_BUY,0.215,0.34,311.78,10.55%,-3.13%
6/19/2020,108135.7116,0,1,1.4,2.45,0.19055818,FORCE_BUY,0.215,0.34,308.64,8.14%,-4.11%
6/22/2020,110336.5436,0,1,2.5,2.5,0.141618886,FORCE_BUY,0.215,0.34,310.62,10.34%,-3.49%
6/23/2020,109937.3847,0,1,2.3,2.4,0.174260716,FORCE_BUY,0.215,0.34,312.05,9.94%,-3.05%
6/24/2020,107326.725,0,1,2.4,2.3,0.193998052,FORCE_BUY,0.215,0.34,304.09,7.33%,-5.52%
6/25/2020,108584.3635,0,1,2.4,-0.5,0.144568156,FORCE_BUY,0.215,0.34,307.35,8.58%,-4.51%
6/26/2020,106033.7597,0,1,-0.5,2.45,0.180370178,FORCE_BUY,0.215,0.34,300.05,6.03%,-6.78%
6/29/2020,107913.152,0,1,-0.5,-0.5,0.142438666,FORCE_BUY,0.215,0.34,304.46,7.91%,-5.41%
6/30/2020,108905.8385,0,1,-0.5,2.5,0.161718907,FORCE_BUY,0.215,0.34,308.36,8.91%,-4.19%
7/1/2020,109630.0404,0,1,-0.5,2.5,0.1523524,FORCE_BUY,0.215,0.34,310.52,9.63%,-3.52%
7/2/2020,110502.6154,0,1,1.9,2.5,0.180585103,FORCE_BUY,0.215,0.34,312.23,10.50%,-2.99%
7/6/2020,112244.2327,0,1,-0.5,-0.5,0.138507269,FORCE_BUY,0.215,0.34,317.05,12.24%,-1.49%
7/7/2020,110986.5943,0,1,2.45,-0.5,0.173267941,FORCE_BUY,0.255,0.34,313.78,10.99%,-2.51%
7/8/2020,111933.3558,0,1,2.35,-0.5,0.12791659,FORCE_BUY,0.255,0.34,316.18,11.93%,-1.76%
7/9/2020,111336.3308,0,1,2.05,2.45,0.160988694,FORCE_BUY,0.255,0.34,314.38,11.34%,-2.32%
7/10/2020,112374.9424,0,1,1.75,2.45,0.142614894,FORCE_BUY,0.215,0.34,317.59,12.37%,-1.33%
7/13/2020,111491.7693,0,1,1.75,2.45,0.218582798,FORCE_BUY,0.255,0.34,314.84,11.49%,-2.18%
7/14/2020,113413.5539,0,1,1.75,2.45,0.169700423,FORCE_BUY,0.255,0.34,318.92,13.41%,-0.91%
7/15/2020,113699.702,0,1,1.7,-0.5,0.147703882,FORCE_BUY,0.255,0.34,321.85,13.70%,0.00%
7/16/2020,113190.9943,0,1,0.9,-0.5,0.128023077,FORCE_BUY,0.255,0.34,320.79,13.19%,-0.33%
7/17/2020,113717.3654,0,1,-0.5,-0.5,0.135849708,FORCE_BUY,0.255,0.34,321.72,13.72%,-0.04%
7/20/2020,114600.5385,0,1,-0.5,-0.5,0.145492668,FORCE_BUY,0.255,0.34,324.32,14.60%,0.76%
7/21/2020,115056.2558,0,1,0.9,2.4,0.158202885,FORCE_BUY,0.255,0.34,325.01,15.06%,0.98%
7/22/2020,115204.6289,0,1,1.6,2.05,0.128633886,FORCE_BUY,0.255,0.34,326.86,15.20%,1.55%
7/23/2020,114264.9327,0,1,2.3,2.3,0.182002423,FORCE_BUY,0.255,0.34,322.96,14.26%,0.34%
7/24/2020,113116.8077,0,1,1.95,-0.5,0.135354753,FORCE_BUY,0.255,0.34,320.88,13.12%,-0.30%
7/27/2020,114353.2501,0,1,1.95,-0.5,0.121384639,FORCE_BUY,0.255,0.33,323.22,14.35%,0.42%
7/28/2020,113682.0385,0,1,1.15,1.8,0.165547273,FORCE_BUY,0.255,0.33,321.17,13.68%,-0.21%
7/29/2020,114861.9577,0,1,2.05,1.95,0.142123157,FORCE_BUY,0.255,0.33,325.12,14.86%,1.01%
7/30/2020,115462.5154,0,1,2.45,1.9,0.141440044,FORCE_BUY,0.255,0.33,323.96,15.46%,0.65%
7/31/2020,115321.2077,0,1,2.15,-0.5,0.145229099,FORCE_BUY,0.255,0.33,326.52,15.32%,1.45%
8/3/2020,116165.5212,0,1,2.15,-0.5,0.140155735,FORCE_BUY,0.255,0.33,328.79,16.17%,2.15%
8/4/2020,116578.8462,0,1,0.85,2.25,0.116390869,FORCE_BUY,0.255,0.33,330.06,16.58%,2.55%
8/5/2020,117285.3847,0,1,-0.5,2.5,0.117724063,FORCE_BUY,0.215,0.24,332.11,17.29%,3.18%
8/6/2020,118048.4462,0,1,0.55,2.35,0.119205816,FORCE_BUY,0.215,0.24,334.33,18.05%,3.87%
8/7/2020,118179.1558,0,1,0.65,2.5,0.111945765,FORCE_BUY,0.215,0.24,334.57,18.18%,3.95%
8/10/2020,118440.5751,0,1,-0.5,1.2,0.115644396,FORCE_BUY,0.215,0.245,335.57,18.44%,4.26%
8/11/2020,117769.3635,0,1,1.5,2.3,0.191947797,FORCE_BUY,0.215,0.245,332.8,17.77%,3.40%
8/12/2020,119090.5904,0,1,1.45,2.25,0.135972239,FORCE_BUY,0.215,0.245,337.44,19.09%,4.84%
8/13/2020,119270.7577,0,1,1.45,-0.5,0.138648422,FORCE_BUY,0.215,0.245,336.83,19.27%,4.65%
8/14/2020,118910.4231,0,1,1.55,2.2,0.120728093,FORCE_BUY,0.215,0.245,336.84,18.91%,4.65%
8/17/2020,119627.5597,0,1,1.55,2.2,0.115646127,FORCE_BUY,0.215,0.245,337.91,19.63%,4.99%
8/18/2020,119730.0077,0,1,1.55,2.2,0.152707407,FORCE_BUY,0.175,0.245,338.64,19.73%,5.21%
8/19/2020,119821.8577,119821.8577,0,1.55,2.2,0.199106243,FREE,0.175,0.245,337.23,19.82%,4.78%
8/20/2020,119821.8577,119821.8577,0,1.55,2.2,0.180095827,FREE,0.17,0.245,338.28,19.82%,5.10%
8/21/2020,121148.7333,0,1,0.9,2.45,0.147353751,FORCE_BUY,0.17,0.245,339.48,21.15%,5.47%
8/24/2020,122482.7426,0,1,-0.5,-0.5,0.162006835,FORCE_BUY,0.17,0.245,342.92,22.48%,6.54%
8/25/2020,122896.4995,0,1,0.75,2.5,0.136768163,FORCE_BUY,0.155,0.245,344.12,22.90%,6.92%
8/26/2020,122950.0026,122950.0026,0,0.75,2.5,0.169318567,FREE,0.155,0.245,347.57,22.95%,7.99%
8/27/2020,122950.0026,122950.0026,0,0.75,2.5,0.185703517,FREE,0.17,0.245,348.33,22.95%,8.22%
8/28/2020,123125.4049,0,1,0.75,2.5,0.143200025,FORCE_BUY,0.17,0.245,350.58,23.13%,8.92%
8/31/2020,122500.9727,122500.9727,0,1.75,1.9,0.196306008,FREE,0.17,0.245,349.31,22.50%,8.53%
9/1/2020,123746.947,0,1,1.75,2.3,0.161044408,FORCE_BUY,0.17,0.245,352.6,23.75%,9.55%
9/2/2020,124278.936,124278.936,0,1.8,2.15,0.199799008,FREE,0.17,0.245,357.7,24.28%,11.14%
9/3/2020,124278.936,124278.936,0,2.45,2,0.369226121,FORCE_SELL,0.17,0.245,345.39,24.28%,7.31%
9/4/2020,124278.936,124278.936,0,2.5,2.1,0.284018674,FORCE_SELL,0.17,0.245,342.57,24.28%,6.43%
9/8/2020,124278.936,124278.936,0,-0.5,-0.5,0.273703583,FORCE_SELL,0.17,0.215,333.21,24.28%,3.53%
9/9/2020,124278.936,124278.936,0,-0.5,2.45,0.217441196,FORCE_SELL,0.17,0.215,339.79,24.28%,5.57%
9/10/2020,124278.936,124278.936,0,2.35,1.35,0.252186024,FORCE_SELL,0.17,0.22,333.89,24.28%,3.74%
9/11/2020,123333.3715,0,1,2.3,1.4,0.198347591,FREE,0.17,0.22,334.06,23.33%,3.79%
9/14/2020,126293.8856,0,1,1.25,-0.5,0.19077688,FREE,0.17,0.22,338.46,26.29%,5.16%
9/15/2020,126432.4329,0,1,1.35,-0.5,0.174222591,FREE,0.17,0.22,340.17,26.43%,5.69%
9/16/2020,126832.8684,0,1,1.6,2.4,0.204154994,FREE,0.17,0.22,338.82,26.83%,5.27%
9/17/2020,125636.4025,0,1,2.2,-0.5,0.162617824,FORCE_BUY,0.17,0.22,335.84,25.64%,4.34%
9/18/2020,124172.2842,124172.2842,0,2.2,-0.5,0.180509531,FREE,0.17,0.22,330.65,24.17%,2.73%
9/21/2020,124380.786,0,1,2.2,-0.5,0.133565831,FORCE_BUY,0.17,0.22,326.97,24.38%,1.59%
9/22/2020,125161.7199,0,1,2.2,-0.5,0.143728018,FORCE_BUY,0.17,0.22,330.3,25.16%,2.62%
9/23/2020,124398.7814,0,1,2.15,-0.5,0.198257402,FREE,0.17,0.22,322.64,24.40%,0.24%
9/24/2020,125429.2142,125429.2142,0,2.3,2.35,0.17556492,FREE,0.17,0.22,323.5,25.43%,0.51%
9/25/2020,127216.9053,0,1,2.5,1.45,0.168522365,FORCE_BUY,0.17,0.22,328.73,27.22%,2.13%
9/28/2020,130051.6171,0,1,2.5,1.45,0.14135859,FORCE_BUY,0.17,0.22,334.19,30.05%,3.83%
9/29/2020,129345.8476,0,1,2.5,1.45,0.156874885,FORCE_BUY,0.17,0.22,332.37,29.35%,3.27%
9/30/2020,128244.5368,128244.5368,0,2.05,-0.5,0.182132327,FREE,0.17,0.22,334.89,28.24%,4.05%
10/1/2020,128818.3036,0,1,1.05,-0.5,0.157639593,FORCE_BUY,0.17,0.22,337.04,28.82%,4.72%
10/2/2020,128798.0843,0,1,1.05,-0.5,0.183742582,FREE,0.17,0.22,333.84,28.80%,3.72%
10/5/2020,131198.722,0,1,1.05,-0.5,0.142708436,FORCE_BUY,0.17,0.22,339.76,31.20%,5.56%
10/6/2020,131063.2022,131063.2022,0,1.05,-0.5,0.204048803,FREE,0.17,0.22,334.93,31.06%,4.06%
10/7/2020,131063.2022,131063.2022,0,1.05,-0.5,0.161992505,FORCE_BUY,0.17,0.22,340.76,31.06%,5.87%
10/8/2020,131063.2022,131063.2022,0,1.05,-0.5,0.127865942,FORCE_BUY,0.17,0.22,343.78,31.06%,6.81%
10/9/2020,131396.186,0,1,1.05,-0.5,0.13702975,FORCE_BUY,0.17,0.22,346.85,31.40%,7.76%
10/12/2020,133587.0684,0,1,1.05,-0.5,0.164494876,FORCE_BUY,0.17,0.22,352.43,33.59%,9.50%
10/13/2020,133701.4348,133701.4348,0,2.2,-0.5,0.17247499,FREE,0.17,0.22,350.13,33.70%,8.78%
10/14/2020,134228.9332,134228.9332,0,1.75,-0.5,0.195673525,FREE,0.17,0.22,347.93,34.23%,8.10%
10/15/2020,135171.9936,0,1,1.7,-0.5,0.15659177,FORCE_BUY,0.17,0.22,347.5,35.17%,7.97%
10/16/2020,134137.309,0,1,2.25,-0.5,0.196211012,FREE,0.17,0.22,347.29,34.14%,7.90%
10/19/2020,135160.1636,135160.1636,0,1.55,1.7,0.223487478,FORCE_SELL,0.17,0.22,342.01,35.16%,6.26%
10/20/2020,136153.729,0,1,1.4,2.45,0.196625542,FREE,0.17,0.22,343.38,36.15%,6.69%
10/21/2020,135704.1726,0,1,0.7,1.7,0.188977532,FREE,0.17,0.22,342.73,35.70%,6.48%
10/22/2020,137199.0097,0,1,-0.5,1.9,0.15115425,FORCE_BUY,0.17,0.195,344.61,37.20%,7.07%
10/23/2020,137377.9131,0,1,-0.5,2,0.132506803,FORCE_BUY,0.17,0.195,345.78,37.38%,7.43%
10/26/2020,135087.9499,135087.9499,0,2,-0.5,0.193340644,FREE,0.17,0.195,339.39,35.09%,5.45%
10/27/2020,135286.7414,135286.7414,0,1.7,2.15,0.181302256,FREE,0.17,0.195,338.22,35.29%,5.08%
10/28/2020,135286.7414,135286.7414,0,2.35,-0.5,0.282539287,FORCE_SELL,0.17,0.195,326.66,35.29%,1.49%
10/29/2020,135286.7414,135286.7414,0,2.2,-0.5,0.22694044,FORCE_SELL,0.17,0.195,329.98,35.29%,2.52%
10/30/2020,135340.2475,135340.2475,0,2.2,1.85,0.192449225,FREE,0.17,0.195,326.54,35.34%,1.45%
11/2/2020,135282.1885,135282.1885,0,1.6,-0.5,0.190031876,FREE,0.17,0.195,330.2,35.28%,2.59%
11/3/2020,135282.1885,135282.1885,0,-0.5,-0.5,0.206614551,FORCE_SELL,0.17,0.195,336.03,35.28%,4.40%
11/4/2020,135282.1885,135282.1885,0,-0.5,-0.5,0.23129355,FORCE_SELL,0.17,0.195,343.54,35.28%,6.74%
11/5/2020,135073.3187,0,1,1.65,-0.5,0.190808211,FREE,0.17,0.195,350.24,35.07%,8.82%
11/6/2020,137133.3298,137133.3298,0,-0.5,-0.5,0.178662077,FREE,0.17,0.195,350.16,37.13%,8.79%
11/9/2020,137133.3298,137133.3298,0,-0.5,-0.5,0.249938561,FORCE_SELL,0.17,0.195,354.56,37.13%,10.16%
11/10/2020,138003.0602,138003.0602,0,-0.5,-0.5,0.171998654,FREE,0.17,0.195,354.04,38.00%,10.00%
11/11/2020,139311.8682,0,1,-0.5,-0.5,0.157560465,FORCE_BUY,0.17,0.195,356.67,39.31%,10.82%
11/12/2020,138828.7114,0,1,-0.5,-0.5,0.187995538,FREE,0.17,0.195,353.21,38.83%,9.74%
11/13/2020,141072.3282,0,1,-0.5,-0.5,0.159307582,FORCE_BUY,0.17,0.195,358.1,41.07%,11.26%
