date,equity,cash,pos,qty,pm_th,buy_th,sell_th,has_model,had_bsp,bsp_count
2022-02-17,105549.25170773399,0.0,1,305.700616062021,0.8,1.5,2.375,1,1,40
2022-02-18,103739.50406064684,0.0,1,305.700616062021,0.8,1.125,2.125,1,1,38
2022-02-22,104191.94097241863,0.0,1,305.700616062021,0.8,1.0,2.25,1,1,34
2022-02-23,99808.19413808925,0.0,1,305.700616062021,0.7,2.625,3.0,1,1,78
2022-02-24,103409.34739529985,0.0,1,305.700616062021,0.8,-0.75,2.5,1,1,49
2022-02-25,105702.102015765,0.0,1,305.700616062021,0.8,1.625,2.125,1,1,41
2022-02-28,105925.26346549028,0.0,1,305.700616062021,0.8,1.625,2.25,1,1,23
2022-03-01,104717.74603204531,0.0,1,305.700616062021,0.75,1.625,2.625,1,1,57
2022-03-02,105906.92142852656,0.0,1,305.700616062021,0.8500000000000001,-0.75,1.125,1,1,26
2022-03-03,102938.56844656434,0.0,1,305.700616062021,0.8,1.25,2.0,1,1,63
2022-03-04,102801.00316933643,0.0,1,305.700616062021,0.8,-0.75,1.875,1,1,35
2022-03-07,99062.28463489792,0.0,1,305.700616062021,0.8,-0.75,1.875,1,1,56
2022-03-08,98985.85948088241,0.0,1,305.700616062021,0.8,-0.75,2.0,1,1,46
2022-03-09,102452.50446702572,0.0,1,305.700616062021,0.8,-0.75,2.125,1,1,37
2022-03-10,101101.3077440316,0.0,1,305.700616062021,0.8,-0.75,2.125,1,1,31
2022-03-11,99046.99960409482,0.0,1,305.700616062021,0.7,-0.75,2.375,1,1,26
2022-03-14,97711.08791190379,0.0,1,305.700616062021,0.8,2.375,2.375,1,1,27
2022-03-15,100327.88518539468,0.0,1,305.700616062021,0.8,-0.75,3.0,1,1,36
2022-03-16,104228.62504634606,0.0,1,305.700616062021,0.8,-0.75,3.0,1,1,36
2022-03-17,104552.66769937181,0.0,1,305.700616062021,0.8,2.5,2.375,1,1,41
2022-03-18,107759.46716186241,0.0,1,305.700616062021,0.8,-0.75,2.125,1,1,46
2022-03-21,106817.90926439139,0.0,1,305.700616062021,0.7,2.75,2.625,1,1,59
2022-03-22,109232.82185103493,0.0,1,305.700616062021,0.8,2.375,1.75,1,1,35
2022-03-23,107765.58117418365,0.0,1,305.700616062021,0.75,2.375,2.75,1,1,49
2022-03-24,109816.83230795982,0.0,1,305.700616062021,0.8,1.875,2.875,1,1,39
2022-03-25,109899.37147429655,0.0,1,305.700616062021,0.7,2.5,3.0,1,1,42
2022-03-28,111473.72964701596,0.0,1,305.700616062021,0.8,2.625,3.0,1,1,57
2022-03-29,113320.16136803057,0.0,1,305.700616062021,0.7,2.75,3.0,1,1,33
2022-03-30,112442.80059993257,0.0,1,305.700616062021,0.8,2.5,2.5,1,1,66
2022-03-31,110993.7796797986,0.0,1,305.700616062021,0.8,-0.75,2.625,1,1,28
2022-04-01,110617.76792204232,0.0,1,305.700616062021,0.7,2.25,2.25,1,1,46
2022-04-04,112788.24229608265,0.0,1,305.700616062021,0.7,2.0,2.75,1,1,49
2022-04-05,110406.83449695952,0.0,1,305.700616062021,0.65,2.75,3.125,1,1,55
2022-04-06,107566.87577374333,0.0,1,305.700616062021,0.8,-0.75,2.75,1,1,42
2022-04-07,108428.95151103823,0.0,1,305.700616062021,0.8,-0.75,2.625,1,1,39
2022-04-08,106585.57679618426,0.0,1,305.700616062021,0.75,-0.75,3.125,1,1,51
2022-04-11,104084.94575679692,0.0,1,305.700616062021,0.6,2.75,3.0,1,1,50
2022-04-12,104201.11199090049,0.0,1,305.700616062021,0.55,2.75,3.125,1,1,51
2022-04-13,105818.26824986858,0.0,1,305.700616062021,0.65,2.75,3.0,1,1,50
2022-04-14,103299.29517351753,0.0,1,305.700616062021,0.55,2.625,3.0,1,1,35
2022-04-18,104366.19032357397,0.0,1,305.700616062021,0.6,2.625,3.0,1,1,38
2022-04-19,104824.741247667,0.0,1,305.700616062021,0.65,2.625,3.125,1,1,63
2022-04-20,104870.59634007631,0.0,1,305.700616062021,0.65,2.5,3.0,1,1,25
2022-04-21,101896.12934579284,0.0,1,305.700616062021,0.65,2.5,3.0,1,1,31
2022-04-22,99123.42475811031,0.0,1,305.700616062021,0.65,2.75,3.0,1,1,55
2022-04-25,100706.95394931159,0.0,1,305.700616062021,0.65,2.5,3.125,1,1,20
2022-04-26,96800.10007603896,0.0,1,305.700616062021,0.6,2.75,3.125,1,1,29
2022-04-27,98102.38470046318,0.0,1,305.700616062021,0.5,2.625,3.125,1,1,40
2022-04-28,98664.87383401729,0.0,1,305.700616062021,0.65,2.375,2.875,1,1,23
2022-04-29,96066.4185974901,0.0,1,305.700616062021,0.6,2.625,3.125,1,1,48
2022-05-02,97221.96692620454,0.0,1,305.700616062021,0.6,2.75,3.125,1,1,39
2022-05-03,97683.5748564582,0.0,1,305.700616062021,0.5,2.75,2.625,1,1,23
2022-05-04,100651.92783842042,0.0,1,305.700616062021,0.55,2.75,3.125,1,1,61
2022-05-05,95993.05044963522,0.0,1,305.700616062021,0.5,2.75,3.0,1,1,46
2022-05-06,94430.92030155829,0.0,1,305.700616062021,0.75,2.625,3.0,1,1,36
2022-05-09,91159.92370969466,0.0,1,305.700616062021,0.7,2.25,3.125,1,1,42
2022-05-10,91927.23225601033,0.0,1,305.700616062021,0.55,2.625,2.75,1,1,52
2022-05-11,89448.00025974736,0.0,1,305.700616062021,0.5,2.75,2.625,1,1,46
2022-05-12,89582.50853081465,0.0,1,305.700616062021,0.55,2.625,2.75,1,1,38
2022-05-13,92416.35324170957,0.0,1,305.700616062021,0.55,2.625,2.75,1,1,35
2022-05-16,91389.19917174119,0.0,1,305.700616062021,0.8,1.5,-0.375,1,1,47
2022-05-17,93691.89352592781,0.0,1,305.96268540894715,0.6,2.375,2.5,1,1,58
2022-05-18,88209.04220339947,0.0,1,305.96268540894715,0.5,2.75,2.5,1,1,58
2022-05-19,89013.724066025,0.0,1,305.96268540894715,0.8,2.75,-0.375,1,1,52
2022-05-20,88407.91794891527,0.0,1,305.96268540894715,0.5,2.75,2.125,1,1,60
2022-05-23,88680.22473892923,0.0,1,305.96268540894715,0.5,2.75,2.125,1,1,14
2022-05-24,88441.57384431026,0.0,1,305.96268540894715,0.7,2.125,-0.375,1,1,47
2022-05-25,88704.70175376197,0.0,1,305.96268540894715,0.5,2.75,2.5,1,1,46
2022-05-26,91666.42054852057,0.0,1,305.96268540894715,0.5,2.75,2.5,1,1,22
2022-05-27,94986.11568520764,0.0,1,305.96268540894715,0.8,-0.75,-0.375,1,1,62
2022-05-31,94756.64367115093,0.0,1,305.96268540894715,0.55,2.75,1.75,1,1,59
2022-06-01,93315.5594228748,0.0,1,305.96268540894715,0.5,2.75,3.125,1,1,48
2022-06-02,96414.96142606743,0.0,1,305.96268540894715,0.55,2.5,3.125,1,1,56
2022-06-03,93560.32957120196,0.0,1,305.96268540894715,0.5,2.625,2.625,1,1,36
2022-06-06,95264.7078101265,0.0,1,309.94504102722055,0.5,2.625,2.5,1,1,39
2022-06-07,95751.32152453925,0.0,1,309.94504102722055,0.5,2.625,2.25,1,1,52
2022-06-08,95407.28252899903,0.0,1,309.94504102722055,0.6,-0.75,2.75,1,1,36
2022-06-09,92961.81615529426,92961.81615529426,0,0.0,0.5,-0.75,2.625,1,1,58
2022-06-10,92961.81615529426,92961.81615529426,0,0.0,0.75,-0.75,1.375,1,1,48
2022-06-13,92961.81615529426,92961.81615529426,0,0.0,0.75,-0.75,2.875,1,1,47
2022-06-14,-524.5810569805035,0.0,-1,336.26990832083294,0.5,2.375,2.0,1,1,39
2022-06-15,-2928.910901474461,0.0,-1,336.26990832083294,0.8,-0.75,-0.375,1,1,51
2022-06-16,1422.421712197116,0.0,-1,336.26990832083294,0.75,-0.75,2.375,1,1,46
2022-06-17,487.59136706520803,0.0,-1,336.26990832083294,0.75,2.375,3.0,1,1,31
2022-06-21,92037.07390741198,92037.07390741198,0,0.0,0.75,-0.75,2.875,1,1,38
2022-06-22,92037.07390741198,92037.07390741198,0,0.0,0.7,2.375,3.125,1,1,49
2022-06-23,92037.07390741198,92037.07390741198,0,0.0,0.7,2.375,3.125,1,1,46
2022-06-24,-695.8670315955387,0.0,-1,314.87195999798826,0.8,1.25,-0.375,1,1,12
2022-06-27,-236.153969998486,0.0,-1,314.87195999798826,0.65,2.625,2.375,1,1,32
2022-06-28,2679.5603795828792,0.0,-1,314.87195999798826,0.5,2.75,3.125,1,1,35
2022-06-29,2729.939893182571,0.0,-1,314.87195999798826,0.5,2.75,3.125,1,1,23
2022-06-30,3743.827604376085,0.0,-1,314.87195999798826,0.7,1.875,3.125,1,1,41
2022-07-01,3189.6529547796235,0.0,-1,314.87195999798826,0.75,1.625,3.125,1,1,51
2022-07-05,95843.87590378767,95843.87590378767,0,0.0,0.7,2.625,3.125,1,1,65
2022-07-06,-785.4137754085241,0.0,-1,334.2186278334124,0.75,2.125,3.125,1,1,26
2022-07-07,94293.10147064063,94293.10147064063,0,0.0,0.75,0.625,3.125,1,1,46
2022-07-08,94404.88748667802,0.0,1,319.3886172497396,0.6,2.125,3.125,1,1,33
2022-07-11,92389.54531183216,0.0,1,319.3886172497396,0.6,1.375,3.125,1,1,32
2022-07-12,91361.11396428802,0.0,1,319.3886172497396,0.75,1.125,2.75,1,1,37
2022-07-13,92721.7094737719,92721.7094737719,0,0.0,0.6,2.75,3.125,1,1,23
2022-07-14,92721.7094737719,92721.7094737719,0,0.0,0.65,2.375,3.125,1,1,1
2022-07-15,92756.64247388189,0.0,1,317.5727282726715,0.75,1.875,2.5,1,1,18
2022-07-18,92159.60574472927,0.0,1,317.5727282726715,0.75,-0.75,2.625,1,1,44
2022-07-19,95087.6262994033,0.0,1,317.5727282726715,0.75,1.75,2.5,1,1,63
2022-07-20,95980.00566584952,0.0,1,317.5727282726715,0.75,-0.75,3.0,1,1,46
2022-07-21,96862.85785044753,0.0,1,317.5727282726715,0.7,2.625,3.125,1,1,38
2022-07-22,95719.59602866592,0.0,1,317.5727282726715,0.65,2.125,3.125,1,1,45
2022-07-25,94922.4884807015,0.0,1,317.5727282726715,0.55,2.5,3.125,1,1,35
2022-07-26,94820.86520765425,0.0,1,317.5727282726715,0.55,2.5,3.125,1,1,51
2022-07-27,97101.03739665203,0.0,1,317.5727282726715,0.55,2.5,3.125,1,1,40
2022-07-28,99590.80758630979,0.0,1,317.5727282726715,0.75,1.875,2.625,1,1,36
2022-07-29,100086.22104241516,0.0,1,317.5727282726715,0.75,1.625,2.625,1,1,16
2022-08-01,100013.17931491244,0.0,1,317.5727282726715,0.75,1.625,2.625,1,1,24
2022-08-02,99670.20076837795,0.0,1,317.5727282726715,0.75,1.625,3.0,1,1,33
2022-08-03,102248.89132195205,0.0,1,317.5727282726715,0.7,2.75,3.0,1,1,41
2022-08-04,103026.81747712877,0.0,1,317.5727282726715,0.7,2.0,2.75,1,1,51
2022-08-05,102042.4690485748,0.0,1,317.5727282726715,0.65,2.625,2.875,1,1,44
2022-08-08,102861.80668751828,102861.80668751828,0,0.0,0.55,2.5,3.125,1,1,30
2022-08-09,102861.80668751828,102861.80668751828,0,0.0,0.5,1.875,3.125,1,1,45
2022-08-10,-561.5143037160888,0.0,-1,317.2397196136142,0.5,2.0,3.125,1,1,32
2022-08-11,-101.51671027635166,0.0,-1,317.2397196136142,0.65,1.75,3.0,1,1,36
2022-08-12,-2049.368588703932,0.0,-1,317.2397196136142,0.65,2.25,3.0,1,1,50
2022-08-15,-2779.0199438152486,0.0,-1,317.2397196136142,0.5,1.75,3.125,1,1,34
2022-08-16,100393.68166892439,100393.68166892439,0,0.0,0.6,1.625,3.125,1,1,66
2022-08-17,99847.88154686705,0.0,1,304.9162693057688,0.55,2.25,3.125,1,1,42
2022-08-18,118.6792867086333,0.0,-1,304.305863355507,0.5,1.625,3.125,1,1,50
2022-08-19,102724.53029291847,102724.53029291847,0,0.0,0.55,2.25,3.125,1,1,69
2022-08-22,101251.51145564632,101251.51145564632,0,0.0,0.5,-0.75,3.125,1,1,59
2022-08-23,395.0745775796968,0.0,-1,321.19884356072174,0.7,2.625,3.0,1,1,42
2022-08-24,101813.60943187759,101813.60943187759,0,0.0,0.5,-0.75,3.125,1,1,57
2022-08-25,101724.06641387676,101724.06641387676,0,0.0,0.55,1.75,3.0,1,1,41
2022-08-26,97729.94171334132,0.0,1,319.27455639771745,0.5,1.0,3.125,1,1,54
2022-08-29,97477.71481378711,0.0,1,319.27455639771745,0.75,-0.75,2.125,1,1,26
2022-08-30,96210.19482488817,0.0,1,319.27455639771745,0.55,0.75,3.125,1,1,40
2022-08-31,94757.49559327857,0.0,1,319.27455639771745,0.55,0.75,3.125,1,1,52
2022-09-01,95702.54828021581,0.0,1,319.27455639771745,0.65,-0.75,2.625,1,1,44
2022-09-02,94313.70395988572,0.0,1,319.27455639771745,0.65,-0.75,3.125,1,1,44
2022-09-06,94626.18444592,0.0,1,323.23205617735266,0.5,-0.75,3.125,1,1,43
2022-09-07,96607.59695028716,0.0,1,323.23205617735266,0.75,-0.75,3.0,1,1,49
2022-09-08,97354.26300005685,0.0,1,323.23205617735266,0.65,-0.75,3.125,1,1,50
2022-09-09,99245.17052869436,0.0,1,323.23205617735266,0.7,1.75,-0.375,1,1,39
2022-09-12,100007.99818127291,100007.99818127291,0,0.0,0.65,1.75,3.0,1,1,47
2022-09-13,101164.14359705627,0.0,1,343.97872695360854,0.55,-0.75,3.125,1,1,53
2022-09-14,101570.03849486152,101570.03849486152,0,0.0,0.65,2.625,3.125,1,1,37
2022-09-15,99679.1436349898,0.0,1,345.05380654593534,0.65,1.0,3.125,1,1,33
2022-09-16,100238.13080159422,0.0,1,345.05380654593534,0.6,-0.75,3.125,1,1,60
2022-09-19,100859.2276533769,0.0,1,345.05380654593534,0.65,-0.75,2.375,1,1,31
2022-09-20,99627.38556400791,0.0,1,345.05380654593534,0.65,-0.75,2.875,1,1,48
2022-09-21,97039.4820149134,0.0,1,345.05380654593534,0.7,-0.75,3.0,1,1,29
2022-09-22,98340.33486559158,98340.33486559158,0,0.0,0.7,-0.75,2.75,1,1,57
2022-09-23,98741.49007774725,0.0,1,358.1742965675684,0.65,1.375,3.125,1,1,47
2022-09-26,98440.62366863048,0.0,1,358.1742965675684,0.65,2.0,3.125,1,1,42
2022-09-27,98451.36889752751,0.0,1,358.1742965675684,0.7,-0.75,2.75,1,1,17
2022-09-28,100066.73497504725,0.0,1,358.1742965675684,0.7,-0.75,2.75,1,1,60
2022-09-29,97760.09250515212,0.0,1,358.1742965675684,0.6,2.75,3.0,1,1,26
2022-09-30,95883.25919113804,0.0,1,358.1742965675684,0.7,1.5,3.125,1,1,49
2022-10-03,98454.95064049319,0.0,1,358.1742965675684,0.7,1.5,3.125,1,1,50
2022-10-04,-701.6701837161963,0.0,-1,357.9949916919356,0.6,-0.75,3.125,1,1,36
2022-10-05,101364.66025781476,0.0,1,357.5094708066687,0.7,-0.75,2.75,1,1,25
2022-10-06,99655.7649873589,0.0,1,357.5094708066687,0.7,-0.75,2.75,1,1,40
2022-10-07,96044.91933221153,0.0,1,357.5094708066687,0.7,-0.75,3.125,1,1,42
2022-10-10,95447.8785159644,0.0,1,357.5094708066687,0.7,2.75,1.375,1,1,45
2022-10-11,94146.54404222812,0.0,1,357.5094708066687,0.7,1.875,3.125,1,1,57
2022-10-12,94210.89574697333,0.0,1,357.5094708066687,0.7,-0.75,2.875,1,1,23
2022-10-13,95948.39177509374,0.0,1,357.5094708066687,0.7,-0.75,2.75,1,1,18
2022-10-14,92916.71146265318,0.0,1,357.5094708066687,0.75,-0.75,2.75,1,1,49
2022-10-17,97181.79944937673,0.0,1,357.5094708066687,0.6,2.5,2.75,1,1,45
2022-10-18,304.23975288566726,0.0,-1,357.92912104194767,0.65,2.25,3.125,1,1,58
2022-10-19,101354.78920544837,101354.78920544837,0,0.0,0.6,2.75,3.125,1,1,42
2022-10-20,347.49350103974575,0.0,-1,377.71032721714386,0.65,-0.75,2.75,1,1,53
2022-10-21,-3112.3330962692708,0.0,-1,377.71032721714386,0.7,2.125,2.375,1,1,45
2022-10-24,-3803.54299507667,0.0,-1,377.71032721714386,0.7,2.25,1.5,1,1,55
2022-10-25,-3754.440652538411,0.0,-1,377.71032721714386,0.75,-0.75,1.75,1,1,54
2022-10-26,96584.89665411957,96584.89665411957,0,0.0,0.5,2.25,1.375,1,1,63
2022-10-27,97066.16900841275,0.0,1,359.1584733531146,0.5,2.75,2.5,1,1,44
2022-10-28,101289.87265504537,0.0,1,359.1584733531146,0.65,2.5,1.875,1,1,39
2022-10-31,99986.12739677356,0.0,1,359.1584733531146,0.5,2.75,2.375,1,1,4
2022-11-01,98790.1296805077,0.0,1,359.1584733531146,0.6,2.125,-0.375,1,0,0
2022-11-02,98808.08760417535,98808.08760417535,0,0.0,0.6,2.125,-0.375,1,1,26
2022-11-03,97426.18249782526,0.0,1,374.5000288211619,0.5,2.5,2.5,1,1,51
2022-11-04,99036.53262175625,0.0,1,374.5000288211619,0.5,1.875,2.375,1,1,33
2022-11-07,-1172.5343187891413,0.0,-1,375.8122816631937,0.5,1.875,2.375,1,1,38
2022-11-08,99109.68678418128,0.0,1,367.4131113408018,0.5,2.625,1.5,1,1,50
2022-11-09,97063.19575401301,0.0,1,367.4131113408018,0.5,2.625,2.25,1,1,39
2022-11-10,-90.44991393563396,0.0,-1,347.88428436780947,0.5,-0.75,2.625,1,1,65
2022-11-11,-1715.0695219332993,0.0,-1,347.88428436780947,0.6,2.75,2.0,1,1,33
2022-11-14,97642.88970362004,0.0,1,341.5281206842254,0.5,2.625,3.0,1,1,49
2022-11-15,97869.74454833286,97869.74454833286,0,0.0,0.5,2.625,2.625,1,1,30
2022-11-16,96992.82405300255,0.0,1,338.57934182637814,0.5,2.75,3.0,1,1,46
2022-11-17,96644.08733092138,0.0,1,338.57934182637814,0.6,-0.75,2.75,1,1,59
2022-11-18,97175.6568975888,97175.6568975888,0,0.0,0.7,-0.75,2.125,1,1,41
2022-11-21,97175.6568975888,97175.6568975888,0,0.0,0.65,2.5,2.875,1,1,37
2022-11-22,97175.6568975888,97175.6568975888,0,0.0,0.7,-0.75,2.25,1,1,49
2022-11-23,97175.6568975888,97175.6568975888,0,0.0,0.55,2.5,3.125,1,1,53
2022-11-25,97175.6568975888,97175.6568975888,0,0.0,0.6,2.625,2.875,1,1,31
2022-11-28,97175.6568975888,97175.6568975888,0,0.0,0.7,-0.75,2.625,1,1,60
2022-11-29,-10.39089573326055,0.0,-1,346.3631911091702,0.5,2.75,3.0,1,1,33
2022-11-30,-4578.921386463218,0.0,-1,346.3631911091702,0.55,2.75,3.0,1,1,33
2022-12-01,92459.92205063744,92459.92205063744,0,0.0,0.6,2.75,2.875,1,1,38
2022-12-02,92459.92205063744,92459.92205063744,0,0.0,0.5,2.75,3.0,1,1,18
2022-12-05,92459.92205063744,92459.92205063744,0,0.0,0.5,2.75,3.0,1,1,22
2022-12-06,1832.1625436768081,0.0,-1,321.4320252064573,0.65,2.125,3.0,1,1,42
2022-12-07,2529.670038374825,0.0,-1,321.4320252064573,0.65,2.125,3.125,1,1,18
