side,seen_idx,exec_px,qty,fee,reason,pnl,entry_px,entry_idx
buy,19414,229.35,449.967076722158,0.0,OPEN_LONG pred_ret=1.58% pred_mr=0.77,,,
sell,19415,230.54,449.967076722158,0.0,CLOSE_LONG (sell BSP),535.460821299367,229.35,19414.0
buy,19726,235.47,440.5461836646975,0.0,OPEN_LONG pred_ret=1.05% pred_mr=0.42,,,
sell,19765,234.56,440.5461836646975,0.0,CLOSE_LONG (sell BSP),-400.8970271348732,235.47,19726.0
buy,19771,233.1,443.3055033907827,0.0,OPEN_LONG pred_ret=0.84% pred_mr=0.46,,,
sell,19789,233.32,443.3055033907827,0.0,CLOSE_LONG (sell BSP),97.52721074597169,233.1,19771.0
buy,19973,235.588,439.03781199015833,0.0,OPEN_LONG pred_ret=0.38% pred_mr=0.48,,,
sell,20001,236.53,439.03781199015833,0.0,CLOSE_LONG (sell BSP),413.57361889473236,235.588,19973.0
buy,20044,236.09,439.8560450253384,0.0,OPEN_LONG pred_ret=0.63% pred_mr=0.41,,,
sell,20062,236.87,439.8560450253384,0.0,CLOSE_LONG (sell BSP),343.0877151197645,236.09,20044.0
buy,20080,235.78,441.88947911252825,0.0,OPEN_LONG pred_ret=0.85% pred_mr=0.45,,,
sell,20091,236.03,441.88947911252825,0.0,CLOSE_LONG (sell BSP),110.47236977813206,235.78,20080.0
buy,20115,235.75,442.4143107314106,0.0,OPEN_LONG pred_ret=0.45% pred_mr=0.41,,,
sell,20123,236.29,442.4143107314106,0.0,CLOSE_LONG (sell BSP),238.9037277949582,235.75,20115.0
buy,20145,236.8699,441.3312011476553,0.0,OPEN_LONG pred_ret=0.26% pred_mr=0.46,,,
sell,20176,235.565,441.3312011476553,0.0,CLOSE_LONG (sell BSP),-575.8930843775769,236.8699,20145.0
buy,20189,234.9912,442.4088408346671,0.0,OPEN_LONG pred_ret=0.42% pred_mr=0.43,,,
sell,20204,235.01,442.4088408346671,0.0,CLOSE_LONG (sell BSP),8.317286207691218,234.9912,20189.0
buy,20308,234.68,443.0309429203814,0.0,OPEN_LONG pred_ret=0.47% pred_mr=0.50,,,
sell,20353,240.035,443.0309429203814,0.0,CLOSE_LONG (sell BSP),2372.4306993386376,234.68,20308.0
buy,20767,242.89,437.82342782285707,0.0,OPEN_LONG pred_ret=2.33% pred_mr=0.59,,,
sell,20787,243.35,437.82342782285707,0.0,CLOSE_LONG (sell BSP),201.39877679851773,242.89,20767.0
buy,20821,243.56,437.4459318471517,0.0,OPEN_LONG pred_ret=2.23% pred_mr=0.47,,,
sell,20854,244.38,437.4459318471517,0.0,CLOSE_LONG (sell BSP),358.70566411466143,243.56,20821.0
buy,20952,246.22,434.17690205835,0.0,OPEN_LONG pred_ret=2.15% pred_mr=0.45,,,
sell,21016,243.31,434.17690205835,0.0,CLOSE_LONG (sell BSP),-1263.454784989797,246.22,20952.0
buy,21040,242.17,436.22076243885346,0.0,OPEN_LONG pred_ret=2.58% pred_mr=0.61,,,
sell,21049,242.45,436.22076243885346,0.0,CLOSE_LONG (sell BSP),122.14181348287946,242.17,21040.0
buy,21056,241.8,437.3933988970224,0.0,OPEN_LONG pred_ret=2.69% pred_mr=0.56,,,
sell,21066,242.26,437.3933988970224,0.0,CLOSE_LONG (sell BSP),201.20096349262136,241.8,21056.0
buy,21068,241.37,439.00619305130147,0.0,OPEN_LONG pred_ret=2.66% pred_mr=0.62,,,
sell,21075,243.16,439.00619305130147,0.0,CLOSE_LONG (sell BSP),785.8210855618262,241.37,21068.0
buy,21084,241.49,442.04209657689535,0.0,OPEN_LONG pred_ret=2.44% pred_mr=0.65,,,
sell,21089,241.85,442.04209657689535,0.0,CLOSE_LONG (sell BSP),159.1351547676758,241.49,21084.0
buy,21093,241.07,443.47235681388037,0.0,OPEN_LONG pred_ret=2.49% pred_mr=0.63,,,
sell,21257,239.05,443.47235681388037,0.0,CLOSE_LONG (sell BSP),-895.8141607640302,241.07,21093.0
buy,21268,238.22,445.0174917990014,0.0,OPEN_LONG pred_ret=2.02% pred_mr=0.52,,,
sell,21286,236.6598,445.0174917990014,0.0,CLOSE_LONG (sell BSP),-694.316290704806,238.22,21268.0
buy,21308,233.43,451.1748730054119,0.0,OPEN_LONG pred_ret=2.49% pred_mr=0.51,,,
sell,21319,234.25,451.1748730054119,0.0,CLOSE_LONG (sell BSP),369.9633958644347,233.43,21308.0
buy,21382,230.86,457.80002599635156,0.0,OPEN_LONG pred_ret=2.73% pred_mr=0.66,,,
sell,21391,231.62,457.80002599635156,0.0,CLOSE_LONG (sell BSP),347.928019757223,230.86,21382.0
buy,21416,231.76,457.5234812792326,0.0,OPEN_LONG pred_ret=2.80% pred_mr=0.46,,,
sell,21427,232.64,457.5234812792326,0.0,CLOSE_LONG (sell BSP),402.6206635257226,231.76,21416.0
buy,21707,241.255,441.185727486687,0.0,OPEN_LONG pred_ret=4.07% pred_mr=0.66,,,
sell,21715,242.96,441.185727486687,0.0,CLOSE_LONG (sell BSP),752.2216653648068,241.255,21707.0
buy,21735,242.85,441.3855645466974,0.0,OPEN_LONG pred_ret=2.77% pred_mr=0.41,,,
sell,21750,243.24,441.3855645466974,0.0,CLOSE_LONG (sell BSP),172.1403701732185,242.85,21735.0
buy,21884,244.91,438.3758307963688,0.0,OPEN_LONG pred_ret=2.38% pred_mr=0.46,,,
sell,21961,243.8,438.3758307963688,0.0,CLOSE_LONG (sell BSP),-486.59717218396287,244.91,21884.0
buy,21980,244.02,437.9806062952,0.0,OPEN_LONG pred_ret=1.68% pred_mr=0.49,,,
sell,21989,244.24,437.9806062952,0.0,CLOSE_LONG (sell BSP),96.3557333849435,244.02,21980.0
buy,21994,243.52,439.2755555253764,0.0,OPEN_LONG pred_ret=1.82% pred_mr=0.58,,,
sell,22012,243.86,439.2755555253764,0.0,CLOSE_LONG (sell BSP),149.35368887862947,243.52,21994.0
buy,22022,243.57,439.7985670255709,0.0,OPEN_LONG pred_ret=2.26% pred_mr=0.48,,,
sell,22028,244.08,439.7985670255709,0.0,CLOSE_LONG (sell BSP),224.29726918304965,243.57,22022.0
buy,22046,243.69,440.5024179884334,0.0,OPEN_LONG pred_ret=1.68% pred_mr=0.45,,,
sell,22063,243.79,440.5024179884334,0.0,CLOSE_LONG (sell BSP),44.05024179884084,243.69,22046.0
buy,22076,243.5397,440.95514809864744,0.0,OPEN_LONG pred_ret=1.90% pred_mr=0.42,,,
sell,22093,243.65,440.95514809864744,0.0,CLOSE_LONG (sell BSP),48.63735283527869,243.5397,22076.0
buy,22221,246.277,436.25154535029844,0.0,OPEN_LONG pred_ret=2.62% pred_mr=0.75,,,
sell,22403,245.155,436.25154535029844,0.0,CLOSE_LONG (sell BSP),-489.4742338830286,246.277,22221.0
buy,22713,247.11,432.80016025394525,0.0,OPEN_LONG pred_ret=2.38% pred_mr=0.61,,,
sell,22745,247.9,432.80016025394525,0.0,CLOSE_LONG (sell BSP),341.9121266006133,247.11,22713.0
buy,22785,245.65,436.7643383959008,0.0,OPEN_LONG pred_ret=2.72% pred_mr=0.53,,,
sell,22815,244.57,436.7643383959008,0.0,CLOSE_LONG (sell BSP),-471.7054854675783,245.65,22785.0
buy,22897,242.78,439.98457138761614,0.0,OPEN_LONG pred_ret=2.26% pred_mr=0.63,,,
sell,22901,243.99,439.98457138761614,0.0,CLOSE_LONG (sell BSP),532.381331379019,242.78,22897.0
buy,22923,243.9,440.1469273180175,0.0,OPEN_LONG pred_ret=1.82% pred_mr=0.44,,,
sell,22931,244.39,440.1469273180175,0.0,CLOSE_LONG (sell BSP),215.67199438582006,243.9,22923.0
buy,22942,243.55,441.6649869318427,0.0,OPEN_LONG pred_ret=2.01% pred_mr=0.47,,,
sell,22959,244.15,441.6649869318427,0.0,CLOSE_LONG (sell BSP),264.9989921591031,243.55,22942.0
buy,22982,242.9301,443.88285584787303,0.0,OPEN_LONG pred_ret=1.79% pred_mr=0.70,,,
sell,22993,244.3,443.88285584787303,0.0,CLOSE_LONG (sell BSP),608.0751242260018,242.9301,22982.0
buy,23004,244.24,443.9919001131485,0.0,OPEN_LONG pred_ret=1.36% pred_mr=0.42,,,
sell,23012,244.51,443.9919001131485,0.0,CLOSE_LONG (sell BSP),119.87781303054203,244.24,23004.0
buy,23023,243.27,446.25502321151777,0.0,OPEN_LONG pred_ret=1.79% pred_mr=0.67,,,
sell,23028,243.81,446.25502321151777,0.0,CLOSE_LONG (sell BSP),240.97771253421604,243.27,23023.0
buy,23087,245.1,443.90631256303607,0.0,OPEN_LONG pred_ret=1.93% pred_mr=0.54,,,
sell,23093,245.23,443.90631256303607,0.0,CLOSE_LONG (sell BSP),57.70782063319267,245.1,23087.0
buy,23131,246.21,442.1394136299636,0.0,OPEN_LONG pred_ret=1.91% pred_mr=0.42,,,
sell,23140,246.28,442.1394136299636,0.0,CLOSE_LONG (sell BSP),30.949758954094435,246.21,23131.0
buy,23153,244.99,444.46750801578605,0.0,OPEN_LONG pred_ret=1.77% pred_mr=0.43,,,
sell,23286,240.42,444.46750801578605,0.0,CLOSE_LONG (sell BSP),-2031.2165116321519,244.99,23153.0
buy,23306,239.82,445.5795107879046,0.0,OPEN_LONG pred_ret=2.96% pred_mr=0.42,,,
sell,23321,240.91,445.5795107879046,0.0,CLOSE_LONG (sell BSP),485.6816667588175,239.82,23306.0
buy,23386,241.69,444.1415033469076,0.0,OPEN_LONG pred_ret=1.90% pred_mr=0.40,,,
sell,23392,242.44,444.1415033469076,0.0,CLOSE_LONG (sell BSP),333.1061275101807,241.69,23386.0
buy,23520,242.67,443.72055083621495,0.0,OPEN_LONG pred_ret=2.98% pred_mr=0.58,,,
sell,23532,243.3,443.72055083621495,0.0,CLOSE_LONG (sell BSP),279.543947026826,242.67,23520.0
buy,23560,245.8099,439.1898374249821,0.0,OPEN_LONG pred_ret=1.27% pred_mr=0.47,,,
sell,23565,246.39,439.1898374249821,0.0,CLOSE_LONG (sell BSP),254.77402469022658,245.8099,23560.0
buy,23571,245.47,440.8358823609457,0.0,OPEN_LONG pred_ret=1.17% pred_mr=0.42,,,
sell,23585,245.65,440.8358823609457,0.0,CLOSE_LONG (sell BSP),79.35045882497323,245.47,23571.0
buy,23601,246.045,440.12816558745885,0.0,OPEN_LONG pred_ret=1.42% pred_mr=0.55,,,
sell,23602,246.49,440.12816558745885,0.0,CLOSE_LONG (sell BSP),195.8570336864287,246.045,23601.0
buy,23687,246.19,440.66449301617746,0.0,OPEN_LONG pred_ret=2.54% pred_mr=0.41,,,
sell,23717,248.22,440.66449301617746,0.0,CLOSE_LONG (sell BSP),894.5489208228407,246.19,23687.0
buy,24021,252.56,433.09209873485736,0.0,OPEN_LONG pred_ret=1.89% pred_mr=0.47,,,
sell,24075,255.67,433.09209873485736,0.0,CLOSE_LONG (sell BSP),1346.9164270654,252.56,24021.0
buy,24315,259.77,426.2565226297917,0.0,OPEN_LONG pred_ret=5.05% pred_mr=0.40,,,
sell,24335,259.36,426.2565226297917,0.0,CLOSE_LONG (sell BSP),-174.76517427820102,259.77,24315.0
buy,24343,258.45,427.75736780523425,0.0,OPEN_LONG pred_ret=4.85% pred_mr=0.58,,,
sell,24455,258.16,427.75736780523425,0.0,CLOSE_LONG (sell BSP),-124.04963666350237,258.45,24343.0
buy,24586,260.33,424.19176457803286,0.0,OPEN_LONG pred_ret=5.17% pred_mr=0.44,,,
sell,24594,260.47,424.19176457803286,0.0,CLOSE_LONG (sell BSP),59.386847040942925,260.33,24586.0
buy,24872,261.36,422.7472793068573,0.0,OPEN_LONG pred_ret=4.54% pred_mr=0.53,,,
sell,24876,261.63,422.7472793068573,0.0,CLOSE_LONG (sell BSP),114.14176541284378,261.36,24872.0
buy,24911,262.37,421.5549441058546,0.0,OPEN_LONG pred_ret=4.61% pred_mr=0.57,,,
sell,24916,262.97,421.5549441058546,0.0,CLOSE_LONG (sell BSP),252.93296646352235,262.37,24911.0
buy,25095,267.04,415.12995675373196,0.0,OPEN_LONG pred_ret=4.45% pred_mr=0.43,,,
sell,25214,260.31,415.12995675373196,0.0,CLOSE_LONG (sell BSP),-2793.8246089526237,267.04,25095.0
buy,25221,259.3,416.74693036083283,0.0,OPEN_LONG pred_ret=4.03% pred_mr=0.43,,,
sell,25236,258.85,416.74693036083283,0.0,CLOSE_LONG (sell BSP),-187.53611866237003,259.3,25221.0
buy,25266,257.32,419.22486757306694,0.0,OPEN_LONG pred_ret=4.24% pred_mr=0.68,,,
sell,25268,258.48,419.22486757306694,0.0,CLOSE_LONG (sell BSP),486.30084638476814,257.32,25266.0
buy,25275,256.88,421.83604706589205,0.0,OPEN_LONG pred_ret=4.74% pred_mr=0.58,,,
sell,25282,257.82,421.83604706589205,0.0,CLOSE_LONG (sell BSP),396.52588424193755,256.88,25275.0
buy,25548,258.32,421.01954805871895,0.0,OPEN_LONG pred_ret=4.88% pred_mr=0.68,,,
sell,25568,256.85,421.01954805871895,0.0,CLOSE_LONG (sell BSP),-618.8987356463044,258.32,25548.0
buy,25596,257.29,420.2995488315985,0.0,OPEN_LONG pred_ret=3.19% pred_mr=0.41,,,
sell,25652,257.95,420.2995488315985,0.0,CLOSE_LONG (sell BSP),277.39770222884164,257.29,25596.0
buy,26170,268.65,403.55953330024505,0.0,OPEN_LONG pred_ret=2.55% pred_mr=0.46,,,
sell,26212,264.93,403.55953330024505,0.0,CLOSE_LONG (sell BSP),-1501.2414638768996,268.65,26170.0
buy,26243,265.2,403.1486695219982,0.0,OPEN_LONG pred_ret=1.87% pred_mr=0.42,,,
sell,26359,264.89,403.1486695219982,0.0,CLOSE_LONG (sell BSP),-124.97608755182037,265.2,26243.0
buy,26503,265.82,401.7382103291028,0.0,OPEN_LONG pred_ret=2.06% pred_mr=0.49,,,
sell,26518,266.13,401.7382103291028,0.0,CLOSE_LONG (sell BSP),124.53884520202278,265.82,26503.0
buy,26539,265.26,403.05583169299604,0.0,OPEN_LONG pred_ret=1.86% pred_mr=0.49,,,
sell,26757,253.73,403.05583169299604,0.0,CLOSE_LONG (sell BSP),-4647.233739420245,265.26,26539.0
buy,26780,256.42,398.82753363803084,0.0,OPEN_LONG pred_ret=2.57% pred_mr=0.52,,,
sell,26879,256.75,398.82753363803084,0.0,CLOSE_LONG (sell BSP),131.61308610054382,256.42,26780.0
buy,27085,259.48,394.63145237230003,0.0,OPEN_LONG pred_ret=2.94% pred_mr=0.42,,,
sell,27098,259.92,394.63145237230003,0.0,CLOSE_LONG (sell BSP),173.6378390438111,259.48,27085.0
buy,27158,258.7,396.4924897588258,0.0,OPEN_LONG pred_ret=2.86% pred_mr=0.52,,,
sell,27254,258.16,396.4924897588258,0.0,CLOSE_LONG (sell BSP),-214.1059444697515,258.7,27158.0
buy,27266,257.75,397.1231858628069,0.0,OPEN_LONG pred_ret=3.43% pred_mr=0.40,,,
sell,27272,258.27,397.1231858628069,0.0,CLOSE_LONG (sell BSP),206.50405664865238,257.75,27266.0
buy,27289,258.18,397.26162062432076,0.0,OPEN_LONG pred_ret=3.57% pred_mr=0.62,,,
sell,27295,258.56,397.26162062432076,0.0,CLOSE_LONG (sell BSP),150.95941583724007,258.18,27289.0
buy,27298,258.46,397.4153239519631,0.0,OPEN_LONG pred_ret=3.41% pred_mr=0.53,,,
sell,27322,259.23,397.4153239519631,0.0,CLOSE_LONG (sell BSP),306.00979944302696,258.46,27298.0
buy,27347,258.22,398.9697716213593,0.0,OPEN_LONG pred_ret=2.88% pred_mr=0.52,,,
sell,27353,259.27,398.9697716213593,0.0,CLOSE_LONG (sell BSP),418.91826020240916,258.22,27347.0
buy,27499,257.36,401.9307300601097,0.0,OPEN_LONG pred_ret=3.92% pred_mr=0.64,,,
sell,27507,258.65,401.9307300601097,0.0,CLOSE_LONG (sell BSP),518.4906417775269,257.36,27499.0
buy,27517,257.31,404.02387520907604,0.0,OPEN_LONG pred_ret=4.70% pred_mr=0.51,,,
sell,27525,258.63,404.02387520907604,0.0,CLOSE_LONG (sell BSP),533.3115152759776,257.31,27517.0
buy,27618,265.51,393.5546489598258,0.0,OPEN_LONG pred_ret=1.46% pred_mr=0.45,,,
sell,27629,266.04,393.5546489598258,0.0,CLOSE_LONG (sell BSP),208.5839639487193,265.51,27618.0
buy,27659,265.47,394.3996640270918,0.0,OPEN_LONG pred_ret=1.95% pred_mr=0.43,,,
sell,27668,265.94,394.3996640270918,0.0,CLOSE_LONG (sell BSP),185.36784209272147,265.47,27659.0
buy,27697,264.35,396.7718806558153,0.0,OPEN_LONG pred_ret=2.24% pred_mr=0.69,,,
sell,27715,263.32,396.7718806558153,0.0,CLOSE_LONG (sell BSP),-408.6750370755015,264.35,27697.0
buy,27734,261.3,399.83915657975234,0.0,OPEN_LONG pred_ret=2.50% pred_mr=0.44,,,
sell,27786,266.34,399.83915657975234,0.0,CLOSE_LONG (sell BSP),2015.1893491619373,261.3,27734.0
buy,28651,273.7,389.08717925996064,0.0,OPEN_LONG pred_ret=2.61% pred_mr=0.53,,,
sell,28657,274.82,389.08717925996064,0.0,CLOSE_LONG (sell BSP),435.7776407711577,273.7,28651.0
buy,28763,270.99,394.5862895465603,0.0,OPEN_LONG pred_ret=1.96% pred_mr=0.45,,,
sell,28803,271.3099,394.5862895465603,0.0,CLOSE_LONG (sell BSP),126.22815402595185,270.99,28763.0
buy,29069,268.51,398.7008556785533,0.0,OPEN_LONG pred_ret=2.57% pred_mr=0.50,,,
sell,29079,267.83,398.7008556785533,0.0,CLOSE_LONG (sell BSP),-271.116581861419,268.51,29069.0
buy,29080,267.62,399.01371413342395,0.0,OPEN_LONG pred_ret=2.59% pred_mr=0.53,,,
sell,29096,265.8,399.01371413342395,0.0,CLOSE_LONG (sell BSP),-726.2049597228289,267.62,29080.0
buy,29124,266.6,397.8163736559043,0.0,OPEN_LONG pred_ret=2.41% pred_mr=0.53,,,
sell,29139,267.46,397.8163736559043,0.0,CLOSE_LONG (sell BSP),342.12208134406046,266.6,29124.0
buy,29347,271.08,392.50393720675874,0.0,OPEN_LONG pred_ret=2.07% pred_mr=0.64,,,
sell,29355,271.28,392.50393720675874,0.0,CLOSE_LONG (sell BSP),78.50078744134728,271.08,29347.0
buy,29593,271.72,391.86835008630015,0.0,OPEN_LONG pred_ret=2.50% pred_mr=0.45,,,
sell,29609,272.345,391.86835008630015,0.0,CLOSE_LONG (sell BSP),244.9177188039376,271.72,29593.0
buy,29653,271.49,393.1024560913972,0.0,OPEN_LONG pred_ret=2.64% pred_mr=0.46,,,
sell,29701,273.13,393.1024560913972,0.0,CLOSE_LONG (sell BSP),644.688027989886,271.49,29653.0
buy,30192,276.96,387.6663555468058,0.0,OPEN_LONG pred_ret=1.75% pred_mr=0.41,,,
sell,30379,278.66,387.6663555468058,0.0,CLOSE_LONG (sell BSP),659.0328044295875,276.96,30192.0
buy,30484,279.4,386.6396085779274,0.0,OPEN_LONG pred_ret=1.80% pred_mr=0.54,,,
sell,30509,279.7,386.6396085779274,0.0,CLOSE_LONG (sell BSP),115.99188257338261,279.4,30484.0
buy,30542,280.8345,385.0776828318682,0.0,OPEN_LONG pred_ret=1.68% pred_mr=0.41,,,
