klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,feat_zs_cnt,direction_encoded
174.0,2023/05/01 14:30,4469.75,4470.75,4468.5,4470.0,8305.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-1.5775618171392831,0.6108013652028956,-0.17797954336674593,-3.979514028902726e-05,42.6631702304508,19.412706449940874,27.209648772460525,3.8188218049015745,8305.0,12.25,-1.5775618171392831,-0.17797954336674593,0.6108013652028956,42.6631702304508,19.412706449940874,27.209648772460525,3.8188218049015745,6.666666666666667,17.575757575757574,37.09632645819908,0.005593153979529056,0.050352467270896276,0.75,1.25,0.25,1,175.0,175.0,-0.1174496644295302,140.0,1,best_24h,314.0,4464.75,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.375,20.0,20.0,0.004488330341113106,12.25,23.0,0.002733917312949841,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
175.0,2023/05/01 14:35,4470.0,4470.25,4460.25,4461.25,25210.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-2.6405966403021575,0.28072678516512595,-1.039571534985953,-0.0002324847642349622,27.592571865196533,15.092341934369184,23.170546493096744,-1.064067183085939,25210.0,20.5,-2.6405966403021575,-1.039571534985953,0.28072678516512595,27.592571865196533,15.092341934369184,23.170546493096744,-1.064067183085939,5.641025641025641,31.794871794871792,39.436804118229865,-0.19574944071588368,0.2242026792220167,0.25,1.0,8.75,0,176.0,176.0,0.07845334827682823,139.0,1,best_24h,314.0,4464.75,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.7875,20.0,20.0,0.004488330341113106,20.5,24.0,0.004575126931875244,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
176.0,2023/05/01 14:40,4461.0,4462.25,4458.5,4462.0,30922.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-3.0778540030925523,-0.10400496522144306,-1.6429319667677191,-0.00036747562853634106,29.879029627790658,16.824846313734042,21.05531309997584,8.363912741250445,30922.0,22.25,-3.0778540030925523,-1.6429319667677191,-0.10400496522144306,29.879029627790658,16.824846313734042,21.05531309997584,8.363912741250445,5.729166666666666,31.770833333333332,41.580206998673766,0.022416498542927595,0.084109005270831,0.25,2.5,1.0,1,177.0,188.0,0.061631555356342446,138.0,1,best_24h,314.0,4464.75,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.875,20.0,20.0,0.004488330341113106,22.25,25.0,0.004965686548010936,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
188.0,2023/05/01 15:40,4461.5,4461.75,4457.0,4457.5,19381.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-0.8979426782485422,-2.4118970362539605,-2.8608683753782316,-0.000640635402648026,29.331783406093663,23.168650376736785,31.74821864206768,6.009513846074988,19381.0,23.75,-0.8979426782485422,-2.8608683753782316,-2.4118970362539605,29.331783406093663,23.168650376736785,31.74821864206768,6.009513846074988,10.74766355140187,33.177570093457945,46.41832708228555,-0.08965594530987335,0.10657392865155933,0.25,0.5,4.0,0,189.0,189.0,0.16264722378014582,126.0,1,best_24h,314.0,4464.75,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.95,20.0,20.0,0.004488330341113106,23.75,37.0,0.0053004519332700995,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
189.0,2023/05/01 15:45,4457.5,4461.0,4456.75,4460.0,16283.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-0.7382464691738972,-2.5041778449006977,-2.8733010794876463,-0.0006434800174578301,37.150770957479416,26.556878028935635,30.01777177102366,19.635090544759578,16283.0,24.0,-0.7382464691738972,-2.8733010794876463,-2.5041778449006977,37.150770957479416,26.556878028935635,30.01777177102366,19.635090544759578,12.041884816753926,20.418848167539267,44.94605026304395,0.056085249579360626,0.09536096931620576,1.0,0.75,2.5,1,190.0,200.0,0.10650224215246636,125.0,1,best_24h,314.0,4464.75,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.9625,20.0,20.0,0.004488330341113106,24.0,38.0,0.005356246164146627,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
205.0,2023/05/01 18:05,4454.0,4454.25,4451.0,4453.5,1634.0,1p,1p,1,buy,False,1.7529416864765373,29.75,54.0,0.006639513474306757,-0.6458392574030221,-2.6898928483074815,-3.0128124770089926,-0.0006755933664140927,31.783362025577304,15.773610282526672,14.284770841767624,18.751289164044763,1634.0,29.75,-0.6458392574030221,-3.0128124770089926,-2.6898928483074815,31.783362025577304,15.773610282526672,14.284770841767624,18.751289164044763,1.4814814814814816,34.074074074074076,39.35338739962943,-0.011225864391558149,0.07301729948326219,0.25,2.5,0.5,0,1113.0,1120.0,0.2526103065005052,109.0,1,best_24h,314.0,4464.75,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
219.0,2023/05/01 19:15,4455.0,4455.5,4454.5,4455.0,389.0,2,2,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,1.0911085161129406,-1.9748050008036422,-1.429250742747172,-0.00032074812140359745,44.29893139505793,73.15294418830403,63.32164883506783,92.81553489477642,389.0,4.5,1.0911085161129406,-1.429250742747172,-1.9748050008036422,44.29893139505793,73.15294418830403,63.32164883506783,92.81553489477642,22.22222222222222,12.698412698412698,44.65743072437401,0.0,0.022449208665394547,0.5,0.5,0.0,0,220.0,1112.0,1.5656565656565657,196.0,1,best_24h,415.0,4385.25,0.15126050420168066,29.75,54.0,0.006639513474306757,4.5,15.0,0.001011008762075938,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
223.0,2023/05/01 19:35,4453.75,4453.75,4453.0,4453.5,207.0,2,2,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,0.6637973299553841,-1.5596802404746117,-1.2277815754969197,-0.00027557000298032675,37.98991091899938,47.577536300570344,56.60313129822241,29.52634630526623,207.0,2.5,0.6637973299553841,-1.2277815754969197,-1.5596802404746117,37.98991091899938,47.577536300570344,56.60313129822241,29.52634630526623,22.413793103448278,24.137931034482758,36.26382385662083,-0.005613247263541959,0.01684257803727824,0.0,0.5,0.25,0,1113.0,1120.0,0.2526103065005052,91.0,1,best_24h,314.0,4464.75,0.5555555555555556,4.5,15.0,0.001011008762075938,2.5,5.0,0.000561104253170239,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
231.0,2023/05/01 20:15,4456.0,4456.25,4455.25,4455.5,838.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,0.8383710506549089,-0.8981403881279467,-0.47895486280049226,-0.00010750914529297576,52.4273095260209,71.64846267012044,59.881188220902864,95.18301156855559,838.0,3.25,0.8383710506549089,-0.47895486280049226,-0.8981403881279467,52.4273095260209,71.64846267012044,59.881188220902864,95.18301156855559,21.568627450980394,21.568627450980394,26.863703873118343,-0.011220825852782765,0.022445429549408,0.25,0.25,0.5,0,232.0,247.0,1.576702951408372,184.0,1,best_24h,415.0,4385.25,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.17647058823529413,29.75,54.0,0.006639513474306757,3.25,9.0,0.0007298450482820571,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
247.0,2023/05/01 21:35,4454.75,4456.25,4454.5,4455.75,970.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,1.02938771925463,-0.5105742257593566,0.004119633867958328,9.249839090517287e-07,60.844062559378436,78.37595343400932,66.80653752549566,101.51478525103664,970.0,3.25,1.02938771925463,0.004119633867958328,-0.5105742257593566,60.844062559378436,78.37595343400932,66.80653752549566,101.51478525103664,32.35294117647059,5.88235294117647,31.995215029247195,0.02244794881867669,0.03928611516444046,0.5,0.25,1.0,1,248.0,248.0,1.582225214610335,168.0,1,best_24h,415.0,4385.25,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.17647058823529413,29.75,54.0,0.006639513474306757,3.25,25.0,0.0007298450482820571,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
248.0,2023/05/01 21:40,4455.75,4458.25,4455.5,4457.75,1540.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,1.3348058834488776,-0.34363016358650256,0.32377277813793626,7.269204732481966e-05,67.89062379949978,83.20301657505382,72.27203054201505,105.06498864113138,1540.0,5.25,1.3348058834488776,0.32377277813793626,-0.34363016358650256,67.89062379949978,83.20301657505382,72.27203054201505,105.06498864113138,41.0958904109589,5.47945205479452,35.16903450958001,0.04488582169107333,0.06172146784872629,0.5,0.25,2.0,1,249.0,1112.0,1.6263810218159387,167.0,1,best_24h,415.0,4385.25,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.24369747899159663,29.75,54.0,0.006639513474306757,5.25,26.0,0.0011789804626094768,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
