date,equity
2012-09-10,166069.34174979266
2012-09-11,166069.34174979266
2012-09-12,166748.6611901132
2012-09-13,169375.3903920578
2012-09-14,169375.3903920578
2012-09-17,169665.5823801652
2012-09-18,170563.41226404195
2012-09-19,170733.24780968184
2012-09-20,171537.67344899074
2012-09-21,171196.20786840128
2012-09-24,171208.6267636789
2012-09-25,171208.6267636789
2012-09-26,171208.6267636789
2012-09-27,173287.67812013617
2012-09-28,171807.8730819124
2012-10-01,170909.13965689804
2012-10-02,171058.18832520346
2012-10-03,172253.35470651495
2012-10-04,172253.35470651495
2012-10-05,172253.35470651495
2012-10-08,172253.35470651495
2012-10-09,172253.35470651495
2012-10-10,172227.89399190564
2012-10-11,172227.89399190564
2012-10-12,172305.2997869582
2012-10-15,172973.8474357361
2012-10-16,172973.8474357361
2012-10-17,172973.8474357361
2012-10-18,172973.8474357361
2012-10-19,169104.18641927667
2012-10-22,170416.66754960438
2012-10-23,170131.16902035588
2012-10-24,171328.35944026354
2012-10-25,171984.33595654153
2012-10-26,173819.6157556447
2012-10-31,173819.6157556447
2012-11-01,176872.3712934884
2012-11-02,177140.35973484215
2012-11-05,178284.4309494913
2012-11-06,178284.4309494913
2012-11-07,178284.4309494913
2012-11-08,178534.09018063266
2012-11-09,179780.00611527945
2012-11-12,179073.3237013043
2012-11-13,180669.8685134009
2012-11-14,180669.8685134009
2012-11-15,180292.86878777103
2012-11-16,181513.81372312838
2012-11-19,182143.17604021405
2012-11-20,182802.18076711742
2012-11-21,182802.18076711742
2012-11-23,183509.72907477772
2012-11-26,183509.72907477772
2012-11-27,183509.72907477772
2012-11-28,186441.10346911737
2012-11-29,186554.25237123793
2012-11-30,186215.4221868192
2012-12-03,186215.4221868192
2012-12-04,187414.14708119986
2012-12-05,187414.14708119986
2012-12-06,189501.3579999696
2012-12-07,190634.70456675361
2012-12-10,191990.69597081587
2012-12-11,194134.69487029104
2012-12-12,194017.41065650448
2012-12-13,194519.9698491238
2012-12-14,194519.9698491238
2012-12-17,198354.80936648464
2012-12-18,200341.0659919114
2012-12-19,200341.0659919114
2012-12-20,200341.0659919114
2012-12-21,201388.84267914793
2012-12-24,201606.02368342373
2012-12-26,198680.62697501908
2012-12-27,198280.61951789111
2012-12-28,196275.60391915703
2012-12-31,201502.60944426537
2013-01-02,206486.33810532963
2013-01-03,206486.33810532963
2013-01-04,206486.33810532963
2013-01-07,206889.9956083926
2013-01-08,207982.50463770665
2013-01-09,208098.9777531016
2013-01-10,209000.7814522707
2013-01-11,209499.3668858828
2013-01-14,209918.3779980981
2013-01-15,209918.3779980981
2013-01-16,209949.77470434966
2013-01-17,210419.11101143836
2013-01-18,210934.85287393062
2013-01-22,212887.37017434617
2013-01-23,212887.37017434617
2013-01-24,212951.17577008254
2013-01-25,213794.9848232467
2013-01-28,213794.9848232467
2013-01-29,214976.01816438808
2013-01-30,214976.01816438808
2013-01-31,215232.74426459929
2013-02-01,216384.4057975252
2013-02-04,213056.39955633285
2013-02-05,215773.54793777142
2013-02-06,215966.46125734024
2013-02-07,216159.28845489147
2013-02-08,218503.26172542133
2013-02-11,218761.0251575355
2013-02-12,218696.55093850885
2013-02-13,219696.04866504483
2013-02-14,220507.45377903897
2013-02-15,220507.45377903897
2013-02-19,220507.45377903897
2013-02-20,220507.45377903897
2013-02-21,219914.1601814272
2013-02-22,219914.1601814272
2013-02-25,219914.1601814272
2013-02-26,220841.78845576887
2013-02-27,221203.0166599344
2013-02-28,221203.0166599344
2013-03-01,223221.7754894161
2013-03-04,225282.18193281998
2013-03-05,225282.18193281998
2013-03-06,225282.18193281998
2013-03-07,225930.3006349171
2013-03-08,226192.64716420896
2013-03-11,227579.3193552609
2013-03-12,227281.700367438
2013-03-13,228194.39861090644
2013-03-14,228655.35179520576
2013-03-15,229356.15866596493
2013-03-18,231488.28763098718
2013-03-19,230709.0939217068
2013-03-20,231551.09791412178
2013-03-21,231551.09791412178
2013-03-22,234483.00696230461
2013-03-25,234483.00696230461
2013-03-26,234483.00696230461
2013-03-27,236340.78102476237
2013-03-28,237475.3818065222
2013-04-01,237475.3818065222
2013-04-02,239137.01713111598
2013-04-03,239455.40465044952
2013-04-04,238374.8926352874
2013-04-05,237674.40808449313
2013-04-08,237674.40808449313
2013-04-09,237674.40808449313
2013-04-10,237674.40808449313
2013-04-11,237674.40808449313
2013-04-12,237674.40808449313
2013-04-15,237674.40808449313
2013-04-16,239819.04689998415
2013-04-17,239819.04689998415
2013-04-18,237252.44516655817
2013-04-19,239111.7353623038
2013-04-22,242311.3809467894
2013-04-23,242942.76555261487
2013-04-24,242942.76555261487
2013-04-25,242942.76555261487
2013-04-26,242942.76555261487
2013-04-29,242942.76555261487
2013-04-30,242942.76555261487
2013-05-01,242942.76555261487
2013-05-02,245561.3515945945
2013-05-03,248630.43743814446
2013-05-06,248630.43743814446
2013-05-07,248871.39175934988
2013-05-08,250421.07886444262
2013-05-09,250834.94099725812
2013-05-10,250834.94099725812
2013-05-13,251693.61188934784
2013-05-14,253591.49352547538
2013-05-15,254522.29427658845
2013-05-16,255498.76940956825
2013-05-17,255498.76940956825
2013-05-20,255498.76940956825
2013-05-21,255498.76940956825
2013-05-22,255498.76940956825
2013-05-23,257633.17435807324
2013-05-24,259433.07735701322
2013-05-28,259433.07735701322
2013-05-29,260832.67417729163
2013-05-30,262682.0468330346
2013-05-31,261897.38898777642
2013-06-03,262434.2840041515
2013-06-04,263285.49373243295
2013-06-05,263285.49373243295
2013-06-06,263613.2350109381
2013-06-07,267146.04570395563
2013-06-10,267619.3861147709
2013-06-11,267619.3861147709
2013-06-12,265218.80137216375
2013-06-13,270415.53086021176
2013-06-14,270415.53086021176
2013-06-17,271456.8779739631
2013-06-18,273351.2814737814
2013-06-19,273760.10052153276
2013-06-20,272136.8677136969
2013-06-21,272136.8677136969
2013-06-24,275116.455537421
2013-06-25,275116.455537421
2013-06-26,275544.74325478746
2013-06-27,276828.33677926625
2013-06-28,276790.0833496466
2013-07-01,277060.5748453115
2013-07-02,278452.8390405141
2013-07-03,282365.891865704
2013-07-05,283852.1613782198
2013-07-08,283852.1613782198
2013-07-09,283852.1613782198
2013-07-10,288330.5532781368
2013-07-11,291168.375900397
2013-07-12,291168.375900397
2013-07-15,292175.3428827606
2013-07-16,292718.2244241282
2013-07-17,293223.78267011116
2013-07-18,293223.78267011116
2013-07-19,291197.24935022206
2013-07-22,291937.9116979669
2013-07-23,290807.42706193525
2013-07-24,291001.71315697924
2013-07-25,293030.88721961295
2013-07-26,295892.2107572041
2013-07-29,296010.19010758575
2013-07-30,296755.0177611474
2013-07-31,297303.69317697623
2013-08-01,299141.0730033165
2013-08-02,301017.79127598135
2013-08-05,300705.1267303818
2013-08-06,298635.8756635537
2013-08-07,299889.0028627713
2013-08-08,300789.5704389357
2013-08-09,299574.0213992269
2013-08-12,300867.3158401184
2013-08-13,301982.4907212875
2013-08-14,302532.12083960493
2013-08-15,299163.60757377226
2013-08-16,299916.1706009008
2013-08-19,299995.7134123584
2013-08-20,301589.1045339218
2013-08-21,300110.9224081098
2013-08-22,304460.93444833375
2013-08-23,306417.72691789945
2013-08-26,306417.72691789945
2013-08-27,306417.72691789945
2013-08-28,308191.38222300244
2013-08-29,310606.0659592258
2013-08-30,310606.0659592258
2013-09-03,311217.8475578652
2013-09-04,315774.6581473551
2013-09-05,315774.6581473551
2013-09-06,315774.6581473551
2013-09-09,315774.6581473551
2013-09-10,316585.0640453336
2013-09-11,317724.15191391105
2013-09-12,317887.0038626111
2013-09-13,318294.23804639606
2013-09-16,318861.5352243272
2013-09-17,321402.9178164223
2013-09-18,325208.6819311316
2013-09-19,325331.46396558837
2013-09-20,325331.46396558837
2013-09-23,324343.1152143006
2013-09-24,324343.1152143006
2013-09-25,327005.54321994865
2013-09-26,327625.654869544
2013-09-27,327770.66268778377
2013-09-30,330196.9896751742
2013-10-01,331152.1306466101
2013-10-02,331152.1306466101
2013-10-03,331152.1306466101
2013-10-04,331152.1306466101
2013-10-07,331152.1306466101
2013-10-08,333506.30497893156
2013-10-09,333642.3030807683
2013-10-10,337911.47562891303
2013-10-11,337911.47562891303
2013-10-14,337911.47562891303
2013-10-15,337911.47562891303
2013-10-16,337911.47562891303
2013-10-17,344082.98869393946
2013-10-18,344082.98869393946
2013-10-21,344647.3602513309
2013-10-22,344647.3602513309
2013-10-23,346121.9194272564
2013-10-24,349815.49495372834
2013-10-25,351084.47498379025
2013-10-28,350957.72968596214
2013-10-29,351549.63526548306
2013-10-30,351549.63526548306
2013-10-31,351974.2121196685
2013-11-01,352399.0452061135
2013-11-04,352569.1219653829
2013-11-05,352569.1219653829
2013-11-06,352569.1219653829
2013-11-07,352569.1219653829
2013-11-08,352569.1219653829
2013-11-11,352911.0746790891
2013-11-12,354585.674011427
2013-11-13,359454.81742657966
2013-11-14,360747.35542523686
2013-11-15,361091.4979059669
2013-11-18,361048.4749704366
2013-11-19,362180.83448180335
2013-11-20,362180.83448180335
2013-11-21,362397.6313419026
2013-11-22,364220.2514492382
2013-11-25,365347.202006712
2013-11-26,365347.202006712
2013-11-27,366422.1319879016
2013-11-29,367364.97256143764
2013-12-02,368267.94645676645
2013-12-03,368869.3736986529
2013-12-04,370472.96514817124
2013-12-05,369910.33097212855
2013-12-06,371940.19501832704
2013-12-09,372672.9547025675
2013-12-10,373580.6227649009
2013-12-11,374101.1112675341
2013-12-12,372522.62556598336
2013-12-13,373794.9969275647
2013-12-16,373794.9969275647
2013-12-17,375642.26558824535
2013-12-18,380050.17764630966
2013-12-19,379167.6740409542
2013-12-20,382568.0829509418
2013-12-23,383358.15012546186
2013-12-24,384235.5002802289
2013-12-26,384235.5002802289
2013-12-27,384674.5020315239
2013-12-30,384494.65515651554
2013-12-31,385677.5808275759
2014-01-02,385677.5808275759
2014-01-03,385677.5808275759
2014-01-06,384387.0939412253
2014-01-07,385850.6654307903
2014-01-08,386581.70134037617
2014-01-09,384770.2899398099
2014-01-10,385034.7671696917
2014-01-13,380439.9747674371
2014-01-14,387108.9364797523
2014-01-15,387108.9364797523
2014-01-16,387108.9364797523
2014-01-17,387108.9364797523
2014-01-21,389153.3673985167
2014-01-22,391172.90510685346
2014-01-23,391526.1086329093
2014-01-24,387138.8890794676
2014-01-27,387138.8890794676
2014-01-28,387138.8890794676
2014-01-29,387643.631338631
2014-01-30,387643.631338631
2014-01-31,389489.04484119016
2014-02-03,389398.7808678782
2014-02-04,390181.90866567235
2014-02-05,390550.56997065933
2014-02-06,394651.92698864033
2014-02-07,401680.4155032791
2014-02-10,404209.59957341995
2014-02-11,404209.59957341995
2014-02-12,404755.8287620326
2014-02-13,409784.98737084575
2014-02-14,411754.44690554414
2014-02-18,411754.44690554414
2014-02-19,412302.7413947855
2014-02-20,415064.9303724192
2014-02-21,415521.4414819437
2014-02-24,415841.6802369816
2014-02-25,416669.95845367573
2014-02-26,416623.97854212706
2014-02-27,418057.10585402296
2014-02-28,418057.10585402296
2014-03-03,418897.1939235402
2014-03-04,419960.6194710283
2014-03-05,421579.23214380495
2014-03-06,421579.23214380495
2014-03-07,421579.23214380495
2014-03-10,424013.4004839646
2014-03-11,424903.10281518445
2014-03-12,429827.5350852851
2014-03-13,429827.5350852851
2014-03-14,429683.11996542226
2014-03-17,431855.91920111666
2014-03-18,431855.91920111666
2014-03-19,431855.91920111666
2014-03-20,435854.6192549059
2014-03-21,435854.6192549059
2014-03-24,436343.1359767786
2014-03-25,439713.7293252303
2014-03-26,439713.7293252303
2014-03-27,439160.56703994004
2014-03-28,439915.7439865867
2014-03-31,440464.9756669401
2014-04-01,447996.86649571813
2014-04-02,448297.4346718306
2014-04-03,448297.4346718306
2014-04-04,436958.1080583138
2014-04-07,436958.1080583138
2014-04-08,439964.934320903
2014-04-09,447912.42502887663
2014-04-10,447912.42502887663
2014-04-11,447912.42502887663
2014-04-14,452120.4261678089
2014-04-15,455422.90807431267
2014-04-16,460078.0426932212
2014-04-17,463302.5120965144
2014-04-21,466315.2589233766
2014-04-22,471427.18479433446
2014-04-23,477503.96537183353
2014-04-24,478361.85981691105
2014-04-25,478361.85981691105
2014-04-28,479374.4264483149
2014-04-29,480450.1036999536
2014-04-30,484659.23429144605
2014-05-01,486486.8136666415
2014-05-02,487207.6991764632
2014-05-05,489883.4394007732
2014-05-06,489883.4394007732
2014-05-07,489946.55349416356
2014-05-08,491077.9391389947
2014-05-09,497021.03451670875
2014-05-12,504969.25400564366
2014-05-13,504969.25400564366
2014-05-14,504969.25400564366
2014-05-15,504969.25400564366
2014-05-16,504969.25400564366
2014-05-19,504969.25400564366
2014-05-20,504969.25400564366
2014-05-21,504969.25400564366
2014-05-22,504969.25400564366
2014-05-23,504969.25400564366
2014-05-27,504969.25400564366
2014-05-28,505748.699381176
2014-05-29,507694.1004668272
2014-05-30,508250.4165970779
2014-06-02,506748.36304540094
2014-06-03,509362.7260476828
2014-06-04,511880.4460248515
2014-06-05,516351.993926357
2014-06-06,516351.993926357
2014-06-09,516351.993926357
2014-06-10,516351.993926357
2014-06-11,521108.1254111619
2014-06-12,521108.1254111619
2014-06-13,525278.2918097476
2014-06-16,528186.683176841
2014-06-17,530080.6556569068
2014-06-18,532181.0516137868
2014-06-19,531207.5147712779
2014-06-20,531953.3510054313
2014-06-23,532527.3807356625
2014-06-24,532297.6945675644
2014-06-25,532297.6945675644
2014-06-26,534474.3127095602
2014-06-27,536593.6514267666
2014-06-30,538713.4427040238
2014-07-01,543577.5432595626
2014-07-02,544549.9538915117
2014-07-03,544549.9538915117
2014-07-07,544549.9538915117
2014-07-08,544549.9538915117
2014-07-09,544549.9538915117
2014-07-10,544549.9538915117
2014-07-11,546846.4218046019
2014-07-14,546846.4218046019
2014-07-15,550467.2781797802
2014-07-16,550868.6187638086
2014-07-17,551116.6368195118
2014-07-18,559317.0848768726
2014-07-21,560368.5425821241
2014-07-22,562175.6189183404
2014-07-23,562175.6189183404
2014-07-24,562175.6189183404
2014-07-25,561130.4669724068
2014-07-28,564365.3845083985
2014-07-29,564657.3781882973
2014-07-30,565999.9936848682
2014-07-31,565963.62830177
2014-08-01,563165.953656189
2014-08-04,566139.374742019
2014-08-05,563048.9645502717
2014-08-06,562217.1944222033
2014-08-07,562920.1677954864
2014-08-08,569465.0529463886
2014-08-11,569465.0529463886
2014-08-12,569465.0529463886
2014-08-13,573210.3602160014
2014-08-14,573210.3602160014
2014-08-15,573210.3602160014
2014-08-18,573210.3602160014
2014-08-19,573210.3602160014
2014-08-20,573210.3602160014
2014-08-21,573210.3602160014
2014-08-22,573210.3602160014
2014-08-25,573210.3602160014
2014-08-26,574479.8013197614
2014-08-27,575369.0700919802
2014-08-28,576585.3727366278
2014-08-29,577807.8479790179
2014-09-02,578386.1184433682
2014-09-03,574866.7615131892
2014-09-04,577819.2494121996
2014-09-05,581893.4973730915
2014-09-08,583701.8881919953
2014-09-09,583701.8881919953
2014-09-10,583701.8881919953
2014-09-11,585635.2158510023
2014-09-12,582062.4837611022
2014-09-15,583998.3900263831
2014-09-16,589995.1201395048
2014-09-17,591718.340854989
2014-09-18,591718.340854989
2014-09-19,591718.340854989
2014-09-22,588860.0858121149
2014-09-23,592266.6771586783
2014-09-24,598864.7462783314
2014-09-25,601740.5412898562
2014-09-26,608017.6465477376
2014-09-29,609191.545062564
2014-09-30,611039.4466148266
2014-10-01,611039.4466148266
2014-10-02,611039.4466148266
2014-10-03,614421.9304812746
2014-10-06,614421.9304812746
2014-10-07,616703.9271860963
2014-10-08,628257.9496289783
2014-10-09,630426.555749525
2014-10-10,631080.457373578
2014-10-13,632583.2359197676
2014-10-14,635482.2686213409
2014-10-15,635482.2686213409
2014-10-16,640384.4355357524
2014-10-17,647482.0354949663
2014-10-20,659618.4002667129
2014-10-21,659618.4002667129
2014-10-22,659618.4002667129
2014-10-23,659618.4002667129
2014-10-24,666032.2946398283
2014-10-27,666099.652274804
2014-10-28,669421.9277034786
2014-10-29,669891.4150788842
2014-10-30,674610.6204371414
2014-10-31,677314.1198401748
2014-11-03,679251.7196578148
2014-11-04,683289.2095418421
2014-11-05,685585.8681355456
2014-11-06,690605.9902651745
2014-11-07,690605.9902651745
2014-11-10,693324.121087767
2014-11-11,694071.1644154156
2014-11-12,697814.6096297669
2014-11-13,698560.8298260518
2014-11-14,702094.4060080514
2014-11-17,702982.0095554698
2014-11-18,702982.0095554698
2014-11-19,702982.0095554698
2014-11-20,708793.4733574748
2014-11-21,710295.4437306076
2014-11-24,710974.9572135604
2014-11-25,712945.1697084665
2014-11-26,716679.6444069394
2014-11-28,713713.1435269859
2014-12-01,706364.3118016466
2014-12-02,706364.3118016466
2014-12-03,706364.3118016466
2014-12-04,706364.3118016466
2014-12-05,708245.0840278206
2014-12-08,705415.068469913
2014-12-09,712599.4685421597
2014-12-10,710423.3846607445
2014-12-11,714952.3080054376
2014-12-12,718907.6881429034
2014-12-15,718907.6881429034
2014-12-16,719118.9658725692
2014-12-17,728640.4016576415
2014-12-18,737113.785531943
2014-12-19,739028.4585490918
2014-12-22,741225.7426947486
2014-12-23,742114.7642514041
2014-12-24,743964.3600978896
2014-12-26,747735.7719663914
2014-12-29,747735.7719663914
2014-12-30,747735.7719663914
2014-12-31,740075.8650635284
2015-01-02,735863.5868425418
2015-01-05,727759.0463636718
2015-01-06,719645.7105074076
2015-01-07,726524.0446580161
2015-01-08,737662.8899618638
2015-01-09,739466.8195568011
2015-01-12,733283.038592123
2015-01-13,733283.038592123
2015-01-14,736555.9741938533
2015-01-15,736048.9037946247
2015-01-16,749946.4345912315
2015-01-20,751498.5066446873
2015-01-21,755645.1138347654
2015-01-22,767981.8753960525
2015-01-23,767981.8753960525
2015-01-26,770276.1259633916
2015-01-27,770276.1259633916
2015-01-28,770276.1259633916
2015-01-29,780796.5243583784
2015-01-30,784414.9022135361
2015-02-02,790621.9439719025
2015-02-03,793711.8196689103
2015-02-04,794058.5533053059
2015-02-05,794058.5533053059
2015-02-06,794058.5533053059
2015-02-09,795990.945384799
2015-02-10,806182.1000686781
2015-02-11,808800.9344132836
2015-02-12,817050.8581484809
2015-02-13,817050.8581484809
2015-02-17,817050.8581484809
2015-02-18,817050.8581484809
2015-02-19,817050.8581484809
2015-02-20,824545.6211321875
2015-02-23,827000.810886723
2015-02-24,828834.1768077723
2015-02-25,829216.3041368676
2015-02-26,833216.831320954
2015-02-27,833216.831320954
2015-03-02,837430.8015023473
2015-03-03,832450.6549243372
2015-03-04,832450.6549243372
2015-03-05,834941.6062925995
2015-03-06,830882.4828552067
2015-03-09,834058.2246093844
2015-03-10,834058.2246093844
2015-03-11,828936.4688607204
2015-03-12,831844.4663337314
2015-03-13,831844.4663337314
2015-03-16,838067.5452011903
2015-03-17,842797.4908988734
2015-03-18,857377.4386102133
2015-03-19,857853.7594094411
2015-03-20,862143.0282064882
2015-03-23,862143.0282064882
2015-03-24,862461.6913106118
2015-03-25,841501.8479531279
2015-03-26,843653.1680228211
2015-03-27,845336.4665053367
2015-03-30,845336.4665053367
2015-03-31,845336.4665053367
2015-04-01,845336.4665053367
2015-04-02,847672.0098635746
2015-04-06,847672.0098635746
2015-04-07,847672.0098635746
2015-04-08,856811.1822350523
2015-04-09,863247.3225710902
2015-04-10,867029.6125087093
2015-04-13,867029.6125087093
2015-04-14,871247.7683759066
2015-04-15,874488.4147154115
2015-04-16,874488.4147154115
2015-04-17,874488.4147154115
2015-04-20,883107.7035115362
2015-04-21,885554.4159221175
2015-04-22,889790.0623457086
2015-04-23,902804.9512413411
2015-04-24,902804.9512413411
2015-04-27,903213.8302953453
2015-04-28,910662.6752258483
2015-04-29,903291.2356537611
2015-04-30,903042.4636252142
2015-05-01,908795.9197646546
2015-05-04,909128.8806459631
2015-05-05,897210.5243998712
2015-05-06,894090.3805484058
2015-05-07,901638.986012698
2015-05-08,901638.986012698
2015-05-11,901638.986012698
2015-05-12,905241.5205228769
2015-05-13,906247.9035362432
2015-05-14,916194.7307379417
2015-05-15,916194.7307379417
2015-05-18,922311.6335497092
2015-05-19,922311.6335497092
2015-05-20,923065.1502386254
2015-05-21,931067.6314644575
2015-05-22,932078.5626604016
2015-05-26,932078.5626604016
2015-05-27,947200.2771966885
2015-05-28,949856.7206422088
2015-05-29,949856.7206422088
2015-06-01,956694.6774482543
2015-06-02,958256.769628413
2015-06-03,962166.6032156175
2015-06-04,969545.115391782
2015-06-05,976367.3025289758
2015-06-08,976367.3025289758
2015-06-09,977722.3644773415
2015-06-10,987372.423789128
2015-06-11,987372.423789128
2015-06-12,987372.423789128
2015-06-15,988010.291926123
2015-06-16,999209.5166418143
2015-06-17,1003077.7809702276
2015-06-18,1018169.9604270274
2015-06-19,1018169.9604270274
2015-06-22,1018169.9604270274
2015-06-23,1021580.7606566154
2015-06-24,1021580.7606566154
2015-06-25,1021580.7606566154
2015-06-26,1024462.3806366294
2015-06-29,1012072.7414321061
2015-06-30,1013490.7398555585
2015-07-01,1018021.9141135641
2015-07-02,1020476.4563527303
2015-07-06,1030095.5064779402
2015-07-07,1030095.5064779402
2015-07-08,1030095.5064779402
2015-07-09,1037235.5465190948
2015-07-10,1037235.5465190948
2015-07-13,1037235.5465190948
2015-07-14,1037235.5465190948
2015-07-15,1037235.5465190948
2015-07-16,1037235.5465190948
2015-07-17,1037235.5465190948
2015-07-20,1037235.5465190948
2015-07-21,1037235.5465190948
2015-07-22,1044862.3206699499
2015-07-23,1044585.0217525746
2015-07-24,1045509.2696925433
2015-07-27,1045509.2696925433
2015-07-28,1049755.4716001395
2015-07-29,1051452.5794220185
2015-07-30,1055976.172127249
2015-07-31,1057294.3768896013
2015-08-03,1057294.3768896013
2015-08-04,1060339.5519023868
2015-08-05,1065188.2309257009
2015-08-06,1065188.2309257009
2015-08-07,1064126.0361527714
2015-08-10,1064126.0361527714
2015-08-11,1067609.5805104598
2015-08-12,1080406.437958247
2015-08-13,1080406.437958247
2015-08-14,1080406.437958247
2015-08-17,1090086.9735142128
2015-08-18,1089988.9441101197
2015-08-19,1092159.0578449995
2015-08-20,1062848.7189124182
2015-08-21,1022154.0607558618
2015-08-24,1048844.039759367
2015-08-25,1057515.626102631
2015-08-26,1088125.4206499674
2015-08-27,1102738.1361311178
2015-08-28,1117273.6144778822
2015-08-31,1120941.0448614967
2015-09-01,1118962.137563781
2015-09-02,1141822.6543527185
2015-09-03,1141822.6543527185
2015-09-04,1138490.4870734792
2015-09-08,1150792.0377272165
2015-09-09,1150792.0377272165
2015-09-10,1160376.4630845082
2015-09-11,1173255.964540618
2015-09-14,1173255.964540618
2015-09-15,1192163.20760416
2015-09-16,1202604.0380314307
