date,p_day,buy_level,sell_level,gate,reward,equity
2012-02-06,0.2107907271379778,0.2,0.3,FREE,0.0039533376539209,103390.70634692912
2012-02-07,0.2140435590580456,0.2,0.3,FREE,0.0032315398287284,103724.81753240958
2012-02-08,0.2245421524405393,0.2,0.3,FREE,0.003874078486857,104126.65561656505
2012-02-09,0.2229166349611842,0.2,0.3,FREE,0.0016012810248196,104293.39165438179
2012-02-10,0.2129419184666654,0.2,0.3,FREE,-0.0036688467060135,103910.75518795164
2012-02-13,0.192706741594538,0.2,0.3,FORCE_BUY,0.005102854409185,104440.9966432242
2012-02-14,0.2006544454884384,0.2,0.3,FREE,0.0039619651347068,104854.78823055868
2012-02-15,0.2277903507677712,0.2,0.3,FREE,-0.0009966301543209,104750.28678678317
2012-02-16,0.2198103237962009,0.2,0.3,FREE,0.0095789844828035,105753.68815848298
2012-02-17,0.2108057023496196,0.2,0.3,FREE,0.0,105753.68815848298
2012-02-21,0.2070702319028318,0.2,0.3,FREE,0.0,105753.68815848298
2012-02-22,0.2054008697133004,0.2,0.3,FREE,0.0037887754019936,106154.36513084795
2012-02-23,0.2121279732648221,0.2,0.3,FREE,-0.0024405394543407,105895.29121449562
2012-02-24,0.2207491229063735,0.2,0.3,FREE,0.0,105895.29121449562
2012-02-27,0.2118982028783539,0.2,0.3,FREE,0.0047166128481018,106394.75830559139
2012-02-28,0.1977456064216806,0.2,0.3,FORCE_BUY,0.0060662622491834,107040.17681141158
2012-02-29,0.219826884714413,0.2,0.3,FREE,-0.0016571933030804,106862.79054723917
2012-03-01,0.1987930692451288,0.2,0.3,FORCE_BUY,0.0065015479876161,107557.5641080726
2012-03-02,0.1740935639943134,0.2,0.3,FORCE_BUY,0.0012332357021735,107690.2079361695
2012-03-05,0.190181311913797,0.2,0.3,FORCE_BUY,-0.0071097372488409,106924.5588534703
2012-03-06,0.1891317656684779,0.2,0.3,FORCE_BUY,-0.0021926389976506,106690.11189592158
2012-03-07,0.1749823464882308,0.2,0.3,FORCE_BUY,0.0028199906000314,106990.97700858439
2012-03-08,0.1775981546057673,0.2,0.3,FORCE_BUY,0.0029471071816349,107306.29088529653
2012-03-09,0.1721860896870059,0.2,0.3,FORCE_BUY,0.0047876447876448,107820.03528953501
2012-03-12,0.1835461646028406,0.2,0.3,FORCE_BUY,0.0027713625866049,108118.84370142284
2012-03-13,0.1973893187141004,0.2,0.3,FORCE_BUY,0.0147103892123811,109709.31397346336
2012-03-14,0.197553581494635,0.2,0.3,FORCE_BUY,-0.001171465565078,109580.79328997512
2012-03-15,0.1617281007390217,0.2,0.3,FORCE_BUY,0.0,109580.79328997512
2012-03-16,0.1701391890316634,0.2,0.3,FORCE_BUY,1.372917735257105e-16,109580.79328997515
2012-03-19,0.1716609075678908,0.2,0.3,FORCE_BUY,-0.0013414815918915,109433.79267295178
2012-03-20,0.1718498908726627,0.2,0.3,FORCE_BUY,0.0087165614667869,110387.6790533292
2012-03-21,0.1762753855787547,0.2,0.3,FORCE_BUY,-0.0004464285714286,110338.3988394661
2012-03-22,0.1898194290521976,0.2,0.3,FORCE_BUY,0.00104415274463,110453.60898145242
2012-03-23,0.1821677566104999,0.2,0.3,FORCE_BUY,-0.0059355987535243,109798.00067765985
2012-03-26,0.1865268388389737,0.2,0.3,FORCE_BUY,0.0151785714285713,111464.57747366003
2012-03-27,0.2001123661355744,0.2,0.3,FREE,0.0001465845793022,111480.9164618561
2012-03-28,0.202025627527883,0.2,0.3,FREE,0.0017008060341641,111670.52387726857
2012-03-29,0.1810611498676086,0.2,0.3,FORCE_BUY,-0.0002955082742317,111637.52431347505
2012-03-30,0.1983217338971928,0.2,0.3,FORCE_BUY,0.0,111637.52431347505
2012-04-02,0.1920768995460194,0.2,0.3,FORCE_BUY,0.0111176993774088,112878.67674803041
2012-04-03,0.1999321252259204,0.2,0.3,FORCE_BUY,-0.0004400117336463,112829.00880578281
2012-04-04,0.1932809202441559,0.2,0.3,FORCE_BUY,-0.0098645465253239,111716.001799012
2012-04-05,0.1880405374329143,0.2,0.3,FORCE_BUY,0.0111973723499552,112966.9274686038
2012-04-09,0.1658896308727486,0.2,0.3,FORCE_BUY,0.0,112966.9274686038
2012-04-10,0.1706806628813983,0.2,0.3,FORCE_BUY,-0.0027051397655546,112661.33614091596
2012-04-11,0.1612558580401787,0.2,0.3,FORCE_BUY,0.0001503759398496,112678.27769522286
2012-04-12,0.1548870418361762,0.2,0.3,FORCE_BUY,0.0071931664918326,113488.79130669755
2012-04-13,0.1732345386875858,0.2,0.3,FORCE_BUY,-0.0129811996418978,112015.57064962763
2012-04-16,0.1615594561021037,0.2,0.3,FORCE_BUY,-0.011784257440701,110695.55032772539
2012-04-17,0.1482953892542906,0.2,0.3,FORCE_BUY,0.0156773211567732,112430.96002083889
2012-04-18,0.1510221728510649,0.2,0.3,FORCE_BUY,-0.0018042399639152,112228.10758958793
2012-04-19,0.1690268972818316,0.2,0.3,FORCE_BUY,-0.0110778443113772,110984.86208635
2012-04-20,0.1577770517535581,0.2,0.3,FORCE_BUY,-0.0034980988593156,110596.62606688443
2012-04-23,0.1411454193811017,0.2,0.3,FORCE_BUY,-0.0030604437643457,110258.15131228037
2012-04-24,0.1420925180122965,0.2,0.3,FORCE_BUY,0.0024434941967012,110527.56646515091
2012-04-25,0.1455236834791707,0.2,0.3,FORCE_BUY,0.0114103149246919,111788.72080637809
2012-04-26,0.1346910880555294,0.2,0.3,FORCE_BUY,0.0,111788.72080637809
2012-04-27,0.1497490943766007,0.2,0.3,FORCE_BUY,0.0,111788.72080637809
2012-04-30,0.16155342804949,0.2,0.3,FORCE_BUY,-0.0047654504839912,111255.99719270656
2012-05-01,0.1683071825093892,0.2,0.3,FORCE_BUY,0.0013485166317051,111406.02775529787
2012-05-02,0.1576875235373522,0.2,0.3,FORCE_BUY,0.0041941282204913,111873.2789202392
2012-05-03,0.1788584612312212,0.2,0.3,FORCE_BUY,-0.0131147540983605,110406.08837702297
2012-05-04,0.1866813659702906,0.2,0.3,FORCE_BUY,-0.0274716981132075,107373.04564726929
2012-05-07,0.1523869745135581,0.2,0.3,FORCE_BUY,0.0110626363353067,108560.87460347933
2012-05-08,0.164972698388871,0.2,0.3,FORCE_BUY,-0.0010845986984817,108443.12962017837
2012-05-09,0.1715592110354722,0.2,0.3,FORCE_BUY,0.0028173423070901,108748.65103717055
2012-05-10,0.1620802675200896,0.2,0.3,FORCE_BUY,0.0025070510811656,109021.28946032858
2012-05-11,0.173478964575154,0.2,0.3,FORCE_BUY,0.00234375,109276.80810750123
2012-05-14,0.2846062372554739,0.2,0.3,FREE,0.0012584552461852,109414.32807995049
2012-05-15,0.3196674275811526,0.2,0.3,FORCE_SELL,0.000625,109482.71203500047
2012-05-16,0.2683832441407388,0.2,0.3,FREE,-0.004582806573957,108980.97394255182
2012-05-17,0.2872270345482227,0.2,0.3,FREE,-0.0188986867318324,106921.37665628154
2012-05-18,0.2779622484207359,0.2,0.3,FREE,-0.0160323886639675,105207.17158924158
2012-05-21,0.2055686482597749,0.2,0.3,FREE,0.0108178987051304,106345.29211454726
2012-05-22,0.2374943000136889,0.2,0.3,FREE,0.0,106345.29211454726
2012-05-23,0.2002469678839508,0.2,0.3,FREE,0.0053355007872493,106912.69750434469
2012-05-24,0.1846026697321133,0.2,0.3,FORCE_BUY,0.0022518899790895,107153.45313649216
2012-05-25,0.1622524315218203,0.2,0.3,FORCE_BUY,-0.0027326796334994,106860.63707744693
2012-05-29,0.181316438090207,0.2,0.3,FORCE_BUY,0.0035160620105481,107236.3657038979
2012-05-30,0.2242615622254365,0.2,0.3,FREE,0.0050786158331756,107780.97800865394
2012-05-31,0.206631810162905,0.2,0.3,FREE,-0.005358772223608,107203.40429746786
2012-06-01,0.246789483981748,0.2,0.3,FREE,-0.0185144200206901,105218.59544265668
2012-06-04,0.2246204075640505,0.2,0.3,FREE,0.0131546790903774,106602.71230004507
2012-06-05,0.2194690211092216,0.2,0.3,FREE,0.0095827351130875,107624.25785435307
2012-06-06,0.250642219050418,0.2,0.3,FREE,0.0,107624.25785435307
2012-06-07,0.2829636019076538,0.2,0.3,FREE,0.0004812319538016,107676.05008623678
2012-06-08,0.2089842677766557,0.2,0.3,FREE,0.0029032258064516,107988.65797358392
2012-06-11,0.3293544937783432,0.2,0.3,FORCE_SELL,0.0,107988.65797358392
2012-06-12,0.2274161799400841,0.2,0.3,FREE,0.0136128679224897,109458.69331170522
2012-06-13,0.3387946169737399,0.2,0.3,FORCE_SELL,0.0,109458.69331170522
2012-06-14,0.2557871460658081,0.2,0.3,FREE,0.0065347840905428,110173.98223933016
2012-06-15,0.2580984018104362,0.2,0.3,FREE,0.0023996160614301,110438.35749666338
2012-06-18,0.2093154060756642,0.2,0.3,FREE,0.0077733569347723,111296.83426877491
2012-06-19,0.2144310640622091,0.2,0.3,FREE,0.0007791803023218,111383.55456974791
2012-06-20,0.2115787546072867,0.2,0.3,FREE,0.0007776049766717,111470.16697610072
2012-06-21,0.235375911858163,0.2,0.3,FREE,-0.0219660383237265,109021.6090163515
2012-06-22,0.1754620756972666,0.2,0.3,FORCE_BUY,0.0036507936507936,109419.62441434771
2012-06-25,0.1926337083428007,0.2,0.3,FORCE_BUY,-0.0125396825396824,108047.53706058051
2012-06-26,0.2088229955130681,0.2,0.3,FREE,0.0,108047.53706058051
2012-06-27,0.2187336620643658,0.2,0.3,FREE,0.0035143769968051,108427.25683938766
2012-06-28,0.2240946724368982,0.2,0.3,FREE,-0.0091141669331628,107439.03272044857
2012-06-29,0.2703345945985897,0.2,0.3,FREE,0.0028731045490821,107747.71629410668
2012-07-02,0.2284646669768616,0.2,0.3,FREE,0.0001556662515566,107764.48897721595
2012-07-03,0.2619957230766593,0.2,0.3,FREE,0.0032639104755983,108116.22262168617
2012-07-05,0.210166877672484,0.2,0.3,FREE,0.0,108116.22262168617
2012-07-06,0.2427490993943392,0.2,0.3,FREE,0.0029817953546766,108438.60307206471
2012-07-09,0.2234243685185952,0.2,0.3,FREE,0.0012510743842543,108574.26783063248
2012-07-10,0.3112374220636735,0.2,0.3,FORCE_SELL,0.0,108574.26783063248
2012-07-11,0.2539798885604663,0.2,0.3,FREE,-0.0018902284665517,108369.03765884401
2012-07-12,0.2387593799936327,0.2,0.3,FREE,-0.0028744809964867,108057.53291948611
2012-07-13,0.2332751689985067,0.2,0.3,FREE,0.0,108057.53291948611
2012-07-16,0.2044849922154499,0.2,0.3,FREE,-0.0004744583267435,108006.2641232251
2012-07-17,0.240080649416376,0.2,0.3,FREE,0.0096845507504105,109052.25626948872
2012-07-18,0.2446433013363287,0.2,0.3,FREE,0.0081163953076036,109937.36749055797
2012-07-19,0.2310421733824436,0.2,0.3,FREE,0.0006182380216381,110005.33495113945
2012-07-20,0.2236455105572125,0.2,0.3,FREE,-0.0145727872373064,108402.25060992787
2012-07-23,0.2051529574339294,0.2,0.3,FREE,-0.0073667711598746,107603.67603646916
2012-07-24,0.2310190038508093,0.2,0.3,FREE,-0.012712611201167,106235.7523392012
2012-07-25,0.2199031844593374,0.2,0.3,FREE,0.0040115532734274,106661.92271925254
2012-07-26,0.2142873559095832,0.2,0.3,FREE,0.024421035613628,109266.71733259746
2012-07-27,0.2254221376882926,0.2,0.3,FREE,0.0040377390678717,109707.90782598937
2012-07-30,0.2047547748463713,0.2,0.3,FREE,0.0027799203947486,110012.88707642003
2012-07-31,0.2269551841197978,0.2,0.3,FREE,0.0006089812761617,110079.88286478605
2012-08-01,0.2257584398891985,0.2,0.3,FREE,0.0061774616302144,110759.89711744175
2012-08-02,0.2412614639896764,0.2,0.3,FREE,0.0,110759.89711744175
2012-08-03,0.2192151759660463,0.2,0.3,FREE,0.0,110759.89711744175
2012-08-06,0.1986922737631965,0.2,0.3,FORCE_BUY,0.0,110759.89711744175
2012-08-07,0.2140344712213816,0.2,0.3,FREE,0.0,110759.89711744175
2012-08-08,0.2167893963943912,0.2,0.3,FREE,0.0031574199368514,111109.61262480397
2012-08-09,0.2044810084790798,0.2,0.3,FREE,0.0018039687312087,111310.05089171583
2012-08-10,0.2042251661338055,0.2,0.3,FREE,0.0004497076900015,111360.10787757629
2012-08-13,0.2219274549611953,0.2,0.3,FREE,0.0013460963206702,111510.00930905972
2012-08-14,0.2318058926145905,0.2,0.3,FREE,-0.0007461572899569,111426.8053027106
2012-08-15,0.2141245820320113,0.2,0.3,FREE,0.0077786088257294,112293.55083386111
2012-08-16,0.2098632221741442,0.2,0.3,FREE,6.874996521700966e-06,112294.32285163249
2012-08-17,0.2028298433229274,0.2,0.3,FREE,0.002644336712208,112591.2668521216
2012-08-20,0.19904185363644,0.2,0.3,FORCE_BUY,0.0007315288953915,112673.63061719266
2012-08-21,0.2337474255315968,0.2,0.3,FREE,-0.0049648301620051,112114.2251774418
2012-08-22,0.2090034384485074,0.2,0.3,FREE,0.0058028500073455,112764.80720983625
2012-08-23,0.2308694879363885,0.2,0.3,FREE,0.0,112764.80720983625
2012-08-24,0.2196367027397563,0.2,0.3,FREE,0.004988605038095,113327.34629520304
2012-08-27,0.2167664112282809,0.2,0.3,FREE,0.0011678634928502,113459.69716568281
2012-08-28,0.2192155280187517,0.2,0.3,FREE,0.0004388952669846,113509.49408976235
2012-08-29,0.2054588468293813,0.2,0.3,FREE,0.0033655655535648,113891.5177330734
2012-08-30,0.20717291384803,0.2,0.3,FREE,0.0,113891.5177330734
2012-08-31,0.21919465592581,0.2,0.3,FREE,0.0095596096788872,114980.27618833765
2012-09-04,0.2145301172874032,0.2,0.3,FREE,0.0001468428781205,114997.16022302023
2012-09-05,0.2069039127234571,0.2,0.3,FREE,0.003391329991153,115387.15354138198
2012-09-06,0.2357132425442093,0.2,0.3,FREE,0.007625561773805,116267.04540861532
2012-09-07,0.1946889850851808,0.2,0.3,FORCE_BUY,0.0,116267.04540861532
2012-09-10,0.2437073629494934,0.2,0.3,FREE,-0.0109763142692085,114990.86177905802
2012-09-11,0.2184258194477175,0.2,0.3,FREE,0.0,114990.86177905802
2012-09-12,0.2031233856372955,0.2,0.3,FREE,0.0023372623794946,115259.62559427987
2012-09-13,0.2629644610382565,0.2,0.3,FREE,0.010649430893273,116487.07501183068
2012-09-14,0.2638178916965649,0.2,0.3,FREE,0.0,116487.07501183068
2012-09-17,0.2577160993865099,0.2,0.3,FREE,0.0017133066818958,116686.65309580293
2012-09-18,0.214891883469612,0.2,0.3,FREE,0.00529176201373,117304.1310941646
2012-09-19,0.2280266092150011,0.2,0.3,FREE,0.00099573257468,117420.93463863959
2012-09-20,0.2257641954779755,0.2,0.3,FREE,0.0047115933752141,117974.17433639447
2012-09-21,0.2510457439546809,0.2,0.3,FREE,-0.001990615668989,117739.33309642441
2012-09-24,0.224825478652744,0.2,0.3,FREE,7.254188297909918e-05,117747.87412934791
2012-09-25,0.3123510396111899,0.2,0.3,FORCE_SELL,0.0,117747.87412934791
2012-09-26,0.2626583268541985,0.2,0.3,FREE,0.0,117747.87412934791
2012-09-27,0.2387022044032806,0.2,0.3,FREE,0.0024802141698196,118039.91407522967
2012-09-28,0.2477504821745032,0.2,0.3,FREE,-0.0085395860471848,117031.90207198194
2012-10-01,0.2832519260485889,0.2,0.3,FREE,-0.005231037489102,116419.70380482248
2012-10-02,0.2456570007457077,0.2,0.3,FREE,-0.0032397788438118,116042.52971143278
2012-10-03,0.2259289175560358,0.2,0.3,FREE,0.0016011644832604,116228.3328885544
2012-10-04,0.1917610318308931,0.2,0.3,FORCE_BUY,0.0,116228.3328885544
2012-10-05,0.2645166895281011,0.2,0.3,FREE,-0.0041618789126078,115744.60464085797
2012-10-08,0.1999798824703163,0.2,0.3,FORCE_BUY,-0.0036443148688046,115322.79485718139
2012-10-09,0.2515578945883049,0.2,0.3,FREE,-0.0110360624464007,114050.08529164408
2012-10-10,0.2258984918922949,0.2,0.3,FREE,-0.0001478096879604,114033.22758412527
2012-10-11,0.2483873370141608,0.2,0.3,FREE,0.0,114033.22758412527
2012-10-12,0.2361791823810686,0.2,0.3,FREE,0.0004494382022472,114084.47847292713
2012-10-15,0.2035457126938711,0.2,0.3,FREE,-0.0037342211597716,113658.46179941202
2012-10-16,0.2039024594911377,0.2,0.3,FREE,0.0,113658.46179941202
2012-10-17,0.2004256636334049,0.2,0.3,FREE,0.0,113658.46179941202
2012-10-18,0.2279867123012913,0.2,0.3,FREE,-0.0045898726680486,113136.78393210645
2012-10-19,0.2650327934430569,0.2,0.3,FREE,-0.0223713646532438,110605.75968306603
2012-10-22,0.1886685819170419,0.2,0.3,FORCE_BUY,0.0077613757418963,111464.2125431842
2012-10-23,0.2289645661418503,0.2,0.3,FREE,-0.0016752969844653,111277.4768840348
2012-10-24,0.2759140615343157,0.2,0.3,FREE,0.0070368670644026,112060.52169612987
2012-10-25,0.2274646868896848,0.2,0.3,FREE,0.0038287678608555,112489.57542007072
2012-10-26,0.2384280800881562,0.2,0.3,FREE,0.0058768945252089,113150.66479000001
2012-10-31,0.2299271316080278,0.2,0.3,FREE,-0.01196212574085,111797.14231012126
2012-11-01,0.2303973741794035,0.2,0.3,FREE,0.003697427206902,112210.50410575258
2012-11-02,0.300437287257895,0.2,0.3,FORCE_SELL,0.0015151515151514,112380.52002106432
2012-11-05,0.2103872100607929,0.2,0.3,FREE,0.0064585575888051,113106.33608148024
2012-11-06,0.2136398587108529,0.2,0.3,FREE,-0.0021237887615694,112866.1221160481
2012-11-07,0.2978014190002592,0.2,0.3,FREE,-0.0120870450801303,111501.90421001194
2012-11-08,0.2952094172736179,0.2,0.3,FREE,0.0014003423058971,111658.0450436653
2012-11-09,0.2928544844413894,0.2,0.3,FREE,0.0069785884218875,112437.26058401763
2012-11-12,0.3073247378329625,0.2,0.3,FORCE_SELL,-0.0039308176100629,111995.29022008674
2012-11-13,0.2801147432794415,0.2,0.3,FREE,0.0089155926695126,112993.79460859289
2012-11-14,0.3084932029879263,0.2,0.3,FORCE_SELL,0.0,112993.79460859289
2012-11-15,0.2231811524840878,0.2,0.3,FREE,-0.0043360392282835,112503.84908261741
2012-11-16,0.2087073718626545,0.2,0.3,FREE,0.0024023004498699,112774.11712988067
2012-11-19,0.226224219913671,0.2,0.3,FREE,0.0034672970843182,113165.13849739166
2012-11-20,0.2299135415220767,0.2,0.3,FREE,-0.0004719207173195,113111.73352405641
2012-11-21,0.2215362779075537,0.2,0.3,FREE,0.0,113111.73352405641
2012-11-23,0.2024404602782578,0.2,0.3,FREE,0.0038705681994116,113549.54020281494
2012-11-26,0.1799745387126864,0.2,0.3,FORCE_BUY,0.0,113549.54020281494
2012-11-27,0.227577581757284,0.2,0.3,FREE,-0.0089066339066338,112538.19601796186
2012-11-28,0.1953952962715996,0.2,0.3,FORCE_BUY,0.0159739454094292,114335.87501762842
2012-11-29,0.2020874274413842,0.2,0.3,FREE,-0.0009114834248845,114231.6597626802
2012-11-30,0.1963181386121678,0.2,0.3,FORCE_BUY,-0.0027243832299074,113920.44894449826
2012-12-03,0.2392520887668411,0.2,0.3,FREE,-0.0037864116849093,113489.0992254647
2012-12-04,0.2119049699488869,0.2,0.3,FREE,0.0064373019178726,114219.66282156641
2012-12-05,0.2083850362174355,0.2,0.3,FREE,0.0,114219.66282156641
2012-12-06,0.204248293568132,0.2,0.3,FREE,0.0111368909512761,115491.71475090172
2012-12-07,0.2139818769957334,0.2,0.3,FREE,-0.0004936078882893,115434.70712946862
2012-12-10,0.1957395847623092,0.2,0.3,FORCE_BUY,0.0071130354105457,116255.79828888651
2012-12-11,0.202457258799951,0.2,0.3,FREE,0.001682729080618,116451.42530145768
2012-12-12,0.2251209911703138,0.2,0.3,FREE,-0.0006041383476814,116381.07252979092
2012-12-13,0.2545259580147552,0.2,0.3,FREE,0.001593295627495,116566.50198377583
2012-12-14,0.2240102297753304,0.2,0.3,FREE,-0.0085889570552147,115565.31730416058
2012-12-17,0.2159248006245289,0.2,0.3,FREE,0.0174014281279105,117576.31886730809
2012-12-18,0.2333119244254104,0.2,0.3,FREE,0.0033288337850024,117967.71088986979
2012-12-19,0.228547977819837,0.2,0.3,FREE,-0.0049624060150375,117382.3072117697
2012-12-20,0.2092325931457028,0.2,0.3,FREE,0.0,117382.3072117697
2012-12-21,0.2189416673832803,0.2,0.3,FREE,0.003846839148852,117833.8580665345
2012-12-24,0.2091308459923224,0.2,0.3,FREE,0.0010784162686798,117960.93201607477
2012-12-26,0.2063361799256757,0.2,0.3,FREE,-0.0145104628073927,116249.26429933014
2012-12-27,0.1935659836745988,0.2,0.3,FORCE_BUY,-0.0020133188787362,116015.2174608771
2012-12-28,0.2735397350488137,0.2,0.3,FREE,-0.0101120099564405,114842.07042681411
2012-12-31,0.2120182662384265,0.2,0.3,FREE,0.0263362748187834,117866.58275433278
2013-01-02,0.275445215939216,0.2,0.3,FREE,0.0,117866.58275433278
2013-01-03,0.2953063805174567,0.2,0.3,FREE,0.0,117866.58275433278
2013-01-04,0.2321641162273755,0.2,0.3,FREE,0.0,117866.58275433278
2013-01-07,0.2437764153982739,0.2,0.3,FREE,0.000751879699248,117955.2042451255
2013-01-08,0.2518233573982286,0.2,0.3,FREE,0.0028815753774783,118295.10105732367
2013-01-09,0.2737505311151266,0.2,0.3,FREE,0.0005600140050138,118361.34797064029
2013-01-10,0.2944202899267167,0.2,0.3,FREE,-0.0033495493455351,117964.89079500857
2013-01-11,0.2916330859533991,0.2,0.3,FREE,0.0001341881616222,117980.72028684031
2013-01-14,0.3084791378968529,0.2,0.3,FORCE_SELL,0.0,117980.72028684031
2013-01-15,0.2835353300376517,0.2,0.3,FREE,0.0,117980.72028684031
2013-01-16,0.31268482458754,0.2,0.3,FORCE_SELL,0.0,117980.72028684031
2013-01-17,0.2692541269235052,0.2,0.3,FREE,0.0022354694485842,118244.4625825635
2013-01-18,0.2400553868103971,0.2,0.3,FREE,0.0024510219628494,118534.28235733867
2013-01-22,0.2234088765466824,0.2,0.3,FREE,0.0092564944759628,119631.49428719158
2013-01-23,0.2585874333283177,0.2,0.3,FREE,-0.0146514725469882,117878.71673288762
2013-01-24,0.3172024217593374,0.2,0.3,FORCE_SELL,0.000299715270493,117914.04678435861
2013-01-25,0.2387911215751081,0.2,0.3,FREE,0.0039624531309241,118381.27566821923
2013-01-28,0.2137336024622071,0.2,0.3,FREE,-0.0020937306619735,118133.41716154914
2013-01-29,0.2108520066732477,0.2,0.3,FREE,0.0055241395962483,118786.00264893136
2013-01-30,0.2431745094685379,0.2,0.3,FREE,-0.0011175646358897,118653.2516131322
2013-01-31,0.2355510491858084,0.2,0.3,FREE,-0.0017913121361396,118440.70660352518
2013-02-01,0.2021776674502749,0.2,0.3,FREE,0.0040130796670629,118916.01859494836
2013-02-04,0.2358730657638104,0.2,0.3,FREE,-0.0153800650695061,117087.08249115146
2013-02-05,0.2111790721321285,0.2,0.3,FREE,0.0046511627906974,117631.67357250562
2013-02-06,0.172574840016817,0.2,0.3,FORCE_BUY,0.0008940545373267,117736.84270399644
2013-02-07,0.2110402752264122,0.2,0.3,FREE,0.0008928571428572,117841.96488498217
2013-02-08,0.2040641146694897,0.2,0.3,FREE,0.0099524658348187,119014.78301440786
2013-02-11,0.1964450600821867,0.2,0.3,FORCE_BUY,0.0011796777314842,119155.1821036474
2013-02-12,0.1853181586030465,0.2,0.3,FORCE_BUY,-0.0002947244326553,119120.06416020395
2013-02-13,0.2137627440204784,0.2,0.3,FREE,0.0045702491522924,119664.47253245313
2013-02-14,0.1874876863368022,0.2,0.3,FORCE_BUY,0.0036933077263998,120106.4302534328
2013-02-15,0.2335692490358622,0.2,0.3,FREE,-0.001472712963844,119929.54795655755
2013-02-19,0.1790413634448182,0.2,0.3,FORCE_BUY,0.0,119929.54795655755
2013-02-20,0.2800850108664862,0.2,0.3,FREE,-0.0078240330676114,118991.21520756176
2013-02-21,0.2187638694064332,0.2,0.3,FREE,-0.0026905829596413,118671.05947157729
2013-02-22,0.1769501306693422,0.2,0.3,FORCE_BUY,0.0,118671.05947157729
2013-02-25,0.3230352277440982,0.2,0.3,FORCE_SELL,0.0,118671.05947157729
2013-02-26,0.2334324135706111,0.2,0.3,FREE,0.0042181379933714,119171.630376248
2013-02-27,0.3058528205495421,0.2,0.3,FORCE_SELL,0.0,119171.630376248
2013-02-28,0.327384403518717,0.2,0.3,FORCE_SELL,0.0,119171.630376248
2013-03-01,0.2885391723603503,0.2,0.3,FREE,0.0089018551765409,120232.47897100962
2013-03-04,0.2962668468878231,0.2,0.3,FREE,0.0037218996575852,120679.97219332244
2013-03-05,0.299272797739709,0.2,0.3,FREE,0.0,120679.97219332244
2013-03-06,0.3225076579638211,0.2,0.3,FORCE_SELL,0.0,120679.97219332244
2013-03-07,0.3018446686795388,0.2,0.3,FORCE_SELL,0.000860058309038,120783.76400614176
2013-03-08,0.3019692583089283,0.2,0.3,FORCE_SELL,0.0,120783.76400614176
2013-03-11,0.2816580584908869,0.2,0.3,FREE,0.0061296482255176,121524.12599085334
2013-03-12,0.3280510928489688,0.2,0.3,FORCE_SELL,-0.0033420517291484,121117.98607545237
2013-03-13,0.3222347674860693,0.2,0.3,FORCE_SELL,0.0,121117.98607545237
2013-03-14,0.2593017288343638,0.2,0.3,FREE,0.0020200021871935,121362.64467223325
2013-03-15,0.2410152869513207,0.2,0.3,FREE,0.0030649047365699,121734.60961673182
2013-03-18,0.2714967984111169,0.2,0.3,FREE,0.0076589739245561,122666.97181750237
2013-03-19,0.3251753230787108,0.2,0.3,FORCE_SELL,-0.0033660178545295,122254.0726002036
2013-03-20,0.2955332905002367,0.2,0.3,FREE,0.0029162946630952,122610.60149966922
2013-03-21,0.3581053326509622,0.2,0.3,FORCE_SELL,0.0,122610.60149966922
