side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir,bsp_type,pred_ret,ret_th_live,bucket,strength_score,strength_s,strength_buy_k,base_buy_bucket,pnl,entry_px,entry_idx,strength_sell_k,base_sell_bucket
sell,12326,157.4231,653.1983223443631,0.0,CLOSE_LONG pred_ret=5.29% [bear],2019/01/07 10:30,sell,1p,5.291867733001709,-0.44092042510653606,bear,-0.07294067414335656,-0.9846595815577324,,,851.1827338469399,156.12,12304.0,0.8818408502130721,-0.5
buy,12477,159.03,646.5981564374578,0.0,OPEN_LONG pred_ret=3.00% [bear],2019/01/08 07:40,buy,3a,3.0003321170806885,-0.5,bear,-0.05276423186380651,-0.9423696959231318,1.094236969592313,-0.5,,,,,
sell,12491,159.38,646.5981564374578,0.0,CLOSE_LONG pred_ret=3.96% [bear],2019/01/08 08:50,sell,2,3.955038547515869,-0.4434578182446121,bear,-0.05276423186380651,-0.9423696959231318,,,226.30935475310653,159.03,12477.0,0.8869156364892242,-0.5
buy,12652,159.87,644.6163393569901,0.0,OPEN_LONG pred_ret=2.69% [bear],2019/01/09 06:30,buy,1p,2.6894474029541016,-0.5,bear,-0.037679813598440984,-0.8499558644933997,1.08499558644934,-0.5,,,,,
sell,12657,160.04,644.6163393569901,0.0,CLOSE_LONG pred_ret=3.82% [bear],2019/01/09 06:55,sell,2s,3.8235349655151367,-0.44900264813039603,bear,-0.037679813598440984,-0.8499558644933997,,,109.58477769068026,159.87,12652.0,0.8980052962607921,-0.5
buy,12682,160.08,644.4552658089248,0.0,OPEN_LONG pred_ret=2.67% [bear],2019/01/09 09:00,buy,2,2.6733126640319824,-0.5,bear,-0.037679813598440984,-0.8499558644933997,1.08499558644934,-0.5,,,,,
sell,12821,159.6,644.4552658089248,0.0,CLOSE_LONG pred_ret=3.68% [side],2019/01/10 04:40,sell,3a,3.678753614425659,0.27685210258563525,side,-0.02289800429735251,-0.6429971503990212,,,-309.3385275882956,160.08,12682.0,0.9228403419521175,0.3
buy,12836,159.5,644.8593129975196,0.0,OPEN_LONG pred_ret=2.78% [side],2019/01/10 05:55,buy,2,2.777517557144165,0.3192899145119706,side,-0.02289800429735251,-0.6429971503990212,1.064299715039902,0.3,,,,,
sell,12861,159.8,644.8593129975196,0.0,CLOSE_LONG pred_ret=3.73% [side],2019/01/10 08:00,sell,1p,3.726489782333374,0.27685210258563525,side,-0.02289800429735251,-0.6429971503990212,,,193.4577938992632,159.5,12836.0,0.9228403419521175,0.3
buy,12871,159.6,645.6674073747096,0.0,OPEN_LONG pred_ret=2.63% [side],2019/01/10 08:50,buy,2s,2.6339170932769775,0.3192899145119706,side,-0.02289800429735251,-0.6429971503990212,1.064299715039902,0.3,,,,,
sell,12889,159.89,645.6674073747096,0.0,CLOSE_LONG pred_ret=3.61% [side],2019/01/10 10:20,sell,2,3.6059796810150146,0.27685210258563525,side,-0.02289800429735251,-0.6429971503990212,,,187.24354813866063,159.6,12871.0,0.9228403419521175,0.3
buy,13016,160.71,642.3729809292657,0.0,OPEN_LONG pred_ret=2.34% [side],2019/01/11 05:35,buy,1p,2.3439083099365234,0.3152809745225288,side,-0.01685619073006464,-0.5093658174176273,1.0509365817417626,0.3,,,,,
sell,13138,160.77,642.3729809292657,0.0,CLOSE_LONG pred_ret=3.63% [side],2019/01/11 15:55,sell,1p,3.627992630004883,0.2816628305729654,side,-0.01685619073006464,-0.5093658174176273,,,38.542378855757406,160.71,13016.0,0.9388761019098847,0.3
buy,13155,160.75,642.4529029175618,0.0,OPEN_LONG pred_ret=2.16% [side],2019/01/11 17:20,buy,2s,2.1578609943389893,0.3152809745225288,side,-0.01685619073006464,-0.5093658174176273,1.0509365817417626,0.3,,,,,
sell,13206,158.97,642.4529029175618,0.0,CLOSE_LONG pred_ret=3.55% [side],2019/01/14 06:30,sell,2,3.552687406539917,-0.3205144705890021,side,-0.021392581138425473,-0.6126083601438249,,,-1143.5661671932608,160.75,13155.0,0.926486996782741,-0.345946
buy,13242,158.73,643.4242926781629,0.0,OPEN_LONG pred_ret=2.94% [side],2019/01/14 09:30,buy,1p,2.9408676624298096,-0.2793694862549341,side,-0.021392581138425473,-0.6126083601438249,1.0612608360143825,-0.263243,,,,,
sell,13251,159.4399,643.4242926781629,0.0,CLOSE_LONG pred_ret=3.40% [side],2019/01/14 10:15,sell,2s,3.4023125171661377,-0.3205144705890021,side,-0.021392581138425473,-0.6126083601438249,,,456.76690537223084,158.73,13242.0,0.926486996782741,-0.345946
buy,13298,159.61,642.7385808043169,0.0,OPEN_LONG pred_ret=2.37% [side],2019/01/14 14:10,buy,2,2.368058443069458,-0.2793694862549341,side,-0.021392581138425473,-0.6126083601438249,1.0612608360143825,-0.263243,,,,,
sell,13305,159.63,642.7385808043169,0.0,CLOSE_LONG pred_ret=3.09% [side],2019/01/14 14:45,sell,2s,3.0893337726593018,-0.3205144705890021,side,-0.021392581138425473,-0.6126083601438249,,,12.854771616074647,159.61,13298.0,0.926486996782741,-0.345946
buy,13317,159.37,643.7871597778321,0.0,OPEN_LONG pred_ret=2.81% [side],2019/01/14 15:45,buy,2s,2.8119287490844727,-0.2793694862549341,side,-0.021392581138425473,-0.6126083601438249,1.0612608360143825,-0.263243,,,,,
sell,13352,159.37,643.7871597778321,0.0,CLOSE_LONG pred_ret=3.09% [side],2019/01/14 19:00,sell,2s,3.0939888954162598,-0.3205144705890021,side,-0.021392581138425473,-0.6126083601438249,,,0.0,159.37,13317.0,0.926486996782741,-0.345946
buy,13373,159.68,642.5373224811693,0.0,OPEN_LONG pred_ret=1.21% [bear],2019/01/15 04:50,buy,2s,1.2083410024642944,-0.5,bear,-0.032925942379161445,-0.7996105480216361,1.0799610548021636,-0.5,,,,,
sell,13382,159.92,642.5373224811693,0.0,CLOSE_LONG pred_ret=0.78% [bear],2019/01/15 05:50,sell,2,0.7783181071281433,-0.45202336711870184,bear,-0.032925942379161445,-0.7996105480216361,,,154.20895739546822,159.68,13373.0,0.9040467342374037,-0.5
buy,13394,159.78,643.1003167554675,0.0,OPEN_LONG pred_ret=1.11% [bear],2019/01/15 06:50,buy,2s,1.1120333671569824,-0.5,bear,-0.032925942379161445,-0.7996105480216361,1.0799610548021636,-0.5,,,,,
sell,13407,159.57,643.1003167554675,0.0,CLOSE_LONG pred_ret=0.74% [bear],2019/01/15 07:55,sell,2,0.7425692677497864,-0.45202336711870184,bear,-0.032925942379161445,-0.7996105480216361,,,-135.0510665186533,159.78,13394.0,0.9040467342374037,-0.5
buy,13413,159.77,642.295284125117,0.0,OPEN_LONG pred_ret=1.17% [bear],2019/01/15 08:25,buy,2s,1.173508644104004,-0.5,bear,-0.032925942379161445,-0.7996105480216361,1.0799610548021636,-0.5,,,,,
sell,13423,159.91,642.295284125117,0.0,CLOSE_LONG pred_ret=1.20% [bear],2019/01/15 09:15,sell,2,1.2036676406860352,-0.45202336711870184,bear,-0.032925942379161445,-0.7996105480216361,,,89.92133977750761,159.77,13413.0,0.9040467342374037,-0.5
buy,13467,162.26,632.9929673637831,0.0,OPEN_LONG pred_ret=1.19% [bear],2019/01/15 12:55,buy,3a,1.1925106048583984,-0.5,bear,-0.032925942379161445,-0.7996105480216361,1.0799610548021636,-0.5,,,,,
sell,13472,162.33,632.9929673637831,0.0,CLOSE_LONG pred_ret=0.88% [bear],2019/01/15 13:20,sell,2,0.8799682855606079,-0.45202336711870184,bear,-0.032925942379161445,-0.7996105480216361,,,44.30950771547849,162.26,13467.0,0.9040467342374037,-0.5
buy,13484,161.99,634.3215531339151,0.0,OPEN_LONG pred_ret=1.34% [bear],2019/01/15 14:20,buy,1p,1.341750144958496,-0.5,bear,-0.032925942379161445,-0.7996105480216361,1.0799610548021636,-0.5,,,,,
sell,13493,162.2,634.3215531339151,0.0,CLOSE_LONG pred_ret=0.71% [bear],2019/01/15 15:05,sell,2s,0.7073006629943848,-0.45202336711870184,bear,-0.032925942379161445,-0.7996105480216361,,,133.2075261581092,161.99,13484.0,0.9040467342374037,-0.5
buy,13542,162.19,634.3606629158458,0.0,OPEN_LONG pred_ret=0.93% [bear],2019/01/15 19:15,buy,2,0.9342632293701172,-0.5,bear,-0.032925942379161445,-0.7996105480216361,1.0799610548021636,-0.5,,,,,
sell,13590,162.61,634.3606629158458,0.0,CLOSE_LONG pred_ret=0.18% [side],2019/01/16 07:40,sell,1,0.18087249994277954,-0.4954927965445659,side,-0.0022578551805980587,-0.07512005759056842,,,266.43147842466533,162.19,13542.0,0.9909855930891318,-0.5
buy,13624,162.9,633.2313529573094,0.0,OPEN_LONG pred_ret=1.09% [side],2019/01/16 10:30,buy,3a,1.0862915515899658,-0.5,side,-0.0022578551805980587,-0.07512005759056842,1.0075120057590568,-0.5,,,,,
sell,13637,163.02,633.2313529573094,0.0,CLOSE_LONG pred_ret=0.98% [side],2019/01/16 11:35,sell,2,0.9771420955657959,-0.4954927965445659,side,-0.0022578551805980587,-0.07512005759056842,,,75.98776235488,162.9,13624.0,0.9909855930891318,-0.5
buy,13641,162.5201,635.1791265148161,0.0,OPEN_LONG pred_ret=1.05% [side],2019/01/16 11:55,buy,2s,1.0465397834777832,-0.5,side,-0.0022578551805980587,-0.07512005759056842,1.0075120057590568,-0.5,,,,,
sell,13652,162.75,635.1791265148161,0.0,CLOSE_LONG pred_ret=0.46% [side],2019/01/16 12:50,sell,2s,0.46414512395858765,-0.4954927965445659,side,-0.0022578551805980587,-0.07512005759056842,,,146.0276811857476,162.5201,13641.0,0.9909855930891318,-0.5
buy,13662,162.558,635.9293473116446,0.0,OPEN_LONG pred_ret=0.78% [side],2019/01/16 13:40,buy,2s,0.7830232381820679,-0.5,side,-0.0022578551805980587,-0.07512005759056842,1.0075120057590568,-0.5,,,,,
sell,13669,162.85,635.9293473116446,0.0,CLOSE_LONG pred_ret=0.74% [side],2019/01/16 14:15,sell,2s,0.7429985404014587,-0.4954927965445659,side,-0.0022578551805980587,-0.07512005759056842,,,185.69136941500125,162.558,13662.0,0.9909855930891318,-0.5
buy,13684,162.44,637.5344386216531,0.0,OPEN_LONG pred_ret=0.78% [side],2019/01/16 15:30,buy,2s,0.7813717722892761,-0.5,side,-0.0022578551805980587,-0.07512005759056842,1.0075120057590568,-0.5,,,,,
sell,13843,162.79,637.5344386216531,0.0,CLOSE_LONG pred_ret=0.95% [side],2019/01/17 13:25,sell,1p,0.9488487839698792,-0.5,side,4.646465345666158e-06,0.0001548821769504088,,,223.13705351757494,162.44,13684.0,1.000018585861234,-0.5
buy,13856,162.61,638.2401529009218,0.0,OPEN_LONG pred_ret=0.68% [side],2019/01/17 14:30,buy,2s,0.6842539310455322,-0.4999922558911525,side,4.646465345666158e-06,0.0001548821769504088,0.999984511782305,-0.5,,,,,
sell,13858,163.69,638.2401529009218,0.0,CLOSE_LONG pred_ret=0.46% [side],2019/01/17 14:40,sell,1p,0.4639398455619812,-0.5,side,4.646465345666158e-06,0.0001548821769504088,,,689.2993651329854,162.61,13856.0,1.000018585861234,-0.5
buy,14109,164.05,636.839564939664,0.0,OPEN_LONG pred_ret=0.49% [bull],2019/01/22 04:00,buy,1p,0.4874594211578369,0.2771451926977713,bull,0.03001663333226098,0.7618269100742883,0.9238173089925712,0.3,,,,,
sell,14395,161.05,636.839564939664,0.0,CLOSE_LONG pred_ret=0.80% [side],2019/01/23 12:40,sell,3a,0.8049050569534302,-0.5,side,0.0009521618881338728,0.03172807659272573,,,-1910.5186948189921,164.05,14109.0,1.0038073691911271,-0.5
buy,14419,161.27,635.9708063094989,0.0,OPEN_LONG pred_ret=2.34% [side],2019/01/23 14:40,buy,2,2.339364767074585,-0.49841359617036374,side,0.0009521618881338728,0.03172807659272573,0.9968271923407275,-0.5,,,,,
sell,14427,161.95,635.9708063094989,0.0,CLOSE_LONG pred_ret=0.86% [side],2019/01/23 15:20,sell,1p,0.8568881750106812,-0.5,side,0.0009521618881338728,0.03172807659272573,,,432.46014829044555,161.27,14419.0,1.0038073691911271,-0.5
buy,14891,164.34,626.7218697932539,0.0,OPEN_LONG pred_ret=1.75% [bull],2019/01/28 08:00,buy,1p,1.7478272914886475,0.2745210522726144,bull,0.037608882872094816,0.8492982575795185,0.9150701742420482,0.3,,,,,
sell,14973,162.9701,626.7218697932539,0.0,CLOSE_LONG pred_ret=0.95% [bull],2019/01/28 14:50,sell,1p,0.9543009996414185,0.3305747372728627,bull,0.037608882872094816,0.8492982575795185,,,-858.5462894297792,164.34,14891.0,1.1019157909095423,0.3
buy,14983,162.83,627.2611054006851,0.0,OPEN_LONG pred_ret=2.02% [bull],2019/01/28 15:40,buy,2s,2.0177481174468994,0.2745210522726144,bull,0.037608882872094816,0.8492982575795185,0.9150701742420482,0.3,,,,,
sell,14986,163.09,627.2611054006851,0.0,CLOSE_LONG pred_ret=1.03% [bull],2019/01/28 15:55,sell,1p,1.0349373817443848,0.3305747372728627,bull,0.037608882872094816,0.8492982575795185,,,163.08788740417242,162.83,14983.0,1.1019157909095423,0.3
buy,15011,162.79,628.4170629633131,0.0,OPEN_LONG pred_ret=1.83% [bull],2019/01/28 18:00,buy,2s,1.8259435892105103,0.2745210522726144,bull,0.037608882872094816,0.8492982575795185,0.9150701742420482,0.3,,,,,
sell,15038,162.69,628.4170629633131,0.0,CLOSE_LONG pred_ret=0.77% [side],2019/01/29 04:15,sell,2,0.7715889811515808,-0.5,side,0.019647079909653115,0.5749611565377835,,,-62.84170629632774,162.79,15011.0,1.068995338784534,-0.5
buy,15059,162.74,628.2239890223756,0.0,OPEN_LONG pred_ret=1.91% [side],2019/01/29 06:05,buy,2s,1.9125210046768188,-0.47125194217311084,side,0.019647079909653115,0.5749611565377835,0.9425038843462217,-0.5,,,,,
sell,15068,162.98,628.2239890223756,0.0,CLOSE_LONG pred_ret=0.39% [side],2019/01/29 06:55,sell,2s,0.38663241267204285,-0.5,side,0.019647079909653115,0.5749611565377835,,,150.773757365358,162.74,15059.0,1.068995338784534,-0.5
buy,15097,163.3,626.9929316035931,0.0,OPEN_LONG pred_ret=1.59% [side],2019/01/29 09:20,buy,3a,1.587170958518982,-0.47125194217311084,side,0.019647079909653115,0.5749611565377835,0.9425038843462217,-0.5,,,,,
sell,15132,161.911,626.9929316035931,0.0,CLOSE_LONG pred_ret=0.55% [side],2019/01/29 12:15,sell,2,0.5511508584022522,-0.5,side,0.019647079909653115,0.5749611565377835,,,-870.893181997397,163.3,15097.0,1.068995338784534,-0.5
buy,15361,165.575,613.1182397636683,0.0,OPEN_LONG pred_ret=0.92% [side],2019/01/30 15:30,buy,3a,0.923729419708252,-0.48867703419803143,side,0.006913626397576914,0.22645931603937108,0.9773540683960629,-0.5,,,,,
sell,15371,166.35,613.1182397636683,0.0,CLOSE_LONG pred_ret=2.73% [side],2019/01/30 16:20,sell,1p,2.7310802936553955,-0.5,side,0.006913626397576914,0.22645931603937108,,,475.1666358168464,165.575,15361.0,1.0271751179247246,-0.5
buy,15543,167.86,607.602878498071,0.0,OPEN_LONG pred_ret=1.16% [bull],2019/01/31 15:00,buy,1p,1.1626697778701782,-0.32236647824767944,bull,0.04615280074164102,0.9118556163276733,0.9088144383672326,-0.354711,,,,,
sell,15553,168.18,607.602878498071,0.0,CLOSE_LONG pred_ret=2.76% [bull],2019/01/31 15:50,sell,2s,2.7615320682525635,-0.25695449493839223,bull,0.04615280074164102,0.9118556163276733,,,194.4329211193786,167.86,15543.0,1.1094226739593207,-0.231611
buy,15560,167.98,608.3263013799595,0.0,OPEN_LONG pred_ret=1.25% [bull],2019/01/31 16:25,buy,2,1.2534924745559692,-0.32236647824767944,bull,0.04615280074164102,0.9118556163276733,0.9088144383672326,-0.354711,,,,,
sell,15564,168.62,608.3263013799595,0.0,CLOSE_LONG pred_ret=3.16% [bull],2019/01/31 16:45,sell,2s,3.1587629318237305,-0.25695449493839223,bull,0.04615280074164102,0.9118556163276733,,,389.3288328831831,167.98,15560.0,1.1094226739593207,-0.231611
buy,15572,168.48,608.8317956949714,0.0,OPEN_LONG pred_ret=0.68% [bull],2019/01/31 17:25,buy,2s,0.6750026345252991,-0.32236647824767944,bull,0.04615280074164102,0.9118556163276733,0.9088144383672326,-0.354711,,,,,
sell,15592,167.94,608.8317956949714,0.0,CLOSE_LONG pred_ret=2.83% [bull],2019/01/31 19:05,sell,2s,2.832864761352539,-0.25695449493839223,bull,0.04615280074164102,0.9118556163276733,,,-328.7691696752797,168.48,15572.0,1.1094226739593207,-0.231611
buy,15606,167.72,609.6304064453465,0.0,OPEN_LONG pred_ret=0.91% [bull],2019/02/01 04:15,buy,2s,0.9106686115264893,-0.45090063699109734,bull,0.07051164017513914,0.9819872601780535,0.9018012739821947,-0.5,,,,,
sell,15617,167.65,609.6304064453465,0.0,CLOSE_LONG pred_ret=2.99% [bull],2019/02/01 05:10,sell,3a,2.9898369312286377,-0.5,bull,0.07051164017513914,0.9819872601780535,,,-42.67412845117009,167.72,15606.0,1.1178384712213665,-0.5
buy,15633,167.49,610.2127747361773,0.0,OPEN_LONG pred_ret=1.28% [bull],2019/02/01 06:35,buy,1p,1.2828031778335571,-0.45090063699109734,bull,0.07051164017513914,0.9819872601780535,0.9018012739821947,-0.5,,,,,
sell,15841,168.08,610.2127747361773,0.0,CLOSE_LONG pred_ret=2.63% [bull],2019/02/04 09:45,sell,1,2.632469654083252,-0.5,bull,0.06528160534152729,0.9745682592989119,,,360.02553709434665,167.49,15633.0,1.1169481911158694,-0.5
buy,15901,169.1315,606.419047768492,0.0,OPEN_LONG pred_ret=0.96% [bull],2019/02/04 14:45,buy,3a,0.9593731164932251,-0.45127158703505443,bull,0.06528160534152729,0.9745682592989119,0.9025431740701089,-0.5,,,,,
sell,15906,169.29,606.419047768492,0.0,CLOSE_LONG pred_ret=3.04% [bull],2019/02/04 15:10,sell,2,3.040161609649658,-0.5,bull,0.06528160534152729,0.9745682592989119,,,96.11741907130818,169.1315,15901.0,1.1169481911158694,-0.5
buy,15911,169.05,607.2799798682519,0.0,OPEN_LONG pred_ret=1.31% [bull],2019/02/04 15:35,buy,1p,1.3131247758865356,-0.45127158703505443,bull,0.06528160534152729,0.9745682592989119,0.9025431740701089,-0.5,,,,,
sell,15993,169.48,607.2799798682519,0.0,CLOSE_LONG pred_ret=0.59% [bull],2019/02/05 07:40,sell,1p,0.5863944292068481,-0.5,bull,0.08430988545567389,0.9927816404310258,,,261.1303913433352,169.05,15911.0,1.119133796851723,-0.5
buy,16049,170.47,603.7532175049646,0.0,OPEN_LONG pred_ret=1.72% [bull],2019/02/05 12:20,buy,1p,1.722519874572754,-0.4503609179784487,bull,0.08430988545567389,0.9927816404310258,0.9007218359568974,-0.5,,,,,
sell,16067,170.3913,603.7532175049646,0.0,CLOSE_LONG pred_ret=1.45% [bull],2019/02/05 13:50,sell,2s,1.4537818431854248,-0.5,bull,0.08430988545567389,0.9927816404310258,,,-47.515378217639366,170.47,16049.0,1.119133796851723,-0.5
buy,16093,170.73,602.55547126957,0.0,OPEN_LONG pred_ret=1.15% [bull],2019/02/05 16:00,buy,2,1.1526285409927368,-0.4503609179784487,bull,0.08430988545567389,0.9927816404310258,0.9007218359568974,-0.5,,,,,
sell,16135,170.87,602.55547126957,0.0,CLOSE_LONG pred_ret=0.95% [bull],2019/02/05 19:35,sell,1,0.9450268745422363,-0.5,bull,0.08430988545567389,0.9927816404310258,,,84.35776597774871,170.73,16093.0,1.119133796851723,-0.5
buy,16141,170.34,604.4302769509887,0.0,OPEN_LONG pred_ret=1.16% [bull],2019/02/06 04:10,buy,2s,1.1607218980789185,-0.4501531749648721,bull,0.09719717567570706,0.996936500702558,0.9003063499297442,-0.5,,,,,
sell,16186,170.88,604.4302769509887,0.0,CLOSE_LONG pred_ret=1.15% [bull],2019/02/06 08:10,sell,1,1.1534500122070312,-0.5,bull,0.09719717567570706,0.996936500702558,,,326.39234955352913,170.34,16141.0,1.1196323800843069,-0.5
buy,16199,170.97,604.1120999320639,0.0,OPEN_LONG pred_ret=1.43% [bull],2019/02/06 09:15,buy,3a,1.4265598058700562,-0.4501531749648721,bull,0.09719717567570706,0.996936500702558,0.9003063499297442,-0.5,,,,,
sell,16434,167.92,604.1120999320639,0.0,CLOSE_LONG pred_ret=0.66% [bull],2019/02/07 13:30,sell,1p,0.6631945967674255,-0.5,bull,0.09126910948429293,0.995455034704103,,,-1842.5419047928017,170.97,16199.0,1.1194546041644924,-0.5
buy,16440,167.7,604.9046143148013,0.0,OPEN_LONG pred_ret=2.55% [bull],2019/02/07 14:00,buy,2s,2.5519285202026367,-0.4502272482647949,bull,0.09126910948429293,0.995455034704103,0.9004544965295898,-0.5,,,,,
