date,train_start,train_end,strategy_return,signals,trades,win_rate,buy_threshold,sell_threshold,buy_hold_cum_return,strategy_cum_return
2023-03-10,2023-01-03,2023-03-07,-1.0460823191576596,30,0,0.0,2.375,1.25,-4.729378573019516,-3.8806080442421376
2023-03-13,2023-01-03,2023-03-08,-0.06169665809767633,43,0,0.0,2.5,1.25,-4.042616378350283,-3.9392333778591535
2023-03-14,2023-01-03,2023-03-09,1.3882102987672118,51,1,100.0,-1.0,1.625,-1.7559210037864759,-2.620943489633447
2023-03-15,2023-01-03,2023-03-10,1.8813165801693454,46,1,100.0,2.125,1.875,-1.0394238622020833,-0.8095825478881977
2023-03-16,2023-01-03,2023-03-13,2.922447885247026,23,0,0.0,0.375,2.375,1.8449773554087177,2.057131929936517
2023-03-17,2023-01-03,2023-03-14,0.33819108613253324,22,1,100.0,0.625,2.25,1.2881431435147306,2.3985684156873504
2023-03-20,2023-01-03,2023-03-15,0.6220993384022933,45,0,0.0,-0.375,2.125,1.4329200386071772,3.0287617104383884
2023-03-21,2023-01-03,2023-03-16,0.48026659696811524,50,1,100.0,1.125,2.0,2.995768059989624,3.5183035264624465
2023-03-23,2023-01-03,2023-03-20,0.7236500519210765,32,0,0.0,-1.0,3.25,3.0328903407825347,4.259471745696487
2023-03-24,2023-01-03,2023-03-21,0.5553582383520217,33,0,0.0,1.125,2.75,3.541465587645698,4.832390271007341
2023-03-27,2023-01-03,2023-03-22,0.0,31,0,0.0,0.875,2.625,2.695077585566862,4.832390271007341
2023-03-28,2023-01-03,2023-03-23,1.0205364546589601,30,1,100.0,1.0,2.0,2.127106689434987,5.8910426725139615
2023-03-29,2023-01-03,2023-03-24,1.01698253317406,47,0,0.0,0.5,2.5,3.7604870443240124,6.956774727373457
2023-03-31,2023-01-04,2023-03-28,1.8638856309633134,29,0,0.0,-0.125,2.75,7.172024649194464,8.929870593015607
2023-04-03,2023-01-05,2023-03-29,0.4207353449087847,54,0,0.0,-1.0,1.875,6.5409458757145895,9.383559501758839
2023-04-04,2023-01-06,2023-03-30,-0.29421151439301685,28,0,0.0,0.375,1.375,6.514960279159544,9.064969437547376
2023-04-05,2023-01-09,2023-03-31,-1.0545808355042263,42,0,0.0,1.625,1.0,4.926126661222076,7.9263651651858
2023-04-06,2023-01-10,2023-04-03,-0.16182256631552816,41,1,0.0,1.625,0.625,5.861608137203957,7.753491949238409
2023-04-10,2023-01-11,2023-04-04,0.369143398012306,39,0,0.0,0.625,3.0,5.972974979582757,8.147205512987739
2023-04-11,2023-01-12,2023-04-05,0.052202799968359415,50,0,0.0,0.375,2.875,5.234241591803391,8.203088458162611
2023-04-12,2023-01-13,2023-04-06,-0.9752081816166713,27,1,0.0,1.0,1.125,3.849580518227036,7.158585967795915
2023-04-13,2023-01-17,2023-04-10,0.5913669982147374,41,1,100.0,0.875,0.625,6.206845348578225,7.785796245594071
2023-04-14,2023-01-18,2023-04-11,0.26694303121661545,39,0,0.0,-1.0,2.375,6.262528769767604,8.070593225416232
2023-04-17,2023-01-19,2023-04-12,0.1916190236853632,48,0,0.0,0.625,2.375,6.114039646595893,8.275574027910693
2023-04-18,2023-01-20,2023-04-13,0.2767643728770697,19,0,0.0,0.625,1.75,6.12888855891307,8.572204760516158
2023-04-19,2023-01-23,2023-04-14,0.17040613462084853,51,0,0.0,0.625,1.625,5.713119014032221,8.75534825561813
2023-04-20,2023-01-24,2023-04-17,0.22154703126979758,32,0,0.0,0.875,1.625,5.35674511842006,8.993861028889725
2023-04-21,2023-01-25,2023-04-18,0.40314900641229556,27,0,0.0,1.0,1.375,5.36416957457868,9.428844148219554
2023-04-24,2023-01-26,2023-04-19,0.08871989860581575,55,0,0.0,0.75,1.75,5.089464696710968,9.524955609522081
2023-04-25,2023-01-27,2023-04-20,0.43710844357061074,29,1,0.0,1.25,-0.25,4.3061845719801095,9.998901186028206
2023-04-26,2023-01-30,2023-04-21,0.24650388487323927,40,2,50.0,1.375,0.75,4.298760115821532,10.26734737790133
2023-04-27,2023-01-31,2023-04-24,0.634105920136796,47,1,100.0,0.625,1.5,6.615190437300479,10.959599861825524
2023-04-28,2023-02-01,2023-04-25,1.0046948356807306,47,0,0.0,0.75,3.25,7.71029772069196,12.063378735131124
2023-05-01,2023-02-02,2023-04-26,-0.1458630749177514,31,0,0.0,-0.25,2.875,7.331650456604043,11.901520487997786
2023-05-02,2023-02-03,2023-04-27,-1.0985259891388877,45,0,0.0,0.625,2.125,6.4110178929393395,10.684309493536333
2023-05-03,2023-02-06,2023-04-28,0.0,35,0,0.0,1.0,1.375,5.672284505159999,10.684309493536333
2023-05-04,2023-02-07,2023-05-01,0.0,36,0,0.0,1.0,1.625,5.690845645556463,10.684309493536333
2023-05-05,2023-02-08,2023-05-02,0.7537766703005655,60,0,0.0,0.375,2.125,7.65461429950256,11.510349319450427
2023-05-08,2023-02-09,2023-05-03,0.25019794930303263,29,2,100.0,0.375,1.625,7.895909124656631,11.786600011591815
2023-05-09,2023-02-10,2023-05-04,-0.36842105263157343,26,0,0.0,-0.125,2.375,7.34649936892122,11.378798053317794
2023-05-10,2023-02-13,2023-05-05,0.5535625927758359,35,0,0.0,-1.0,2.125,8.697750389783932,11.989274082490397
2023-05-11,2023-02-14,2023-05-08,0.02147436880695075,44,0,0.0,-1.0,2.0,9.050412057316803,12.013087391666616
2023-05-12,2023-02-15,2023-05-09,-0.8711600183402002,40,0,0.0,0.625,2.0,8.267131932585945,11.04683511451708
2023-05-15,2023-02-16,2023-05-10,0.2739726027397138,24,1,100.0,0.875,1.0,9.109807706585494,11.34806617770343
2023-05-16,2023-02-17,2023-05-11,0.24327188281907386,21,1,100.0,0.5,1.125,9.492167198752698,11.616274813035474
2023-05-17,2023-02-21,2023-05-12,1.068569684017695,48,0,0.0,-0.125,1.75,10.79515925458461,12.797244967342124
2023-05-18,2023-02-22,2023-05-15,1.163590679309623,49,0,0.0,-1.0,1.75,13.430841190882758,14.096972822903197
2023-05-22,2023-02-24,2023-05-17,0.8247484070743605,9,0,0.0,-1.0,1.25,13.568193629816603,15.028934199330223
2023-05-24,2023-02-28,2023-05-19,0.8837321149453015,52,1,100.0,1.875,0.5,12.732942311975636,16.0357828984243
2023-05-30,2023-03-03,2023-05-24,0.14318814179481443,61,0,0.0,-1.0,2.0,18.01544286880987,16.200360894139337
2023-05-31,2023-03-06,2023-05-25,0.005733616191738733,49,0,0.0,0.875,1.5,17.02056574355928,16.206960450577782
2023-06-01,2023-03-07,2023-05-26,-0.03688989784336183,16,0,0.0,1.75,0.375,18.661370554606883,16.164496687121826
2023-06-02,2023-03-08,2023-05-30,0.33051411308524514,45,3,100.0,-1.0,1.0,19.596852030588764,16.544809360421297
2023-06-05,2023-03-09,2023-05-31,0.0,32,0,0.0,0.75,1.875,19.42608953894127,16.544809360421297
2023-06-06,2023-03-10,2023-06-01,0.3534967902491415,16,0,0.0,0.5,1.875,19.715643329126145,16.952911903862244
2023-06-07,2023-03-13,2023-06-02,-1.5898949389968275,49,0,0.0,0.625,1.125,17.350954042616372,15.110932526570778
2023-06-08,2023-03-14,2023-06-05,0.2615694164989968,26,1,100.0,1.375,-0.25,18.965773257108907,15.409156804473383
2023-06-09,2023-03-15,2023-06-06,0.4619395794366099,59,0,0.0,1.125,2.125,19.385255030069047,15.937207604783268
2023-06-12,2023-03-16,2023-06-07,0.7053732014388636,58,1,100.0,0.75,1.875,21.887296755512665,16.747256147636094
2023-06-13,2023-03-17,2023-06-08,0.5923219574303307,48,0,0.0,0.375,2.125,22.830202687653127,17.432275064477793
2023-06-14,2023-03-20,2023-06-09,0.7472322188950775,21,0,0.0,0.0,2.375,23.813943128665827,18.301566007570813
2023-06-15,2023-03-21,2023-06-12,1.5584415584415368,50,0,0.0,1.0,1.25,25.16148192144925,20.128122926366686
2023-06-16,2023-03-22,2023-06-13,-0.2166377816291032,25,0,0.0,1.25,1.125,24.62692107803104,19.87025761901215
2023-06-20,2023-03-23,2023-06-14,0.13910861382357975,31,0,0.0,1.375,1.375,24.155468111960808,20.035480759837597
2023-06-21,2023-03-24,2023-06-15,0.08265990842808435,40,1,100.0,1.75,0.875,22.217685054569763,20.133794788257106
2023-06-22,2023-03-27,2023-06-16,1.5744102891038558,64,0,0.0,1.75,1.0,23.914173286806744,22.007914507592915
2023-06-23,2023-03-28,2023-06-20,-0.6146753745677969,54,0,0.0,1.125,1.625,22.329051896948563,21.264707946203174
2023-06-26,2023-03-29,2023-06-21,-0.7390594292357444,44,0,0.0,1.5,1.25,21.00007424456161,20.37660084323629
2023-06-27,2023-03-30,2023-06-22,0.9912568914629327,65,0,0.0,1.625,1.25,22.503526616675323,21.558963179647094
2023-06-28,2023-03-31,2023-06-23,1.6516719537240876,43,1,100.0,1.25,1.375,23.524389338480958,23.548591430730525
2023-06-29,2023-04-03,2023-06-26,0.08791208791207872,44,0,0.0,1.125,2.0,23.086346425124376,23.656240744470495
2023-06-30,2023-04-04,2023-06-27,0.3400669295072545,33,0,0.0,0.5,2.0,24.953597149008843,24.07302250098985
2023-07-03,2023-04-05,2023-06-28,-0.31299749062358995,20,0,0.0,0.625,1.5,25.250575395352293,23.688112192251765
2023-07-05,2023-04-06,2023-06-29,0.29805451688071916,53,0,0.0,0.5,1.75,25.291409904224516,24.05349905795063
2023-07-06,2023-04-10,2023-06-30,0.0,29,0,0.0,1.0,1.125,24.21486376122948,24.05349905795063
2023-07-07,2023-04-11,2023-07-03,0.12540159092730985,43,1,100.0,0.375,1.25,23.888187690251698,24.207687840607335
2023-07-10,2023-04-12,2023-07-05,0.36741520660250604,31,0,0.0,0.5,1.75,23.932734427203208,24.660013402443866
2023-07-11,2023-04-13,2023-07-06,0.0,25,0,0.0,0.75,1.75,24.597223253396706,24.660013402443866
2023-07-13,2023-04-17,2023-07-10,1.0715428084017375,57,1,100.0,-1.0,1.5,28.68809859677779,25.98403866028262
2023-07-14,2023-04-18,2023-07-11,-0.011879306248518962,32,0,0.0,-1.0,1.625,28.61385403519192,25.969203005541715
2023-07-17,2023-04-19,2023-07-12,0.9699525566684075,43,0,0.0,-1.0,1.375,29.679263493949072,27.180399309998393
2023-07-18,2023-04-20,2023-07-13,0.897858750850733,24,0,0.0,-1.0,1.0,30.978914544509607,28.312445681252896
2023-07-19,2023-04-21,2023-07-14,-0.8698353525939617,50,0,0.0,0.25,1.125,30.057910758036968,27.20588508428706
2023-07-20,2023-04-24,2023-07-17,-1.6124817060422236,48,0,0.0,0.75,0.875,27.63382582225853,25.17241039747364
2023-07-21,2023-04-25,2023-07-18,0.0,21,0,0.0,1.375,0.125,27.34798426015295,25.17241039747364
2023-07-24,2023-04-26,2023-07-19,0.0,13,0,0.0,1.125,0.875,27.592991313386307,25.17241039747364
2023-07-25,2023-04-27,2023-07-20,0.7446470214119039,48,0,0.0,-1.0,0.875,28.20550894646967,26.096330544023814
2023-07-26,2023-04-28,2023-07-21,0.11634056054998787,29,0,0.0,-1.0,1.875,28.39483257851363,26.241754887589963
2023-07-27,2023-05-01,2023-07-24,-1.078771709788251,45,1,100.0,-1.0,1.875,27.87512064741258,24.89173403762976
2023-07-28,2023-05-02,2023-07-25,0.43972150971050006,55,1,100.0,0.875,2.125,30.328903407825393,25.43608392543976
2023-07-31,2023-05-03,2023-07-26,0.0,45,0,0.0,0.875,2.625,30.362313460539013,25.43608392543976
2023-08-01,2023-05-04,2023-07-27,-0.3265839320705566,58,0,0.0,0.625,2.25,29.41569530031925,25.030014079345875
2023-08-02,2023-05-05,2023-07-28,-0.8069423499219575,47,0,0.0,1.125,2.0,27.076991610364544,24.029950114123963
2023-08-03,2023-05-08,2023-07-31,0.0,21,0,0.0,1.125,2.125,27.088128294602434,24.029950114123963
2023-08-04,2023-05-09,2023-08-01,-1.1069717935071832,46,0,0.0,1.125,0.875,25.9039275373079,22.66912253365426
2023-08-07,2023-05-10,2023-08-02,0.005331911490280561,19,0,0.0,1.375,0.625,27.16608508426757,22.675604625122276
2023-08-08,2023-05-11,2023-08-03,0.0,29,0,0.0,1.25,0.875,25.974459870814464,22.675604625122276
2023-08-09,2023-05-12,2023-08-04,-1.328781555212688,53,2,0.0,1.125,0.625,24.8088202539164,21.060097156507354
2023-08-10,2023-05-15,2023-08-07,0.0,30,0,0.0,1.625,-0.25,25.068676219466937,21.060097156507354
2023-08-11,2023-05-16,2023-08-08,0.7255546317203043,32,2,100.0,1.25,0.75,23.821367584824408,21.930491357901346
2023-08-14,2023-05-17,2023-08-09,1.5340862479148898,51,0,0.0,1.375,1.375,25.666344940233145,23.78417370649963
2023-08-15,2023-05-18,2023-08-10,0.19380003881468433,34,0,0.0,1.375,1.25,24.066374638057766,24.021940533477448
2023-08-16,2023-05-19,2023-08-11,-1.040898287025649,47,0,0.0,1.125,1.375,22.34390080926574,22.742422106937752
2023-08-17,2023-05-22,2023-08-14,-0.7270049121675837,45,1,100.0,1.625,-0.25,20.836736209072697,21.85805752638214
2023-08-18,2023-05-23,2023-08-15,0.6670216641910143,42,1,100.0,1.75,1.0,20.97780087608583,22.6635566265481
2023-08-21,2023-05-24,2023-08-16,0.0,49,0,0.0,1.625,0.875,22.700274704877877,22.6635566265481
2023-08-22,2023-05-25,2023-08-17,-0.05497196539763216,46,0,0.0,-1.0,1.875,22.7967926349395,22.59672937434324
2023-08-23,2023-05-26,2023-08-18,2.2286263208453505,57,0,0.0,0.625,2.25,26.14522236246195,25.304493245515147
2023-08-24,2023-05-30,2023-08-21,-3.3590973708552796,57,1,0.0,0.625,2.125,21.853886702799024,21.132259301943677
2023-08-25,2023-05-31,2023-08-22,1.0075845651331239,40,0,0.0,1.625,1.375,22.91558393347688,22.34171103917339
2023-08-29,2023-06-02,2023-08-24,2.1315502183406165,20,1,100.0,-1.0,2.0,27.184646224664036,24.926092347152988
2023-08-30,2023-06-05,2023-08-25,0.7966203716092801,35,1,100.0,-1.0,2.5,27.8194372262232,25.91253616315575
2023-08-31,2023-06-06,2023-08-28,0.38505457152719913,48,0,0.0,-1.0,2.875,28.209221174548965,26.393142177208645
2023-09-01,2023-06-07,2023-08-29,-0.19291754756869395,32,0,0.0,-1.0,2.5,27.979063033632777,26.15142489142177
2023-09-05,2023-06-08,2023-08-30,0.5092101297194507,46,0,0.0,1.0,1.0,28.09785433217018,26.788212159594693
2023-09-07,2023-06-12,2023-09-01,0.0,39,0,0.0,1.25,-0.25,26.033855520083172,26.788212159594693
2023-09-08,2023-06-13,2023-09-05,0.0,31,0,0.0,1.125,1.375,26.308560397950842,26.788212159594693
2023-09-11,2023-06-14,2023-09-06,0.6384399626018444,49,0,0.0,0.125,2.0,27.685797015368642,27.590671914124798
2023-09-12,2023-06-15,2023-09-07,-0.214466247975853,33,4,50.0,0.375,-0.25,26.345682678743778,27.3193867480514
2023-09-13,2023-06-16,2023-09-08,0.0,59,0,0.0,1.0,0.25,27.032444873413034,27.3193867480514
2023-09-14,2023-06-20,2023-09-11,0.7149145036946081,26,1,100.0,-1.0,1.5,27.982775261712092,28.22176534432947
2023-09-15,2023-06-21,2023-09-12,-1.670207116303779,38,0,0.0,0.625,1.25,25.335956641176033,26.098526768753516
2023-09-18,2023-06-22,2023-09-13,0.06932499601239872,28,1,100.0,0.75,0.75,25.57353923825081,26.185183727620455
2023-09-19,2023-06-23,2023-09-14,0.0,26,0,0.0,1.125,1.25,25.243150939193697,26.185183727620455
2023-09-21,2023-06-27,2023-09-18,-1.636863823933965,63,0,0.0,1.125,1.25,20.610290296235803,24.137668636223196
2023-09-22,2023-06-28,2023-09-19,0.0,33,0,0.0,1.875,-0.25,20.862721805627736,24.137668636223196
2023-09-25,2023-06-29,2023-09-20,0.7232022688133055,51,1,0.0,0.5,1.25,21.36387259633232,25.027497948675688
2023-09-26,2023-06-30,2023-09-21,0.15667841754798406,50,1,100.0,1.375,0.5,19.630262083302405,25.221669512948594
2023-09-27,2023-07-03,2023-09-22,0.0,17,0,0.0,1.5,0.5,19.997772663152418,25.221669512948594
2023-09-28,2023-07-05,2023-09-25,0.20115092632502218,42,0,0.0,1.25,1.625,20.892419630262097,25.471346435648044
2023-09-29,2023-07-06,2023-09-26,-0.7110123593945361,37,0,0.0,0.625,2.25,21.00007424456161,24.587032994672015
2023-10-02,2023-07-07,2023-09-27,0.23028688752011472,50,0,0.0,0.75,2.5,22.04692256292227,24.871413203408565
2023-10-03,2023-07-10,2023-09-28,-0.44799809743810703,55,0,0.0,1.375,1.375,19.585715346350895,24.316908413923386
2023-10-04,2023-07-11,2023-09-29,2.099566486272053,25,0,0.0,2.5,1.25,21.389858192887367,26.903981879470535
2023-10-05,2023-07-12,2023-10-02,0.0,24,0,0.0,2.5,1.375,20.896131858341384,26.903981879470535
2023-10-06,2023-07-13,2023-10-03,1.7389126926715237,57,0,0.0,0.125,1.75,23.62461949662189,29.09164681234799
2023-10-09,2023-07-14,2023-10-04,1.46611341632088,34,0,0.0,-0.125,2.0,24.044101269582008,30.968186214097614
2023-10-10,2023-07-17,2023-10-05,0.43330153971932184,20,0,0.0,-1.0,2.125,24.849654762788646,31.530917909883243
2023-10-11,2023-07-18,2023-10-06,0.9742460749836424,55,2,100.0,-1.0,2.25,26.007869923528105,32.80166039306292
2023-10-12,2023-07-19,2023-10-09,-0.6868610984411494,40,0,0.0,0.125,2.75,25.313683272700295,31.897035730042347
2023-10-13,2023-07-20,2023-10-10,0.0,35,0,0.0,1.375,2.125,23.14945430247235,31.897035730042347
2023-10-16,2023-07-21,2023-10-11,0.0,26,0,0.0,1.5,1.75,25.012992798277537,31.897035730042347
2023-10-17,2023-07-24,2023-10-12,-0.2794736128069464,66,0,0.0,0.5,2.375,24.311381691291103,31.531485533762606
2023-10-18,2023-07-25,2023-10-13,-1.0486177311725298,38,0,0.0,0.75,2.0,22.7967926349395,30.163731603062075
2023-10-19,2023-07-26,2023-10-16,-0.9111239956928641,30,0,0.0,1.0,2.25,21.107728858861073,28.987778169725544
2023-10-20,2023-07-27,2023-10-17,-0.6442014848914379,68,0,0.0,1.375,0.625,19.277600415769534,28.16390707973011
2023-10-23,2023-07-28,2023-10-18,0.9814186322755658,33,0,0.0,2.0,1.0,20.42471601455194,29.41096050311083
2023-10-24,2023-07-31,2023-10-19,0.31108993582018574,45,0,0.0,1.75,1.75,20.907268542579274,29.810130774211103
2023-10-25,2023-08-01,2023-10-20,-1.9681534961922598,40,0,0.0,2.0,1.5,16.756997549929473,27.276868573556442
2023-10-26,2023-08-02,2023-10-23,-0.06056935190792423,37,0,0.0,2.25,1.5,16.552825005568337,27.200442545984032
2023-10-27,2023-08-03,2023-10-24,-0.44429464525413964,46,2,50.0,2.25,0.875,16.111069864132467,26.640173911644297
2023-10-30,2023-08-04,2023-10-25,0.8689839329260707,38,3,100.0,0.125,0.375,17.306407305664862,27.731119602524245
2023-10-31,2023-08-07,2023-10-26,0.0,39,0,0.0,1.125,0.875,17.833543692924493,27.731119602524245
2023-11-01,2023-08-08,2023-10-27,2.4215220996054665,41,0,0.0,-1.0,3.25,20.87757071794492,30.797580758128248
2023-11-02,2023-08-09,2023-10-30,0.02615026769614559,43,0,0.0,-0.5,2.375,22.273368475759135,30.83149767721966
2023-11-06,2023-08-11,2023-11-01,0.013570362328674257,25,0,0.0,-1.0,2.5,24.682604499220417,30.849103051168044
2023-11-08,2023-08-15,2023-11-03,2.220446049250313e-14,27,0,0.0,-1.0,3.125,26.085826713193264,30.849103051168072
2023-11-09,2023-08-16,2023-11-06,-0.8959227467811304,38,0,0.0,-1.0,2.5,25.03155393867398,29.68662889870322
2023-11-10,2023-08-17,2023-11-07,2.4607046070460603,66,0,0.0,0.125,2.0,28.231494543024716,32.85082759022788
2023-11-13,2023-08-18,2023-11-08,0.06100310320134028,24,0,0.0,-1.0,2.25,28.04959536713936,32.931201210427616
2023-11-14,2023-08-21,2023-11-09,2.158307243005275,44,1,100.0,0.0,1.875,31.153018041428474,35.77657759601189
2023-11-15,2023-08-22,2023-11-10,0.03120936280884834,43,0,0.0,0.25,2.125,30.889449847798645,35.81861007888665
2023-11-16,2023-08-23,2023-11-13,0.43204414137731906,27,0,0.0,0.5,2.25,31.11218353255623,36.400664754919774
2023-11-17,2023-08-24,2023-11-14,-0.15023960626862065,29,0,0.0,1.375,1.25,31.041651199049674,36.19738580849318
2023-11-20,2023-08-25,2023-11-15,0.0,54,0,0.0,1.625,-0.25,33.06481550226448,36.19738580849318
2023-11-21,2023-08-28,2023-11-16,-0.6786345360956902,58,0,0.0,0.125,2.125,31.85462914841488,35.28055130516137
2023-11-22,2023-08-29,2023-11-17,0.04100484976008456,40,0,0.0,0.625,2.375,32.66760709778007,35.33557286496156
2023-11-24,2023-08-30,2023-11-20,-0.28449866721343975,21,0,0.0,0.5,2.125,32.366916623357355,34.95366732837931
2023-11-27,2023-08-31,2023-11-21,-0.12433833178370213,45,2,50.0,0.75,0.75,32.3150939193704,34.787232799267485
2023-11-28,2023-09-01,2023-11-22,0.126335734411942,58,5,60.0,1.0,0.5,32.88662855445839,34.956130708757826
2023-11-29,2023-09-05,2023-11-24,0.007684819919062669,52,0,0.0,0.375,1.625,32.78639839631747,34.96641750370051
2023-11-30,2023-09-06,2023-11-27,0.0,40,0,0.0,1.0,1.25,32.025391640062374,34.96641750370051
2023-12-01,2023-09-07,2023-11-28,0.7895144228288409,26,0,0.0,0.625,1.25,32.92746306333061,36.02333193835588
2023-12-04,2023-09-08,2023-11-29,-0.8940729131875824,66,0,0.0,0.625,1.375,31.02680228673251,34.81699659574031
2023-12-05,2023-09-11,2023-11-30,0.8253174170701483,41,2,100.0,0.75,0.625,32.133046254361865,35.920606915497956
2023-12-06,2023-09-12,2023-12-01,-0.7733952049497117,37,0,0.0,0.875,1.125,30.8077808300542,34.87789144864573
2023-12-08,2023-09-14,2023-12-05,0.641091393989135,30,0,0.0,0.25,1.625,33.59195188952409,35.735546043970544
2023-12-11,2023-09-15,2023-12-06,0.8814557181936022,51,1,100.0,0.0,1.75,34.90608062959389,36.92232082567898
2023-12-13,2023-09-19,2023-12-08,1.5389620139132143,40,0,0.0,-1.0,1.875,38.51065409458756,39.01261326902815
2023-12-14,2023-09-20,2023-12-11,-0.4491719933858218,39,0,0.0,0.375,1.5,37.64941718019155,38.39313719233351
2023-12-15,2023-09-21,2023-12-12,0.34652607608722796,47,0,0.0,1.375,1.5,38.47353181379465,38.86890238675238
2023-12-18,2023-09-22,2023-12-13,0.45712873733629866,54,0,0.0,1.125,1.625,38.86702799019972,39.4986950723719
2023-12-19,2023-09-25,2023-12-14,0.2693042158351089,41,0,0.0,0.875,1.5,39.88789071200536,39.87141533340841
2023-12-20,2023-09-26,2023-12-15,0.16178056672224717,28,0,0.0,0.25,1.25,37.8498774964734,40.095924564867545
2023-12-21,2023-09-27,2023-12-18,0.0,28,0,0.0,0.75,1.0,39.07862499071944,40.095924564867545
2023-12-22,2023-09-28,2023-12-19,0.29752391256236965,29,0,0.0,0.75,1.5,39.41272551785582,40.50947812480547
2023-12-28,2023-10-03,2023-12-22,-0.2399011316548294,29,0,0.0,-1.0,1.5,40.704580889449865,40.1750272045482
2023-12-29,2023-10-04,2023-12-26,0.23748316807441494,44,1,100.0,0.75,0.75,39.73197713267505,40.505312929235316
