day,date,buy_model_samples,sell_model_samples,buy_rmse,buy_mae,buy_r2,buy_accuracy,sell_rmse,sell_mae,sell_r2,sell_accuracy
19,2022-03-16,523,647,1.269810991739277,1.0966690135527983,-0.5000170313528636,100.0,1.8302846083554352,1.4493363952417213,-7.278773638886731,84.375
20,2022-03-17,517,634,1.6000810273228003,1.5056478640683313,-9.74133491240673,95.0,1.117859092744105,0.9848318655092536,-9.974811144702246,93.33333333333333
21,2022-03-18,524,626,1.3416334456007546,1.3120032373207187,-24.967716328513994,100.0,0.8348944857887468,0.7072044941904528,-4.193554638286376,96.42857142857143
22,2022-03-21,534,620,0.43394245841933243,0.39732288639039764,-1.6424594746634917,100.0,1.1281988280628572,0.8505527755165564,-3.0721580805945026,63.63636363636363
23,2022-03-22,517,635,0.9886875756697698,0.8310042984520777,-8.169241971089056,100.0,0.744290819745148,0.5646364075423894,-1.7369567085895254,96.875
24,2022-03-23,535,637,0.8938315014748007,0.7382766840757244,-1.418906178637596,100.0,0.32319430401350296,0.27847873607347506,-3.2493986122497187,100.0
25,2022-03-24,534,624,0.5024026188077483,0.4327434209611643,-3.9291844572913925,100.0,1.6029062463487218,1.4364362278538048,-106.90770168905216,77.27272727272727
26,2022-03-25,543,601,0.1474824450449774,0.12617625799814874,-0.595917353477412,100.0,1.9509105501040747,1.8830666657529527,-70.38768073557678,96.15384615384616
27,2022-03-28,556,597,1.4119220056890067,1.3735471459723287,-33.31711947900334,100.0,3.5806164343941367,3.5076110629688966,-17.75326531574645,64.51612903225806
28,2022-03-29,537,603,0.5046314324791565,0.38024759831476196,-1.4389822285265566,100.0,0.6719345585628052,0.5842024469132275,-11.992838971878305,74.28571428571429
29,2022-03-30,534,621,1.358035144263197,1.2831875048871877,-76.37736396036372,96.55172413793103,2.1671687634500407,2.0629337459194956,-395.1148601116325,41.66666666666667
30,2022-03-31,527,633,1.2016429721016968,1.0951029143607878,-37.307839425854404,56.41025641025641,1.834965665115701,1.712845222106342,-121.23539217067595,66.66666666666666
31,2022-04-01,550,619,0.5507888767655614,0.5107779000320358,-0.7558871193601442,100.0,0.47413676876393124,0.4411370760187311,-0.1175008291753965,100.0
32,2022-04-04,576,613,0.5283673657966028,0.4482147038426529,-5.351897464902157,100.0,0.8438731610895874,0.7039353218401619,-0.09724342093126026,90.0
33,2022-04-05,581,612,1.4800883067238435,1.2871481987803994,-6.602058512226202,22.857142857142858,1.8168356741695635,1.794422949895727,-419.0418817644171,100.0
34,2022-04-06,581,634,1.0650444943116992,0.9173588889934275,-3.9925652687045208,97.22222222222221,0.5138428303017263,0.4509162688790528,-3.2453682553065466,100.0
35,2022-04-07,582,622,0.42532583228471105,0.36921847542698255,-0.408719956739825,100.0,0.8689176997472965,0.751517238241966,-17.397903759057254,54.166666666666664
36,2022-04-08,595,618,0.8014884342951436,0.7020390879727827,-3.475622289753937,75.55555555555556,1.7258466288975216,1.6937981772680633,-44.8257280456785,94.44444444444444
37,2022-04-11,600,640,0.89097936447394,0.829559226040324,-4.173582235537672,97.14285714285714,1.2409023443674707,1.1682119116240612,-44.713702043907446,100.0
38,2022-04-12,632,629,0.6756315583238214,0.5598663862766751,-1.7630466706709278,100.0,0.5596476871389873,0.38074796481544654,-0.5390291826935725,100.0
39,2022-04-13,656,616,0.3692640209271583,0.3206816790186823,-0.5771606952066195,100.0,0.8397015877298282,0.8089730790518246,-6.045726766388371,100.0
40,2022-04-14,652,628,1.0165622727820989,0.9960882050597242,-61.515930935272515,100.0,0.6106894213083055,0.5391534990349551,-2.600036701732326,100.0
41,2022-04-18,667,638,1.0074303027092513,0.9079494295831467,-18.178742355659477,100.0,0.5423517389921724,0.3786626628760232,-7.007839588501245,100.0
42,2022-04-19,667,619,0.6554831754883336,0.5957110988957298,-0.11614352433646546,100.0,1.0418958573109425,0.8983206225466529,-18.18622670790917,74.28571428571429
43,2022-04-20,681,615,0.24441982578115348,0.153710166025765,-1.6428211694458823,100.0,1.6278785422384958,1.5712019847844547,-27.69694934115066,100.0
44,2022-04-21,657,646,2.188198898279897,2.06548727263573,-5.168782979524168,13.953488372093023,4.1395476723827604,4.109334145345885,-133.88672090414323,100.0
45,2022-04-22,641,629,1.9138907529829592,1.742285339393883,-8.353555180352707,61.702127659574465,2.613105981849418,2.5359240946992356,-8.872222334977605,100.0
46,2022-04-25,678,604,0.40324536545346323,0.29626000247508677,-0.9658853402754477,100.0,2.0026018182662306,1.742753180394443,-8.433199472365457,100.0
47,2022-04-26,713,580,1.841249102096641,1.6845085946879395,-0.6454048240834389,48.148148148148145,1.0585555035964374,0.905892480440074,-0.019450981034849546,52.94117647058824
48,2022-04-27,717,597,0.5282677965381366,0.3746248782907084,-0.32301445679800755,100.0,1.0645235438342004,1.0072536045656086,-19.53308624090795,100.0
49,2022-04-28,708,588,0.7808200918716113,0.6083272136263324,0.5019349328702327,80.0,1.6301429263779927,1.4832824330651948,-2.33098888308292,100.0
50,2022-04-29,729,600,2.0715060793527575,1.9704464459390378,-13.959030781916027,55.26315789473685,2.3385644351005452,2.3146408100665337,-27.768123369861403,100.0
51,2022-05-02,740,610,0.7672263724137275,0.6610837366741371,-0.39336064459223175,100.0,0.6727029022706164,0.5792487064594595,-3.87805080798751,100.0
52,2022-05-03,758,589,1.6981522510294207,1.4858053833540956,-2.1084690171858957,92.3076923076923,0.244527882600824,0.20234281605249224,0.22093604997814043,100.0
53,2022-05-04,785,569,1.9734836433872034,1.905576295877835,-104.28671054659827,100.0,0.5145884456048625,0.4686956925405491,0.6733346423116207,100.0
54,2022-05-05,769,570,2.0996252194744005,1.8568507635238758,-2.4348135122275547,54.54545454545454,1.5458840655744277,1.5458840655744277,0.0,100.0
55,2022-05-06,771,557,1.7915802143273527,1.6494805874449707,-21.87815951998455,95.83333333333334,2.283266252506505,2.1904155063779216,-62.273955138687484,100.0
56,2022-05-09,794,552,1.302192792096188,1.0453160895119031,-4.785287916858966,97.67441860465115,2.0225069022640914,1.8090113367115415,-25.569420525531854,71.42857142857143
57,2022-05-10,797,544,0.9436395448686652,0.7923258543107269,-3.518616214216374,100.0,0.7525193157142248,0.6435604055944665,-0.6943190985886776,100.0
58,2022-05-11,838,525,0.7873835876830602,0.6955666011329383,-0.3130721159774663,85.29411764705883,1.926765587024188,1.7545882095108571,-6.318573154244299,100.0
59,2022-05-12,842,528,1.5387428617904138,1.4471858090194603,-3.3649602289119906,100.0,3.4241468662295698,2.959210554898526,-6.098009262431983,33.33333333333333
60,2022-05-13,866,534,0.8238033418631795,0.6975770671958351,-2.9182491462377533,100.0,2.27436493321785,2.2344800781757104,-52.993261521464945,15.384615384615385
61,2022-05-16,874,534,1.0136573785601302,0.9947883560289994,-20.34295608668712,100.0,1.789549551714255,1.7856701722750998,-106.99075279481121,100.0
62,2022-05-17,844,544,0.5331686011127877,0.4866501133445859,-8.081722027585647,100.0,1.536275263914154,1.2066826733058291,-0.07550769322636608,100.0
63,2022-05-18,841,542,2.895295128458689,2.630018807538292,-2.3797729976238666,42.22222222222222,3.167769725334769,3.1547529687776446,-2017.7165828161662,100.0
64,2022-05-19,848,537,1.163797394584921,1.1208441883712046,-23.953914463211724,100.0,1.7459570221899918,1.6388403318567213,-13.092063554165449,88.88888888888889
65,2022-05-20,858,537,1.2900157441412512,0.8649459793872365,-0.13239985299973167,100.0,2.7436259984984352,2.6553300685308647,-1.0690890978210223,60.0
66,2022-05-23,837,547,0.8838604930345405,0.7224976801677708,-1.8992294004745705,94.11764705882352,0.7014928896536078,0.5517243680202681,-4.369598761400284,100.0
67,2022-05-24,847,553,0.512355317012395,0.3667132478778699,0.26324733026256464,100.0,1.0256724162947868,0.9312006783886938,-3.3033174617309857,96.7741935483871
68,2022-05-25,819,553,2.225424849493357,2.104012382960547,-21.36949627510266,100.0,2.0861054791969686,2.0720918330765934,-85.8554964071971,100.0
69,2022-05-26,804,574,2.3759929989656388,2.227901647181462,-29.371339699402238,85.71428571428571,3.0908494492870013,3.0275171231498046,-85.23052033721407,53.84615384615385
70,2022-05-27,807,568,1.1309374403901653,0.936437683957724,-1.8435346403925115,100.0,3.1791561772430192,2.7735201334099235,-23.038868371387366,86.27450980392157
71,2022-05-31,785,585,0.7721181202104432,0.7156291608813188,-34.39549893728753,100.0,0.6920086433386093,0.5463472106863577,-11.05039064907293,100.0
72,2022-06-01,777,621,1.085183238644607,0.9620043578220326,-11.887411513518778,100.0,1.0484893232450883,0.7399132286741692,-2.17446068110829,100.0
73,2022-06-02,751,642,0.9569201258146383,0.8744537452457195,-8.02050320631632,100.0,1.2539032949875357,1.1092939418955947,-5.5709376961808985,95.23809523809523
74,2022-06-03,764,644,0.33479153888033164,0.30571058694200587,-27.003972752253357,100.0,1.4878902041016493,1.383688567942696,-16.412919212743045,100.0
75,2022-06-06,761,665,1.3128154922166226,1.1203540713849545,-13.50833022776549,100.0,0.4057551754109344,0.3824667285981423,-1.0206265145385682,100.0
76,2022-06-07,725,665,0.4510679279530753,0.33912255076735254,0.4271989001178922,100.0,0.625758946534325,0.5579618076744032,-1.7854595380846283,90.32258064516128
77,2022-06-08,695,668,1.1592128523823286,1.0456532791353956,-50.312546553304514,100.0,1.1132246781914632,0.8375069884359796,-0.10780618454670554,100.0
78,2022-06-09,695,670,2.0763415320203573,1.840407007409791,-5.929008656242999,32.142857142857146,4.008395145422634,3.9954456531314286,-149.92773744915885,100.0
79,2022-06-10,688,657,1.7501199559045741,1.3611755777180268,-4.569859138656868,73.07692307692307,4.103940401890717,3.883787222740961,-15.897568068570418,100.0
80,2022-06-13,685,635,2.6581175361945015,2.5670777344997417,-42.693981848454285,97.36842105263158,1.6676856458714608,1.639128982330925,-11.983901533919978,75.0
81,2022-06-14,691,602,1.1960668099622354,1.1239941978006542,-3.3753508609712037,100.0,0.8809491791971696,0.6987271587732974,-10.799883555049231,88.23529411764706
82,2022-06-15,691,613,0.5628332231935872,0.42164225299772334,-0.5161722067642915,100.0,2.02170437227458,1.479268796569564,-1.524965207327504,100.0
83,2022-06-16,677,622,1.6045303662040358,1.2103437717220984,-2.075080421251026,95.65217391304348,1.1903228208649919,1.1307201421450892,-15.409963805327152,100.0
84,2022-06-17,683,630,0.6057378226319167,0.5454885103166135,-0.11574224822436974,100.0,1.584090781880961,1.3989261976450786,-9.95551594043095,100.0
85,2022-06-21,698,628,0.5058791150159719,0.4187973831495217,-0.48148944366330104,100.0,0.9593271183860856,0.7632173889187192,-3.766904355905586,100.0
86,2022-06-22,669,648,1.180990183395063,0.9486796050885414,-0.3753959294318532,100.0,0.30787964518056943,0.26746828449288107,-7014.767079980917,100.0
87,2022-06-23,675,644,3.3725194269012957,3.3670537855847056,-397.7556800849275,100.0,2.260775209594322,2.1045916140792906,-2.9408327579759312,54.83870967741935
88,2022-06-24,667,640,1.5144367693201617,1.4945390828740628,-7091.400122680803,100.0,2.336621065212493,2.176985364716898,-13.599824270258077,42.857142857142854
89,2022-06-27,659,637,0.9713884482902003,0.941446432191046,-46.13821864957535,100.0,1.2798701821942953,1.1864532635916585,-56.639971082984836,100.0
90,2022-06-28,629,631,2.4008810447832643,2.237193256553358,-23.57064177106824,46.666666666666664,1.4810679934788764,1.3722023019917624,-4.060817474438181,100.0
91,2022-06-29,606,634,1.7302025595223873,1.6627899144557055,-225.7029138553722,100.0,0.14617380705266347,0.14617380705266347,0.0,100.0
92,2022-06-30,627,639,0.5199661025401344,0.4476996524228511,-0.02734422725072827,100.0,1.1912499537017056,1.171288055616348,-9.331010866010754,44.44444444444444
93,2022-07-01,609,635,0.6505206930071971,0.4676388139371827,-9.118729311817388,100.0,0.6478565313963959,0.49878559885222756,-1.508958481009739,100.0
94,2022-07-05,615,628,0.5605337580269111,0.4733801535919577,0.3930373736352878,100.0,1.1681527535657314,0.8974616617665669,-1.053975610718938,71.875
95,2022-07-06,593,669,1.4276824901068603,1.3734472816581886,-56.45747856807848,100.0,3.644098770865877,3.6420755036888237,-2627.2160108094035,100.0
96,2022-07-07,615,683,1.0852651021287765,1.0571019666443724,-153.3088377448235,100.0,0.7403500157806336,0.5135039556586027,-39.128089212520784,100.0
97,2022-07-08,596,663,0.6540491510234494,0.5567507678001755,-13.96326187136534,100.0,1.006045364487738,0.8825309598022872,-4.615279347252785,90.9090909090909
98,2022-07-11,588,658,0.6564431944821645,0.46939498059309537,-12.991341126090923,81.81818181818183,1.2338578974215535,1.1344490383591794,-69.10509241651434,100.0
99,2022-07-12,589,660,0.5909829470787704,0.4866841075014629,-2.0997519595955567,96.15384615384616,1.6018607254021202,1.4022834746893695,-5.981424449771019,100.0
100,2022-07-13,580,655,0.49979215200462074,0.44835858957648667,0.4513233733977694,100.0,0.8611625805282402,0.6432526215277987,-3.0385508998809616,100.0
101,2022-07-14,599,630,0.9605742887104266,0.8326245391831307,-1.5648201620090991,100.0,1.7098026516185418,1.5959507168462745,-36.46594399968107,43.75
102,2022-07-15,611,609,1.4568376720425273,1.3558241287136108,-5.604048331382277,100.0,1.698559234501865,1.3867093106251143,-15.081532257202625,96.875
103,2022-07-18,625,587,1.9911568862996059,1.8722278128767416,-9.570044607954811,100.0,2.178315509633379,1.5855957424664138,-0.4355417294272499,75.0
104,2022-07-19,605,582,,,,,2.2488158740374455,2.016725112498237,-6.388346377032774,23.636363636363637
105,2022-07-20,627,556,0.8851399965264815,0.8508958306644366,-21.38678488587135,100.0,2.659702410801311,2.175352137788693,-210.2084706652077,100.0
106,2022-07-21,620,601,1.1633329079851968,0.9380776265600763,-5.923279314976298,78.94736842105263,0.8258293510839065,0.7018669639329462,-7.264835993325162,100.0
107,2022-07-22,622,600,0.5620714220939993,0.49090647619786243,-3.187095056310241,66.66666666666666,1.152495896542109,0.8188332407342632,-62.44484576710272,100.0
108,2022-07-25,625,587,0.5724151038560921,0.5416723679805135,-14.438242780754248,100.0,0.4815677098756672,0.42748034405829405,-3.2354237035021347,100.0
109,2022-07-26,620,602,1.631990266940375,1.5546242068525582,-39.34412339106109,100.0,1.0740516394648016,0.6547705281370936,-10.071029485041318,100.0
110,2022-07-27,613,604,2.044351918294625,1.8952799991029128,-12.216544729049202,100.0,2.201707978106448,1.9335176615894551,-12.527163183632897,50.0
111,2022-07-28,613,598,2.294241593353558,1.9551724228437182,-6.3269769378441305,88.88888888888889,1.4344979907701296,1.2189764646949781,-3.3674847207945895,68.42105263157895
112,2022-07-29,577,600,0.7147046579177783,0.5430278726308271,-21.619053839237868,100.0,0.8772911522650956,0.7973915837420402,-5.728325409455061,93.33333333333333
113,2022-08-01,560,602,1.5959856968478299,1.4256500279501525,-63.874036616477625,100.0,0.46757509701967104,0.3593751090345813,-5.14024806515048,100.0
114,2022-08-02,550,612,0.4203457318373724,0.32148873914269377,-2.4179407109020827,100.0,0.7225127337341261,0.6479180770312455,-2.1699159058564668,100.0
115,2022-08-03,548,618,0.3692113344208888,0.3692113344208888,0.0,100.0,0.9733866463477494,0.7342562781149766,-1.993423870001636,58.620689655172406
116,2022-08-04,559,612,0.7280745438839153,0.6077007544996674,-11.91612276028277,88.88888888888889,0.6854586359938797,0.454586416946824,-25.065165928000567,85.0
117,2022-08-05,530,631,0.5467004922034241,0.3903620333249241,-1.4961722012387297,100.0,0.648854965652693,0.5917939626342874,-2.2944282249564596,100.0
118,2022-08-08,513,648,0.5558636147802577,0.5164206462791658,0.19563111986010417,80.0,0.3577647510457276,0.24886563104254134,0.028618386616312663,100.0
119,2022-08-09,534,628,1.502274456817496,1.3899242793886053,-8.49573042965565,100.0,0.5604563852368332,0.4066467869032144,-3.8042194151772373,100.0
120,2022-08-10,555,627,2.2803738228138144,2.2551939800764775,-1516.1943522214885,100.0,1.654580523112846,1.4830578275487296,-4.6971960230069225,57.14285714285714
121,2022-08-11,569,626,1.115034009187001,1.0171852952450637,-39.736044714995735,100.0,0.4512645027562621,0.36025188139369363,-2.7833922321142355,100.0
122,2022-08-12,551,643,,,,,0.7759122756924337,0.7379096001416815,-3.7130914181169716,63.41463414634146
123,2022-08-15,557,673,0.28745796753418185,0.22206594669983434,-1.8050624739613967,100.0,0.4910712701472587,0.43073875946594475,-2.593087317128686,78.125
124,2022-08-16,538,696,0.7960962157145012,0.7184214048289684,-6.765158135576118,100.0,0.8598202970802958,0.793955875774353,-12.088624909880123,92.85714285714286
125,2022-08-17,532,677,1.1585814712523221,1.0941565978756702,-23.072040024677094,100.0,0.25289251035191174,0.21455610636687603,0.4733135275346736,100.0
126,2022-08-18,512,673,0.7076582573149207,0.6791429259853905,-6.128168971742944,96.0,1.5970878803404016,1.4966963153840025,-7.376640039013724,100.0
127,2022-08-19,545,675,1.7093513785572052,1.583619595647082,-11.351458437045011,55.00000000000001,2.0097623299375402,2.0013325890442486,-132.9052240913364,100.0
128,2022-08-22,561,693,1.0218514445139382,0.9599776648291363,-8.870335939438386,64.28571428571429,0.08578359866442642,0.08578359866442642,0.0,100.0
129,2022-08-23,580,675,0.697047311816948,0.58903502370288,-1.362804333907258,100.0,0.3541523124997401,0.3036007275335689,-1.7636838959315133,100.0
130,2022-08-24,600,667,1.1777194928987271,1.0257188335723766,-35.863856587132055,81.48148148148148,0.7208304637554408,0.6558821646244888,-7.037735347672539,72.0
131,2022-08-25,600,663,1.0093355924330312,1.0058013968188386,-34.53778406010825,100.0,2.7168686426922966,2.541864732428052,-8.824130943550863,100.0
132,2022-08-26,608,658,1.6747706762467258,1.5105566384410323,-4.459662450247633,63.934426229508205,3.145559427980903,2.949344151246617,-8.579359903735513,100.0
133,2022-08-29,590,651,1.4264634052538345,1.380924254547196,-29.54744866129103,100.0,1.550048129770293,1.5470039489077168,-589.0030830252075,100.0
134,2022-08-30,640,636,1.8088199952864334,1.3835617757317025,-3.7194934504421076,53.48837209302325,1.2170214606631462,0.917206462583521,-5.399832769980915,87.5
135,2022-08-31,637,625,1.241231430179329,1.0581688638346542,-2.0582922262883305,83.72093023255815,1.3343635447609277,1.3114772042891363,-55.731455786487956,100.0
136,2022-09-01,680,578,0.6169397182232099,0.5127334879849377,-6.218202622630215,100.0,0.42959402524140666,0.365997042808889,-0.42187135596449865,100.0
137,2022-09-02,704,587,1.7124906458567035,1.686481830182555,-90.70323367328487,100.0,1.3778059878889772,1.1128813500284476,-2.374951474719255,83.87096774193549
138,2022-09-06,704,593,0.6503748028080646,0.639451470865077,-4.511433038207615,100.0,0.8360038551031245,0.7056256280067503,-3.2875708634918075,92.85714285714286
139,2022-09-07,703,605,0.5467990989342773,0.41510969949248194,-3.4351148821025053,100.0,0.9312658431976404,0.8134538411558719,-5.907622688209974,93.93939393939394
140,2022-09-08,696,604,1.2082031056069547,1.0946472541037844,-8.247080304848266,100.0,1.0797433474444862,0.9282278036232898,-1.9142773411031753,73.17073170731707
141,2022-09-09,681,634,0.7967767307358113,0.744932689264735,-727.6970069410421,100.0,1.6999133323998539,1.5219525147117254,-54.1413650649066,56.25
142,2022-09-12,694,653,0.3379402532297719,0.2690255456033931,-1.7190825547475175,100.0,2.876651238460484,2.5459822958137948,-1.1818147268563348,100.0
143,2022-09-13,691,666,1.0054306776812063,0.9851040627166265,-4.754705869423801,63.1578947368421,4.3906289452426455,4.158644914204588,-11.722771548196004,95.0
144,2022-09-14,698,674,1.3780195394270687,1.333891363894233,-24.67430519151711,100.0,1.1994557267671861,0.9585760287123856,-1.5827895518329305,100.0
145,2022-09-15,696,671,1.7600946776712671,1.692084239926024,-26.713439192078738,76.59574468085107,1.6080877443568544,1.5375258481970886,-19.63564550484854,100.0
146,2022-09-16,690,670,1.0933551322056023,0.8816803058527025,-5.176250535991541,100.0,0.7500509074475858,0.6578744482187906,-24.96030882051274,95.0
147,2022-09-19,736,659,0.6682415772717158,0.5352166756202571,-0.009490562561097704,100.0,0.9837907860351925,0.7903327692672941,-1.4426167123870033,88.88888888888889
148,2022-09-20,755,659,0.6558598159520986,0.5800923297050787,-0.7042704698343312,100.0,0.3004475341263993,0.29565585283121343,-1.9856503870744633,100.0
149,2022-09-21,731,675,0.8168142433112304,0.7542065565407087,-2.8138244693235683,100.0,2.417973577296537,2.1860866882924532,-6.077525968285261,100.0
150,2022-09-22,750,644,1.0617234312591164,0.9911643168265444,-10.434649905962765,100.0,2.4887005199133405,2.4489107780494574,-76.47349240034163,100.0
151,2022-09-23,735,639,1.3505246791478944,1.1643891991535384,-3.0705286019284044,75.0,0.6817605378763286,0.596596268921616,-3.2662530538997663,100.0
152,2022-09-26,742,630,0.43033212181852293,0.37627512154765497,-0.29331735817150495,100.0,1.1040376761933453,0.9813338505610387,-13.862337118534676,100.0
153,2022-09-27,769,605,1.3347048324454212,1.3033838653795708,-28.041234025160662,100.0,0.8042242334907946,0.6278287391072452,-0.3392550807427188,100.0
154,2022-09-28,791,581,1.3432458844105934,1.193454659216205,0.16387259507016505,80.0,1.1505899163219377,0.965514699735434,-0.8087536262510784,100.0
155,2022-09-29,783,567,0.9733894724747582,0.9184864600359973,-7.668471097100552,100.0,0.6115156155595675,0.5548416751786587,-7.313914975728176,100.0
156,2022-09-30,776,580,0.7512089363034352,0.6014894672281238,0.5417509341627204,100.0,0.9069549845764998,0.877016202008644,-11.517566967443942,100.0
157,2022-10-03,751,572,2.946154981071871,2.9317682245445997,-21.957476744533327,100.0,2.0275107783488,1.9853492244895004,-14.155330457305855,35.483870967741936
158,2022-10-04,760,550,0.7588798650554532,0.56059055410029,-0.978446977522786,100.0,2.1036247873687337,2.0549737377117663,-10.339069013153038,100.0
159,2022-10-05,726,566,0.9599552695515224,0.9007795706970134,-2.639614107737151,100.0,1.6389187897217603,1.4849565238587241,-2.920894958967944,100.0
160,2022-10-06,707,583,0.6178226127560515,0.5520010617483248,-9.479239803409445,100.0,2.436250386703748,2.341195136211831,-124.99039576667383,100.0
161,2022-10-07,707,600,1.308116880781588,1.259297896780799,-15.465137660281641,71.7948717948718,2.4409074148610865,2.3809606921553885,-36.89612275017619,100.0
162,2022-10-10,713,585,1.5797779591415158,1.4864658695527038,-17.501919963109973,92.85714285714286,1.3733216066162854,1.09384667254394,-10.176457563470144,75.0
163,2022-10-11,750,583,2.276845307120584,2.1184217995966113,-14.664312142310566,91.17647058823529,0.5292215497521762,0.4389132316486744,-0.5177040151465957,100.0
164,2022-10-12,717,578,0.6646198556199365,0.6486284610152044,-46.47617815815587,100.0,1.9669738749337244,1.9389623956453013,-223.14853443757096,100.0
165,2022-10-13,727,612,2.381852537932066,1.8223076254632795,-0.0712610358878607,100.0,2.5517382937845334,2.5037747046758274,-0.46201789591245124,42.857142857142854
166,2022-10-14,686,619,1.3716035519762724,1.0050825152227298,0.02654951907949321,100.0,1.2400334755032305,1.1798190093563656,-0.16285509288150513,100.0
167,2022-10-17,649,618,3.2535548677983646,3.2535548677983646,0.0,100.0,2.086572094891798,1.9962509168881297,-13.420097291527721,30.76923076923077
168,2022-10-18,655,603,0.592370015837064,0.5598492792349766,-0.32868730238685084,100.0,0.6484228941034221,0.5017245750105438,-1.4594287628572782,100.0
169,2022-10-19,642,611,0.4942489512480992,0.3989439165514646,-0.432905447688791,100.0,0.692087183536338,0.5703253220219954,-11.477881569114313,100.0
170,2022-10-20,642,635,1.077746106453363,1.0027905097150616,-9.077782401799643,100.0,0.742087045611921,0.6276212609790673,-0.4858195098576954,100.0
171,2022-10-21,674,606,3.3473053098971572,3.3030036840273365,-59.6317093428972,100.0,2.575694827307996,2.3384474029413225,-10.00079055710926,34.090909090909086
172,2022-10-24,682,590,,,,,2.4786156694055057,2.3956362715888764,-19.43791785328046,46.666666666666664
173,2022-10-25,692,602,1.3410037656293021,1.1094152049644455,-4.639245104052481,100.0,2.002020634736514,1.7875430019171696,-12.790712321169739,75.75757575757575
174,2022-10-26,676,594,0.858543239172319,0.7776589723668058,-0.8850519649986377,84.21052631578947,0.9451097694464976,0.8436455371480502,-0.07246087161550352,100.0
175,2022-10-27,681,607,1.560911205158347,1.2537731899870435,-1.5626279681300628,100.0,0.8282290211316935,0.6928916297486517,-7.18540541751717,100.0
176,2022-10-28,688,631,0.44931228988507266,0.3283318684927579,0.3698534655421736,100.0,1.6265177772257249,1.304555466019701,-3.510791723606941,73.52941176470588
177,2022-10-31,669,623,0.31085365326349645,0.29256027675614543,-2.4475719629324404,100.0,1.4640217136268374,1.378909911265542,-70.95486855492294,100.0
178,2022-11-01,634,637,0.2665299576192249,0.23865328798074875,-1.6222148502347666,100.0,1.4865212104695606,1.2049296543742334,-1.0075669001618697,100.0
179,2022-11-02,643,628,0.4658408866846448,0.3804570815693782,-0.8221172563571741,100.0,2.0494192929457125,1.9263116619154261,-64.01138475268941,100.0
180,2022-11-03,607,656,1.1310903926009634,1.0779564169487947,-10.399376559655051,100.0,0.9366597235736542,0.6386906808507574,-7.381743826328201,100.0
181,2022-11-04,618,669,1.2342669462309697,1.1412975889944117,-4.6953480330228725,100.0,2.0958687674319507,1.6687330891708325,-3.652058164657828,67.85714285714286
