side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir_raw,signal_dir_eff,bsp_type,pred_ret,ret_th,bucket,flip_mode,analog_sim,analog_fwd_mean,pnl,entry_px,entry_idx
buy,13078,220.81,464.9803148152502,0.0,OPEN_LONG pred_ret=1.66% [bull] eff=buy raw=buy,2020/01/15 11:10,buy,buy,2s,1.658716082572937,1.5999999999999996,bull,,0.45425616830289356,0.02682831274785604,,,
sell,13115,220.5694,464.9803148152502,0.0,CLOSE_LONG pred_ret=0.70% [bull] eff=sell raw=sell,2020/01/15 14:15,sell,sell,2s,0.7000387907028198,0.5499999999999998,bull,,0.45425616830289356,0.02682831274785604,-111.87426374454948,220.81,13078.0
buy,13125,220.05,466.0778416296789,0.0,OPEN_LONG pred_ret=1.84% [bull] eff=buy raw=buy,2020/01/15 15:05,buy,buy,2s,1.8367412090301514,1.5999999999999996,bull,,0.45425616830289356,0.02682831274785604,,,
sell,13135,220.16,466.0778416296789,0.0,CLOSE_LONG pred_ret=0.74% [bull] eff=sell raw=sell,2020/01/15 15:55,sell,sell,3a,0.7442665100097656,0.5499999999999998,bull,,0.45425616830289356,0.02682831274785604,51.26856257925779,220.05,13125.0
buy,13170,220.68,464.9795976671656,0.0,OPEN_LONG pred_ret=1.60% [bull] eff=buy raw=buy,2020/01/15 19:10,buy,buy,2,1.6029804944992065,1.5999999999999996,bull,,0.45425616830289356,0.02682831274785604,,,
sell,13368,222.73,464.9795976671656,0.0,CLOSE_LONG pred_ret=0.97% [bull] eff=sell raw=sell,2020/01/17 04:05,sell,sell,1p,0.9685235023498535,0.5999999999999996,bull,,0.4477868528100506,-0.22065085049765673,953.2081752176815,220.68,13170.0
buy,13856,224.263,461.80112541260837,0.0,OPEN_LONG pred_ret=1.32% [bull] eff=buy raw=buy,2020/01/22 15:00,buy,buy,1,1.3203319311141968,-0.5,bull,,0.45583570551495384,0.04166010331746574,,,
sell,13903,223.61,461.80112541260837,0.0,CLOSE_LONG pred_ret=0.82% [bull] eff=sell raw=sell,2020/01/22 19:05,sell,sell,3a,0.8212800025939941,0.5999999999999996,bull,,0.45583570551495384,0.04166010331746574,-301.55613489442936,224.263,13856.0
buy,13951,223.77,461.4709284243346,0.0,OPEN_LONG pred_ret=1.59% [bull] eff=buy raw=buy,2020/01/23 07:30,buy,buy,2,1.5933314561843872,-0.5,bull,,0.4557338506142224,0.2780158944632472,,,
sell,14022,223.78,461.4709284243346,0.0,CLOSE_LONG pred_ret=0.85% [bull] eff=sell raw=sell,2020/01/23 13:25,sell,sell,1,0.8521540760993958,0.5999999999999996,bull,,0.4557338506142224,0.2780158944632472,4.614709284239149,223.77,13951.0
buy,14097,225.4,458.15423408517125,0.0,OPEN_LONG pred_ret=1.49% [bull] eff=buy raw=buy,2020/01/23 19:45,buy,buy,3a,1.487538456916809,-0.5,bull,,0.4557338506142224,0.2780158944632472,,,
sell,14100,225.85,458.15423408517125,0.0,CLOSE_LONG pred_ret=1.36% [bull] eff=sell raw=sell,2020/01/24 04:00,sell,sell,1,1.3579391241073608,1.0999999999999996,bull,,0.45899741203817923,0.5204365532830583,206.16940533832187,225.4,14097.0
buy,14165,225.375,459.11983923743065,0.0,OPEN_LONG pred_ret=1.85% [bull] eff=buy raw=buy,2020/01/24 09:45,buy,buy,1p,1.8495054244995117,1.7999999999999994,bull,,0.45899741203817923,0.5204365532830583,,,
sell,14324,218.76,459.11983923743065,0.0,CLOSE_LONG pred_ret=2.00% [bull] eff=sell raw=sell,2020/01/27 07:15,sell,sell,1p,1.9983848333358765,-0.5,bull,,0.4670159516064588,0.860733452021312,-3037.0777365556078,225.375,14165.0
buy,15043,223.4,449.58395716911514,0.0,OPEN_LONG pred_ret=1.61% [bull] eff=buy raw=buy,2020/01/31 04:05,buy,buy,1p,1.6066761016845703,1.5999999999999996,bull,,0.4668877258610315,0.3673924989309137,,,
sell,15280,220.61,449.58395716911514,0.0,CLOSE_LONG pred_ret=2.53% [bull] eff=sell raw=sell,2020/02/03 08:15,sell,sell,1,2.5259549617767334,-0.5,bull,,0.4665799049033454,-0.033351055820345275,-1254.3392405018276,223.4,15043.0
buy,15621,230.03,431.1729634877124,0.0,OPEN_LONG pred_ret=0.89% [bull] eff=buy raw=buy,2020/02/05 05:15,buy,buy,3a,0.8865756392478943,0.7999999999999998,bull,,0.46390424110323264,-0.25794474717786986,,,
sell,15798,229.71,431.1729634877124,0.0,CLOSE_LONG pred_ret=3.55% [bull] eff=sell raw=sell,2020/02/06 04:00,sell,sell,1p,3.5499372482299805,1.3499999999999996,bull,,0.4610735018496839,0.05069980301906677,-137.97534831606504,230.03,15621.0
buy,15843,229.19,432.15123453362895,0.0,OPEN_LONG pred_ret=1.11% [bull] eff=buy raw=buy,2020/02/06 08:05,buy,buy,1p,1.1090284585952759,0.9499999999999997,bull,,0.4610735018496839,0.05069980301906677,,,
sell,15848,229.4,432.15123453362895,0.0,CLOSE_LONG pred_ret=3.53% [bull] eff=sell raw=sell,2020/02/06 08:30,sell,sell,2s,3.5313737392425537,1.3499999999999996,bull,,0.4610735018496839,0.05069980301906677,90.75175925206553,229.19,15843.0
buy,15858,228.87,433.1519779875671,0.0,OPEN_LONG pred_ret=1.26% [bull] eff=buy raw=buy,2020/02/06 09:20,buy,buy,2,1.2598237991333008,0.9499999999999997,bull,,0.4610735018496839,0.05069980301906677,,,
sell,15866,229.18,433.1519779875671,0.0,CLOSE_LONG pred_ret=3.60% [bull] eff=sell raw=sell,2020/02/06 10:00,sell,sell,2s,3.597041130065918,1.3499999999999996,bull,,0.4610735018496839,0.05069980301906677,134.27711317614677,228.87,15858.0
buy,15907,229.79,432.00213375338626,0.0,OPEN_LONG pred_ret=1.07% [bull] eff=buy raw=buy,2020/02/06 13:25,buy,buy,2,1.0682978630065918,0.9499999999999997,bull,,0.4610735018496839,0.05069980301906677,,,
sell,15937,230.18,432.00213375338626,0.0,CLOSE_LONG pred_ret=3.56% [bull] eff=sell raw=sell,2020/02/06 15:55,sell,sell,1,3.564598321914673,1.3499999999999996,bull,,0.4610735018496839,0.05069980301906677,168.48083216382702,229.79,15907.0
buy,15979,230.3,431.7770349429199,0.0,OPEN_LONG pred_ret=1.04% [bull] eff=buy raw=buy,2020/02/06 19:30,buy,buy,3a,1.0358874797821045,0.9499999999999997,bull,,0.4610735018496839,0.05069980301906677,,,
sell,16019,229.3,431.7770349429199,0.0,CLOSE_LONG pred_ret=3.39% [bull] eff=sell raw=sell,2020/02/07 06:50,sell,sell,2,3.3947818279266357,1.2999999999999996,bull,,0.46292269865482416,0.19449445108242014,-431.7770349429199,230.3,15979.0
buy,16040,229.39,431.60762941894393,0.0,OPEN_LONG pred_ret=1.13% [bull] eff=buy raw=buy,2020/02/07 08:35,buy,buy,2s,1.1324687004089355,-0.5,bull,,0.46292269865482416,0.19449445108242014,,,
sell,16061,229.33,431.60762941894393,0.0,CLOSE_LONG pred_ret=3.40% [bull] eff=sell raw=sell,2020/02/07 10:20,sell,sell,2s,3.3989880084991455,1.2999999999999996,bull,,0.46292269865482416,0.19449445108242014,-25.89645776512535,229.39,16040.0
buy,16096,229.96,430.4251941844078,0.0,OPEN_LONG pred_ret=0.97% [bull] eff=buy raw=buy,2020/02/07 13:15,buy,buy,2,0.9708307981491089,-0.5,bull,,0.46292269865482416,0.19449445108242014,,,
sell,16116,229.27,430.4251941844078,0.0,CLOSE_LONG pred_ret=3.36% [bull] eff=sell raw=sell,2020/02/07 14:55,sell,sell,2s,3.360063314437866,1.2999999999999996,bull,,0.46292269865482416,0.19449445108242014,-296.9933839872404,229.96,16096.0
buy,16121,228.89,431.13978011559783,0.0,OPEN_LONG pred_ret=1.39% [bull] eff=buy raw=buy,2020/02/07 15:20,buy,buy,2s,1.3924890756607056,-0.5,bull,,0.46292269865482416,0.19449445108242014,,,
sell,16194,229.3,431.13978011559783,0.0,CLOSE_LONG pred_ret=1.15% [bull] eff=sell raw=sell,2020/02/10 05:40,sell,sell,2s,1.15485417842865,-0.5,bull,,0.4600434772611622,-0.39817888757456704,176.7673098474059,228.89,16121.0
buy,16603,233.22,423.89311199942796,0.0,OPEN_LONG pred_ret=0.82% [bull] eff=buy raw=buy,2020/02/12 08:10,buy,buy,2s,0.8234167098999023,-0.5,bull,,0.46325439034596644,0.037184853229315466,,,
sell,16613,233.37,423.89311199942796,0.0,CLOSE_LONG pred_ret=1.72% [bull] eff=sell raw=sell,2020/02/12 09:00,sell,sell,2,1.7161805629730225,1.2999999999999996,bull,,0.46325439034596644,0.037184853229315466,63.5839667999166,233.22,16603.0
buy,16626,233.04,424.493372585421,0.0,OPEN_LONG pred_ret=0.79% [bull] eff=buy raw=buy,2020/02/12 10:05,buy,buy,3a,0.7927573919296265,-0.5,bull,,0.46325439034596644,0.037184853229315466,,,
sell,16638,233.64,424.493372585421,0.0,CLOSE_LONG pred_ret=1.50% [bull] eff=sell raw=sell,2020/02/12 11:05,sell,sell,2,1.5034877061843872,1.2999999999999996,bull,,0.46325439034596644,0.037184853229315466,254.6960235512502,233.04,16626.0
buy,17053,233.64,424.493372585421,0.0,OPEN_LONG pred_ret=1.06% [bull] eff=buy raw=buy,2020/02/14 14:15,buy,buy,1p,1.0575244426727295,-0.5,bull,,0.4631152928935173,-0.31073082193773194,,,
sell,17099,234.62,424.493372585421,0.0,CLOSE_LONG pred_ret=1.48% [bull] eff=sell raw=sell,2020/02/14 18:35,sell,sell,2,1.4836302995681763,1.4499999999999995,bull,,0.4631152928935173,-0.31073082193773194,416.0035051337203,233.64,17053.0
buy,17329,235.5,422.90715531206575,0.0,OPEN_LONG pred_ret=2.43% [bull] eff=buy raw=buy,2020/02/19 06:45,buy,buy,3a,2.4303793907165527,-0.5,bull,,0.46686899841697194,-0.024352005748845683,,,
sell,17401,237.35,422.90715531206575,0.0,CLOSE_LONG pred_ret=1.45% [bull] eff=sell raw=sell,2020/02/19 12:45,sell,sell,1p,1.4510283470153809,1.4499999999999995,bull,,0.46686899841697194,-0.024352005748845683,782.3782373273192,235.5,17329.0
buy,17518,236.48,424.46301299610457,0.0,OPEN_LONG pred_ret=0.72% [bull] eff=buy raw=buy,2020/02/20 06:55,buy,buy,1p,0.7204217910766602,-0.5,bull,,0.46504857055231674,0.032056814557144646,,,
sell,17983,222.295,424.46301299610457,0.0,CLOSE_LONG pred_ret=1.33% [bull] eff=sell raw=sell,2020/02/24 14:25,sell,sell,1,1.328213095664978,1.1999999999999997,bull,,0.46898011480603774,0.3151908597157286,-6021.007839349744,236.48,17518.0
buy,17995,222.82,423.4629094065571,0.0,OPEN_LONG pred_ret=2.56% [bull] eff=buy raw=buy,2020/02/24 15:25,buy,buy,3a,2.5598270893096924,1.8999999999999995,bull,,0.46898011480603774,0.3151908597157286,,,
sell,18011,221.65,423.4629094065571,0.0,CLOSE_LONG pred_ret=1.32% [bull] eff=sell raw=sell,2020/02/24 16:45,sell,sell,1,1.3226163387298584,1.1999999999999997,bull,,0.46898011480603774,0.3151908597157286,-495.4516040056665,222.82,17995.0
buy,18070,221.5,423.74967887116657,0.0,OPEN_LONG pred_ret=2.58% [side] eff=buy raw=buy,2020/02/25 05:40,buy,buy,2s,2.581134796142578,0.3,side,,0.4694192460833345,0.3203849769051525,,,
sell,18080,222.44,423.74967887116657,0.0,CLOSE_LONG pred_ret=3.30% [side] eff=sell raw=sell,2020/02/25 06:30,sell,sell,2,3.295100450515747,0.3,side,,0.4694192460833345,0.3203849769051525,398.3246981388956,221.5,18070.0
buy,18116,222.62,423.4070549281389,0.0,OPEN_LONG pred_ret=2.17% [side] eff=buy raw=buy,2020/02/25 09:30,buy,buy,1,2.1717641353607178,0.3,side,,0.4694192460833345,0.3203849769051525,,,
sell,18117,223.29,423.4070549281389,0.0,CLOSE_LONG pred_ret=3.09% [side] eff=sell raw=sell,2020/02/25 09:35,sell,sell,2s,3.0863542556762695,0.3,side,,0.4694192460833345,0.3203849769051525,283.68272680184776,222.62,18116.0
buy,18126,221.015,427.7653611515243,0.0,OPEN_LONG pred_ret=2.99% [side] eff=buy raw=buy,2020/02/25 10:20,buy,buy,1,2.989300012588501,0.3,side,,0.4694192460833345,0.3203849769051525,,,
sell,18143,219.9,427.7653611515243,0.0,CLOSE_LONG pred_ret=2.98% [side] eff=sell raw=sell,2020/02/25 11:45,sell,sell,3a,2.979030132293701,0.3,side,,0.4694192460833345,0.3203849769051525,-476.9583776839413,221.015,18126.0
buy,18154,218.98,429.56253044670837,0.0,OPEN_LONG pred_ret=2.90% [side] eff=buy raw=buy,2020/02/25 12:40,buy,buy,2,2.9019851684570312,0.3,side,,0.4694192460833345,0.3203849769051525,,,
sell,18297,217.56,429.56253044670837,0.0,CLOSE_LONG pred_ret=3.33% [bear] eff=sell raw=sell,2020/02/26 08:35,sell,sell,1p,3.327695369720459,0.3,bear,,0.477533218795197,0.48944296322935327,-609.9787932343205,218.98,18154.0
buy,18301,216.62,431.42657244938545,0.0,OPEN_LONG pred_ret=2.55% [bear] eff=buy raw=buy,2020/02/26 08:55,buy,buy,2s,2.5548837184906006,0.3,bear,,0.477533218795197,0.48944296322935327,,,
sell,18305,216.98,431.42657244938545,0.0,CLOSE_LONG pred_ret=3.16% [bear] eff=sell raw=sell,2020/02/26 09:15,sell,sell,2,3.163166046142578,0.3,bear,,0.477533218795197,0.48944296322935327,155.3135660817724,216.62,18301.0
buy,18328,218.94,427.56434498066886,0.0,OPEN_LONG pred_ret=2.97% [bear] eff=buy raw=buy,2020/02/26 11:10,buy,buy,3a,2.9676129817962646,0.3,bear,,0.477533218795197,0.48944296322935327,,,
sell,18364,216.8962,427.56434498066886,0.0,CLOSE_LONG pred_ret=3.21% [bear] eff=sell raw=sell,2020/02/26 14:10,sell,sell,2,3.207444429397583,0.3,bear,,0.477533218795197,0.48944296322935327,-873.8560082714929,218.94,18328.0
buy,18385,216.43,428.4853379004581,0.0,OPEN_LONG pred_ret=2.89% [bear] eff=buy raw=buy,2020/02/26 15:55,buy,buy,2s,2.8885533809661865,0.3,bear,,0.477533218795197,0.48944296322935327,,,
sell,18414,215.9,428.4853379004581,0.0,CLOSE_LONG pred_ret=3.27% [bear] eff=sell raw=sell,2020/02/26 18:20,sell,sell,2s,3.2667245864868164,0.3,bear,,0.477533218795197,0.48944296322935327,-227.09722908724328,216.43,18385.0
buy,18418,215.64,429.0019683394032,0.0,OPEN_LONG pred_ret=2.56% [bear] eff=buy raw=buy,2020/02/26 18:40,buy,buy,1p,2.5598435401916504,0.3,bear,,0.477533218795197,0.48944296322935327,,,
sell,18428,215.61,429.0019683394032,0.0,CLOSE_LONG pred_ret=3.07% [bear] eff=sell raw=sell,2020/02/26 19:30,sell,sell,2s,3.071106195449829,0.3,bear,,0.477533218795197,0.48944296322935327,-12.870059050170392,215.64,18418.0
buy,18445,214.58,431.0612097756488,0.0,OPEN_LONG pred_ret=2.15% [side] eff=buy raw=buy,2020/02/27 04:55,buy,buy,2,2.1471736431121826,-0.5,side,,0.466492109131254,0.13310168091079952,,,
sell,18532,213.245,431.0612097756488,0.0,CLOSE_LONG pred_ret=2.62% [side] eff=sell raw=sell,2020/02/27 12:10,sell,sell,1p,2.6173126697540283,-0.5,side,,0.466492109131254,0.13310168091079952,-575.4667150504946,214.58,18445.0
buy,18547,212.11,433.3678170694839,0.0,OPEN_LONG pred_ret=2.33% [side] eff=buy raw=buy,2020/02/27 13:25,buy,buy,2s,2.333405017852783,-0.5,side,,0.466492109131254,0.13310168091079952,,,
sell,18598,203.77,433.3678170694839,0.0,CLOSE_LONG pred_ret=2.54% [side] eff=sell raw=sell,2020/02/27 17:40,sell,sell,2,2.544950246810913,-0.5,side,,0.466492109131254,0.13310168091079952,-3614.2875943594972,212.11,18547.0
buy,18626,200.9,439.55878588476224,0.0,OPEN_LONG pred_ret=2.72% [bear] eff=buy raw=buy,2020/02/28 04:00,buy,buy,1,2.7211880683898926,-0.5,bear,,0.47001285714545027,0.37758664353114113,,,
sell,18641,201.0,439.55878588476224,0.0,CLOSE_LONG pred_ret=2.59% [bear] eff=sell raw=sell,2020/02/28 05:15,sell,sell,3a,2.5900092124938965,-0.5,bear,,0.47001285714545027,0.37758664353114113,43.95587858847372,200.9,18626.0
buy,18674,202.59,436.10896866991067,0.0,OPEN_LONG pred_ret=2.71% [bear] eff=buy raw=buy,2020/02/28 08:00,buy,buy,2,2.708761215209961,-0.5,bear,,0.47001285714545027,0.37758664353114113,,,
sell,18714,202.84,436.10896866991067,0.0,CLOSE_LONG pred_ret=3.04% [bear] eff=sell raw=sell,2020/02/28 11:20,sell,sell,3a,3.037649393081665,-0.5,bear,,0.47001285714545027,0.37758664353114113,109.02724216747767,202.59,18674.0
buy,18722,202.9,435.98000593890924,0.0,OPEN_LONG pred_ret=2.63% [bear] eff=buy raw=buy,2020/02/28 12:00,buy,buy,2,2.6289141178131104,-0.5,bear,,0.47001285714545027,0.37758664353114113,,,
sell,18734,204.71,435.98000593890924,0.0,CLOSE_LONG pred_ret=2.84% [bear] eff=sell raw=sell,2020/02/28 13:00,sell,sell,2s,2.841625690460205,-0.5,bear,,0.47001285714545027,0.37758664353114113,789.1238107494268,202.9,18722.0
buy,18740,202.39,440.9776521357484,0.0,OPEN_LONG pred_ret=3.05% [bear] eff=buy raw=buy,2020/02/28 13:30,buy,buy,2s,3.0462183952331543,-0.5,bear,,0.47001285714545027,0.37758664353114113,,,
sell,18752,203.17,440.9776521357484,0.0,CLOSE_LONG pred_ret=2.74% [bear] eff=sell raw=sell,2020/02/28 14:30,sell,sell,2s,2.740309238433838,-0.5,bear,,0.47001285714545027,0.37758664353114113,343.96256866588425,202.39,18740.0
buy,18763,201.34,444.985743441045,0.0,OPEN_LONG pred_ret=3.20% [bear] eff=buy raw=buy,2020/02/28 15:25,buy,buy,2s,3.199721336364746,-0.5,bear,,0.47001285714545027,0.37758664353114113,,,
sell,18770,207.49,444.985743441045,0.0,CLOSE_LONG pred_ret=2.80% [bear] eff=sell raw=sell,2020/02/28 16:00,sell,sell,2s,2.804227113723755,-0.5,bear,,0.47001285714545027,0.37758664353114113,2736.662322162429,201.34,18763.0
buy,18826,207.71,444.51442832113247,0.0,OPEN_LONG pred_ret=2.78% [bear] eff=buy raw=buy,2020/03/02 04:40,buy,buy,3a,2.7808637619018555,-0.5,bear,,0.46780264421551665,0.5222576105708497,,,
sell,18836,208.42,444.51442832113247,0.0,CLOSE_LONG pred_ret=2.83% [bear] eff=sell raw=sell,2020/03/02 05:30,sell,sell,2,2.8349833488464355,2.3999999999999995,bear,,0.46780264421551665,0.5222576105708497,315.60524410799496,207.71,18826.0
buy,18842,206.62,448.38688002463664,0.0,OPEN_LONG pred_ret=2.76% [bear] eff=buy raw=buy,2020/03/02 06:00,buy,buy,1p,2.7586092948913574,-0.5,bear,,0.46780264421551665,0.5222576105708497,,,
sell,18925,212.85,448.38688002463664,0.0,CLOSE_LONG pred_ret=2.64% [bear] eff=sell raw=sell,2020/03/02 12:55,sell,sell,1p,2.6424403190612793,2.3999999999999995,bear,,0.46780264421551665,0.5222576105708497,2793.4502625534815,206.62,18842.0
buy,18930,211.47,451.3129399595399,0.0,OPEN_LONG pred_ret=2.76% [bear] eff=buy raw=buy,2020/03/02 13:20,buy,buy,2s,2.756303310394287,-0.5,bear,,0.46780264421551665,0.5222576105708497,,,
sell,18938,211.85,451.3129399595399,0.0,CLOSE_LONG pred_ret=2.84% [bear] eff=sell raw=sell,2020/03/02 14:00,sell,sell,2,2.8391809463500977,2.3999999999999995,bear,,0.46780264421551665,0.5222576105708497,171.4989171846231,211.47,18930.0
buy,18944,210.81,453.53942569341365,0.0,OPEN_LONG pred_ret=2.77% [bear] eff=buy raw=buy,2020/03/02 14:30,buy,buy,2s,2.7669975757598877,-0.5,bear,,0.46780264421551665,0.5222576105708497,,,
sell,18951,211.22,453.53942569341365,0.0,CLOSE_LONG pred_ret=2.45% [bear] eff=sell raw=sell,2020/03/02 15:05,sell,sell,2s,2.45139217376709,2.3999999999999995,bear,,0.46780264421551665,0.5222576105708497,185.95116453429804,210.81,18944.0
buy,18970,215.22,445.11010823790923,0.0,OPEN_LONG pred_ret=2.44% [bear] eff=buy raw=buy,2020/03/02 16:40,buy,buy,2s,2.4419147968292236,-0.5,bear,,0.46780264421551665,0.5222576105708497,,,
sell,18998,216.69,445.11010823790923,0.0,CLOSE_LONG pred_ret=2.80% [bear] eff=sell raw=sell,2020/03/02 19:00,sell,sell,1,2.8048899173736572,2.3999999999999995,bear,,0.46780264421551665,0.5222576105708497,654.311859109726,215.22,18970.0
buy,19034,216.58,445.33617764369995,0.0,OPEN_LONG pred_ret=1.32% [side] eff=buy raw=buy,2020/03/03 06:00,buy,buy,3a,1.3181874752044678,-0.5,side,,0.4702265305508066,0.36117927471669053,,,
sell,19052,216.74,445.33617764369995,0.0,CLOSE_LONG pred_ret=8.56% [side] eff=sell raw=sell,2020/03/03 07:30,sell,sell,1p,8.55588436126709,-0.5,side,,0.4702265305508066,0.36117927471669053,71.25378842299047,216.58,19034.0
buy,19053,215.64,447.6078795329973,0.0,OPEN_LONG pred_ret=0.97% [side] eff=buy raw=buy,2020/03/03 07:35,buy,buy,2,0.9723131656646729,-0.5,side,,0.4702265305508066,0.36117927471669053,,,
sell,19082,218.98,447.6078795329973,0.0,CLOSE_LONG pred_ret=9.33% [side] eff=sell raw=sell,2020/03/03 10:00,sell,sell,1p,9.330032348632812,-0.5,side,,0.4702265305508066,0.36117927471669053,1495.0103176402124,215.64,19053.0
buy,19098,213.14,459.87225982985717,0.0,OPEN_LONG pred_ret=1.06% [side] eff=buy raw=buy,2020/03/03 11:20,buy,buy,2s,1.055999994277954,-0.5,side,,0.4702265305508066,0.36117927471669053,,,
sell,19104,214.97,459.87225982985717,0.0,CLOSE_LONG pred_ret=8.35% [side] eff=sell raw=sell,2020/03/03 11:50,sell,sell,2,8.34740924835205,-0.5,side,,0.4702265305508066,0.36117927471669053,841.5662354886443,213.14,19098.0
buy,19112,213.9,462.17269609922573,0.0,OPEN_LONG pred_ret=1.09% [side] eff=buy raw=buy,2020/03/03 12:30,buy,buy,2s,1.0924794673919678,-0.5,side,,0.4702265305508066,0.36117927471669053,,,
sell,19145,211.97,462.17269609922573,0.0,CLOSE_LONG pred_ret=8.34% [side] eff=sell raw=sell,2020/03/03 15:15,sell,sell,2s,8.341508865356445,-0.5,side,,0.4702265305508066,0.36117927471669053,-891.9933034715089,213.9,19112.0
buy,19150,210.96,464.38541141521085,0.0,OPEN_LONG pred_ret=1.55% [side] eff=buy raw=buy,2020/03/03 15:40,buy,buy,2,1.5540107488632202,-0.5,side,,0.4702265305508066,0.36117927471669053,,,
sell,19190,209.11,464.38541141521085,0.0,CLOSE_LONG pred_ret=8.26% [side] eff=sell raw=sell,2020/03/03 19:00,sell,sell,3a,8.258352279663086,-0.5,side,,0.4702265305508066,0.36117927471669053,-859.1130111181375,210.96,19150.0
buy,19224,213.48,454.87930195350737,0.0,OPEN_LONG pred_ret=3.19% [bear] eff=buy raw=buy,2020/03/04 05:50,buy,buy,2,3.1880416870117188,-0.5,bear,,0.46753286743997813,0.30688564155096304,,,
sell,19239,214.4,454.87930195350737,0.0,CLOSE_LONG pred_ret=7.89% [bear] eff=sell raw=sell,2020/03/04 07:05,sell,sell,1p,7.886629104614258,-0.5,bear,,0.46753286743997813,0.30688564155096304,418.48895779723404,213.48,19224.0
buy,19606,204.76,476.2947955598358,0.0,OPEN_LONG pred_ret=2.32% [bear] eff=buy raw=buy,2020/03/06 05:40,buy,buy,1,2.3213183879852295,-0.5,bear,,0.46396135872030436,0.19465685818547834,,,
sell,19623,205.54,476.2947955598358,0.0,CLOSE_LONG pred_ret=8.38% [bear] eff=sell raw=sell,2020/03/06 07:05,sell,sell,2,8.384133338928223,-0.5,bear,,0.46396135872030436,0.19465685818547834,371.50994053667245,204.76,19606.0
buy,19631,204.24,479.3264408508061,0.0,OPEN_LONG pred_ret=1.45% [bear] eff=buy raw=buy,2020/03/06 07:45,buy,buy,1p,1.4538469314575195,-0.5,bear,,0.46396135872030436,0.19465685818547834,,,
sell,19653,206.19,479.3264408508061,0.0,CLOSE_LONG pred_ret=8.52% [bear] eff=sell raw=sell,2020/03/06 09:35,sell,sell,2s,8.518241882324219,-0.5,bear,,0.46396135872030436,0.19465685818547834,934.6865596590665,204.24,19631.0
buy,19672,206.33,479.0012060244642,0.0,OPEN_LONG pred_ret=1.89% [bear] eff=buy raw=buy,2020/03/06 11:10,buy,buy,2,1.8943827152252197,-0.5,bear,,0.46396135872030436,0.19465685818547834,,,
