date,action,p_day
2019-05-28,FORCE_BUY,0.2779984163053822
2019-05-29,FREE,0.2351579191980572
2019-05-30,FORCE_SELL,0.20521704274416352
2019-05-31,FREE,0.2534774678949741
2019-06-03,FORCE_SELL,0.26910353822425725
2019-06-04,FORCE_BUY,0.25801612332216084
2019-06-05,FREE,0.24912107326969504
2019-06-06,FORCE_SELL,0.2696605376272805
2019-06-07,FORCE_BUY,0.2267232058034044
2019-06-10,FREE,0.2876688905756423
2019-06-11,FORCE_SELL,0.28141821581444765
2019-06-12,FORCE_BUY,0.2825709801643492
2019-06-13,FORCE_BUY,0.20447386081061467
2019-06-14,FREE,0.2165488257526225
2019-06-17,FORCE_BUY,0.23612528961385806
2019-06-18,FORCE_SELL,0.2714494267631855
2019-06-19,FREE,0.25931238603494977
2019-06-20,FORCE_SELL,0.2654815120425603
2019-06-21,FORCE_BUY,0.2687747636520324
2019-06-24,FREE,0.25620708051619145
2019-06-25,FORCE_BUY,0.27215627657516667
2019-06-26,FORCE_SELL,0.24358611874718297
2019-06-27,FREE,0.193582697363321
2019-06-28,FORCE_BUY,0.17628792770184223
2019-07-01,FORCE_BUY,0.2641291889302726
2019-07-02,FREE,0.18053551291771927
2019-07-03,FORCE_SELL,0.1647341109484878
2019-07-05,FORCE_BUY,0.2217047823780031
2019-07-08,FREE,0.17741005360201378
2019-07-09,FORCE_SELL,0.1809994297943861
2019-07-10,FORCE_BUY,0.2115661197455335
2019-07-11,FORCE_SELL,0.2576926417389262
2019-07-12,FREE,0.20284758796739896
2019-07-15,FORCE_BUY,0.2009081443820805
2019-07-16,FORCE_SELL,0.24067230537315246
2019-07-17,FREE,0.2766984818413054
2019-07-18,FORCE_BUY,0.20165329142925584
2019-07-19,FORCE_SELL,0.25548023004979775
2019-07-22,FREE,0.20476126196311187
2019-07-23,FORCE_BUY,0.19990937698249925
2019-07-24,FORCE_SELL,0.2019592183274388
2019-07-25,FORCE_SELL,0.2571157483363408
2019-07-26,FREE,0.23487964661203062
2019-07-29,FREE,0.22215594944530026
2019-07-30,FORCE_BUY,0.23110050009485597
2019-07-31,FORCE_SELL,0.26783597955653426
2019-08-01,FORCE_BUY,0.31066828307606226
2019-08-02,FREE,0.26228538535859497
2019-08-05,FORCE_SELL,0.27471085108877596
2019-08-06,FORCE_BUY,0.2771585405661479
2019-08-07,FREE,0.26277352593329234
2019-08-08,FORCE_SELL,0.262304953442137
2019-08-09,FORCE_BUY,0.2798957863340644
2019-08-12,FREE,0.25723309198642674
2019-08-13,FORCE_SELL,0.23131461813188348
2019-08-14,FORCE_BUY,0.3507237474131754
2019-08-15,FREE,0.40301750486610044
2019-08-16,FREE,0.9999950825212598
2019-08-19,FORCE_SELL,1.0
2019-08-20,FORCE_BUY,1.0
2019-08-21,FREE,0.9999999952038422
2019-08-22,FREE,1.0
2019-08-23,FORCE_BUY,0.6840868489486471
2019-08-26,FORCE_SELL,0.7759572827701762
2019-08-27,FREE,0.7981766600964466
2019-08-28,FORCE_SELL,0.6666666666666673
2019-08-29,FORCE_BUY,0.6666666668460062
2019-08-30,FORCE_SELL,0.6666666686177884
2019-09-03,FREE,0.6666666802094064
2019-09-04,FORCE_BUY,0.6666666782252938
2019-09-05,FREE,0.6711177814817019
2019-09-06,FORCE_SELL,0.6666666666687379
2019-09-09,FORCE_SELL,0.6666667412107614
2019-09-10,FORCE_BUY,0.6666667590017328
2019-09-11,FORCE_SELL,0.6672919114942605
2019-09-12,FREE,0.6667183221228911
2019-09-13,FREE,0.9696820033518502
2019-09-16,FORCE_SELL,0.8887642944026554
2019-09-17,FORCE_BUY,0.13898665650569955
2019-09-18,FREE,0.15425590857432278
2019-09-19,FORCE_BUY,0.33086557887871776
2019-09-20,FORCE_BUY,0.09482376260439479
2019-09-23,FORCE_SELL,0.1791115443378896
2019-09-24,FREE,0.1922473333186009
2019-09-25,FORCE_BUY,0.18576701449793662
2019-09-26,FORCE_SELL,0.16592889930308272
2019-09-27,FORCE_BUY,0.19435127823216927
2019-09-30,FREE,0.16213320152639957
2019-10-01,FORCE_SELL,0.16813067288558967
2019-10-02,FREE,0.17964232875343225
2019-10-03,FORCE_BUY,0.19786633739115603
2019-10-04,FORCE_SELL,0.1875833141163352
2019-10-07,FREE,0.23730739466791131
2019-10-08,FORCE_BUY,0.27945711116920213
2019-10-09,FORCE_SELL,0.03728978026912226
2019-10-10,FREE,0.03697187531846782
2019-10-11,FORCE_SELL,0.25507971929606826
2019-10-14,FORCE_BUY,0.23972564885379857
2019-10-15,FREE,0.26025805622608295
2019-10-16,FORCE_BUY,0.25063301660696163
2019-10-17,FORCE_BUY,0.07545665365827814
2019-10-18,FORCE_BUY,0.7422884730635585
2019-10-21,FORCE_SELL,0.11120039269690789
2019-10-22,FREE,0.2552267458634367
2019-10-23,FORCE_BUY,0.2147923351773061
2019-10-24,FORCE_SELL,0.23293655838425942
2019-10-25,FREE,0.2407499555668351
2019-10-28,FORCE_BUY,0.2361550488738873
2019-10-29,FORCE_SELL,0.23849792443953202
2019-10-30,FREE,0.21453463263249994
2019-10-31,FORCE_SELL,0.22432221720212295
2019-11-01,FORCE_BUY,0.21046616807986604
2019-11-04,FREE,0.22225605493188402
2019-11-05,FORCE_BUY,0.22525017864635896
2019-11-06,FORCE_SELL,0.21274144551222632
2019-11-07,FREE,0.2584283951117155
2019-11-08,FORCE_BUY,0.23403047416520184
2019-11-11,FORCE_SELL,0.21767442672332857
2019-11-12,FORCE_SELL,0.22805076101504418
2019-11-13,FREE,0.21789330465868248
2019-11-14,FORCE_BUY,0.20691856708349174
2019-11-15,FREE,0.19081108410198963
2019-11-18,FORCE_SELL,0.21593104398578492
2019-11-19,FORCE_BUY,0.2380292973246517
2019-11-20,FORCE_SELL,0.25046526315028195
2019-11-21,FREE,0.23245498654218943
2019-11-22,FORCE_BUY,0.2416578897191692
2019-11-25,FORCE_SELL,0.23169706523237923
2019-11-26,FORCE_BUY,0.20660113650679138
2019-11-27,FREE,0.19659196814499189
2019-11-29,FORCE_BUY,0.24017561784527588
2019-12-02,FORCE_SELL,0.31661568177287175
2019-12-03,FREE,0.1970618892730338
2019-12-04,FORCE_SELL,0.2079002482541654
2019-12-05,FORCE_BUY,0.1872926720487819
2019-12-06,FORCE_BUY,0.18776285652660343
2019-12-09,FREE,0.2264287023879382
2019-12-10,FORCE_SELL,0.20420100947651945
2019-12-11,FREE,0.1725212307645503
2019-12-12,FORCE_BUY,0.23518733719583815
2019-12-13,FORCE_SELL,0.2091835489856241
2019-12-16,FREE,0.2078196548487853
2019-12-17,FORCE_SELL,0.20082482823790107
2019-12-18,FORCE_BUY,0.225670996676922
2019-12-19,FREE,0.17792718698802398
2019-12-20,FORCE_SELL,0.21259689515758237
2019-12-23,FORCE_SELL,0.20572092352076768
2019-12-24,FORCE_BUY,0.19596679585218335
2019-12-26,FORCE_BUY,0.20387794508216653
2019-12-27,FREE,0.2531621819925103
2019-12-30,FREE,0.24570499253814596
2019-12-31,FORCE_BUY,0.23987904917087452
2020-01-02,FORCE_SELL,0.24424867785116897
2020-01-03,FORCE_BUY,0.23019977323889096
2020-01-06,FREE,0.2259860634526417
2020-01-07,FORCE_SELL,0.2308150026222158
2020-01-08,FREE,0.2430768561619784
2020-01-09,FORCE_BUY,0.21978702419637894
2020-01-10,FREE,0.23118335483335695
2020-01-13,FORCE_SELL,0.22276163381915617
2020-01-14,FORCE_BUY,0.22844979625568843
2020-01-15,FREE,0.2225829915568911
2020-01-16,FORCE_SELL,0.2155014217037233
2020-01-17,FORCE_BUY,0.22058185220319879
2020-01-21,FORCE_SELL,0.22245288723311518
2020-01-22,FREE,0.24454328072937317
2020-01-23,FORCE_BUY,0.22862616563748048
2020-01-24,FORCE_SELL,0.2695698712734856
2020-01-27,FREE,0.2519741850673905
2020-01-28,FORCE_BUY,0.2309443441254777
2020-01-29,FORCE_SELL,0.23251484771831232
2020-01-30,FREE,0.2194047580297407
2020-01-31,FORCE_SELL,0.26101070467069726
2020-02-03,FORCE_BUY,0.22417847933504118
2020-02-04,FREE,0.2286807259811162
2020-02-05,FREE,0.23308494120505274
2020-02-06,FORCE_SELL,0.2150520842962024
2020-02-07,FORCE_BUY,0.23481534938714113
2020-02-10,FORCE_SELL,0.20576862541380633
2020-02-11,FORCE_BUY,0.21815420800140106
2020-02-12,FREE,0.20126928930365262
2020-02-13,FORCE_SELL,0.20640676936312666
2020-02-14,FREE,0.2033960234774358
2020-02-18,FORCE_BUY,0.2030782435204019
2020-02-19,FORCE_SELL,0.21020008043026905
2020-02-20,FREE,0.22770657466359376
2020-02-21,FORCE_BUY,0.22167065547275874
2020-02-24,FORCE_SELL,0.2323247753866955
2020-02-25,FORCE_BUY,0.2639252496997025
2020-02-26,FREE,0.25514120131225404
2020-02-27,FORCE_BUY,0.29221656837308263
2020-02-28,FORCE_SELL,0.2477587713882845
2020-03-02,FREE,0.2522038057135393
2020-03-03,FORCE_BUY,0.23085612606949665
2020-03-04,FORCE_SELL,0.2184303392330893
2020-03-05,FREE,0.23169974895234158
2020-03-06,FORCE_BUY,0.19979068526590915
2020-03-09,FORCE_SELL,0.21653589617792798
2020-03-10,FREE,0.20762933717859736
2020-03-11,FORCE_BUY,0.2047927275359033
2020-03-12,FORCE_SELL,0.26757547651407637
2020-03-13,FREE,0.2616340172916855
2020-03-16,FORCE_BUY,0.26070922692575954
2020-03-17,FORCE_SELL,0.2119805209983602
2020-03-18,FREE,0.24076231124671102
2020-03-19,FORCE_BUY,0.19537428580022023
2020-03-20,FORCE_SELL,0.1753309898973523
2020-03-23,FREE,0.16367605872523436
2020-03-24,FORCE_BUY,0.18306878609282115
2020-03-25,FORCE_SELL,0.18436100868943828
2020-03-26,FREE,0.2008673028964828
2020-03-27,FORCE_BUY,0.21118498808666195
2020-03-30,FORCE_SELL,0.22079420323236162
2020-03-31,FREE,0.24273582383432543
2020-04-01,FORCE_SELL,0.2733504280761788
2020-04-02,FORCE_BUY,0.27824506207843647
2020-04-03,FREE,0.2588856041138694
2020-04-06,FORCE_SELL,0.27272489754549945
2020-04-07,FORCE_BUY,0.24289961481599484
2020-04-08,FREE,0.2430615585028878
2020-04-09,FORCE_SELL,0.2115443309011041
2020-04-13,FORCE_BUY,0.20305012355946614
2020-04-14,FREE,0.2230692844372817
2020-04-15,FORCE_SELL,0.19623412327835177
2020-04-16,FORCE_BUY,0.18452892242739594
2020-04-17,FREE,0.18709602133453976
2020-04-20,FORCE_SELL,0.19905406748203092
2020-04-21,FORCE_BUY,0.19592050766984437
2020-04-22,FREE,0.18644241383145888
2020-04-23,FORCE_SELL,0.19671873474986767
2020-04-24,FORCE_BUY,0.17236568684215758
2020-04-27,FREE,0.17641717853123126
2020-04-28,FORCE_SELL,0.1780087475023794
2020-04-29,FORCE_BUY,0.1628781657771683
2020-04-30,FREE,0.1589967829216267
2020-05-01,FORCE_SELL,0.16206531875644273
2020-05-04,FORCE_BUY,0.16681442505912125
2020-05-05,FREE,0.17118080114664047
2020-05-06,FORCE_SELL,0.173699577517164
2020-05-07,FORCE_BUY,0.15318646746624143
2020-05-08,FREE,0.1512617145176161
2020-05-11,FORCE_SELL,0.16357519130704057
2020-05-12,FORCE_BUY,0.17345712586926135
2020-05-13,FREE,0.16558354996272548
2020-05-14,FORCE_SELL,0.1580193697440104
2020-05-15,FORCE_BUY,0.1617157473060757
2020-05-18,FREE,0.16286683954803058
2020-05-19,FORCE_SELL,0.16397109119107356
2020-05-20,FORCE_BUY,0.15348505421534062
2020-05-21,FREE,0.17062181460112322
2020-05-22,FORCE_SELL,0.15459267837665058
2020-05-26,FORCE_BUY,0.18092915199838347
2020-05-27,FORCE_SELL,0.16677963696592243
2020-05-28,FREE,0.17602753303114693
2020-05-29,FORCE_BUY,0.15248325737689147
2020-06-01,FREE,0.15199033266471318
2020-06-02,FORCE_SELL,0.1470624327774995
2020-06-03,FORCE_BUY,0.1569634504112724
2020-06-04,FORCE_SELL,0.16750803393258404
2020-06-05,FREE,0.1653555782710244
2020-06-08,FORCE_BUY,0.16396685622663518
2020-06-09,FREE,0.17434152140048473
2020-06-10,FORCE_SELL,0.16536019815624659
2020-06-11,FORCE_BUY,0.1976806267541015
2020-06-12,FREE,0.18582090604098858
2020-06-15,FORCE_SELL,0.18139502256893092
2020-06-16,FORCE_BUY,0.17934009478455262
2020-06-17,FREE,0.17289835762971983
2020-06-18,FORCE_SELL,0.16335157470615905
2020-06-19,FORCE_BUY,0.18483501446338005
2020-06-22,FREE,0.1713112954273993
2020-06-23,FORCE_SELL,0.1934605283427384
2020-06-24,FORCE_BUY,0.19964798933469755
2020-06-25,FREE,0.18948747754542775
2020-06-26,FORCE_BUY,0.1947937461916622
2020-06-29,FORCE_SELL,0.19472517309173834
2020-06-30,FREE,0.20484645103639654
2020-07-01,FORCE_BUY,0.1998233675568805
2020-07-02,FORCE_SELL,0.23759027470930263
2020-07-06,FREE,0.19819985599647813
2020-07-07,FORCE_SELL,0.21148318149411227
2020-07-08,FORCE_BUY,0.19172977405917677
2020-07-09,FREE,0.19812193502366107
2020-07-10,FORCE_SELL,0.19629573304770723
2020-07-13,FORCE_BUY,0.21330758302341904
2020-07-14,FREE,0.19554082570380524
2020-07-15,FORCE_SELL,0.18734891197525969
2020-07-16,FORCE_BUY,0.17339125861229213
2020-07-17,FREE,0.1785635494252169
2020-07-20,FORCE_SELL,0.18880910382160696
2020-07-21,FREE,0.1879805307261789
2020-07-22,FORCE_BUY,0.17289587990409416
2020-07-23,FORCE_BUY,0.18014200478393258
2020-07-24,FORCE_SELL,0.1635462089224158
2020-07-27,FREE,0.16552012777599914
2020-07-28,FORCE_SELL,0.16864242655349374
2020-07-29,FORCE_BUY,0.1592615772102741
2020-07-30,FREE,0.15872605931751146
2020-07-31,FORCE_BUY,0.16212529878389606
2020-08-03,FORCE_SELL,0.1639337933512016
2020-08-04,FORCE_BUY,0.16001834712065544
2020-08-05,FREE,0.1574503489552148
2020-08-06,FORCE_SELL,0.16806927711632222
2020-08-07,FORCE_BUY,0.180159724729094
2020-08-10,FREE,0.16678979052982412
2020-08-11,FORCE_SELL,0.19000226966437728
2020-08-12,FORCE_BUY,0.17443007396103447
2020-08-13,FREE,0.18532995675280775
2020-08-14,FORCE_SELL,0.17939093326612932
2020-08-17,FORCE_BUY,0.16707900669876252
2020-08-18,FREE,0.1754083074614626
2020-08-19,FORCE_SELL,0.19449265616967085
2020-08-20,FORCE_BUY,0.18008590962468882
2020-08-21,FORCE_SELL,0.17720351103810614
2020-08-24,FREE,0.2042775720152946
2020-08-25,FORCE_BUY,0.18546078812903974
2020-08-26,FREE,0.2064718319230807
2020-08-27,FORCE_SELL,0.23847024849308673
2020-08-28,FORCE_BUY,0.2056970576231222
2020-08-31,FREE,0.19825304870537652
2020-09-01,FORCE_BUY,0.18653054748048226
2020-09-02,FORCE_SELL,0.21316748776965108
2020-09-03,FREE,0.24862817886007207
2020-09-04,FORCE_BUY,0.2370318243935532
2020-09-08,FORCE_SELL,0.21233528743259752
2020-09-09,FREE,0.20395109726317817
2020-09-10,FORCE_BUY,0.21443955723126437
2020-09-11,FORCE_SELL,0.19224907497544896
2020-09-14,FREE,0.1927364735220799
2020-09-15,FORCE_BUY,0.18494621969674743
2020-09-16,FORCE_SELL,0.20379892481416692
2020-09-17,FREE,0.1843375593703808
2020-09-18,FORCE_BUY,0.1911951855745226
2020-09-21,FORCE_SELL,0.19842095495421117
2020-09-22,FREE,0.18841290236247407
2020-09-23,FORCE_BUY,0.20614114783016693
2020-09-24,FORCE_SELL,0.19745106167786755
2020-09-25,FORCE_BUY,0.20651354841169944
2020-09-28,FREE,0.19569649238926834
2020-09-29,FORCE_BUY,0.20237608027177786
2020-09-30,FORCE_SELL,0.2080280407672713
2020-10-01,FREE,0.19431123903391048
2020-10-02,FORCE_BUY,0.21960956196126477
2020-10-05,FORCE_SELL,0.20244746423226187
2020-10-06,FREE,0.20283392385898366
2020-10-07,FORCE_BUY,0.1912570178189578
2020-10-08,FORCE_SELL,0.17599237056492942
2020-10-09,FREE,0.17549401477461787
2020-10-12,FORCE_SELL,0.21894956846815183
2020-10-13,FORCE_BUY,0.20318464549944415
2020-10-14,FREE,0.22329330457567234
2020-10-15,FREE,0.20001298613972154
2020-10-16,FORCE_BUY,0.22638954645486367
2020-10-19,FORCE_SELL,0.20610089180623367
2020-10-20,FORCE_BUY,0.20087728400602076
2020-10-21,FREE,0.1939045148952098
2020-10-22,FORCE_BUY,0.17742266983128277
2020-10-23,FORCE_SELL,0.15567476585332737
2020-10-26,FREE,0.19850355790732163
2020-10-27,FORCE_SELL,0.17669903272751372
2020-10-28,FORCE_BUY,0.20147006743882023
2020-10-29,FREE,0.186983236488205
2020-10-30,FORCE_SELL,0.1847849352144596
2020-11-02,FORCE_BUY,0.17552759297876674
2020-11-03,FREE,0.17498424043931637
2020-11-04,FORCE_SELL,0.22402200516970447
2020-11-05,FORCE_BUY,0.20490226529831732
2020-11-06,FREE,0.19087080849975865
2020-11-09,FORCE_SELL,0.24295324369369645
2020-11-10,FORCE_BUY,0.18534177358002624
2020-11-11,FORCE_BUY,0.17575832516449483
2020-11-12,FREE,0.19597090825124094
2020-11-13,FORCE_SELL,0.1887022489834296
2020-11-16,FORCE_SELL,0.1708292276621937
2020-11-17,FREE,0.1807405145079608
2020-11-18,FORCE_BUY,0.20078128626134925
2020-11-19,FORCE_SELL,0.1751683004604677
2020-11-20,FREE,0.17264625571592004
2020-11-23,FORCE_BUY,0.1846219596270957
2020-11-24,FREE,0.17512651164510887
2020-11-25,FORCE_SELL,0.17403585272505395
2020-11-27,FORCE_BUY,0.1749657231827729
2020-11-30,FORCE_SELL,0.18736579113700488
2020-12-01,FREE,0.2138355799341948
2020-12-02,FORCE_BUY,0.19833539168477765
2020-12-03,FREE,0.19209918200964834
2020-12-04,FORCE_SELL,0.19189677573202632
2020-12-07,FORCE_BUY,0.17172556882154932
2020-12-08,FREE,0.18215580897627293
2020-12-09,FORCE_SELL,0.25248127103654555
2020-12-10,FREE,0.17744189752991393
2020-12-11,FORCE_BUY,0.17154770588784066
2020-12-14,FORCE_SELL,0.18132509801434551
2020-12-15,FORCE_BUY,0.16595983610464918
2020-12-16,FORCE_SELL,0.16397739985812657
2020-12-17,FREE,0.16250186805824318
2020-12-18,FORCE_BUY,0.176427449878256
2020-12-21,FREE,0.19916650846959158
2020-12-22,FORCE_SELL,0.16044228797773977
2020-12-23,FORCE_BUY,0.18297968714363258
2020-12-24,FREE,0.1470991668382786
2020-12-28,FORCE_BUY,0.15480364274218048
2020-12-29,FORCE_SELL,0.19071833796049575
2020-12-30,FREE,0.1636559977640802
2020-12-31,FORCE_SELL,0.157254314142286
2021-01-04,FORCE_BUY,0.20875046196316002
2021-01-05,FREE,0.1578076034654235
2021-01-06,FORCE_SELL,0.1989075960577993
2021-01-07,FORCE_BUY,0.16915860846805722
2021-01-08,FREE,0.1599801658478662
2021-01-11,FORCE_SELL,0.18374188637084132
2021-01-12,FREE,0.1737378043355792
2021-01-13,FORCE_BUY,0.17255075739572479
2021-01-14,FORCE_SELL,0.21651341040244423
2021-01-15,FREE,0.2118851626628404
2021-01-19,FORCE_BUY,0.18756520639590146
2021-01-20,FORCE_SELL,0.21130752122769778
2021-01-21,FORCE_BUY,0.20843563425340772
2021-01-22,FREE,0.22954086158589151
2021-01-25,FORCE_SELL,0.2398436077269742
2021-01-26,FREE,0.2302179471189467
2021-01-27,FORCE_BUY,0.26908931371201983
2021-01-28,FORCE_SELL,0.258664984045666
2021-01-29,FREE,0.24439839446393727
2021-02-01,FREE,0.23259610629649932
2021-02-02,FORCE_BUY,0.20975924832146897
2021-02-03,FORCE_SELL,0.2621479894626963
2021-02-04,FORCE_BUY,0.22718163571393302
2021-02-05,FORCE_SELL,0.21020520132699513
2021-02-08,FREE,0.19897672754418252
2021-02-09,FORCE_BUY,0.21221005439211008
2021-02-10,FORCE_SELL,0.21054341315306369
2021-02-11,FREE,0.2088157953487907
2021-02-12,FORCE_SELL,0.2020139531244827
2021-02-16,FORCE_BUY,0.21428683554650196
2021-02-17,FREE,0.1906389405643154
2021-02-18,FORCE_SELL,0.19160278992900692
2021-02-19,FORCE_BUY,0.20767895473864906
2021-02-22,FREE,0.2097560997105231
2021-02-23,FORCE_SELL,0.21921500775016112
2021-02-24,FORCE_BUY,0.19974445453942355
2021-02-25,FREE,0.2335300833221271
2021-02-26,FORCE_SELL,0.19383757268455462
2021-03-01,FORCE_BUY,0.19346343365562865
2021-03-02,FREE,0.1996486831665366
2021-03-03,FORCE_SELL,0.20491258149199196
2021-03-04,FORCE_BUY,0.21403742590196015
2021-03-05,FREE,0.20078016240414429
2021-03-08,FORCE_SELL,0.22095684555350262
2021-03-09,FORCE_BUY,0.2221357144925512
2021-03-10,FREE,0.21569286382229982
2021-03-11,FORCE_SELL,0.2211818828393736
2021-03-12,FORCE_BUY,0.2126782226914743
2021-03-15,FREE,0.21845625281864112
2021-03-16,FORCE_SELL,0.2572244068137139
2021-03-17,FORCE_BUY,0.23962350354266712
2021-03-18,FREE,0.25930182606710733
2021-03-19,FORCE_SELL,0.25022467253661046
2021-03-22,FORCE_BUY,0.2425224827078535
2021-03-23,FORCE_SELL,0.2633182616012459
2021-03-24,FREE,0.2703803930304268
2021-03-25,FORCE_BUY,0.24982146536524277
2021-03-26,FORCE_SELL,0.23031371956938465
2021-03-29,FORCE_BUY,0.24109930662876836
2021-03-30,FREE,0.21591924221784134
2021-03-31,FORCE_SELL,0.26035857411818614
2021-04-01,FORCE_BUY,0.2245424985772415
2021-04-05,FREE,0.26400087222235424
2021-04-06,FORCE_SELL,0.25674358087300725
2021-04-07,FORCE_BUY,0.24774381691798408
2021-04-08,FREE,0.2326822442109119
2021-04-09,FORCE_SELL,0.2406923520750358
2021-04-12,FORCE_BUY,0.23537824721064493
2021-04-13,FREE,0.23684206745692893
2021-04-14,FORCE_SELL,0.2519671572683256
2021-04-15,FORCE_BUY,0.21869048872633068
2021-04-16,FREE,0.20363475155630426
2021-04-19,FORCE_BUY,0.23965135424430428
2021-04-20,FORCE_SELL,0.1830593892150013
2021-04-21,FREE,0.1764570263863161
2021-04-22,FORCE_BUY,0.19141278479878865
2021-04-23,FORCE_SELL,0.18010833811894447
2021-04-26,FORCE_BUY,0.16241620211423835
2021-04-27,FREE,0.17384845195659557
2021-04-28,FREE,0.1686311870779981
2021-04-29,FORCE_BUY,0.1690093548775328
2021-04-30,FORCE_SELL,0.16620011870675813
2021-05-03,FORCE_SELL,0.17785496400909273
2021-05-04,FREE,0.17361585788834077
2021-05-05,FORCE_BUY,0.16536817683655844
2021-05-06,FORCE_SELL,0.15282834970600845
2021-05-07,FREE,0.16432893925865752
2021-05-10,FORCE_BUY,0.1866467440697375
2021-05-11,FREE,0.16515686634701068
2021-05-12,FORCE_SELL,0.18165782716525222
2021-05-13,FORCE_BUY,0.16847908526901512
2021-05-14,FORCE_SELL,0.1593139610397382
2021-05-17,FREE,0.15476596403436785
2021-05-18,FREE,0.17865946180131376
2021-05-19,FORCE_SELL,0.1671460661341848
2021-05-20,FORCE_BUY,0.16865670587200773
2021-05-21,FORCE_BUY,0.18911777189114362
2021-05-24,FREE,0.18511226399905553
2021-05-25,FORCE_SELL,0.20904501425816657
2021-05-26,FORCE_SELL,0.19373535689748048
2021-05-27,FORCE_BUY,0.20948789545048643
2021-05-28,FREE,0.216173376943528
2021-06-01,FORCE_BUY,0.20839103028928888
2021-06-02,FORCE_SELL,0.19845738950817052
2021-06-03,FREE,0.21140989500439936
2021-06-04,FREE,0.1890281389329885
2021-06-07,FORCE_SELL,0.19133830337328508
2021-06-08,FORCE_BUY,0.20957443036322967
2021-06-09,FORCE_BUY,0.21574251386602647
2021-06-10,FORCE_SELL,0.19285189198579855
2021-06-11,FREE,0.1761747248876588
2021-06-14,FREE,0.20224618213086853
2021-06-15,FORCE_BUY,0.2110031748132993
2021-06-16,FORCE_SELL,0.233677821080473
2021-06-17,FORCE_BUY,0.22107612388704248
2021-06-18,FREE,0.22221587213460836
2021-06-21,FORCE_SELL,0.22192174151537403
2021-06-22,FORCE_BUY,0.1968026294164625
2021-06-23,FREE,0.21397926683314497
2021-06-24,FORCE_SELL,0.20858910980681858
2021-06-25,FORCE_BUY,0.22342401244510127
2021-06-28,FORCE_SELL,0.20409430960799202
2021-06-29,FREE,0.20846392835485583
2021-06-30,FREE,0.16360061143580248
2021-07-01,FORCE_BUY,0.17285462447859626
2021-07-02,FORCE_SELL,0.17225129197796993
2021-07-06,FORCE_BUY,0.182446171651508
2021-07-07,FREE,0.18444633533859098
2021-07-08,FORCE_SELL,0.17991209896533555
2021-07-09,FORCE_BUY,0.17210034118560116
2021-07-12,FREE,0.16404571398189924
2021-07-13,FORCE_SELL,0.20422877110670845
2021-07-14,FREE,0.18924337141002087
2021-07-15,FORCE_BUY,0.18420363038008683
2021-07-16,FORCE_SELL,0.20009263991870652
2021-07-19,FREE,0.17062049498560708
2021-07-20,FORCE_SELL,0.18792110955594402
2021-07-21,FORCE_BUY,0.16436396788405905
2021-07-22,FREE,0.16780598110026326
2021-07-23,FORCE_BUY,0.1731310513874399
2021-07-26,FORCE_SELL,0.18461650705712007
2021-07-27,FREE,0.18600165970855317
2021-07-28,FORCE_BUY,0.17166630730603294
2021-07-29,FORCE_SELL,0.175769429395051
2021-07-30,FORCE_BUY,0.16893613163454788
2021-08-02,FREE,0.18303755872545346
2021-08-03,FORCE_SELL,0.17309478798462455
2021-08-04,FORCE_SELL,0.17208931832920107
2021-08-05,FORCE_BUY,0.15494691995791596
2021-08-06,FREE,0.17495357807812684
2021-08-09,FORCE_BUY,0.16446380005081832
2021-08-10,FORCE_SELL,0.18148154290889043
2021-08-11,FREE,0.17242361476742432
2021-08-12,FORCE_BUY,0.15390237286893135
2021-08-13,FORCE_SELL,0.15120212674714018
2021-08-16,FREE,0.15985729334714682
2021-08-17,FORCE_BUY,0.16370418820187146
2021-08-18,FORCE_SELL,0.17506362093199423
2021-08-19,FREE,0.15792342104834703
2021-08-20,FORCE_SELL,0.1514454411457268
2021-08-23,FORCE_BUY,0.15234655215629947
2021-08-24,FREE,0.1559987998125377
2021-08-25,FORCE_BUY,0.16552938739612358
2021-08-26,FORCE_SELL,0.17109748006956157
2021-08-27,FREE,0.16296358996369262
2021-08-30,FREE,0.15927074997552187
2021-08-31,FORCE_BUY,0.16338726811736948
2021-09-01,FORCE_SELL,0.17454767355875545
2021-09-02,FORCE_BUY,0.17205833404842788
2021-09-03,FREE,0.17322083566350835
2021-09-07,FREE,0.1726138448896147
2021-09-08,FORCE_SELL,0.1740182155889647
2021-09-09,FORCE_BUY,0.18759194301609303
2021-09-10,FORCE_SELL,0.20421508459356694
2021-09-13,FREE,0.1743419371190326
2021-09-14,FORCE_SELL,0.17929721451934358
2021-09-15,FORCE_BUY,0.16595968480941123
2021-09-16,FREE,0.1594807572035051
2021-09-17,FORCE_BUY,0.18391456028505324
2021-09-20,FORCE_BUY,0.169273045384527
2021-09-21,FORCE_SELL,0.16039848449227526
2021-09-22,FREE,0.16220873091825327
2021-09-23,FORCE_SELL,0.16814810144471445
2021-09-24,FORCE_BUY,0.15861475272216818
2021-09-27,FREE,0.15874829393923673
2021-09-28,FORCE_BUY,0.19233830720989642
2021-09-29,FORCE_SELL,0.18522744713739647
2021-09-30,FREE,0.18345389265183484
2021-10-01,FORCE_SELL,0.15531376576367176
2021-10-04,FORCE_BUY,0.15507026462122273
2021-10-05,FREE,0.1698585572919641
2021-10-06,FORCE_SELL,0.1618318342106069
2021-10-07,FORCE_BUY,0.18098665171462222
2021-10-08,FREE,0.18324331810171993
2021-10-11,FREE,0.1894136872248389
