side,seen_idx,exec_px,qty,reason,pred_ret,prob,gate,pnl,entry_px,entry_idx
sell,13352,159.37,626.7021964572568,SELL_EXIT pred=2.52 prob=0.254,2.520651340484619,0.25448816896959314,TRADE,0.0,159.37,13317.0
buy,13373,159.68,625.4855276139342,BUY pred=1.53 prob=0.201,1.5271490812301636,0.20062816296695893,TRADE,,,
sell,13382,159.92,625.4855276139342,SELL_EXIT pred=2.91 prob=0.201,2.911982774734497,0.20062816296695893,TRADE,150.11652662733212,159.68,13373.0
buy,13394,159.78,626.0335810240352,BUY pred=1.56 prob=0.201,1.5566940307617188,0.20062816296695893,TRADE,,,
sell,13407,159.57,626.0335810240352,SELL_EXIT pred=2.74 prob=0.201,2.7368640899658203,0.20062816296695893,TRADE,-131.4670520150524,159.78,13394.0
buy,13413,159.77,625.2499125242867,BUY pred=1.68 prob=0.201,1.6825274229049683,0.20062816296695893,TRADE,,,
sell,13423,159.91,625.2499125242867,SELL_EXIT pred=3.74 prob=0.201,3.7425849437713623,0.20062816296695893,TRADE,87.53498775339162,159.77,13413.0
buy,13467,162.26,616.1944626633717,BUY pred=1.60 prob=0.201,1.5993576049804688,0.20062816296695893,TRADE,,,
sell,13472,162.33,616.1944626633717,SELL_EXIT pred=3.09 prob=0.201,3.093533754348755,0.20062816296695893,TRADE,43.13361238644933,162.26,13467.0
buy,13484,161.99,617.4877901360894,BUY pred=1.76 prob=0.201,1.7622607946395874,0.20062816296695893,TRADE,,,
sell,13493,162.2,617.4877901360894,SELL_EXIT pred=3.23 prob=0.201,3.226862668991089,0.20062816296695893,TRADE,129.67243592856613,161.99,13484.0
buy,13542,162.19,617.525862014142,BUY pred=1.39 prob=0.201,1.392859697341919,0.20062816296695893,TRADE,,,
sell,28273,180.19,617.525862014142,SELL_EXIT pred=4.70 prob=0.219,4.697909355163574,0.2194818124279896,TRADE,11115.465516254557,162.19,13542.0
buy,28511,183.18,607.4461462841372,BUY pred=0.37 prob=0.292,0.36639106273651123,0.2924876066670788,TRADE,,,
sell,28518,183.33,607.4461462841372,SELL_EXIT pred=4.61 prob=0.292,4.608432769775391,0.2924876066670788,TRADE,91.11692194262403,183.18,28511.0
buy,29143,180.61,616.5943303154359,BUY pred=3.03 prob=0.212,3.030163526535034,0.21217007150990977,TRADE,,,
sell,29149,181.23,616.5943303154359,SELL_EXIT pred=1.55 prob=0.212,1.547383427619934,0.21217007150990977,TRADE,382.2884847955555,180.61,29143.0
buy,29172,181.27,616.4582693389223,BUY pred=1.88 prob=0.212,1.875659465789795,0.21217007150990977,TRADE,,,
sell,29197,181.72,616.4582693389223,SELL_EXIT pred=2.13 prob=0.212,2.125058650970459,0.21217007150990977,TRADE,277.406221202508,181.27,29172.0
buy,29204,181.16,618.3638590432157,BUY pred=2.88 prob=0.212,2.8804919719696045,0.21217007150990977,TRADE,,,
sell,29209,181.6,618.3638590432157,SELL_EXIT pred=1.93 prob=0.212,1.9335249662399292,0.21217007150990977,TRADE,272.0800979790135,181.16,29204.0
buy,29219,181.78,617.7515502379138,BUY pred=1.90 prob=0.212,1.9033454656600952,0.21217007150990977,TRADE,,,
sell,29248,182.06,617.7515502379138,SELL_EXIT pred=2.07 prob=0.212,2.0714235305786133,0.21217007150990977,TRADE,172.97043406661655,181.78,29219.0
buy,29316,181.11,620.9919233411439,BUY pred=2.76 prob=0.279,2.762326240539551,0.2789505852978813,TRADE,,,
sell,29386,181.57,620.9919233411439,SELL_EXIT pred=1.67 prob=0.279,1.671427607536316,0.2789505852978813,TRADE,285.6562847369135,181.11,29316.0
buy,29394,181.15,622.4317058849102,BUY pred=2.83 prob=0.279,2.8254902362823486,0.2789505852978813,TRADE,,,
sell,29401,181.445,622.4317058849102,SELL_EXIT pred=1.65 prob=0.279,1.6454353332519531,0.2789505852978813,TRADE,183.61735323604074,181.15,29394.0
buy,29413,181.075,623.7035530818033,BUY pred=3.18 prob=0.279,3.1827967166900635,0.2789505852978813,TRADE,,,
sell,29437,181.65,623.7035530818033,SELL_EXIT pred=1.80 prob=0.279,1.800936222076416,0.2789505852978813,TRADE,358.6295430220475,181.075,29413.0
buy,29449,181.44,624.4254321941665,BUY pred=1.99 prob=0.279,1.9921170473098755,0.2789505852978813,TRADE,,,
sell,29475,181.07,624.4254321941665,SELL_EXIT pred=1.29 prob=0.279,1.2892814874649048,0.2789505852978813,TRADE,-231.03740991184446,181.44,29449.0
buy,29484,180.88,625.0813412615973,BUY pred=2.94 prob=0.279,2.9389150142669678,0.2789505852978813,TRADE,,,
sell,29544,178.83,625.0813412615973,SELL_EXIT pred=1.33 prob=0.238,1.334747076034546,0.23765610118800398,TRADE,-1281.416749586264,180.88,29484.0
buy,29562,178.84,625.0463892742757,BUY pred=2.79 prob=0.238,2.7929158210754395,0.23765610118800398,TRADE,,,
sell,29576,178.61,625.0463892742757,SELL_EXIT pred=1.37 prob=0.238,1.3678871393203735,0.23765610118800398,TRADE,-143.76066953307702,178.84,29562.0
buy,29590,177.985,627.2412595908553,BUY pred=3.51 prob=0.238,3.505345344543457,0.23765610118800398,TRADE,,,
sell,29632,178.04,627.2412595908553,SELL_EXIT pred=1.26 prob=0.238,1.2638071775436401,0.23765610118800398,TRADE,34.498269277483494,177.985,29590.0
buy,31631,184.35,605.7718137106367,BUY pred=1.79 prob=0.225,1.789422869682312,0.22506032569994314,TRADE,,,
sell,31724,184.28,605.7718137106367,SELL_EXIT pred=2.61 prob=0.307,2.6110498905181885,0.3067996537348757,TRADE,-42.404026959740435,184.35,31631.0
buy,31746,184.57,604.8200131689665,BUY pred=0.76 prob=0.307,0.756739616394043,0.3067996537348757,TRADE,,,
sell,31760,184.58,604.8200131689665,SELL_EXIT pred=2.33 prob=0.307,2.33300518989563,0.3067996537348757,TRADE,6.048200131701354,184.57,31746.0
buy,31900,182.79,610.7428088556696,BUY pred=1.00 prob=0.316,1.0019705295562744,0.3158658654300865,TRADE,,,
sell,31926,182.66,610.7428088556696,SELL_EXIT pred=2.14 prob=0.316,2.1385903358459473,0.3158658654300865,TRADE,-79.39656515123427,182.79,31900.0
buy,31938,182.55,611.1108269820685,BUY pred=1.08 prob=0.316,1.0846421718597412,0.3158658654300865,TRADE,,,
sell,31960,182.59,611.1108269820685,SELL_EXIT pred=2.70 prob=0.316,2.7023978233337402,0.3158658654300865,TRADE,24.444433079277875,182.55,31938.0
buy,31968,182.6,611.0773597954868,BUY pred=1.25 prob=0.316,1.2500847578048706,0.3158658654300865,TRADE,,,
sell,31999,182.6,611.0773597954868,SELL_EXIT pred=2.77 prob=0.316,2.771810531616211,0.3158658654300865,TRADE,0.0,182.6,31968.0
buy,32103,183.1,609.4086613798793,BUY pred=0.79 prob=0.268,0.7912529706954956,0.268459055425365,TRADE,,,
sell,32113,183.54,609.4086613798793,SELL_EXIT pred=2.38 prob=0.268,2.3839352130889893,0.268459055425365,TRADE,268.1398110071455,183.1,32103.0
buy,32205,183.03,611.1067350142765,BUY pred=0.79 prob=0.268,0.788419783115387,0.268459055425365,TRADE,,,
sell,32221,183.45,611.1067350142765,SELL_EXIT pred=2.29 prob=0.268,2.2943546772003174,0.268459055425365,TRADE,256.6648287059885,183.03,32205.0
buy,32245,183.0,612.6094564938198,BUY pred=1.20 prob=0.268,1.2028625011444092,0.268459055425365,TRADE,,,
sell,32254,182.99,612.6094564938198,SELL_EXIT pred=2.45 prob=0.268,2.445558547973633,0.268459055425365,TRADE,-6.126094564932627,183.0,32245.0
buy,32266,182.96,612.7099062297993,BUY pred=1.14 prob=0.268,1.1407344341278076,0.268459055425365,TRADE,,,
sell,32305,182.19,612.7099062297993,SELL_EXIT pred=2.26 prob=0.318,2.2572739124298096,0.31768132959974205,TRADE,-471.7866277969518,182.96,32266.0
buy,32322,182.27,612.4409821474029,BUY pred=0.85 prob=0.318,0.8504320979118347,0.31768132959974205,TRADE,,,
sell,32401,182.93,612.4409821474029,SELL_EXIT pred=2.76 prob=0.318,2.7577342987060547,0.31768132959974205,TRADE,404.2110482172838,182.27,32322.0
buy,32410,182.59,613.5814056860968,BUY pred=0.78 prob=0.318,0.7786163091659546,0.31768132959974205,TRADE,,,
sell,32423,182.64,613.5814056860968,SELL_EXIT pred=2.95 prob=0.318,2.9516355991363525,0.31768132959974205,TRADE,30.679070284294376,182.59,32410.0
buy,32431,182.52,613.9848122644571,BUY pred=0.79 prob=0.318,0.7879716157913208,0.31768132959974205,TRADE,,,
sell,32439,182.88,613.9848122644571,SELL_EXIT pred=1.16 prob=0.276,1.1599777936935425,0.2761469570964014,TRADE,221.03453241519549,182.52,32431.0
buy,32458,182.95,613.7498904997208,BUY pred=0.70 prob=0.276,0.7014454007148743,0.2761469570964014,TRADE,,,
sell,32477,182.9,613.7498904997208,SELL_EXIT pred=1.36 prob=0.276,1.3636088371276855,0.2761469570964014,TRADE,-30.687494524975573,182.95,32458.0
buy,32513,183.895,610.4290762250139,BUY pred=1.05 prob=0.276,1.0510156154632568,0.2761469570964014,TRADE,,,
sell,32521,184.145,610.4290762250139,SELL_EXIT pred=1.76 prob=0.276,1.7612292766571045,0.2761469570964014,TRADE,152.60726905625347,183.895,32513.0
buy,32579,183.64,612.1077229441037,BUY pred=0.83 prob=0.276,0.82517009973526,0.2761469570964014,TRADE,,,
sell,32591,183.96,612.1077229441037,SELL_EXIT pred=1.39 prob=0.276,1.3872334957122803,0.2761469570964014,TRADE,195.87447134212638,183.64,32579.0
buy,32622,183.57,613.4081642577618,BUY pred=0.45 prob=0.276,0.451873242855072,0.2761469570964014,TRADE,,,
sell,32627,184.7,613.4081642577618,SELL_EXIT pred=1.25 prob=0.328,1.2509509325027466,0.3283151308006972,TRADE,693.151225611268,183.57,32622.0
buy,38957,184.0,615.7417822739598,BUY pred=2.90 prob=0.218,2.9010298252105713,0.2184049325073541,TRADE,,,
sell,38997,181.84,615.7417822739598,SELL_EXIT pred=0.73 prob=0.218,0.7256280779838562,0.2184049325073541,TRADE,-1330.002249711751,184.0,38957.0
buy,39011,182.32,614.1206981609085,BUY pred=2.80 prob=0.218,2.8042008876800537,0.2184049325073541,TRADE,,,
sell,39039,183.65,614.1206981609085,SELL_EXIT pred=0.74 prob=0.218,0.7421287298202515,0.2184049325073541,TRADE,816.7805285540161,182.32,39011.0
buy,39047,182.9063,616.6177229392912,BUY pred=2.50 prob=0.218,2.502424716949463,0.2184049325073541,TRADE,,,
sell,39054,184.11,616.6177229392912,SELL_EXIT pred=0.74 prob=0.218,0.7427399158477783,0.2184049325073541,TRADE,742.222753102041,182.9063,39047.0
buy,39069,183.99,617.0198867892434,BUY pred=2.72 prob=0.218,2.716822385787964,0.2184049325073541,TRADE,,,
sell,39081,183.91,617.0198867892434,SELL_EXIT pred=0.68 prob=0.218,0.6782646775245667,0.2184049325073541,TRADE,-49.361590943147185,183.99,39069.0
buy,39088,183.77,617.489946016269,BUY pred=3.05 prob=0.218,3.051119565963745,0.2184049325073541,TRADE,,,
sell,39093,184.09,617.489946016269,SELL_EXIT pred=0.34 prob=0.218,0.34323376417160034,0.2184049325073541,TRADE,197.59678272520185,183.77,39088.0
buy,39105,183.87,618.2287712086526,BUY pred=3.00 prob=0.218,3.0020315647125244,0.2184049325073541,TRADE,,,
sell,39168,185.25,618.2287712086526,SELL_EXIT pred=0.75 prob=0.248,0.7543802261352539,0.248028413371857,TRADE,853.1557042679377,183.87,39105.0
buy,39176,185.0,619.0642154940697,BUY pred=2.53 prob=0.248,2.530768632888794,0.248028413371857,TRADE,,,
sell,39182,185.76,619.0642154940697,SELL_EXIT pred=0.68 prob=0.248,0.675234317779541,0.248028413371857,TRADE,470.4888037754873,185.0,39176.0
buy,39264,188.15,611.2004712738685,BUY pred=2.87 prob=0.248,2.8732082843780518,0.248028413371857,TRADE,,,
sell,39286,187.08,611.2004712738685,SELL_EXIT pred=0.47 prob=0.248,0.4729325473308563,0.248028413371857,TRADE,-653.9845042630351,188.15,39264.0
buy,39482,186.28,613.8253390912354,BUY pred=2.76 prob=0.321,2.757326602935791,0.3205776553611905,TRADE,,,
sell,39496,185.91,613.8253390912354,SELL_EXIT pred=0.76 prob=0.321,0.7611801028251648,0.3205776553611905,TRADE,-227.11537546375988,186.28,39482.0
buy,39502,185.45,615.3479039657674,BUY pred=2.98 prob=0.321,2.981815814971924,0.3205776553611905,TRADE,,,
sell,39614,184.2,615.3479039657674,SELL_EXIT pred=0.51 prob=0.321,0.5086319446563721,0.3205776553611905,TRADE,-769.1848799572092,185.45,39502.0
buy,39679,183.64,617.2243732873794,BUY pred=2.92 prob=0.219,2.924833059310913,0.21906870751393312,TRADE,,,
sell,39730,184.28,617.2243732873794,SELL_EXIT pred=0.49 prob=0.219,0.48681867122650146,0.21906870751393312,TRADE,395.02359890393194,183.64,39679.0
buy,40420,187.01,608.2140394064397,BUY pred=1.66 prob=0.223,1.6584151983261108,0.22274346979851692,TRADE,,,
sell,40426,187.2,608.2140394064397,SELL_EXIT pred=2.68 prob=0.223,2.6827430725097656,0.22274346979851692,TRADE,115.56066748722216,187.01,40420.0
buy,40596,187.94,605.8192411242179,BUY pred=1.82 prob=0.223,1.821266770362854,0.22274346979851692,TRADE,,,
sell,40604,188.69,605.8192411242179,SELL_EXIT pred=4.32 prob=0.341,4.321442127227783,0.3412669652583272,TRADE,454.3644308431634,187.94,40596.0
buy,40644,188.21,607.3642878047323,BUY pred=1.77 prob=0.341,1.7682850360870361,0.3412669652583272,TRADE,,,
sell,40645,188.49,607.3642878047323,SELL_EXIT pred=3.99 prob=0.341,3.9913463592529297,0.3412669652583272,TRADE,170.06200058532573,188.21,40644.0
buy,40654,188.33,607.8802878368501,BUY pred=1.76 prob=0.341,1.756032943725586,0.3412669652583272,TRADE,,,
sell,40671,187.81,607.8802878368501,SELL_EXIT pred=3.14 prob=0.341,3.1406452655792236,0.3412669652583272,TRADE,-316.0977496751683,188.33,40654.0
buy,40711,187.7875,607.9531217926584,BUY pred=1.93 prob=0.341,1.9274542331695557,0.3412669652583272,TRADE,,,
sell,40759,186.78,607.9531217926584,SELL_EXIT pred=2.78 prob=0.341,2.777674913406372,0.3412669652583272,TRADE,-612.5127702060992,187.7875,40711.0
buy,40764,186.69,608.2462054123561,BUY pred=1.98 prob=0.341,1.9777663946151733,0.3412669652583272,TRADE,,,
sell,40844,188.78,608.2462054123561,SELL_EXIT pred=4.27 prob=0.271,4.274358749389648,0.2710570642014178,TRADE,1271.2345693118261,186.69,40764.0
buy,40903,188.42,609.4083359396274,BUY pred=1.85 prob=0.271,1.8480087518692017,0.2710570642014178,TRADE,,,
sell,40908,188.66,609.4083359396274,SELL_EXIT pred=4.23 prob=0.271,4.228030204772949,0.2710570642014178,TRADE,146.2580006255161,188.42,40903.0
buy,40914,188.27,610.6707210833914,BUY pred=1.88 prob=0.271,1.876085638999939,0.2710570642014178,TRADE,,,
sell,40922,188.55,610.6707210833914,SELL_EXIT pred=3.63 prob=0.271,3.632847547531128,0.2710570642014178,TRADE,170.9878019033503,188.27,40914.0
buy,40978,188.7,610.1852912574111,BUY pred=1.87 prob=0.339,1.8677091598510742,0.3389748803076735,TRADE,,,
sell,41001,188.36,610.1852912574111,SELL_EXIT pred=3.43 prob=0.339,3.4292824268341064,0.3389748803076735,TRADE,-207.4629990275045,188.7,40978.0
buy,41048,188.48,609.7968031687499,BUY pred=1.90 prob=0.339,1.8964544534683228,0.3389748803076735,TRADE,,,
sell,41078,187.8,609.7968031687499,SELL_EXIT pred=3.50 prob=0.339,3.500408172607422,0.3389748803076735,TRADE,-414.66182615473673,188.48,41048.0
buy,41096,188.085,608.872794933627,BUY pred=1.72 prob=0.339,1.7197860479354858,0.3389748803076735,TRADE,,,
sell,41116,188.7,608.872794933627,SELL_EXIT pred=4.48 prob=0.339,4.475937366485596,0.3389748803076735,TRADE,374.45676888416887,188.085,41096.0
buy,41117,188.02,611.074866524707,BUY pred=1.91 prob=0.339,1.9104290008544922,0.3389748803076735,TRADE,,,
sell,41139,188.05,611.074866524707,SELL_EXIT pred=3.53 prob=0.339,3.5348243713378906,0.3389748803076735,TRADE,18.332245995741903,188.02,41117.0
buy,41153,187.92,611.4975981799232,BUY pred=1.94 prob=0.339,1.9391262531280518,0.3389748803076735,TRADE,,,
sell,41162,188.88,611.4975981799232,SELL_EXIT pred=4.25 prob=0.304,4.249129295349121,0.30377255184479546,TRADE,587.0376942527312,187.92,41153.0
buy,41173,188.78,611.8215189332763,BUY pred=1.63 prob=0.304,1.6315233707427979,0.30377255184479546,TRADE,,,
sell,41196,188.77,611.8215189332763,SELL_EXIT pred=4.42 prob=0.304,4.4207763671875,0.30377255184479546,TRADE,-6.118215189327198,188.78,41173.0
buy,41221,186.19,620.2994152695342,BUY pred=2.58 prob=0.304,2.5780270099639893,0.30377255184479546,TRADE,,,
sell,41232,188.01,620.2994152695342,SELL_EXIT pred=3.63 prob=0.304,3.6318204402923584,0.30377255184479546,TRADE,1128.944935790548,186.19,41221.0
buy,41237,184.51,632.065975095253,BUY pred=2.74 prob=0.304,2.7428088188171387,0.30377255184479546,TRADE,,,
sell,41255,183.8388,632.065975095253,SELL_EXIT pred=3.17 prob=0.304,3.171482563018799,0.30377255184479546,TRADE,-424.2426824839331,184.51,41237.0
buy,41261,183.1,634.6163319625406,BUY pred=3.03 prob=0.304,3.0310957431793213,0.30377255184479546,TRADE,,,
sell,42072,188.58,634.6163319625406,SELL_EXIT pred=3.54 prob=0.290,3.541818618774414,0.2902273657909095,TRADE,3477.697499154734,183.1,41261.0
buy,42204,186.8916,640.3495281836953,BUY pred=1.21 prob=0.290,1.2140674591064453,0.2902273657909095,TRADE,,,
sell,42214,187.52,640.3495281836953,SELL_EXIT pred=2.42 prob=0.290,2.422607421875,0.2902273657909095,TRADE,402.3956435106336,186.8916,42204.0
buy,42254,185.62,646.9041241515275,BUY pred=1.47 prob=0.272,1.4729511737823486,0.27231141876539733,TRADE,,,
sell,42284,185.77,646.9041241515275,SELL_EXIT pred=2.45 prob=0.272,2.445744276046753,0.27231141876539733,TRADE,97.03561862273281,185.62,42254.0
buy,42317,186.26,645.2022932654853,BUY pred=1.03 prob=0.272,1.026574969291687,0.27231141876539733,TRADE,,,
sell,42323,187.11,645.2022932654853,SELL_EXIT pred=2.05 prob=0.272,2.049823760986328,0.27231141876539733,TRADE,548.4219492756772,186.26,42317.0
buy,42325,185.63,650.3463938636264,BUY pred=1.00 prob=0.272,0.9975665807723999,0.27231141876539733,TRADE,,,
sell,42440,188.35,650.3463938636264,SELL_EXIT pred=3.29 prob=0.204,3.2917027473449707,0.2042135751175464,TRADE,1768.9421913090632,185.63,42325.0
buy,45155,187.1,654.691305634495,BUY pred=2.93 prob=0.294,2.9312498569488525,0.2939212756113293,TRADE,,,
sell,45204,187.97,654.691305634495,SELL_EXIT pred=0.96 prob=0.294,0.9551706910133362,0.2939212756113293,TRADE,569.5814359020137,187.1,45155.0
buy,45214,187.35,656.8578848151377,BUY pred=2.51 prob=0.294,2.5096166133880615,0.2939212756113293,TRADE,,,
sell,45223,187.67,656.8578848151377,SELL_EXIT pred=1.97 prob=0.294,1.9678608179092407,0.2939212756113293,TRADE,210.19452314083958,187.35,45214.0
buy,45293,190.03,648.7003064950634,BUY pred=2.34 prob=0.294,2.3353946208953857,0.2939212756113293,TRADE,,,
sell,45300,190.02,648.7003064950634,SELL_EXIT pred=1.23 prob=0.294,1.2265980243682861,0.2939212756113293,TRADE,-6.487003064944734,190.03,45293.0
buy,45311,189.9,649.1102276997997,BUY pred=2.52 prob=0.294,2.523350954055786,0.2939212756113293,TRADE,,,
sell,45313,190.13,649.1102276997997,SELL_EXIT pred=1.35 prob=0.294,1.3516871929168701,0.2939212756113293,TRADE,149.29535237094728,189.9,45311.0
buy,45324,189.86,650.033327675987,BUY pred=2.61 prob=0.294,2.6122846603393555,0.2939212756113293,TRADE,,,
sell,45334,189.91,650.033327675987,SELL_EXIT pred=1.66 prob=0.294,1.6580214500427246,0.2939212756113293,TRADE,32.50166638378827,189.86,45324.0
buy,45721,187.74,657.5467628579243,BUY pred=2.42 prob=0.264,2.418372631072998,0.2635975614029347,TRADE,,,
sell,45742,188.11,657.5467628579243,SELL_EXIT pred=1.25 prob=0.264,1.2533657550811768,0.2635975614029347,TRADE,243.29230225743495,187.74,45721.0
buy,45780,188.83,655.0395676598217,BUY pred=2.43 prob=0.264,2.428757667541504,0.2635975614029347,TRADE,,,
sell,45812,189.12,655.0395676598217,SELL_EXIT pred=1.36 prob=0.264,1.3630746603012085,0.2635975614029347,TRADE,189.9614746213431,188.83,45780.0
buy,45958,187.44,660.910600916696,BUY pred=2.67 prob=0.345,2.673983097076416,0.3449911327497511,TRADE,,,
sell,46023,187.53,660.910600916696,SELL_EXIT pred=1.07 prob=0.345,1.0701770782470703,0.3449911327497511,TRADE,59.48195408250489,187.44,45958.0
buy,46033,187.54,660.875359869404,BUY pred=2.59 prob=0.345,2.59324049949646,0.3449911327497511,TRADE,,,
sell,46083,186.19,660.875359869404,SELL_EXIT pred=1.18 prob=0.277,1.178736925125122,0.27720965865765346,TRADE,-892.1817358236916,187.54,46033.0
buy,46103,185.395,663.709286949941,BUY pred=3.11 prob=0.277,3.1124422550201416,0.27720965865765346,TRADE,,,
sell,46407,186.23,663.709286949941,SELL_EXIT pred=0.58 prob=0.239,0.580083966255188,0.23896961145913562,TRADE,554.1972546031872,185.395,46103.0
buy,46413,185.9,664.8874691161243,BUY pred=2.95 prob=0.239,2.9503872394561768,0.23896961145913562,TRADE,,,
sell,46448,185.79,664.8874691161243,SELL_EXIT pred=0.88 prob=0.239,0.8819869160652161,0.23896961145913562,TRADE,-73.13762160278274,185.9,46413.0
buy,46480,187.33,659.4215709554514,BUY pred=2.65 prob=0.239,2.6463260650634766,0.23896961145913562,TRADE,,,
sell,46492,188.04,659.4215709554514,SELL_EXIT pred=1.23 prob=0.239,1.2331105470657349,0.23896961145913562,TRADE,468.18931537835704,187.33,46480.0
buy,46772,188.23,658.7559485866392,BUY pred=1.21 prob=0.343,1.2074333429336548,0.34277191716890437,TRADE,,,
sell,46776,188.18,658.7559485866392,SELL_EXIT pred=2.33 prob=0.343,2.3265573978424072,0.34277191716890437,TRADE,-32.937797429320725,188.23,46772.0
buy,46777,188.01,659.3516004735587,BUY pred=1.45 prob=0.343,1.4531437158584595,0.34277191716890437,TRADE,,,
sell,46926,185.5,659.3516004735587,SELL_EXIT pred=1.97 prob=0.343,1.9714632034301758,0.34277191716890437,TRADE,-1654.9725171886264,188.01,46777.0
buy,46934,185.42,659.6360796453735,BUY pred=2.73 prob=0.343,2.7326977252960205,0.34277191716890437,TRADE,,,
sell,47040,187.34,659.6360796453735,SELL_EXIT pred=2.54 prob=0.227,2.5377681255340576,0.22747247677911486,TRADE,1266.5012729191276,185.42,46934.0
buy,47058,187.28,659.8474111531624,BUY pred=1.48 prob=0.227,1.4789694547653198,0.22747247677911486,TRADE,,,
sell,47063,187.5138,659.8474111531624,SELL_EXIT pred=2.42 prob=0.227,2.4154772758483887,0.22747247677911486,TRADE,154.27232472761085,187.28,47058.0
buy,47114,186.69,662.7590952139475,BUY pred=1.68 prob=0.227,1.681594967842102,0.22747247677911486,TRADE,,,
sell,47129,185.04,662.7590952139475,SELL_EXIT pred=2.21 prob=0.227,2.2114481925964355,0.22747247677911486,TRADE,-1093.5525071030172,186.69,47114.0
buy,47225,189.13,648.4267063839096,BUY pred=1.04 prob=0.308,1.0398634672164917,0.3075515968097668,TRADE,,,
sell,47252,188.55,648.4267063839096,SELL_EXIT pred=3.31 prob=0.308,3.306328058242798,0.3075515968097668,TRADE,-376.08748970265725,189.13,47225.0
buy,47254,187.85,650.8429890268095,BUY pred=1.32 prob=0.308,1.3165557384490967,0.3075515968097668,TRADE,,,
sell,47271,188.585,650.8429890268095,SELL_EXIT pred=3.57 prob=0.308,3.574815273284912,0.3075515968097668,TRADE,478.36959693471385,187.85,47254.0
