date,timestamp,close,next_open,next_close,p_day,dp_minK,dp_maxK,regime,base_dir,action,action_id,position_after_action,equity_before,equity_after,reward,drawdown_rel,bh_equity
2014-07-11,2014-07-11,95.27,95.7,95.84,0.5,0.0,0.0,unknown,none,FREE,1.0,0,102468.6758309264,102468.6758309264,0.0007314524555903645,0.0,104439.81582986187
2014-07-14,2014-07-14,95.84,95.99,95.51,0.5,0.0,0.0,unknown,none,FORCE_BUY,0.0,1,102468.6758309264,101956.27907710991,-0.005000520887592397,0.0,105064.67879850912
2014-07-15,2014-07-15,95.51,96.2,95.89,0.5,0.0,0.0,unknown,none,FREE,1.0,1,101956.27907710991,102361.92650721462,-0.001611226611226646,0.00500052088759245,104702.91602718702
2014-07-16,2014-07-16,95.89,95.63,94.62,0.5,0.0,0.0,unknown,none,FORCE_SELL,2.0,0,102361.92650721462,102084.37826556402,0.0,0.0010417751849151528,105119.49133961851
2014-07-17,2014-07-17,94.62,95.11,96.12,0.5,0.0,0.0,unknown,none,FORCE_BUY,0.0,1,102084.37826556402,103168.44116166559,0.010619282935548258,0.003750390665694408,103727.25279543959
2014-07-18,2014-07-18,96.12,95.92,96.0,0.5,0.0,0.0,unknown,none,FREE,1.0,1,103168.44116166559,103039.64160965351,0.0004170141784820558,0.0,105371.62902872177
2014-07-21,2014-07-21,96.0,96.45,96.61,0.5,0.0,0.0,unknown,none,FORCE_BUY,0.0,1,103039.64160965351,103694.37266571485,0.001658890616899944,0.001248439450686719,105240.0789300592
2014-07-22,2014-07-22,96.61,96.95,97.23,0.5,0.0,0.0,unknown,none,FORCE_SELL,2.0,0,103694.37266571485,104059.30472974904,0.0,0.0,105908.79193159395
2014-07-23,2014-07-23,97.23,97.4,97.12,0.5,0.0,0.0,unknown,none,FORCE_SELL,2.0,0,104059.30472974904,104059.30472974904,0.0,0.0,106588.46744135057
2014-07-24,2014-07-24,97.12,96.62,96.74,0.5,0.0,0.0,unknown,none,FORCE_BUY,0.0,1,104059.30472974904,104188.54418915257,0.0012419788863589076,0.0,106467.87985090989
2014-07-25,2014-07-25,96.74,96.84,96.77,0.5,0.0,0.0,unknown,none,FREE,1.0,1,104188.54418915257,104220.85405400346,-0.0003614209004543789,0.0,106051.30453847839
2014-07-28,2014-07-28,96.77,96.98,96.6,0.5,0.0,0.0,unknown,none,FREE,1.0,1,104220.85405400346,104037.76481984844,-0.0019591668385234295,0.0,106084.19206314403
2014-07-29,2014-07-29,96.6,97.14,96.98,0.5,0.0,0.0,unknown,none,FORCE_SELL,2.0,0,104037.76481984844,104619.34238716438,0.0,0.001756742792187737,105897.82942337207
2014-07-30,2014-07-30,96.98,96.18,95.02,0.5,0.0,0.0,unknown,none,FORCE_BUY,0.0,1,104619.34238716438,103357.5578460008,-0.01206071948430043,0.0,106314.40473580356
2014-07-31,2014-07-31,95.02,94.82,94.67,0.5,0.0,0.0,unknown,none,FREE,1.0,1,103357.5578460008,102976.84699306353,-0.0007909723686985171,0.012060719484300503,104165.75312431484
2014-08-01,2014-08-01,94.67,94.87,95.32,0.5,0.0,0.0,unknown,none,FORCE_BUY,0.0,1,102976.84699306353,103683.88143423275,0.004743332981975268,0.01569972967352888,103782.06533654901
2014-08-04,2014-08-04,95.32,94.94,94.59,0.5,0.0,0.0,unknown,none,FORCE_SELL,2.0,0,103683.88143423275,103270.53822247229,0.0,0.008941567893533163,104494.62837097127
2014-08-05,2014-08-05,94.59,94.0,94.52,0.5,0.0,0.0,unknown,none,FORCE_SELL,2.0,0,103270.53822247229,103270.53822247229,0.0,0.01289249324183836,103694.36527077395
2014-08-06,2014-08-06,94.52,94.96,94.22,0.5,0.0,0.0,unknown,none,FREE,1.0,0,103270.53822247229,103270.53822247229,-0.003896377422072439,0.01289249324183836,103617.62771322079
2014-08-07,2014-08-07,94.22,94.37,94.9,0.5,0.0,0.0,unknown,none,FORCE_BUY,0.0,1,103270.53822247229,103850.52535035096,0.005616191586309327,0.01289249324183836,103288.75246656434
2014-08-08,2014-08-08,94.9,95.27,95.46,0.5,0.0,0.0,unknown,none,FORCE_SELL,2.0,0,103850.52535035096,104255.4220245304,0.0,0.007348708367600496,104034.20302565227
2014-08-11,2014-08-11,95.46,95.36,95.42,0.5,0.0,0.0,unknown,none,FREE,1.0,0,104255.4220245304,104255.4220245304,0.00031459731543626024,0.003478518927094901,104648.1034860776
2014-08-12,2014-08-12,95.42,95.81,96.43,0.5,0.0,0.0,unknown,none,FORCE_SELL,2.0,0,104255.4220245304,104255.4220245304,0.0,0.003478518927094901,104604.25345319009
2014-08-13,2014-08-13,96.43,96.56,96.93,0.5,0.0,0.0,unknown,none,FORCE_BUY,0.0,1,104255.4220245304,104654.90945358049,0.0038318144159072975,0.003478518927094901,105711.4667836001
2014-08-14,2014-08-14,96.93,97.49,97.4,0.5,0.0,0.0,unknown,none,FREE,1.0,1,104654.90945358049,105162.36645804952,-0.00046158580367211544,0.0,106259.59219469417
2014-08-15,2014-08-15,97.4,97.91,98.15,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,105162.36645804952,105713.01129268612,0.0,0.0,106774.83008112256
2014-08-18,2014-08-18,98.15,98.38,98.7,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,105713.01129268612,105713.01129268612,0.001626346818459079,0.0,107597.01819776367
2014-08-19,2014-08-19,98.7,98.62,98.7,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,105713.01129268612,105798.76510432082,0.0008111944838775642,0.0,108199.95614996711
2014-08-20,2014-08-20,98.7,98.75,98.9,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,105798.76510432082,105852.36123659251,0.0,0.0,108199.95614996711
2014-08-21,2014-08-21,98.9,98.94,99.05,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,105852.36123659251,105852.36123659251,0.0005558924600768123,0.0,108419.20631440474
2014-08-22,2014-08-22,99.05,99.52,99.4,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,105852.36123659251,105724.72575278634,-0.001205787781350387,0.0,108583.64393773294
2014-08-25,2014-08-25,99.4,99.55,99.5,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,105724.72575278634,105884.27010754406,0.0,0.0012057877813503534,108967.33172549879
2014-08-26,2014-08-26,99.5,99.53,99.52,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,105884.27010754406,105884.27010754406,-5.023610971566228e-05,0.0,109076.95680771761
2014-08-27,2014-08-27,99.52,99.18,99.41,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,105884.27010754406,105884.27010754406,0.0,0.0,109098.88182416136
2014-08-28,2014-08-28,99.41,99.63,99.78,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,105884.27010754406,106043.68635281287,0.001505570611261664,0.0,108978.29423372068
2014-08-29,2014-08-29,99.78,100.02,100.07,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,106043.68635281287,106351.8910936659,0.0002499500099979457,0.0,109383.90703793029
2014-09-02,2014-09-02,100.07,100.34,99.48,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,106351.8910936659,105724.85386227525,-0.00857085907913091,0.0,109701.81977636482
2014-09-03,2014-09-03,99.48,99.71,99.39,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,105724.85386227525,105969.29210502075,0.0,0.005895872888977581,109055.03179127385
2014-09-04,2014-09-04,99.39,99.54,99.89,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,105969.29210502075,106341.89861734501,0.0035161744022502717,0.003597481762766035,108956.36921727692
2014-09-05,2014-09-05,99.89,99.92,100.08,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,106341.89861734501,106544.17072403531,0.0008006405124099114,9.395673380253468e-05,109504.49462837097
2014-09-08,2014-09-08,100.08,100.09,99.25,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,106544.17072403531,106554.81662438744,0.0,0.0,109712.78228458672
2014-09-09,2014-09-09,99.25,99.38,100.07,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,106554.81662438744,107294.63171264289,0.0069430468907225595,0.0,108802.89410217058
2014-09-10,2014-09-10,100.07,99.64,99.99,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,107294.63171264289,107208.85605023647,0.00175632276194293,0.0,109701.81977636482
2014-09-11,2014-09-11,99.99,99.9,99.48,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,107208.85605023647,107112.35843002924,0.0,0.0007994403917257047,109614.11971058979
2014-09-12,2014-09-12,99.48,99.59,98.52,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,107112.35843002924,107112.35843002924,0.0,0.0016988108324171734,109055.03179127385
2014-09-15,2014-09-15,98.52,98.15,99.38,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,107112.35843002924,107112.35843002924,0.006265919510952567,0.0016988108324171734,108002.63100197325
2014-09-16,2014-09-16,99.38,99.36,99.53,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,107112.35843002924,107295.62232830928,0.00171095008051525,0.0016988108324171734,108945.40670905504
2014-09-17,2014-09-17,99.53,99.84,100.28,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,107295.62232830928,107629.8094369376,0.0,0.0,109109.84433238325
2014-09-18,2014-09-18,100.28,100.46,99.98,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,107629.8094369376,107115.55193614395,-0.004778021102926466,0.0,109932.03244902434
2014-09-19,2014-09-19,99.98,99.74,99.05,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,107115.55193614395,106119.17802835625,-0.0034589933827952613,0.0047780211029265765,109603.1572023679
2014-09-22,2014-09-22,99.05,98.65,98.78,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,106119.17802835625,105690.63011102822,0.0,0.014035436989846743,108583.64393773294
2014-09-23,2014-09-23,98.78,98.88,99.84,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,105690.63011102822,106716.7527334654,0.009708737864077666,0.018017121242285446,108287.65621574217
2014-09-24,2014-09-24,99.84,99.52,97.74,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,106716.7527334654,106374.71185931966,0.0,0.008483306885414325,109449.68208726158
2014-09-25,2014-09-25,97.74,98.06,98.78,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,106374.71185931966,106374.71185931966,0.0036712217009994275,0.011661245004371453,107147.55536066652
2014-09-26,2014-09-26,98.78,97.8,98.65,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,106374.71185931966,107299.23645114402,0.008691206543967267,0.011661245004371453,108287.65621574217
2014-09-29,2014-09-29,98.65,98.92,98.79,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,107299.23645114402,107451.51108979745,-0.0006570966437525194,0.0030713887492969075,108145.14360885772
2014-09-30,2014-09-30,98.79,98.51,97.21,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,107451.51108979745,107146.9618124906,0.0,0.0016565888955198933,108298.61872396404
2014-10-01,2014-10-01,97.21,97.17,97.21,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,107146.9618124906,107146.9618124906,0.0,0.004486188603073922,106566.54242490682
2014-10-02,2014-10-02,97.21,97.78,98.17,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,107146.9618124906,107574.32236788915,0.003988545714870062,0.004486188603073922,106566.54242490682
2014-10-03,2014-10-03,98.17,98.48,97.96,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,107574.32236788915,107344.20514575146,-0.0026401299756296237,0.0005155362565327598,107618.94321420742
2014-10-06,2014-10-06,97.96,97.5,96.57,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,107344.20514575146,105821.04829445915,-0.009538461538461607,0.002653579827747305,107388.73054154789
2014-10-07,2014-10-07,96.57,96.62,98.45,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,105821.04829445915,105875.83810925385,0.0,0.01680539203721478,105864.94189870641
2014-10-08,2014-10-08,98.45,98.32,96.86,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,105875.83810925385,105875.83810925385,0.0,0.01629633404406837,107925.8934444201
2014-10-09,2014-10-09,96.86,96.29,94.44,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,105875.83810925385,105875.83810925385,-0.009606397341364648,0.01629633404406837,106182.85463714099
2014-10-10,2014-10-10,94.44,94.27,92.96,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,105875.83810925385,105875.83810925385,0.0,0.01629633404406837,103529.92764744573
2014-10-13,2014-10-13,92.96,93.54,92.97,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,105875.83810925385,105230.66783212882,-0.006093649775497201,0.01629633404406837,101907.47643060732
2014-10-14,2014-10-14,92.97,91.57,92.37,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,105230.66783212882,104551.5412246288,0.004368242874303818,0.022290679667276457,101918.43893882922
2014-10-15,2014-10-15,92.37,90.42,91.79,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,104551.5412246288,103895.05217071212,0.015151515151515138,0.02860051716539012,101260.68844551634
2014-10-16,2014-10-16,91.79,93.0,93.0,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,103895.05217071212,105264.62416250382,0.0,0.034700026746899974,100624.86296864723
2014-10-17,2014-10-17,93.0,92.99,94.39,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,105264.62416250382,106849.42332184897,0.015055382299171916,0.02197518779237075,101951.32646349486
2014-10-20,2014-10-20,94.39,95.56,96.87,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,106849.42332184897,109656.78183268895,0.006854332356634574,0.0072506503465090705,103475.11510633634
2014-10-21,2014-10-21,96.87,97.17,96.37,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,109656.78183268895,109996.38165254862,0.0,0.0,106193.81714536287
2014-10-22,2014-10-22,96.37,97.34,97.82,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,109996.38165254862,110538.79241064623,0.004931169098006949,0.0,105645.69173426881
2014-10-23,2014-10-23,97.82,98.03,98.62,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,110538.79241064623,111442.81034080897,0.0030092828725900578,0.0,107235.25542644157
2014-10-24,2014-10-24,98.62,98.43,98.69,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,111442.81034080897,111228.10608239532,0.0,0.0,108112.25608419206
2014-10-27,2014-10-27,98.69,99.15,100.18,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,111228.10608239532,111228.10608239532,0.00519415027735759,0.0019265868992091332,108188.99364174524
2014-10-28,2014-10-28,100.18,99.85,99.81,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,111228.10608239532,111183.54800284305,-0.00040060090135196624,0.0019265868992091332,109822.40736680554
2014-10-29,2014-10-29,99.81,99.36,100.02,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,111183.54800284305,110682.26960787982,0.0,0.0023264160081126494,109416.79456259593
2014-10-30,2014-10-30,100.02,101.68,101.4,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,110682.26960787982,110682.26960787982,-0.0013768686073957759,0.006824493483279,109647.00723525543
2014-10-31,2014-10-31,101.4,101.58,101.7,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,110682.26960787982,110813.02243671371,0.0011813349084466296,0.006824493483279,111159.83336987502
2014-11-03,2014-11-03,101.7,101.38,101.36,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,110813.02243671371,110464.34822649002,0.0,0.005651220587216593,111488.70861653147
2014-11-04,2014-11-04,101.36,102.03,101.37,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,110464.34822649002,110464.34822649002,-0.0032343428403410757,0.008779948310049416,111115.98333698751
2014-11-05,2014-11-05,101.37,101.36,101.69,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,110464.34822649002,110823.98945493065,0.0032557221783739987,0.008779948310049416,111126.9458452094
2014-11-06,2014-11-06,101.69,101.87,101.6,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,110823.98945493065,111020.15739771645,0.0,0.005552811204113306,111477.74610830958
2014-11-07,2014-11-07,101.6,101.65,101.96,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,111020.15739771645,111020.15739771645,0.0015248401377274678,0.003792554600875356,111379.08353431265
2014-11-10,2014-11-10,101.96,101.98,102.28,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,111020.15739771645,111346.75131043771,0.0029417532849578265,0.003792554600875356,111773.73383030036
2014-11-11,2014-11-11,102.28,101.87,102.46,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,111346.75131043771,111542.70765807046,0.0028958476489643337,0.0008619580758730815,112124.53409340058
2014-11-12,2014-11-12,102.46,102.65,102.9,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,111542.70765807046,111749.5504694606,0.0,0.0,112321.85924139441
2014-11-13,2014-11-13,102.9,102.87,103.22,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,111749.5504694606,111749.5504694606,0.0017011762418586152,0.0,112804.2096031572
2014-11-14,2014-11-14,103.22,102.98,102.91,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,111749.5504694606,111673.58942330735,-0.0006797436395417078,0.0,113155.00986625739
2014-11-17,2014-11-17,102.91,103.0,103.68,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,111673.58942330735,112509.16093099318,0.0066019417475728925,0.0006797436395416771,112815.17211137908
2014-11-18,2014-11-18,103.68,103.57,103.21,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,112509.16093099318,112389.79357275233,0.0,0.0,113659.28524446394
2014-11-19,2014-11-19,103.21,102.77,103.67,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,112389.79357275233,112389.79357275233,0.004378709740196607,0.0010609567901236519,113144.04735803552
2014-11-20,2014-11-20,103.67,104.59,103.87,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,112389.79357275233,111616.09961183464,-0.0068840233291901365,0.0010609567901236519,113648.32273624206
2014-11-21,2014-11-21,103.87,104.15,104.68,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,111616.09961183464,112486.50531786705,0.005088814210273629,0.007937676468019322,113867.57290067968
2014-11-24,2014-11-24,104.68,104.84,104.84,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,112486.50531786705,112658.43730918209,0.0,0.00020136683038661217,114755.53606665206
2014-11-25,2014-11-25,104.84,104.94,105.52,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,112658.43730918209,112765.89480375398,0.0,0.0,114930.93619820217
2014-11-26,2014-11-26,105.52,105.8,106.01,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,112765.89480375398,112989.72124901663,0.001984877126654183,0.0,115676.38675729006
2014-11-28,2014-11-28,106.01,105.72,104.81,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,112989.72124901663,111710.71299037291,-0.00430382141505864,0.0,116213.54966016226
2014-12-01,2014-12-01,104.81,104.92,105.23,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,111710.71299037291,111827.95541408192,0.0,0.011319686821997993,114898.0486735365
2014-12-02,2014-12-02,105.23,105.39,105.42,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,111827.95541408192,111827.95541408192,0.000142328494164512,0.010282048863314767,115358.47401885553
2014-12-03,2014-12-03,105.42,105.32,105.37,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,111827.95541408192,111881.045024514,0.0004747436384353598,0.010282048863314767,115566.76167507125
2014-12-04,2014-12-04,105.37,105.54,105.38,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,111881.045024514,112061.54969998299,0.0,0.009812186562167327,115511.94913396185
2014-12-05,2014-12-05,105.38,105.11,104.63,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,112061.54969998299,112061.54969998299,-0.002283322233850249,0.008214654738266412,115522.91164218374
2014-12-08,2014-12-08,104.63,103.41,104.96,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,112061.54969998299,112061.54969998299,0.0,0.008214654738266412,114700.72352554263
2014-12-09,2014-12-09,104.96,104.77,103.31,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,112061.54969998299,110499.93986356059,-0.013935286818745785,0.008214654738266412,115062.4862968647
2014-12-10,2014-12-10,103.31,103.61,103.8,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,110499.93986356059,111024.04179496263,0.0009168999131358158,0.022035467987117512,113253.67244025433
2014-12-11,2014-12-11,103.8,102.81,102.67,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,111024.04179496263,109965.14197437484,0.0,0.01739697586935243,113790.83534312651
2014-12-12,2014-12-12,102.67,103.2,101.61,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,109965.14197437484,108270.91158930452,-0.015406976744186118,0.026768623209326752,112552.07191405394
2014-12-15,2014-12-15,101.61,100.97,99.98,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,108270.91158930452,107588.95722047119,0.0,0.04176317639825289,111390.04604253452
2014-12-16,2014-12-16,99.98,100.05,101.8,0.5,0.0,0.0,unknown,sell,FREE,1.0,0,107588.95722047119,107588.95722047119,0.008745627186406812,0.04779871982021058,109603.1572023679
2014-12-17,2014-12-17,101.8,103.26,104.25,0.5,0.0,0.0,unknown,sell,FORCE_BUY,0.0,1,107588.95722047119,108620.4608777273,0.009587449157466565,0.04779871982021058,111598.33369875027
2014-12-18,2014-12-18,104.25,103.97,104.32,0.5,0.0,0.0,unknown,sell,FREE,1.0,1,108620.4608777273,108693.3954797555,0.0016831778397614627,0.038669538458812325,114284.14821311117
2014-12-19,2014-12-19,104.32,104.15,104.58,0.5,0.0,0.0,unknown,sell,FORCE_SELL,2.0,0,108693.3954797555,108516.26858911559,0.0,0.03802404078679426,114360.88577066432
