side,seen_idx,exec_px,qty,fee,reason,pnl,entry_px,entry_idx
buy,49604,312.78,328.2102623372907,0.0,OPEN_LONG pred_ret=2.29% pred_mr=0.65,,,
sell,49617,313.79,328.2102623372907,0.0,CLOSE_LONG (sell BSP),331.4923649606793,312.78,49604.0
buy,49630,313.0678,328.9673937045537,0.0,OPEN_LONG pred_ret=2.07% pred_mr=0.42,,,
sell,49635,313.25,328.9673937045537,0.0,CLOSE_LONG (sell BSP),59.93785913297725,313.0678,49630.0
buy,49636,312.88,329.3564180451018,0.0,OPEN_LONG pred_ret=2.62% pred_mr=0.51,,,
sell,49673,311.39,329.3564180451018,0.0,CLOSE_LONG (sell BSP),-490.7410628872047,312.88,49636.0
buy,50501,328.64,312.068813945546,0.0,OPEN_LONG pred_ret=1.01% pred_mr=0.46,,,
sell,50547,326.23,312.068813945546,0.0,CLOSE_LONG (sell BSP),-752.085841608756,328.64,50501.0
buy,50571,326.99,311.3434942152833,0.0,OPEN_LONG pred_ret=1.46% pred_mr=0.52,,,
sell,50581,327.74,311.3434942152833,0.0,CLOSE_LONG (sell BSP),233.50762066146245,326.99,50571.0
buy,50587,326.3999,312.6217771332557,0.0,OPEN_LONG pred_ret=1.07% pred_mr=0.41,,,
sell,50593,327.45,312.6217771332557,0.0,CLOSE_LONG (sell BSP),328.2841281676275,326.3999,50587.0
buy,50604,328.04,312.0595077499225,0.0,OPEN_LONG pred_ret=1.07% pred_mr=0.47,,,
sell,50660,327.52,312.0595077499225,0.0,CLOSE_LONG (sell BSP),-162.27094402997176,328.04,50604.0
buy,50666,327.3,312.269263606033,0.0,OPEN_LONG pred_ret=3.58% pred_mr=0.43,,,
sell,50671,327.74,312.269263606033,0.0,CLOSE_LONG (sell BSP),137.3984759866538,327.3,50666.0
buy,50774,328.65,311.4046202776244,0.0,OPEN_LONG pred_ret=3.05% pred_mr=0.44,,,
sell,50781,329.08,311.4046202776244,0.0,CLOSE_LONG (sell BSP),133.9039867193806,328.65,50774.0
buy,50868,328.02,312.4109275073491,0.0,OPEN_LONG pred_ret=4.21% pred_mr=0.40,,,
sell,50892,326.062,312.4109275073491,0.0,CLOSE_LONG (sell BSP),-611.7005960593801,328.02,50868.0
buy,50901,323.5,314.88510616661904,0.0,OPEN_LONG pred_ret=4.35% pred_mr=0.62,,,
sell,50911,325.69,314.88510616661904,0.0,CLOSE_LONG (sell BSP),689.598382504895,323.5,50901.0
buy,50922,324.15,316.3810897035513,0.0,OPEN_LONG pred_ret=4.05% pred_mr=0.52,,,
sell,51111,323.95,316.3810897035513,0.0,CLOSE_LONG (sell BSP),-63.276217940706665,324.15,50922.0
buy,51120,323.55,316.7722268875458,0.0,OPEN_LONG pred_ret=3.94% pred_mr=0.49,,,
sell,51124,325.07,316.7722268875458,0.0,CLOSE_LONG (sell BSP),481.49378486906386,323.55,51120.0
buy,51162,323.6,318.2112107365096,0.0,OPEN_LONG pred_ret=4.35% pred_mr=0.44,,,
sell,51189,321.12,318.2112107365096,0.0,CLOSE_LONG (sell BSP),-789.1638026265496,323.6,51162.0
buy,51214,319.8,319.5246528821387,0.0,OPEN_LONG pred_ret=3.44% pred_mr=0.44,,,
sell,51273,319.8,319.5246528821387,0.0,CLOSE_LONG (sell BSP),0.0,319.8,51214.0
buy,51283,319.54,319.7846403946546,0.0,OPEN_LONG pred_ret=3.34% pred_mr=0.49,,,
sell,51294,320.44,319.7846403946546,0.0,CLOSE_LONG (sell BSP),287.8061763551819,319.54,51283.0
buy,51304,317.2999,322.94933017017377,0.0,OPEN_LONG pred_ret=3.74% pred_mr=0.45,,,
sell,51331,315.25,322.94933017017377,0.0,CLOSE_LONG (sell BSP),-662.0138319158326,317.2999,51304.0
buy,51362,313.81,324.4312683985446,0.0,OPEN_LONG pred_ret=4.21% pred_mr=0.42,,,
sell,51410,318.11,324.4312683985446,0.0,CLOSE_LONG (sell BSP),1395.0544541137456,313.81,51362.0
buy,51589,322.6299,319.88613203630854,0.0,OPEN_LONG pred_ret=3.68% pred_mr=0.64,,,
sell,51599,324.92,319.88613203630854,0.0,CLOSE_LONG (sell BSP),732.5712309763487,322.6299,51589.0
buy,51867,327.32,317.5406391947861,0.0,OPEN_LONG pred_ret=3.38% pred_mr=0.41,,,
sell,51882,327.88,317.5406391947861,0.0,CLOSE_LONG (sell BSP),177.82275794908094,327.32,51867.0
buy,51914,328.42,317.0185274319057,0.0,OPEN_LONG pred_ret=1.91% pred_mr=0.66,,,
sell,51958,327.56,317.0185274319057,0.0,CLOSE_LONG (sell BSP),-272.63593359144323,328.42,51914.0
buy,52308,331.185,313.5485871811677,0.0,OPEN_LONG pred_ret=1.52% pred_mr=0.46,,,
sell,52317,331.4,313.5485871811677,0.0,CLOSE_LONG (sell BSP),67.41294624394321,331.185,52308.0
buy,52395,332.6,312.4173234871887,0.0,OPEN_LONG pred_ret=2.04% pred_mr=0.41,,,
sell,52432,333.62,312.4173234871887,0.0,CLOSE_LONG (sell BSP),318.66566995692676,332.6,52395.0
buy,52436,332.62,313.3565854783113,0.0,OPEN_LONG pred_ret=1.99% pred_mr=0.46,,,
sell,52440,333.11,313.3565854783113,0.0,CLOSE_LONG (sell BSP),153.54472688437536,332.62,52436.0
buy,52608,332.58,313.8559510153355,0.0,OPEN_LONG pred_ret=2.04% pred_mr=0.40,,,
sell,52616,333.42,313.8559510153355,0.0,CLOSE_LONG (sell BSP),263.6389988528918,332.58,52608.0
buy,52630,334.17,313.1515431891946,0.0,OPEN_LONG pred_ret=1.99% pred_mr=0.47,,,
sell,52678,334.08,313.1515431891946,0.0,CLOSE_LONG (sell BSP),-28.183638887037485,334.17,52630.0
buy,52924,332.22,314.9047846265912,0.0,OPEN_LONG pred_ret=1.81% pred_mr=0.62,,,
sell,52957,334.18,314.9047846265912,0.0,CLOSE_LONG (sell BSP),617.2133778681123,332.22,52924.0
buy,52965,333.84,315.2255000195131,0.0,OPEN_LONG pred_ret=1.71% pred_mr=0.68,,,
sell,52973,334.11,315.2255000195131,0.0,CLOSE_LONG (sell BSP),85.11088500528072,333.84,52965.0
buy,52988,334.16,315.1783331683012,0.0,OPEN_LONG pred_ret=1.70% pred_mr=0.45,,,
sell,53010,334.66,315.1783331683012,0.0,CLOSE_LONG (sell BSP),157.5891665841506,334.16,52988.0
buy,53027,333.42,316.35049180644137,0.0,OPEN_LONG pred_ret=2.18% pred_mr=0.48,,,
sell,53039,333.77,316.35049180644137,0.0,CLOSE_LONG (sell BSP),110.72267213224369,333.42,53027.0
buy,53049,333.26,316.8346145659123,0.0,OPEN_LONG pred_ret=2.42% pred_mr=0.56,,,
sell,53056,333.59,316.8346145659123,0.0,CLOSE_LONG (sell BSP),104.55542280674602,333.26,53049.0
buy,53184,333.43,316.98665109031185,0.0,OPEN_LONG pred_ret=2.35% pred_mr=0.62,,,
sell,53189,333.86,316.98665109031185,0.0,CLOSE_LONG (sell BSP),136.30425996883625,333.43,53184.0
buy,53219,334.73,316.1627680011099,0.0,OPEN_LONG pred_ret=1.91% pred_mr=0.61,,,
sell,53255,335.27,316.1627680011099,0.0,CLOSE_LONG (sell BSP),170.72789472058784,334.73,53219.0
buy,53388,336.47,315.0351925215683,0.0,OPEN_LONG pred_ret=2.07% pred_mr=0.55,,,
sell,53587,331.8528,315.0351925215683,0.0,CLOSE_LONG (sell BSP),-1454.5804909105932,336.47,53388.0
buy,53683,332.51,314.41253116243576,0.0,OPEN_LONG pred_ret=1.81% pred_mr=0.51,,,
sell,53722,331.72,314.41253116243576,0.0,CLOSE_LONG (sell BSP),-248.3858996183128,332.51,53683.0
buy,53777,329.28,316.7423616290185,0.0,OPEN_LONG pred_ret=2.46% pred_mr=0.58,,,
sell,53782,330.6,316.7423616290185,0.0,CLOSE_LONG (sell BSP),418.09991735032025,329.28,53777.0
buy,53972,332.27,315.1504040525883,0.0,OPEN_LONG pred_ret=1.73% pred_mr=0.65,,,
sell,54382,320.07,315.1504040525883,0.0,CLOSE_LONG (sell BSP),-3844.834929441574,332.27,53972.0
buy,54698,321.01,314.22756245946215,0.0,OPEN_LONG pred_ret=3.34% pred_mr=0.41,,,
sell,54747,315.69,314.22756245946215,0.0,CLOSE_LONG (sell BSP),-1671.6906322843365,321.01,54698.0
buy,54753,314.28,315.6373272013097,0.0,OPEN_LONG pred_ret=4.70% pred_mr=0.44,,,
sell,54758,317.06,315.6373272013097,0.0,CLOSE_LONG (sell BSP),877.4717696196502,314.28,54753.0
buy,54764,315.46,317.2382265974997,0.0,OPEN_LONG pred_ret=5.59% pred_mr=0.41,,,
sell,54810,312.85,317.2382265974997,0.0,CLOSE_LONG (sell BSP),-827.9917714194605,315.46,54764.0
buy,54819,310.0,320.1547715839606,0.0,OPEN_LONG pred_ret=5.04% pred_mr=0.41,,,
sell,54826,314.27,320.1547715839606,0.0,CLOSE_LONG (sell BSP),1367.060874663506,310.0,54819.0
buy,54858,310.77,323.7604661508231,0.0,OPEN_LONG pred_ret=4.99% pred_mr=0.51,,,
sell,54866,313.15,323.7604661508231,0.0,CLOSE_LONG (sell BSP),770.5499094389576,310.77,54858.0
buy,54945,315.68,321.1657056992215,0.0,OPEN_LONG pred_ret=4.19% pred_mr=0.44,,,
sell,54956,317.11,321.1657056992215,0.0,CLOSE_LONG (sell BSP),459.266959149889,315.68,54945.0
buy,54972,313.88,324.4706796682813,0.0,OPEN_LONG pred_ret=6.38% pred_mr=0.47,,,
sell,55093,320.13,324.4706796682813,0.0,CLOSE_LONG (sell BSP),2027.9417479267584,313.88,54972.0
buy,55335,320.34,324.257971786873,0.0,OPEN_LONG pred_ret=2.56% pred_mr=0.44,,,
sell,55341,321.03,324.257971786873,0.0,CLOSE_LONG (sell BSP),223.7380005329416,320.34,55335.0
buy,55353,318.35,326.98770750036067,0.0,OPEN_LONG pred_ret=4.09% pred_mr=0.43,,,
sell,55395,319.75,326.98770750036067,0.0,CLOSE_LONG (sell BSP),457.7827905004975,318.35,55353.0
buy,55452,319.01,327.7462132009665,0.0,OPEN_LONG pred_ret=1.98% pred_mr=0.44,,,
sell,55832,304.65,327.7462132009665,0.0,CLOSE_LONG (sell BSP),-4706.435621565884,319.01,55452.0
buy,55840,301.91,330.7206911055428,0.0,OPEN_LONG pred_ret=3.51% pred_mr=0.49,,,
sell,55846,306.09,330.7206911055428,0.0,CLOSE_LONG (sell BSP),1382.4124888211525,301.91,55840.0
buy,55856,302.45,334.700930204978,0.0,OPEN_LONG pred_ret=4.17% pred_mr=0.48,,,
sell,55879,299.8,334.700930204978,0.0,CLOSE_LONG (sell BSP),-886.9574650431841,302.45,55856.0
buy,56070,306.02,327.89797684939685,0.0,OPEN_LONG pred_ret=4.90% pred_mr=0.73,,,
sell,56080,306.15,327.89797684939685,0.0,CLOSE_LONG (sell BSP),42.6267369904201,306.02,56070.0
buy,56094,304.09,330.1192594706924,0.0,OPEN_LONG pred_ret=3.83% pred_mr=0.50,,,
sell,56103,304.3,330.1192594706924,0.0,CLOSE_LONG (sell BSP),69.32504448885742,304.09,56094.0
buy,56109,301.6799,332.98635625685273,0.0,OPEN_LONG pred_ret=4.74% pred_mr=0.67,,,
sell,56236,308.04,332.98635625685273,0.0,CLOSE_LONG (sell BSP),2117.8265244292243,301.6799,56109.0
buy,56250,309.7,331.2015407857957,0.0,OPEN_LONG pred_ret=3.62% pred_mr=0.79,,,
sell,56266,311.565,331.2015407857957,0.0,CLOSE_LONG (sell BSP),617.690873565512,309.7,56250.0
buy,56276,311.5,331.2706518617221,0.0,OPEN_LONG pred_ret=2.67% pred_mr=0.55,,,
sell,56277,312.64,331.2706518617221,0.0,CLOSE_LONG (sell BSP),377.6485431223587,311.5,56276.0
buy,56440,311.29,332.70730379404665,0.0,OPEN_LONG pred_ret=2.29% pred_mr=0.56,,,
sell,56451,312.56,332.70730379404665,0.0,CLOSE_LONG (sell BSP),422.5382758184332,311.29,56440.0
buy,56551,310.39,335.0333286312936,0.0,OPEN_LONG pred_ret=2.85% pred_mr=0.61,,,
sell,56556,316.8,335.0333286312936,0.0,CLOSE_LONG (sell BSP),2147.5636365266005,310.39,56551.0
buy,56803,313.53,338.52760026279407,0.0,OPEN_LONG pred_ret=2.69% pred_mr=0.54,,,
sell,56818,313.99,338.52760026279407,0.0,CLOSE_LONG (sell BSP),155.72269612089758,313.53,56803.0
buy,56981,315.36,337.05695461223587,0.0,OPEN_LONG pred_ret=2.13% pred_mr=0.49,,,
sell,56995,315.65,337.05695461223587,0.0,CLOSE_LONG (sell BSP),97.74651683753613,315.36,56981.0
buy,57022,314.92,337.8382691583648,0.0,OPEN_LONG pred_ret=1.55% pred_mr=0.56,,,
sell,57028,315.32,337.8382691583648,0.0,CLOSE_LONG (sell BSP),135.13530766333824,314.92,57022.0
buy,57069,317.195,335.84124286642475,0.0,OPEN_LONG pred_ret=1.98% pred_mr=0.42,,,
sell,57075,318.41,335.84124286642475,0.0,CLOSE_LONG (sell BSP),408.04711008271676,317.195,57069.0
buy,57248,320.74,333.40154062822944,0.0,OPEN_LONG pred_ret=2.44% pred_mr=0.43,,,
sell,57262,321.46,333.40154062822944,0.0,CLOSE_LONG (sell BSP),240.04910925231533,320.74,57248.0
buy,57362,317.08,338.00699902343456,0.0,OPEN_LONG pred_ret=4.36% pred_mr=0.51,,,
sell,57436,318.62,338.00699902343456,0.0,CLOSE_LONG (sell BSP),520.5307784960961,317.08,57362.0
buy,57455,321.965,334.49533343328227,0.0,OPEN_LONG pred_ret=2.01% pred_mr=0.48,,,
sell,57483,322.21,334.49533343328227,0.0,CLOSE_LONG (sell BSP),81.95135669115568,321.965,57455.0
buy,57514,318.48,338.41290311962405,0.0,OPEN_LONG pred_ret=4.91% pred_mr=0.42,,,
sell,57525,318.27,338.41290311962405,0.0,CLOSE_LONG (sell BSP),-71.06670965513337,318.48,57514.0
buy,57550,316.32,340.4990979890071,0.0,OPEN_LONG pred_ret=2.69% pred_mr=0.40,,,
sell,58135,319.55,340.4990979890071,0.0,CLOSE_LONG (sell BSP),1099.8120865044991,316.32,57550.0
buy,58208,317.93,342.2340979535974,0.0,OPEN_LONG pred_ret=3.06% pred_mr=0.62,,,
sell,58270,318.3,342.2340979535974,0.0,CLOSE_LONG (sell BSP),126.62661624283261,317.93,58208.0
buy,58317,319.47,340.980728640029,0.0,OPEN_LONG pred_ret=2.31% pred_mr=0.48,,,
sell,58437,312.06,340.980728640029,0.0,CLOSE_LONG (sell BSP),-2526.6671992226234,319.47,58317.0
buy,58470,313.09,339.8589740311331,0.0,OPEN_LONG pred_ret=2.89% pred_mr=0.53,,,
sell,58593,312.21,339.8589740311331,0.0,CLOSE_LONG (sell BSP),-299.07589714739555,313.09,58470.0
buy,58663,312.26,339.80455480131957,0.0,OPEN_LONG pred_ret=2.56% pred_mr=0.47,,,
sell,58677,312.41,339.80455480131957,0.0,CLOSE_LONG (sell BSP),50.97068322020952,312.26,58663.0
buy,58688,311.44,340.8628980396874,0.0,OPEN_LONG pred_ret=3.11% pred_mr=0.51,,,
sell,58720,312.32,340.8628980396874,0.0,CLOSE_LONG (sell BSP),299.9593502749234,311.44,58688.0
buy,58741,311.14,342.15562227857293,0.0,OPEN_LONG pred_ret=3.41% pred_mr=0.55,,,
sell,58765,313.43,342.15562227857293,0.0,CLOSE_LONG (sell BSP),783.536375017939,311.14,58741.0
buy,58770,311.69,344.06569569371203,0.0,OPEN_LONG pred_ret=3.86% pred_mr=0.58,,,
sell,58787,312.2,344.06569569371203,0.0,CLOSE_LONG (sell BSP),175.47350480379,311.69,58770.0
buy,58840,314.41,341.64724466644475,0.0,OPEN_LONG pred_ret=3.17% pred_mr=0.46,,,
sell,58854,314.36,341.64724466644475,0.0,CLOSE_LONG (sell BSP),-17.082362233326123,314.41,58840.0
buy,58910,313.39,342.7047060638297,0.0,OPEN_LONG pred_ret=3.51% pred_mr=0.78,,,
sell,58933,314.87,342.7047060638297,0.0,CLOSE_LONG (sell BSP),507.2029649744742,313.39,58910.0
buy,58960,315.42,342.10712953623124,0.0,OPEN_LONG pred_ret=3.17% pred_mr=0.44,,,
sell,58978,316.18,342.10712953623124,0.0,CLOSE_LONG (sell BSP),260.0014184475326,315.42,58960.0
buy,59107,311.9,346.8016422467637,0.0,OPEN_LONG pred_ret=2.42% pred_mr=0.70,,,
sell,59121,314.42,346.8016422467637,0.0,CLOSE_LONG (sell BSP),873.9401384618579,311.9,59107.0
buy,60030,330.49,329.93849240590475,0.0,OPEN_LONG pred_ret=3.29% pred_mr=0.85,,,
sell,60044,330.33,329.93849240590475,0.0,CLOSE_LONG (sell BSP),-52.790158784953015,330.49,60030.0
buy,60207,334.51,325.8156174596948,0.0,OPEN_LONG pred_ret=2.82% pred_mr=0.48,,,
sell,60236,334.705,325.8156174596948,0.0,CLOSE_LONG (sell BSP),63.53404540463826,334.51,60207.0
buy,60411,334.42,326.0932846176878,0.0,OPEN_LONG pred_ret=2.84% pred_mr=0.45,,,
sell,60430,334.17,326.0932846176878,0.0,CLOSE_LONG (sell BSP),-81.52332115442195,334.42,60411.0
buy,60575,336.13,324.1918094805365,0.0,OPEN_LONG pred_ret=2.71% pred_mr=0.43,,,
sell,60588,336.42,324.1918094805365,0.0,CLOSE_LONG (sell BSP),94.01562474936222,336.13,60575.0
buy,60723,336.76,323.86449859081273,0.0,OPEN_LONG pred_ret=2.61% pred_mr=0.46,,,
sell,60763,336.84,323.86449859081273,0.0,CLOSE_LONG (sell BSP),25.909159887259865,336.76,60723.0
buy,60816,338.93,321.86739947873997,0.0,OPEN_LONG pred_ret=2.51% pred_mr=0.56,,,
sell,60856,339.9,321.86739947873997,0.0,CLOSE_LONG (sell BSP),312.21137749436826,338.93,60816.0
buy,61050,337.09,324.5505030787734,0.0,OPEN_LONG pred_ret=2.45% pred_mr=0.64,,,
sell,61056,337.64,324.5505030787734,0.0,CLOSE_LONG (sell BSP),178.50277669332905,337.09,61050.0
buy,61374,341.79,320.6098243351679,0.0,OPEN_LONG pred_ret=1.63% pred_mr=0.63,,,
sell,61452,342.015,320.6098243351679,0.0,CLOSE_LONG (sell BSP),72.13721047540184,341.79,61374.0
buy,61530,340.92,321.63959013842674,0.0,OPEN_LONG pred_ret=2.11% pred_mr=0.67,,,
sell,61585,339.8311,321.63959013842674,0.0,CLOSE_LONG (sell BSP),-350.2333497017405,340.92,61530.0
buy,61599,337.76,323.61184190043434,0.0,OPEN_LONG pred_ret=2.48% pred_mr=0.62,,,
sell,61607,337.83,323.61184190043434,0.0,CLOSE_LONG (sell BSP),22.652828933028196,337.76,61599.0
buy,61625,337.83,323.61184190043434,0.0,OPEN_LONG pred_ret=1.47% pred_mr=0.60,,,
sell,61641,338.9,323.61184190043434,0.0,CLOSE_LONG (sell BSP),346.26467083346256,337.83,61625.0
buy,61706,338.62,323.8794318707022,0.0,OPEN_LONG pred_ret=1.79% pred_mr=0.60,,,
sell,61720,337.66,323.8794318707022,0.0,CLOSE_LONG (sell BSP),-310.92425459586747,338.62,61706.0
buy,61770,336.95,324.56189038569914,0.0,OPEN_LONG pred_ret=2.57% pred_mr=0.77,,,
sell,61785,335.58,324.56189038569914,0.0,CLOSE_LONG (sell BSP),-444.6497898284093,336.95,61770.0
buy,61803,335.09,325.03649519720943,0.0,OPEN_LONG pred_ret=1.81% pred_mr=0.51,,,
sell,61830,336.6818,325.03649519720943,0.0,CLOSE_LONG (sell BSP),517.3930930549293,335.09,61803.0
buy,61842,334.81,326.85365511390887,0.0,OPEN_LONG pred_ret=2.25% pred_mr=0.53,,,
sell,61851,335.1,326.85365511390887,0.0,CLOSE_LONG (sell BSP),94.78755998304027,334.81,61842.0
buy,61931,335.33,326.6294689669009,0.0,OPEN_LONG pred_ret=2.00% pred_mr=0.51,,,
sell,61942,335.13,326.6294689669009,0.0,CLOSE_LONG (sell BSP),-65.32589379337647,335.33,61931.0
buy,61983,337.66,324.1821179141074,0.0,OPEN_LONG pred_ret=1.60% pred_mr=0.53,,,
sell,61994,337.985,324.1821179141074,0.0,CLOSE_LONG (sell BSP),105.35918832208121,337.66,61983.0
buy,62058,338.47,323.71759128785294,0.0,OPEN_LONG pred_ret=1.81% pred_mr=0.53,,,
sell,62064,338.62,323.71759128785294,0.0,CLOSE_LONG (sell BSP),48.55763869317058,338.47,62058.0
buy,62190,335.58,326.6501304067369,0.0,OPEN_LONG pred_ret=2.99% pred_mr=0.82,,,
sell,62292,335.86,326.6501304067369,0.0,CLOSE_LONG (sell BSP),91.46203651389598,335.58,62190.0
buy,62838,339.64,323.01470026618375,0.0,OPEN_LONG pred_ret=0.97% pred_mr=0.55,,,
sell,62866,339.96,323.01470026618375,0.0,CLOSE_LONG (sell BSP),103.3647040851766,339.64,62838.0
buy,62909,339.38,323.56673198919157,0.0,OPEN_LONG pred_ret=0.87% pred_mr=0.80,,,
sell,62932,339.07,323.56673198919157,0.0,CLOSE_LONG (sell BSP),-100.30568691665012,339.38,62909.0
buy,62972,338.64,323.97759217923215,0.0,OPEN_LONG pred_ret=1.39% pred_mr=0.75,,,
sell,62980,340.65,323.97759217923215,0.0,CLOSE_LONG (sell BSP),651.1949602802537,338.64,62972.0
buy,63242,338.3,326.22810161352476,0.0,OPEN_LONG pred_ret=1.24% pred_mr=0.62,,,
sell,63253,337.99,326.22810161352476,0.0,CLOSE_LONG (sell BSP),-101.13071150019341,338.3,63242.0
buy,63266,337.0,327.18645716425885,0.0,OPEN_LONG pred_ret=1.43% pred_mr=0.68,,,
sell,63276,337.7,327.18645716425885,0.0,CLOSE_LONG (sell BSP),229.03052001497747,337.0,63266.0
buy,63294,338.8401,326.0855683384883,0.0,OPEN_LONG pred_ret=1.53% pred_mr=0.68,,,
sell,63363,338.34,326.0855683384883,0.0,CLOSE_LONG (sell BSP),-163.07539272608835,338.8401,63294.0
buy,63480,337.61,326.79064954131724,0.0,OPEN_LONG pred_ret=1.53% pred_mr=0.64,,,
sell,63507,336.335,326.79064954131724,0.0,CLOSE_LONG (sell BSP),-416.6580781651906,337.61,63480.0
buy,63503,335.92,327.1943710213114,0.0,OPEN_LONG pred_ret=2.01% pred_mr=0.61,,,
sell,63519,336.485,327.1943710213114,0.0,CLOSE_LONG (sell BSP),184.8648196270402,335.92,63503.0
buy,63650,332.26,331.3549567600854,0.0,OPEN_LONG pred_ret=2.40% pred_mr=0.66,,,
sell,63712,328.76,331.3549567600854,0.0,CLOSE_LONG (sell BSP),-1159.7423486602988,332.26,63650.0
buy,63907,329.555,330.55561464534196,0.0,OPEN_LONG pred_ret=2.41% pred_mr=0.69,,,
sell,63966,330.01,330.55561464534196,0.0,CLOSE_LONG (sell BSP),150.40280466362532,329.555,63907.0
buy,64001,329.41,331.15770131176737,0.0,OPEN_LONG pred_ret=2.16% pred_mr=0.53,,,
sell,64068,331.06,331.15770131176737,0.0,CLOSE_LONG (sell BSP),546.4102071644086,329.41,64001.0
buy,64075,330.41,331.8091722292718,0.0,OPEN_LONG pred_ret=2.16% pred_mr=0.54,,,
sell,64100,329.64,331.8091722292718,0.0,CLOSE_LONG (sell BSP),-255.4930626165521,330.41,64075.0
buy,64257,335.03,326.4709892656095,0.0,OPEN_LONG pred_ret=2.18% pred_mr=0.49,,,
sell,64280,334.09,326.4709892656095,0.0,CLOSE_LONG (sell BSP),-306.88272990967215,335.03,64257.0
buy,64337,333.38,327.16627513272385,0.0,OPEN_LONG pred_ret=1.80% pred_mr=0.44,,,
sell,64616,323.84,327.16627513272385,0.0,CLOSE_LONG (sell BSP),-3121.1662647661924,333.38,64337.0
buy,64798,319.16,331.9636750814052,0.0,OPEN_LONG pred_ret=2.51% pred_mr=0.67,,,
sell,64807,319.58,331.9636750814052,0.0,CLOSE_LONG (sell BSP),139.4247435341766,319.16,64798.0
buy,64814,317.49,334.1489536127609,0.0,OPEN_LONG pred_ret=3.36% pred_mr=0.57,,,
sell,64951,317.23,334.1489536127609,0.0,CLOSE_LONG (sell BSP),-86.8787279393148,317.49,64814.0
buy,65024,318.0,333.33985080055396,0.0,OPEN_LONG pred_ret=3.80% pred_mr=0.65,,,
sell,65032,318.67,333.33985080055396,0.0,CLOSE_LONG (sell BSP),223.33770003637645,318.0,65024.0
buy,65057,318.73,333.27710053842605,0.0,OPEN_LONG pred_ret=2.09% pred_mr=0.63,,,
sell,65080,319.49,333.27710053842605,0.0,CLOSE_LONG (sell BSP),253.29059640920076,318.73,65057.0
buy,65360,323.2,329.45142590043855,0.0,OPEN_LONG pred_ret=3.34% pred_mr=0.74,,,
sell,65367,324.62,329.45142590043855,0.0,CLOSE_LONG (sell BSP),467.821024778628,323.2,65360.0
buy,65382,322.805,331.30379602484584,0.0,OPEN_LONG pred_ret=3.15% pred_mr=0.58,,,
sell,65476,324.89,331.30379602484584,0.0,CLOSE_LONG (sell BSP),690.7684147117968,322.805,65382.0
buy,65606,323.6786,332.54373409459924,0.0,OPEN_LONG pred_ret=1.38% pred_mr=0.88,,,
