timestamp,open,high,low,close,p_confirm_extreme_within_5d,dp_p_confirm_extreme_within_5d,regime_chain,base_dir,day,exec_px,action,position,equity,bh_equity
2016-10-12,117.63,117.82,117.06,117.42,,,unknown,sell,2016-10-12,,,1,106406.88717716357,106406.88717716263
2016-10-13,116.62,117.32,115.94,117.0,,,unknown,sell,2016-10-13,,,1,106026.28001812416,106026.2800181232
2016-10-14,117.58,118.05,117.07,117.14,,,unknown,sell,2016-10-14,,,1,106153.1490711373,106153.14907113633
2016-10-17,117.04,117.3,116.67,116.82,,,unknown,sell,2016-10-17,,,1,105863.1626642501,105863.16266424916
2016-10-18,118.21,118.41,117.8,117.86,,,unknown,sell,2016-10-18,,,1,106805.61848663345,106805.61848663248
2016-10-19,117.77,118.02,117.64,117.85,,,unknown,sell,2016-10-19,,,1,106796.55641141822,106796.55641141726
2016-10-20,117.73,117.97,117.03,117.71,,,unknown,sell,2016-10-20,,,1,106669.68735840508,106669.68735840412
2016-10-21,117.8,118.22,117.41,118.15,,,unknown,sell,2016-10-21,,,1,107068.41866787495,107068.418667874
2016-10-24,118.91,119.65,118.89,119.57,,,unknown,sell,2016-10-24,,,1,108355.2333484368,108355.23334843582
2016-10-25,119.64,119.66,119.01,119.19,,,unknown,sell,2016-10-25,,,1,108010.87449025827,108010.87449025731
2016-10-26,118.42,119.03,118.03,118.38,,,unknown,sell,2016-10-26,,,1,107276.84639782511,107276.84639782413
2016-10-27,118.89,118.99,117.67,117.84,,,unknown,sell,2016-10-27,,,1,106787.494336203,106787.49433620203
2016-10-28,117.5,118.11,116.74,117.1,,,unknown,sell,2016-10-28,,,1,106116.90077027639,106116.90077027545
2016-10-31,117.53,117.53,116.93,116.99,,,unknown,sell,2016-10-31,,,1,106017.21794290893,106017.21794290797
2016-11-01,117.19,117.21,115.1,116.11,,,unknown,sell,2016-11-01,,,1,105219.75532396919,105219.75532396826
2016-11-02,116.03,116.3,114.89,115.18,,,unknown,sell,2016-11-02,,,1,104376.98232895334,104376.9823289524
2016-11-03,114.99,115.37,113.92,114.05,,,unknown,sell,2016-11-03,,,1,103352.967829633,103352.96782963206
2016-11-04,113.77,114.54,113.45,113.65,,,unknown,sell,2016-11-04,,,1,102990.48482102403,102990.48482102308
2016-11-07,115.49,116.47,115.3,116.35,,,unknown,sell,2016-11-07,,,1,105437.24512913458,105437.24512913362
2016-11-08,116.23,117.64,115.96,117.11,,,unknown,sell,2016-11-08,,,1,106125.96284549162,106125.96284549068
2016-11-09,115.74,117.84,115.6,117.65,,,unknown,sell,2016-11-09,,,1,106615.31490711374,106615.31490711278
2016-11-10,118.22,118.38,114.2,115.75,,,unknown,sell,2016-11-10,,,1,104893.52061622113,104893.52061622016
2016-11-11,115.25,116.05,114.84,115.8,,,unknown,sell,2016-11-11,,,1,104938.83099229724,104938.83099229628
2016-11-14,115.83,115.94,114.03,114.63,,,unknown,sell,2016-11-14,,,1,103878.568192116,103878.56819211505
2016-11-15,115.5,116.62,115.33,116.22,,,unknown,sell,2016-11-15,,,1,105319.43815133667,105319.43815133571
2016-11-16,115.67,116.99,115.67,116.91,,,unknown,sell,2016-11-16,,,1,105944.72134118713,105944.72134118617
2016-11-17,116.85,117.78,116.61,117.76,,,unknown,sell,2016-11-17,,,1,106714.9977344812,106714.99773448026
2016-11-18,117.9,118.1,117.21,117.32,,,unknown,sell,2016-11-18,,,1,106316.26642501133,106316.26642501037
2016-11-21,117.61,118.65,117.57,118.54,,,unknown,sell,2016-11-21,,,1,107421.8396012687,107421.83960126774
2016-11-22,119.01,119.19,118.61,118.9,,,unknown,sell,2016-11-22,,,1,107748.07430901678,107748.0743090158
2016-11-23,118.51,118.64,117.9,118.42,,,unknown,sell,2016-11-23,,,1,107313.094698686,107313.09469868505
2016-11-25,118.56,118.85,118.42,118.8,,,unknown,sell,2016-11-25,,,1,107657.45355686452,107657.45355686356
2016-11-28,118.65,119.08,118.41,118.53,,,unknown,sell,2016-11-28,,,1,107412.77752605347,107412.7775260525
2016-11-29,118.64,119.51,118.3,118.94,,,unknown,sell,2016-11-29,,,1,107784.32260987766,107784.32260987669
2016-11-30,119.09,119.13,117.46,117.5,,,unknown,sell,2016-11-30,,,1,106479.38377888537,106479.38377888442
2016-12-01,117.46,117.47,115.29,115.47,,,unknown,sell,2016-12-01,,,1,104639.78251019484,104639.78251019391
2016-12-02,115.54,116.16,115.22,115.7,,,unknown,sell,2016-12-02,,,1,104848.210240145,104848.21024014406
2016-12-05,116.3,117.06,115.77,116.6,,,unknown,sell,2016-12-05,,,1,105663.79700951518,105663.79700951422
2016-12-06,116.93,117.08,116.39,116.88,,,unknown,sell,2016-12-06,,,1,105917.53511554147,105917.5351155405
2016-12-07,116.64,118.51,116.29,118.36,,,unknown,sell,2016-12-07,,,1,107258.72224739466,107258.7222473937
2016-12-08,118.41,118.87,118.18,118.57,,,unknown,sell,2016-12-08,,,1,107449.02582691437,107449.0258269134
2016-12-09,119.01,119.54,119.0,119.5,,,unknown,sell,2016-12-09,,,1,108291.79882193024,108291.79882192925
2016-12-12,118.97,119.21,118.47,118.96,,,unknown,sell,2016-12-12,,,1,107802.44676030811,107802.44676030715
2016-12-13,119.32,121.11,119.32,120.46,,,unknown,sell,2016-12-13,,,1,109161.75804259175,109161.75804259077
2016-12-14,120.61,121.0,119.86,120.21,,,unknown,sell,2016-12-14,,,1,108935.20616221115,108935.20616221018
2016-12-15,120.37,121.11,120.08,120.4,,,unknown,sell,2016-12-15,,,1,109107.38559130042,109107.38559129945
2016-12-16,120.34,120.58,119.36,119.6,,,unknown,sell,2016-12-16,,,1,108382.41957408247,108382.41957408148
2016-12-19,119.72,120.83,119.55,120.09,,,unknown,sell,2016-12-19,,,1,108826.46125962847,108826.46125962747
2016-12-20,120.47,120.77,120.33,120.55,,,unknown,sell,2016-12-20,,,1,109243.31671952878,109243.31671952778
2016-12-21,120.6,120.68,120.19,120.46,,,unknown,sell,2016-12-21,,,1,109161.75804259175,109161.75804259077
2016-12-22,120.47,120.5,119.65,120.12,,,unknown,sell,2016-12-22,,,1,108853.64748527414,108853.64748527315
2016-12-23,119.92,120.25,119.81,120.2,,,unknown,sell,2016-12-23,,,1,108926.14408699593,108926.14408699494
2016-12-27,120.46,121.52,120.41,120.82,,,unknown,sell,2016-12-27,,,1,109487.99275033982,109487.99275033885
2016-12-28,121.08,121.19,119.8,119.88,,,unknown,sell,2016-12-28,,,1,108636.15768010875,108636.15768010778
2016-12-29,119.85,120.13,119.33,119.71,,,unknown,sell,2016-12-29,,,1,108482.10240144993,108482.10240144895
2016-12-30,119.94,119.95,118.14,118.48,,,unknown,sell,2016-12-30,,,1,107367.46714997735,107367.46714997638
2017-01-03,119.27,119.99,118.89,119.54,,,unknown,sell,2017-01-03,,,1,108328.04712279113,108328.04712279016
2017-01-04,119.67,120.41,119.66,120.19,,,unknown,sell,2017-01-04,,,1,108917.0820117807,108917.08201177973
2017-01-05,120.1,120.95,120.1,120.87,,,unknown,sell,2017-01-05,,,1,109533.30312641597,109533.30312641498
2017-01-06,121.0,122.25,120.69,121.93,,,unknown,sell,2017-01-06,,,1,110493.88309922973,110493.88309922874
2017-01-09,122.03,122.55,121.95,122.33,,,unknown,sell,2017-01-09,,,1,110856.3661078387,110856.36610783769
2017-01-10,122.38,122.97,122.1,122.6,,,unknown,sell,2017-01-10,,,1,111101.04213864975,111101.04213864876
2017-01-11,122.65,122.93,122.02,122.93,,,unknown,sell,2017-01-11,,,1,111400.09062075216,111400.09062075116
2017-01-12,122.49,122.82,121.6,122.74,,,unknown,sell,2017-01-12,,,1,111227.91119166289,111227.91119166189
2017-01-13,122.8,123.37,122.8,123.16,,,unknown,sell,2017-01-13,,,1,111608.51835070232,111608.51835070131
2017-01-17,122.84,123.03,122.43,122.79,,,unknown,sell,2017-01-17,,,1,111273.22156773902,111273.22156773803
2017-01-18,122.97,123.16,122.66,123.04,,,unknown,sell,2017-01-18,,,1,111499.77344811964,111499.77344811863
2017-01-19,123.22,123.65,122.72,122.98,,,unknown,sell,2017-01-19,,,1,111445.40099682828,111445.40099682727
2017-01-20,123.52,123.83,122.92,123.25,,,unknown,sell,2017-01-20,,,1,111690.07702763933,111690.07702763834
2017-01-23,123.17,123.53,122.57,123.35,,,unknown,sell,2017-01-23,,,1,111780.69777979158,111780.69777979056
2017-01-24,123.59,124.37,123.38,124.18,,,unknown,sell,2017-01-24,,,1,112532.8500226552,112532.85002265418
2017-01-25,124.96,125.46,124.85,125.43,,,unknown,sell,2017-01-25,,,1,113665.60942455824,113665.60942455722
2017-01-26,125.6,125.82,125.34,125.56,,,unknown,sell,2017-01-26,,,1,113783.41640235615,113783.41640235511
2017-01-27,125.83,125.92,125.39,125.8,,,unknown,sell,2017-01-27,,,1,114000.90620752153,114000.9062075205
2017-01-30,125.38,125.38,124.13,124.82,,,unknown,sell,2017-01-30,,,1,113112.82283642955,113112.82283642852
2017-01-31,124.38,124.6,123.85,124.57,,,unknown,sell,2017-01-31,,,1,112886.27095604893,112886.27095604791
2017-02-01,125.45,125.68,124.86,125.43,,,unknown,sell,2017-02-01,,,1,113665.60942455824,113665.60942455722
2017-02-02,125.21,125.7,124.86,125.32,,,unknown,sell,2017-02-02,,,1,113565.92659719076,113565.92659718974
2017-02-03,125.45,125.81,125.33,125.68,,,unknown,sell,2017-02-03,,,1,113892.16130493884,113892.16130493782
2017-02-06,125.47,125.85,125.35,125.83,,,unknown,sell,2017-02-06,,,1,114028.0924331672,114028.09243316617
2017-02-07,126.09,126.55,125.97,126.29,,,unknown,sell,2017-02-07,,,1,114444.94789306753,114444.94789306649
2017-02-08,126.12,126.68,125.88,126.5,,,unknown,sell,2017-02-08,,,1,114635.25147258723,114635.2514725862
2017-02-09,126.63,127.24,126.56,126.96,,,unknown,sell,2017-02-09,,,1,115052.10693248754,115052.10693248651
2017-02-10,127.24,127.56,127.02,127.38,,,unknown,sell,2017-02-10,,,1,115432.71409152696,115432.71409152591
2017-02-13,127.77,128.26,127.72,128.1,,,unknown,sell,2017-02-13,,,1,116085.18350702312,116085.18350702205
2017-02-14,128.15,128.54,127.74,128.53,,,unknown,sell,2017-02-14,,,1,116474.85274127776,116474.85274127671
2017-02-15,128.44,129.35,128.37,129.29,,,unknown,sell,2017-02-15,,,1,117163.57045763479,117163.57045763374
2017-02-16,129.37,129.63,128.92,129.25,,,unknown,sell,2017-02-16,,,1,117127.32215677391,117127.32215677286
2017-02-17,129.06,129.82,129.04,129.81,,,unknown,sell,2017-02-17,,,1,117634.79836882646,117634.7983688254
2017-02-21,130.06,130.53,129.99,130.45,,,unknown,sell,2017-02-21,,,1,118214.77118260082,118214.77118259975
2017-02-22,130.33,130.59,130.11,130.5,,,unknown,sell,2017-02-22,,,1,118260.08155867695,118260.08155867587
2017-02-23,130.7,130.7,129.49,130.01,,,unknown,sell,2017-02-23,,,1,117816.03987313094,117816.03987312988
2017-02-24,129.42,130.26,129.38,130.26,,,unknown,sell,2017-02-24,,,1,118042.59175351156,118042.59175351048
2017-02-27,130.02,130.43,129.8,130.42,,,unknown,sell,2017-02-27,,,1,118187.58495695514,118187.58495695407
2017-02-28,130.39,130.45,129.66,130.02,,,unknown,sell,2017-02-28,,,1,117825.10194834619,117825.10194834512
2017-03-01,130.85,131.68,130.6,131.44,,,unknown,sell,2017-03-01,,,1,119111.91662890803,119111.91662890694
2017-03-02,131.41,131.43,130.62,130.78,,,unknown,sell,2017-03-02,,,1,118513.81966470323,118513.81966470215
2017-03-03,130.69,131.06,130.34,131.02,,,unknown,sell,2017-03-03,,,1,118731.30946986862,118731.30946986754
2017-03-06,130.59,130.95,130.21,130.73,,,unknown,sell,2017-03-06,,,1,118468.50928862709,118468.50928862602
2017-03-07,130.47,131.08,130.28,130.51,,,unknown,sell,2017-03-07,,,1,118269.14363389216,118269.1436338911
2017-03-08,130.59,131.15,130.46,130.74,,,unknown,sell,2017-03-08,,,1,118477.57136384233,118477.57136384127
2017-03-09,130.71,131.02,130.14,130.84,,,unknown,sell,2017-03-09,,,1,118568.19211599458,118568.1921159935
2017-03-10,131.44,131.6,130.82,131.39,,,unknown,sell,2017-03-10,,,1,119066.60625283189,119066.60625283081
2017-03-13,131.34,131.64,131.27,131.61,,,unknown,sell,2017-03-13,,,1,119265.97190756685,119265.97190756578
2017-03-14,131.31,131.36,130.76,131.29,,,unknown,sell,2017-03-14,,,1,118975.98550067966,118975.98550067858
2017-03-15,131.56,132.41,131.14,132.1,,,down,sell,2017-03-15,,,1,119710.01359311283,119710.01359311175
2017-03-16,132.35,132.35,131.71,132.01,,,down,sell,2017-03-16,,,1,119628.4549161758,119628.45491617473
2017-03-17,131.9,132.04,131.62,131.69,,,down,sell,2017-03-17,,,1,119338.46850928864,119338.46850928756
2017-03-20,131.65,132.11,131.46,131.81,,,down,sell,2017-03-20,,,1,119447.21341187133,119447.21341187025
2017-03-21,132.31,132.43,129.73,129.81,,,down,sell,2017-03-21,,,1,117634.79836882646,117634.7983688254
2017-03-22,129.85,130.82,129.68,130.69,,,down,sell,2017-03-22,,,1,118432.2609877662,118432.26098776514
2017-03-23,130.52,130.88,130.14,130.36,,,down,sell,2017-03-23,,,1,118133.21250566382,118133.21250566276
2017-03-24,130.78,131.29,130.13,130.63,,,down,sell,2017-03-24,,,1,118377.88853647486,118377.8885364738
2017-03-27,129.7,131.07,129.4,130.84,,,down,buy,2017-03-27,,,1,118568.19211599458,118568.1921159935
2017-03-28,130.84,132.03,130.55,131.64,,,up,buy,2017-03-28,,,1,119293.1581332125,119293.15813321141
2017-03-29,131.73,132.3,131.59,132.25,,,up,buy,2017-03-29,,,1,119845.94472134119,119845.94472134011
2017-03-30,132.2,132.61,132.08,132.47,,,up,buy,2017-03-30,,,1,120045.31037607613,120045.31037607504
2017-03-31,132.28,132.74,132.13,132.38,,,up,sell,2017-03-31,,,1,119963.7516991391,119963.75169913803
2017-04-03,132.49,132.81,131.56,132.3,,,up,sell,2017-04-03,,,1,119891.25509741732,119891.25509741624
2017-04-04,131.92,132.53,131.87,132.51,,,up,sell,2017-04-04,,,1,120081.55867693701,120081.55867693594
2017-04-05,132.7,133.48,131.72,131.97,,,up,sell,2017-04-05,,,1,119592.2066153149,119592.20661531384
2017-04-06,132.1,132.39,131.7,132.04,,,up,sell,2017-04-06,,,1,119655.64114182147,119655.6411418204
2017-04-07,132.0,132.37,131.5,131.97,,,up,sell,2017-04-07,,,1,119592.2066153149,119592.20661531384
2017-04-10,132.1,132.57,131.66,132.02,,,up,sell,2017-04-10,,,1,119637.51699139105,119637.51699138996
2017-04-11,131.9,132.1,130.5,131.45,,,up,sell,2017-04-11,,,1,119120.97870412325,119120.97870412217
2017-04-12,131.43,131.54,130.78,130.92,,,up,sell,2017-04-12,,,1,118640.68871771636,118640.6887177153
2017-04-13,130.74,131.51,130.38,130.4,,,up,sell,2017-04-13,,,1,118169.4608065247,118169.46080652364
2017-04-17,130.77,131.5,130.72,131.48,,,up,sell,2017-04-17,,,1,119148.16492976891,119148.16492976782
2017-04-18,131.04,131.66,130.95,131.28,,,up,sell,2017-04-18,,,1,118966.92342546444,118966.92342546335
2017-04-19,131.85,132.29,131.31,131.49,,,up,sell,2017-04-19,,,1,119157.22700498416,119157.22700498308
2017-04-20,132.02,132.88,131.82,132.59,,,up,sell,2017-04-20,,,1,120154.05527865882,120154.05527865775
2017-04-21,132.71,132.76,132.22,132.56,,,up,sell,2017-04-21,,,1,120126.86905301314,120126.86905301207
2017-04-24,134.03,134.29,133.8,134.16,,,up,sell,2017-04-24,,,1,121576.80108744903,121576.80108744792
2017-04-25,134.6,135.37,134.48,135.13,,,up,sell,2017-04-25,,,1,122455.82238332578,122455.82238332469
2017-04-26,135.18,135.51,134.86,134.94,,,up,sell,2017-04-26,,,1,122283.64295423652,122283.64295423542
2017-04-27,135.27,135.75,135.19,135.75,,,up,sell,2017-04-27,,,1,123017.6710466697,123017.67104666859
2017-04-28,136.29,136.34,135.77,135.99,,,up,sell,2017-04-28,,,1,123235.16085183508,123235.16085183396
2017-05-01,136.44,137.38,136.38,137.2,,,up,sell,2017-05-01,,,1,124331.67195287721,124331.67195287609
2017-05-02,137.37,137.49,137.02,137.43,,,up,sell,2017-05-02,,,1,124540.09968282738,124540.09968282627
2017-05-03,137.12,137.17,136.62,136.99,,,up,sell,2017-05-03,,,1,124141.36837335752,124141.36837335638
2017-05-04,136.97,137.43,136.56,137.04,,,up,sell,2017-05-04,,,1,124186.67874943362,124186.6787494325
2017-05-05,137.39,137.54,136.88,137.54,,,up,sell,2017-05-05,,,1,124639.78251019484,124639.78251019372
2017-05-08,137.61,137.84,137.33,137.84,,,up,sell,2017-05-08,,,1,124911.64476665157,124911.64476665044
2017-05-09,138.05,138.63,137.93,138.32,,,up,sell,2017-05-09,,,1,125346.62437698233,125346.62437698121
2017-05-10,138.4,138.45,137.91,138.4,,,up,sell,2017-05-10,,,1,125419.12097870413,125419.12097870301
2017-05-11,138.02,138.33,137.38,138.29,,,up,sell,2017-05-11,,,1,125319.43815133665,125319.43815133553
