date,p_day,buy_level,sell_level,threshold_gap,daily_action,daily_reward,score_on_lookback,window_size,reward_force_buy,reward_free,reward_force_sell,best_action_ex_post
2017-04-11,0.2803588277536064,0.05,0.15,0.09999999999999999,FORCE_SELL,0.0,0.0,30,-0.0089775011703796,-0.0166522314750486,0.0,FORCE_SELL
2017-04-12,0.2946812063596247,0.05,0.15,0.09999999999999999,FORCE_SELL,-0.0039343898924968,0.0,30,-0.0175662196608666,-0.0054550007100094,-0.0039343898924968,FORCE_SELL
2017-04-13,0.2778668368287588,0.05,0.15,0.09999999999999999,FORCE_SELL,-0.0015283163048708,-0.0039343898924968,30,-0.0064811932188038,-0.0105598577185839,-0.0015283163048708,FORCE_SELL
2017-04-17,0.2635198627175364,0.05,0.15,0.09999999999999999,FORCE_SELL,0.0064102564102564,-0.005462706197367601,30,0.0238746438746437,0.0064102564102564,0.0064102564102564,FORCE_BUY
2017-04-18,0.3484705322925723,0.285,0.305,0.020000000000000018,FORCE_SELL,0.0,0.0029609487754508994,30,0.0087973242643131,0.0162365259269031,0.0,FREE
2017-04-19,0.3192543761459366,0.285,0.35,0.065,FREE,-0.0121044108363296,0.019197474702354,30,-0.0121044108363296,-0.0121044108363296,0.0,FORCE_SELL
2017-04-20,0.2663763386896197,0.285,0.35,0.065,FORCE_BUY,0.0,0.0070930638660244,30,0.0,0.0,0.0,FORCE_BUY
2017-04-21,0.3108671468214215,0.285,0.35,0.065,FREE,0.0,0.0070930638660244,30,0.0,0.0,0.0,FORCE_BUY
2017-04-24,0.3187982283619683,0.285,0.35,0.065,FREE,0.0016319225100021,0.0070930638660244,30,0.0003158559696777,0.0016319225100021,0.0,FREE
2017-04-25,0.2003534496998888,0.285,0.35,0.065,FORCE_BUY,0.0,0.0087249863760265,30,0.0,0.0,0.0,FORCE_BUY
2017-04-26,0.2323751456689224,0.285,0.35,0.065,FORCE_BUY,0.0013935483870968,0.0087249863760265,30,0.0013935483870968,0.0013935483870968,0.0,FORCE_BUY
2017-04-27,0.2007990790297268,0.285,0.35,0.065,FORCE_BUY,0.025969012199516,0.010118534763123301,30,0.025969012199516,0.0110263069673273,0.0021362021928242,FORCE_BUY
2017-04-28,0.2693728389985063,0.285,0.35,0.065,FORCE_BUY,0.0,0.0360875469626393,30,0.0,0.0,0.0,FORCE_BUY
2017-05-01,0.2156728084546519,0.285,0.35,0.065,FORCE_BUY,0.016929290914531,0.0360875469626393,30,0.016929290914531,0.0051360700724842,0.0,FORCE_BUY
2017-05-02,0.2341357848152002,0.285,0.35,0.065,FORCE_BUY,-0.0046303101572836,0.0530168378771703,30,-0.0046303101572836,0.0007876200989711,0.0,FREE
2017-05-03,0.2626171315180936,0.285,0.35,0.065,FORCE_BUY,-0.0016492307692308,0.0483865277198867,30,-0.0016492307692308,-0.0016492307692308,0.0,FORCE_SELL
2017-05-04,0.2378247577341178,0.285,0.35,0.065,FORCE_BUY,-0.0020640849223511,0.0467372969506559,30,-0.0020640849223511,0.0016217810104185,0.0016217810104185,FREE
2017-05-05,0.2528374090307692,0.22,0.245,0.024999999999999994,FORCE_SELL,0.0,0.047648802823422196,30,0.0,0.0,0.0,FORCE_BUY
2017-05-08,0.2816712788787524,0.22,0.245,0.024999999999999994,FORCE_SELL,0.0,0.047648802823422196,30,0.0096840457791256,0.0125257767647412,0.0,FREE
2017-05-09,0.3070992709692011,0.285,0.35,0.065,FREE,0.0099689319517374,0.0543572578074304,30,0.0037361101067806,0.0099689319517374,0.0,FREE
2017-05-10,0.2732941056300906,0.285,0.35,0.065,FORCE_BUY,0.0057119444712232,0.0643261897591678,30,0.0057119444712232,0.0065552986821699,0.0,FREE
2017-05-11,0.282100159514365,0.285,0.35,0.065,FORCE_BUY,-0.0008159934720523,0.070038134230391,30,-0.0008159934720523,-0.0070522702909382,-0.0112559099527203,FORCE_BUY
2017-05-12,0.293429019396619,0.285,0.35,0.065,FREE,0.0087882981872424,0.0692221407583387,30,0.0159017859300612,0.0087882981872424,0.0071533869837357,FORCE_BUY
2017-05-15,0.3121338308429008,0.285,0.35,0.065,FREE,0.0,0.0780104389455811,30,0.0,0.0,0.0,FORCE_BUY
2017-05-16,0.3060796473423348,0.285,0.35,0.065,FREE,0.0,0.0780104389455811,30,0.0,0.0,0.0,FORCE_BUY
2017-05-17,0.306785118608946,0.285,0.35,0.065,FREE,-0.0548806529682532,0.0780104389455811,30,-0.0548806529682532,-0.0548806529682532,0.0,FORCE_SELL
2017-05-18,0.1590982051364287,0.285,0.305,0.020000000000000018,FORCE_BUY,0.0270059004488374,0.06227746939326811,30,0.0270059004488374,0.0270059004488374,0.0270059004488374,FORCE_BUY
2017-05-19,0.1578350469211212,0.285,0.305,0.020000000000000018,FORCE_BUY,-0.0024390243902438,0.08928336984210551,30,-0.0024390243902438,-0.0057746211684694,0.0032439024390244,FORCE_SELL
2017-05-22,0.1597172049924499,0.285,0.305,0.020000000000000018,FORCE_BUY,0.0178792363115888,0.08684434545186172,30,0.0178792363115888,0.0178792363115888,0.0178792363115888,FORCE_BUY
2017-05-23,0.1914783405850886,0.285,0.305,0.020000000000000018,FORCE_BUY,0.0021747352496217,0.10472358176345052,30,0.0021747352496217,0.0126488386430261,0.0051295385779121,FREE
2017-05-24,0.1890539035755881,0.285,0.305,0.020000000000000018,FORCE_BUY,0.0105777819566546,0.10689831701307222,30,0.0105777819566546,0.0008697287386583,0.0008697287386583,FORCE_BUY
2017-05-25,0.2264623342592375,0.285,0.305,0.020000000000000018,FORCE_BUY,0.0216347826086956,0.1264536001401064,30,0.0216347826086956,0.0022260869565217,0.0022260869565217,FORCE_BUY
2017-05-26,0.1999275526312508,0.285,0.305,0.020000000000000018,FORCE_BUY,0.0050185071644299,0.1535433834588114,30,0.0050185071644299,-0.0039739310125575,-0.0039739310125575,FORCE_BUY
2017-05-30,0.2088730351929716,0.285,0.305,0.020000000000000018,FORCE_BUY,0.0008597285067873,0.1650430838420451,30,0.0008597285067873,-0.0008437206184895,-0.002737556561086,FORCE_BUY
2017-05-31,0.2310615733141209,0.23,0.295,0.06499999999999997,FREE,-0.0109050723056644,0.1485807730408894,30,0.0018707597989498,-0.0109050723056644,-0.0003831676696644,FORCE_BUY
2017-06-01,0.2012787810965459,0.235,0.295,0.06,FORCE_BUY,0.0092436786251151,0.1450336025835845,30,0.0092436786251151,0.0092436786251151,0.0092436786251151,FORCE_BUY
2017-06-02,0.2329382051332452,0.235,0.295,0.06,FORCE_BUY,0.0217439196334156,0.1542772812086996,30,0.0217439196334156,0.0027537892139584,0.0027537892139584,FORCE_BUY
2017-06-05,0.2202045569205034,0.235,0.295,0.06,FORCE_BUY,0.0002590393955747,0.1760212008421152,30,0.0002590393955747,0.0002590393955747,0.0002590393955747,FORCE_BUY
2017-06-06,0.2279672231656319,0.235,0.295,0.06,FORCE_BUY,-0.0063214409421546,0.1762802402376899,30,-0.0063214409421546,-0.0063214409421546,-0.0063214409421546,FORCE_BUY
2017-06-07,0.2133612194502598,0.235,0.295,0.06,FORCE_BUY,0.0064211396978799,0.1699587992955353,30,0.0064211396978799,0.0064211396978799,0.0064211396978799,FORCE_BUY
2017-06-08,0.2100623478444276,0.235,0.295,0.06,FORCE_BUY,-0.0049402424817706,0.17637993899341523,30,-0.0049402424817706,0.0014216588643553,0.0064719333822324,FORCE_SELL
2017-06-09,0.2335905795226931,0.235,0.295,0.06,FORCE_BUY,-0.0720854282153755,0.17004614812454782,30,-0.0720854282153755,-0.0663180444807924,0.0004297193932361,FORCE_SELL
2017-06-12,0.1839272019434434,0.21,0.23,0.020000000000000018,FORCE_BUY,0.0,0.07978269689641622,30,0.0,-0.00548807177245,-0.0094386370608083,FORCE_BUY
2017-06-13,0.2723741170552479,0.21,0.23,0.020000000000000018,FORCE_SELL,0.0,0.07978269689641622,30,0.0139702779991561,0.0,0.0,FORCE_BUY
2017-06-14,0.2556339755441059,0.21,0.23,0.020000000000000018,FORCE_SELL,0.0,0.074646626823932,30,-0.0192808633361242,-0.0192808633361242,0.0,FORCE_SELL
2017-06-15,0.2387003758553509,0.21,0.23,0.020000000000000018,FORCE_SELL,-0.0005056220354897,0.074646626823932,30,0.013555485999085,0.006789781619435,-0.0005056220354897,FORCE_BUY
2017-06-16,0.3188908309289243,0.21,0.23,0.020000000000000018,FORCE_SELL,0.0,0.0741410047884423,30,-0.0108713712644499,-0.0071112539648027,0.0,FORCE_SELL
2017-06-19,0.301623551767572,0.21,0.23,0.020000000000000018,FORCE_SELL,0.0,0.07251922377802379,30,0.0,0.0,0.0,FORCE_BUY
2017-06-20,0.3135167872866325,0.21,0.23,0.020000000000000018,FORCE_SELL,0.0,0.07251922377802379,30,-0.0167308979299843,0.007480835902431,0.0,FREE
2017-06-21,0.2791110941330193,0.21,0.23,0.020000000000000018,FORCE_SELL,0.0,0.07251922377802379,30,0.0443578101599829,0.015084541248643,0.0,FORCE_BUY
2017-06-22,0.3286815410837746,0.285,0.305,0.020000000000000018,FORCE_SELL,0.0056201594663132,0.105190033376519,30,0.0039066962143883,0.0058261681940393,0.0056201594663132,FREE
2017-06-23,0.3487595511634599,0.285,0.305,0.020000000000000018,FORCE_SELL,0.0,0.105098248371609,30,0.0176818640491697,0.0219586238232246,0.0,FREE
2017-06-26,0.368508520315898,0.28,0.305,0.024999999999999967,FORCE_SELL,0.0,0.1059142418436613,30,0.0,0.0,0.0,FORCE_BUY
2017-06-27,0.3284906780267415,0.28,0.305,0.024999999999999967,FORCE_SELL,0.0,0.09712594365641888,30,-0.0394249365053475,-0.0365250535864327,0.0,FORCE_SELL
2017-06-28,0.3278151164270513,0.28,0.305,0.024999999999999967,FORCE_SELL,0.0,0.09712594365641888,30,0.0664977989818753,0.0345564430246937,0.0,FORCE_BUY
2017-06-29,0.3823609818557252,0.28,0.305,0.024999999999999967,FORCE_SELL,0.0,0.09712594365641888,30,-0.0487318925507478,-0.0487318925507478,0.0,FORCE_SELL
2017-06-30,0.3526239085452944,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.11769154758325888,30,-0.0065970447187127,-0.0065970447187127,0.0,FORCE_SELL
2017-07-03,0.3508306932948946,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.09068564713442151,30,-0.0361101616289856,-0.0361101616289856,0.0,FORCE_SELL
2017-07-05,0.334479041108587,0.28,0.35,0.06999999999999995,FREE,0.028493374524472,0.0931246715246653,30,0.0390379656343351,0.028493374524472,0.0,FORCE_BUY
2017-07-06,0.3940503441560283,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.10373880973754847,30,-0.0194744135405324,-0.0070061957121524,0.0,FORCE_SELL
2017-07-07,0.3768614202246079,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.10156407448792677,30,0.0267587180004032,0.007852112612438,0.0,FORCE_BUY
2017-07-10,0.3868810637089899,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.09098629253127219,30,0.0121409319379357,0.0173873249042336,0.0,FREE
2017-07-11,0.3877881026282827,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.06935150992257659,30,0.019457418745916,0.0090510878245927,0.0,FORCE_BUY
2017-07-12,0.4010979729773923,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.0643330027581467,30,0.0,0.0,0.0,FORCE_BUY
2017-07-13,0.3429998176723105,0.28,0.35,0.06999999999999995,FREE,0.0053024456913135,0.0634732742513594,30,0.000752273918891,0.0053024456913135,0.0,FREE
2017-07-14,0.3435991481169713,0.28,0.35,0.06999999999999995,FREE,0.0,0.06690496014372309,30,0.0,0.0,0.0,FORCE_BUY
2017-07-17,0.3700043574015253,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.057661281518608005,30,0.0119327467705462,0.0046526550671612,0.0,FORCE_BUY
2017-07-18,0.3281291472141466,0.28,0.35,0.06999999999999995,FREE,-0.0032710643294089,0.03591736188519238,30,0.0175124378109452,-0.0032710643294089,0.0,FORCE_BUY
2017-07-19,0.3487971426733272,0.335,0.38,0.044999999999999984,FREE,-0.0006213176218532,0.0326630626688802,30,-0.0004499196572041,-0.0006213176218532,0.0,FORCE_SELL
2017-07-20,0.3299493869128853,0.335,0.38,0.044999999999999984,FORCE_BUY,0.0009016164695275,0.03836318598918162,30,0.0009016164695275,0.0078487178075091,0.0,FREE
2017-07-21,0.3410525957371142,0.28,0.35,0.06999999999999995,FREE,0.0001938057396244,0.039514959590139384,30,0.000902023108973,0.0001938057396244,0.0,FORCE_BUY
2017-07-24,0.3654353689756432,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0010762409057644,0.04464900781153441,30,0.0085238279736535,0.001698791665278,0.0010762409057644,FORCE_BUY
2017-07-25,0.355839640627282,0.28,0.35,0.06999999999999995,FORCE_SELL,0.0,0.11781067693267427,30,0.0065072671618466,0.0136027957188495,0.0,FREE
2017-07-26,0.3067578370760657,0.335,0.38,0.044999999999999984,FORCE_BUY,0.010117010940734,0.1253647265817272,30,0.010117010940734,-0.0009715709880453,0.0,FORCE_BUY
2017-07-27,0.3297507124883543,0.335,0.38,0.044999999999999984,FORCE_BUY,0.0,0.1215114595233051,30,0.0,0.0,0.0,FORCE_BUY
2017-07-28,0.279110655249757,0.335,0.38,0.044999999999999984,FORCE_BUY,0.0062020529443543,0.1407923228594293,30,0.0062020529443543,0.0062020529443543,0.0,FORCE_BUY
2017-07-31,0.3470108113606605,0.335,0.38,0.044999999999999984,FREE,-0.0057779612051177,0.13343888980469856,30,-0.0205850255707959,-0.0057779612051177,0.0,FORCE_SELL
2017-08-01,0.2988811891831436,0.335,0.38,0.044999999999999984,FORCE_BUY,0.0166778429124576,0.13853229986403082,30,0.0166778429124576,0.0170719588868557,0.0024443531116832,FREE
2017-08-02,0.3360034332559787,0.335,0.38,0.044999999999999984,FREE,0.0152557933453943,0.15521014277648842,30,-0.01257901794266,0.0152557933453943,0.0012557733648341,FREE
2017-08-03,0.3053536109103892,0.335,0.38,0.044999999999999984,FORCE_BUY,-0.0144288663340788,0.18719683405186704,30,-0.0144288663340788,-0.0144288663340788,0.0,FORCE_SELL
2017-08-04,0.2926823143926644,0.335,0.38,0.044999999999999984,FORCE_BUY,0.0026063159723731,0.12841015755780527,30,0.0026063159723731,0.0060617429083828,0.001542070283654,FREE
2017-08-07,0.3182522636776166,0.335,0.38,0.044999999999999984,FORCE_BUY,0.0134736025179468,0.1271097773157901,30,0.0134736025179468,0.0006871630686678,-0.0018755254704982,FORCE_BUY
2017-08-08,0.3397585471079942,0.335,0.38,0.044999999999999984,FREE,-0.030051420099539,0.1186247560105123,30,-0.0155175716809637,-0.030051420099539,8.514442623306564e-05,FORCE_SELL
2017-08-09,0.2579099851669109,0.335,0.38,0.044999999999999984,FORCE_BUY,0.009016216216216,0.0885733359109733,30,0.009016216216216,0.0149412481547611,-0.0075675675675676,FREE
2017-08-10,0.3370797112941468,0.335,0.38,0.044999999999999984,FREE,-0.063529974023749,0.1370144886325368,30,-0.0649513513513513,-0.063529974023749,-0.0084756756756757,FORCE_SELL
2017-08-11,0.2203369378392394,0.31,0.335,0.025000000000000022,FORCE_BUY,0.0,0.05789024674445206,30,0.0,0.0,0.0,FORCE_BUY
2017-08-14,0.2699947445253103,0.31,0.335,0.025000000000000022,FORCE_BUY,0.0117427448937509,0.05789024674445206,30,0.0117427448937509,0.0027132035336763,0.0,FORCE_BUY
2017-08-15,0.2571512725407669,0.31,0.335,0.025000000000000022,FORCE_BUY,-0.0068073957953056,0.06963299163820297,30,-0.0068073957953056,0.0021474434685507,0.0021474434685507,FREE
2017-08-16,0.2474091215054776,0.335,0.39,0.05499999999999999,FORCE_BUY,-0.0087351203220005,0.0810676838018824,30,-0.0087351203220005,-0.011714047243074,0.0008992035625588,FORCE_SELL
2017-08-17,0.2374818610896542,0.33,0.39,0.06,FORCE_BUY,-0.05761254644431,0.03329459784554679,30,-0.05761254644431,-0.0386324167103655,-0.0054005011665083,FORCE_SELL
2017-08-18,0.2058374745424025,0.05,0.3,0.25,FREE,0.0098558657678682,-0.009142856506200937,30,0.000390024548604,0.0098558657678682,0.0149356459494804,FORCE_SELL
2017-08-21,0.2329873106157268,0.05,0.15,0.09999999999999999,FORCE_SELL,0.0016236364883716,0.0010666051925088665,30,0.0003887580324269,-0.009427307563346,0.0016236364883716,FORCE_SELL
2017-08-22,0.2703903907746575,0.05,0.15,0.09999999999999999,FORCE_SELL,-0.0019040279257429,0.0026902416808804665,30,0.0330484847111091,0.0115782676935392,-0.0019040279257429,FORCE_BUY
2017-08-23,0.2671271337211983,0.235,0.3,0.065,FREE,-0.0097514495351052,0.0032141937683691623,30,-0.0189553589160799,-0.0097514495351052,-0.0012136725732064,FORCE_SELL
2017-08-24,0.245202178529185,0.05,0.15,0.09999999999999999,FORCE_SELL,0.0010278410868305,-0.0004274588180688335,30,-0.0008267417437545,0.0089191503569222,0.0010278410868305,FREE
2017-08-25,0.2417058896860812,0.235,0.3,0.065,FREE,0.0083390875199648,0.002381894590186163,30,-0.0185111111111112,0.0083390875199648,0.0016666666666666,FREE
2017-08-28,0.2368371014050211,0.235,0.3,0.065,FREE,0.0076788824557964,0.010720982110150963,30,-0.00310981976665,0.0076788824557964,0.0044490852136014,FREE
2017-08-29,0.2865981408739248,0.235,0.3,0.065,FREE,0.0160627825328713,0.018399864565947364,30,0.0429335230271461,0.0160627825328713,0.0160627825328713,FORCE_BUY
2017-08-30,0.3081043420073424,0.235,0.3,0.065,FORCE_SELL,0.0,0.03446264709881866,30,0.0371588801554356,0.0060576649945211,0.0,FORCE_BUY
2017-08-31,0.2763291174053783,0.31,0.33,0.020000000000000018,FORCE_BUY,0.0286462212952519,0.043772257818649865,30,0.0286462212952519,0.0077575116314683,0.0,FORCE_BUY
2017-09-01,0.2576598250967633,0.31,0.33,0.020000000000000018,FORCE_BUY,-0.0037918030748828,0.06456976130639266,30,-0.0037918030748828,0.0033773983672455,0.0033773983672455,FREE
2017-09-05,0.2084941769393266,0.31,0.33,0.020000000000000018,FORCE_BUY,-0.0231136700252414,0.06077795823150987,30,-0.0231136700252414,-0.0202255342262302,-0.0021695141539937,FORCE_SELL
2017-09-06,0.1943013358882252,0.31,0.33,0.020000000000000018,FORCE_BUY,0.0032885605073778,0.03658804730050405,30,0.0032885605073778,0.008008465472697,0.0094385957419547,FORCE_SELL
2017-09-07,0.2069226074971253,0.31,0.33,0.020000000000000018,FORCE_BUY,0.0087534790830092,0.03987660780788185,30,0.0087534790830092,0.0033569167357172,0.0033569167357172,FORCE_BUY
2017-09-08,0.2036809760914708,0.31,0.33,0.020000000000000018,FORCE_BUY,-0.0210126582278482,0.03851307595015705,30,-0.0210126582278482,-0.0120221212316411,-0.0041350210970465,FORCE_SELL
2017-09-11,0.1956637948527357,0.05,0.15,0.09999999999999999,FORCE_SELL,0.0069752157228571,0.03157105137001376,30,0.017215426039392,0.0103008732782545,0.0069752157228571,FORCE_BUY
2017-09-12,0.2069257139511469,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0,0.04044179437901056,30,0.0030345859660791,0.0033111888844645,0.0,FREE
2017-09-13,0.2198812035943772,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0085044293903073,0.04044179437901056,30,0.0052110474205313,0.007731260771364,0.0085044293903073,FORCE_SELL
2017-09-14,0.2464268419699937,0.05,0.2,0.15000000000000002,FORCE_SELL,-0.0247499119773004,0.04650187065763466,30,-0.0247499119773004,-0.0247499119773004,-0.0247499119773004,FORCE_BUY
2017-09-15,0.1989205510188306,0.05,0.2,0.15000000000000002,FREE,0.0120420946074193,0.020496185315500168,30,0.0120420946074193,0.0120420946074193,0.0120420946074193,FORCE_BUY
2017-09-18,0.2224531565735876,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0018238341968911,0.032538279922919466,30,-0.0064870466321243,0.0125582591969631,0.0018238341968911,FREE
2017-09-19,0.2118145260029962,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0043511003263325,0.03282004383615656,30,0.0039327252949543,0.0159039325956177,0.0043511003263325,FREE
2017-09-20,0.2354756228064622,0.2,0.31,0.10999999999999999,FREE,-0.0087705174366671,0.03992282607899568,30,-0.0097190426638917,-0.0087705174366671,0.0004370447450572,FORCE_SELL
2017-09-21,0.2297126139190371,0.05,0.2,0.15000000000000002,FORCE_SELL,-0.0151962230746532,0.039398569951811395,30,-0.0151962230746532,-0.0151962230746532,-0.0151962230746532,FORCE_BUY
2017-09-22,0.228020006287453,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0040484958115295,0.031769914444725794,30,0.0040484958115295,0.0040484958115295,0.0040484958115295,FORCE_BUY
2017-09-25,0.2755516645507935,0.05,0.2,0.15000000000000002,FORCE_SELL,-0.0067554442837716,0.044294085931930995,30,-0.0247339908920208,-0.0113282725537667,-0.0067554442837716,FORCE_SELL
2017-09-26,0.2346956188002789,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0044223327805418,0.03753864164815939,30,0.0070093974571585,0.001136425988548,0.0044223327805418,FORCE_BUY
2017-09-27,0.2423448010469756,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0,0.04196097442870119,30,0.0,0.0,0.0,FORCE_BUY
2017-09-28,0.2401653344083855,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0,0.039813530960150494,30,0.0,0.0,0.0,FORCE_BUY
2017-09-29,0.2828464507875693,0.05,0.2,0.15000000000000002,FORCE_SELL,0.0,0.038914327397591694,30,0.0213441448398651,0.0216230130639037,0.0,FREE
2017-10-02,0.2657269085312097,0.2,0.31,0.10999999999999999,FREE,0.0,0.07037084792378391,30,0.0,0.0,0.0,FORCE_BUY
2017-10-03,0.2424083418141614,0.2,0.31,0.10999999999999999,FREE,0.0,0.060514982155915706,30,0.0,0.0,0.0,FORCE_BUY
2017-10-04,0.2723037120013831,0.2,0.31,0.10999999999999999,FREE,-0.0006021844760995,0.06994228971926171,30,0.0013081938618712,-0.0006021844760995,0.0,FORCE_BUY
2017-10-05,0.2540381163797914,0.2,0.31,0.10999999999999999,FREE,-0.000141127500711,0.05776183754962301,30,0.0290305857957493,-0.000141127500711,0.0009538621047174,FORCE_BUY
