timestamp,open,high,low,close,p_confirm_within_5d,p_min_prev_5,p_max_prev_5,dp_vs_min_prev_5,dp_vs_max_prev_5,regime_chain,base_dir,day,action,exec_px,position,equity,bh_equity
2016-11-09,212.37,217.1,212.34,216.38,0.21961048063797248,0.2625254340644065,0.30528707163951824,-0.042914953426434005,-0.08567659100154576,unknown,buy,2016-11-09,,,0,95080.18311226103,102273.479226733
2016-11-10,217.3,218.31,215.22,216.92,0.1889249437322159,0.21961048063797248,0.30528707163951824,-0.030685536905756566,-0.11636212790730233,unknown,buy,2016-11-10,BUY,216.08,1,95449.80248385626,102528.71390083611
2016-11-11,216.08,216.7,215.32,216.42,0.3203098975008676,0.1889249437322159,0.30528707163951824,0.13138495376865167,0.015022825861349343,unknown,buy,2016-11-11,SELL,217.03,0,95498.20502061278,102292.38549888878
2016-11-14,217.03,217.27,215.72,216.59,0.19539395965936243,0.1889249437322159,0.3203098975008676,0.006469015927146521,-0.12491593784150515,unknown,buy,2016-11-14,BUY,217.04,1,95300.20376619296,102372.73715555089
2016-11-15,217.04,218.28,216.8,218.28,0.18139297478316185,0.1889249437322159,0.3203098975008676,-0.0075319689490540576,-0.13891692271770573,unknown,buy,2016-11-15,,,1,96043.80847723625,103171.5271541329
2016-11-16,217.56,218.14,217.42,217.87,0.20457940206019262,0.18139297478316185,0.3203098975008676,0.02318642727703077,-0.11573049544067496,unknown,buy,2016-11-16,,,1,95863.40733432042,102977.73786453607
2016-11-17,218.05,219.06,217.92,218.99,0.14796536939072769,0.18139297478316185,0.3203098975008676,-0.03342760539243417,-0.1723445281101399,up,sell,2016-11-17,,,1,96356.21045643196,103507.11348489815
2016-11-18,219.07,219.27,218.29,218.5,0.1569482406005603,0.14796536939072769,0.3203098975008676,0.008982871209832627,-0.16336165690030727,up,sell,2016-11-18,,,1,96140.60909050817,103275.51165098973
2016-11-21,219.17,220.18,219.0,220.15,0.15847116970401928,0.14796536939072769,0.20457940206019262,0.010505800313291597,-0.04610823235617334,unknown,sell,2016-11-21,,,1,96866.61369004747,104055.39537741597
2016-11-22,220.51,220.79,219.73,220.58,0.24965347673975516,0.14796536939072769,0.20457940206019262,0.10168810734902747,0.04507407467956254,unknown,sell,2016-11-22,,,1,97055.8148887153,104258.6378030907
2016-11-23,219.98,220.76,219.75,220.7,0.27439056425971337,0.14796536939072769,0.24965347673975516,0.12642519486898568,0.024737087519958206,unknown,sell,2016-11-23,,,1,97108.61522322723,104315.35661955804
2016-11-25,221.1,221.56,221.01,221.52,0.2558572642080747,0.14796536939072769,0.27439056425971337,0.10789189481734701,-0.018533300051638668,unknown,sell,2016-11-25,,,1,97469.4175090589,104702.93519875171
2016-11-28,221.16,221.48,220.36,220.48,0.2538464234959273,0.1569482406005603,0.27439056425971337,0.09689818289536697,-0.02054414076378608,unknown,sell,2016-11-28,,,1,97011.81460995533,104211.37212270121
2016-11-29,220.52,221.44,220.17,220.91,0.2646268754886972,0.15847116970401928,0.27439056425971337,0.1061557057846779,-0.009763688771016188,unknown,sell,2016-11-29,,,1,97201.01580862314,104414.61454837593
2016-11-30,221.63,221.82,220.31,220.38,0.25995438473955373,0.24965347673975516,0.27439056425971337,0.010300907999798575,-0.014436179520159631,unknown,sell,2016-11-30,,,1,96967.81433119536,104164.10644231175
2016-12-01,220.73,220.73,219.15,219.57,0.25922581610931256,0.2538464234959273,0.27439056425971337,0.00537939261338527,-0.015164748150400809,unknown,sell,2016-12-01,,,1,96611.41207323971,103781.25443115704
2016-12-02,219.67,220.25,219.26,219.68,0.2532386595536746,0.2538464234959273,0.2646268754886972,-0.0006077639422527037,-0.011388215935022594,unknown,sell,2016-12-02,,,1,96659.81237987567,103833.24667958547
2016-12-05,220.65,221.4,220.42,221.0,0.2466173919999337,0.2532386595536746,0.2646268754886972,-0.006621267553740873,-0.018009483488763467,unknown,sell,2016-12-05,,,1,97240.61605950711,104457.15366072646
2016-12-06,221.22,221.74,220.66,221.7,0.24879709126286573,0.2466173919999337,0.2646268754886972,0.0021796992629320167,-0.01582978422583145,unknown,sell,2016-12-06,,,1,97548.61801082682,104788.01342345274
2016-12-07,221.52,224.67,221.38,224.6,0.23737763668096537,0.2466173919999337,0.25995438473955373,-0.00923975531896834,-0.022576748058588364,unknown,sell,2016-12-07,,,1,98824.6260948656,106158.71815474733
2016-12-08,224.57,225.7,224.26,225.15,0.25872888263474786,0.23737763668096537,0.25922581610931256,0.02135124595378249,-0.000496933474564698,unknown,sell,2016-12-08,,,1,99066.62762804536,106418.67939688942
2016-12-09,225.41,226.53,225.37,226.51,0.2408486457381032,0.23737763668096537,0.25872888263474786,0.0034710090571378194,-0.01788023689664467,unknown,sell,2016-12-09,,,1,99665.03141918078,107061.49265018619
2016-12-12,226.4,226.96,225.76,226.25,0.24042172405935314,0.23737763668096537,0.25872888263474786,0.0030440873783877664,-0.018307158575394722,unknown,sell,2016-12-12,,,1,99550.6306944049,106938.60188117358
2016-12-13,227.02,228.34,227.0,227.76,0.24200788041985855,0.23737763668096537,0.25872888263474786,0.004630243738893175,-0.016721002214889313,unknown,sell,2016-12-13,,,1,100215.03490368027,107652.31365505456
2016-12-14,227.41,228.23,225.37,225.88,0.23611770874003865,0.23737763668096537,0.25872888263474786,-0.0012599279409267194,-0.022611173894709208,unknown,sell,2016-12-14,,,1,99387.82966299306,106763.71886373255
2016-12-15,226.16,227.81,225.89,226.81,0.2575149883933437,0.23611770874003865,0.25872888263474786,0.02139727965330504,-0.0012138942414041676,unknown,sell,2016-12-15,,,1,99797.03225546067,107203.2896913546
2016-12-16,226.01,226.08,224.67,225.04,0.23186371268833214,0.23611770874003865,0.2575149883933437,-0.00425399605170651,-0.02565127570501155,unknown,sell,2016-12-16,,,1,99018.2273214094,106366.687148461
2016-12-19,225.25,226.02,225.08,225.53,0.2438809734845296,0.23186371268833214,0.2575149883933437,0.012017260796197471,-0.01363401490881408,unknown,sell,2016-12-19,,,1,99233.82868733321,106598.2889823694
2016-12-20,226.15,226.57,225.88,226.4,0.2734687762522175,0.23186371268833214,0.2575149883933437,0.04160506356388535,0.015953787858873802,unknown,sell,2016-12-20,,,1,99616.63111254484,107009.50040175779
2016-12-21,226.25,226.45,225.77,225.77,0.26459301851632516,0.23186371268833214,0.2734687762522175,0.03272930582799302,-0.008875757735892331,unknown,sell,2016-12-21,,,1,99339.42935635711,106711.72661530413
2016-12-22,225.6,225.74,224.92,225.38,0.2553250563819706,0.23186371268833214,0.2734687762522175,0.023461343693638476,-0.018143719870246877,unknown,sell,2016-12-22,,,1,99167.82826919327,106527.39046178518
2016-12-23,225.43,225.72,225.21,225.71,0.25734614951394047,0.23186371268833214,0.2734687762522175,0.02548243682560833,-0.016122626738277024,unknown,sell,2016-12-23,,,1,99313.02918910113,106683.36720707046
2016-12-27,226.02,226.73,226.0,226.27,0.25835060685819045,0.2438809734845296,0.2734687762522175,0.014469633373660834,-0.015118169394027048,unknown,sell,2016-12-27,,,1,99559.4307501569,106948.05501725149
2016-12-28,226.57,226.59,224.27,224.4,0.2820681126096647,0.2553250563819706,0.2734687762522175,0.026743056227694073,0.008599336357447196,down,buy,2016-12-28,,,1,98736.62553734568,106064.1867939684
2016-12-29,224.48,224.89,223.84,224.35,0.2872239306818375,0.2553250563819706,0.2820681126096647,0.031898874299866875,0.005155818072172802,down,buy,2016-12-29,,,1,98714.6253979657,106040.55395377368
2016-12-30,224.73,224.83,222.73,223.53,0.2532884220852924,0.2553250563819706,0.2872239306818375,-0.002036634296678219,-0.033935508596545094,down,buy,2016-12-30,,,1,98353.82311213405,105652.97537458003
2017-01-03,225.04,225.83,223.88,225.24,0.2934966035057823,0.2532884220852924,0.2872239306818375,0.04020818142048993,0.006272672823944836,unknown,buy,2017-01-03,,,1,99106.22787892933,106461.21850923994
2017-01-04,225.62,226.75,225.61,226.58,0.2932297673138429,0.2532884220852924,0.2934966035057823,0.03994134522855053,-0.00026683619193940133,unknown,buy,2017-01-04,,,1,99695.83161431277,107094.57862645884
2017-01-05,226.27,226.58,225.48,226.4,0.3218586655891646,0.2532884220852924,0.2934966035057823,0.0685702435038722,0.028362062083382267,unknown,buy,2017-01-05,SELL,226.53,0,99673.83147493278,107009.50040175779
2017-01-06,226.53,227.75,225.9,227.21,0.3099879794384963,0.2532884220852924,0.3218586655891646,0.05669955735320392,-0.011870686150668275,unknown,buy,2017-01-06,,,0,99673.83147493278,107392.3524129125
2017-01-09,226.91,227.07,226.42,226.46,0.3016270605894553,0.2532884220852924,0.3218586655891646,0.04833863850416292,-0.020231604999709274,unknown,buy,2017-01-09,,,0,99673.83147493278,107037.85980999148
2017-01-10,226.48,227.45,226.01,226.46,0.2876277903285092,0.2932297673138429,0.3218586655891646,-0.005601976985333712,-0.03423087526065538,unknown,buy,2017-01-10,,,0,99673.83147493278,107037.85980999148
2017-01-11,226.36,227.1,225.59,227.1,0.30255807512647753,0.2876277903285092,0.3218586655891646,0.014930284797968318,-0.01930059046268706,unknown,buy,2017-01-11,,,0,99673.83147493278,107340.36016448407
2017-01-12,226.5,226.75,224.96,226.53,0.27134541958601965,0.2876277903285092,0.3218586655891646,-0.01628237074248956,-0.05051324600314494,unknown,buy,2017-01-12,,,0,99673.83147493278,107070.9457862641
2017-01-13,226.73,227.4,226.69,227.05,0.29664427123683385,0.27134541958601965,0.3099879794384963,0.02529885165081419,-0.013343708201662474,unknown,buy,2017-01-13,,,0,99673.83147493278,107316.72732428934
2017-01-17,226.31,226.78,225.8,226.25,0.2760193535673876,0.27134541958601965,0.30255807512647753,0.00467393398136795,-0.02653872155908993,unknown,buy,2017-01-17,,,0,99673.83147493278,106938.60188117358
2017-01-18,226.54,226.8,225.9,226.75,0.2764567306128116,0.27134541958601965,0.30255807512647753,0.005111311026791965,-0.026101344513665914,unknown,buy,2017-01-18,,,0,99673.83147493278,107174.93028312094
2017-01-19,226.84,227.0,225.41,225.91,0.2693097743477469,0.27134541958601965,0.30255807512647753,-0.0020356452382727652,-0.033248300778730644,unknown,buy,2017-01-19,,,0,99673.83147493278,106777.89856784938
2017-01-20,226.7,227.31,225.97,226.74,0.23890283082808908,0.2693097743477469,0.29664427123683385,-0.03040694351965781,-0.057741440408744765,unknown,buy,2017-01-20,,,0,99673.83147493278,107170.203715082
2017-01-23,226.74,226.81,225.27,226.15,0.2654333968000298,0.23890283082808908,0.29664427123683385,0.02653056597194073,-0.031210874436804037,unknown,buy,2017-01-23,,,0,99673.83147493278,106891.3362007841
2017-01-24,226.4,228.08,226.27,227.6,0.24764140233208734,0.23890283082808908,0.2764567306128116,0.00873857150399826,-0.02881532828072428,unknown,buy,2017-01-24,,,0,99673.83147493278,107576.68856643142
2017-01-25,228.7,229.57,228.51,229.57,0.24408360985201613,0.23890283082808908,0.2764567306128116,0.005180779023927051,-0.03237312076079549,up,sell,2017-01-25,,,0,99673.83147493278,108507.82247010396
2017-01-26,229.4,229.71,229.01,229.33,0.24343214805445515,0.23890283082808908,0.2693097743477469,0.00452931722636607,-0.02587762629329174,up,sell,2017-01-26,,,0,99673.83147493278,108394.38483716923
2017-01-27,229.42,229.59,228.76,228.97,0.2846526163108955,0.23890283082808908,0.2654333968000298,0.04574978548280642,0.019219219510865693,unknown,sell,2017-01-27,,,0,99673.83147493278,108224.22838776713
2017-01-30,228.17,228.2,226.41,227.55,0.2631441363786562,0.24343214805445515,0.2846526163108955,0.01971198832420104,-0.02150847993223931,unknown,sell,2017-01-30,,,0,99673.83147493278,107553.05572623668
2017-01-31,226.98,227.6,226.32,227.53,0.2723849892880111,0.24343214805445515,0.2846526163108955,0.02895284123355593,-0.01226762702288442,unknown,sell,2017-01-31,,,0,99673.83147493278,107543.60259015879
2017-02-01,227.53,228.59,226.94,227.62,0.2839091774692229,0.24343214805445515,0.2846526163108955,0.040477029414767746,-0.0007434388416726057,unknown,sell,2017-02-01,,,0,99673.83147493278,107586.14170250931
2017-02-02,227.62,228.1,226.82,227.77,0.2723914049625815,0.24343214805445515,0.2846526163108955,0.02895925690812637,-0.012261211348313983,unknown,sell,2017-02-02,,,0,99673.83147493278,107657.0402230935
2017-02-03,228.82,229.55,228.46,229.34,0.28238176079482624,0.2631441363786562,0.2846526163108955,0.01923762441617005,-0.002270855516069259,unknown,sell,2017-02-03,,,0,99673.83147493278,108399.11140520817
2017-02-06,228.87,229.33,228.54,228.93,0.24815213320877563,0.2631441363786562,0.2839091774692229,-0.014992003169880558,-0.03575704426044726,unknown,sell,2017-02-06,,,0,99673.83147493278,108205.32211561136
2017-02-07,229.38,229.66,228.72,228.94,0.2563844494281472,0.24815213320877563,0.2839091774692229,0.008232316219371566,-0.027524728041075697,unknown,sell,2017-02-07,,,0,99673.83147493278,108210.0486836503
2017-02-08,228.94,229.39,228.31,229.24,0.2541955384185788,0.24815213320877563,0.2839091774692229,0.006043405209803149,-0.029713639050644114,unknown,sell,2017-02-08,,,0,99673.83147493278,108351.8457248187
2017-02-09,229.24,230.95,229.24,230.6,0.23187435276157906,0.24815213320877563,0.28238176079482624,-0.016277780447196577,-0.050507408033247186,up,sell,2017-02-09,,,0,99673.83147493278,108994.65897811549
2017-02-10,231.0,231.77,230.62,231.51,0.2525936720845577,0.23187435276157906,0.28238176079482624,0.02071931932297863,-0.029788088710268557,up,sell,2017-02-10,,,0,99673.83147493278,109424.77666965964
2017-02-13,232.08,233.07,232.05,232.77,0.23286314535251615,0.23187435276157906,0.2563844494281472,0.0009887925909370932,-0.02352130407563105,up,sell,2017-02-13,,,0,99673.83147493278,110020.32424256696
2017-02-14,232.56,233.71,232.16,233.7,0.23225407799125178,0.23187435276157906,0.2563844494281472,0.0003797252296727227,-0.02413037143689542,up,sell,2017-02-14,,,0,99673.83147493278,110459.89507018901
2017-02-15,233.45,235.14,233.39,234.92,0.2284180541755572,0.23187435276157906,0.2541955384185788,-0.0034562985860218665,-0.025777484243021592,up,sell,2017-02-15,,,0,99673.83147493278,111036.53637094054
2017-02-16,234.95,235.16,233.85,234.72,0.23702756994302965,0.2284180541755572,0.2525936720845577,0.008609515767472459,-0.015566102141528038,up,sell,2017-02-16,,,0,99673.83147493278,110942.0050101616
2017-02-17,233.95,235.09,233.93,235.09,0.21888841341990753,0.2284180541755572,0.2525936720845577,-0.00952964075564966,-0.033705258664650156,unknown,sell,2017-02-17,,,0,99673.83147493278,111116.88802760265
2017-02-21,235.52,236.69,235.51,236.49,0.22376974699943217,0.21888841341990753,0.23702756994302965,0.004881333579524638,-0.01325782294359748,up,sell,2017-02-21,,,0,99673.83147493278,111778.6075530552
2017-02-22,236.02,236.54,235.83,236.28,0.26162883459183733,0.21888841341990753,0.23702756994302965,0.042740421171929804,0.024601264648807686,unknown,sell,2017-02-22,,,0,99673.83147493278,111679.34962423731
2017-02-23,236.88,236.9,235.56,236.44,0.23748533083388879,0.21888841341990753,0.26162883459183733,0.018596917413981257,-0.024143503757948548,up,sell,2017-02-23,,,0,99673.83147493278,111754.97471286046
2017-02-24,235.46,236.79,235.41,236.74,0.23775255905735795,0.21888841341990753,0.26162883459183733,0.018864145637450425,-0.02387627553447938,unknown,sell,2017-02-24,,,0,99673.83147493278,111896.77175402887
2017-02-27,236.64,237.31,236.35,237.11,0.23235645852122863,0.21888841341990753,0.26162883459183733,0.013468045101321102,-0.029272376070608702,up,sell,2017-02-27,,,0,99673.83147493278,112071.65477146993
2017-02-28,236.67,236.95,236.02,236.47,0.24352339733216918,0.22376974699943217,0.26162883459183733,0.019753650332737016,-0.01810543725966815,unknown,sell,2017-02-28,,,0,99673.83147493278,111769.1544169773
2017-03-01,238.39,240.32,238.37,239.78,0.23867508202604082,0.23235645852122863,0.26162883459183733,0.0063186235048121875,-0.022953752565796515,up,sell,2017-03-01,,,0,99673.83147493278,113333.64843786873
2017-03-02,239.56,239.57,238.21,238.27,0.27031547660070826,0.23235645852122863,0.24352339733216918,0.03795901807947963,0.026792079268539076,unknown,sell,2017-03-02,,,0,99673.83147493278,112619.93666398776
2017-03-03,238.17,238.61,237.73,238.42,0.2599694196280886,0.23235645852122863,0.27031547660070826,0.027612961106859985,-0.010346056972619644,unknown,sell,2017-03-03,,,0,99673.83147493278,112690.83518457194
2017-03-06,237.5,238.12,237.01,237.71,0.24271897246616914,0.23235645852122863,0.27031547660070826,0.010362513944940505,-0.027596504134539124,unknown,sell,2017-03-06,,,0,99673.83147493278,112355.24885380673
2017-03-07,237.36,237.77,236.76,237.0,0.27380141610739916,0.23867508202604082,0.27031547660070826,0.035126334081358346,0.003485939506690905,unknown,sell,2017-03-07,,,0,99673.83147493278,112019.6625230415
2017-03-08,237.34,237.64,236.4,236.56,0.2751956690767994,0.23867508202604082,0.27380141610739916,0.03652058705075856,0.0013942529694002115,unknown,sell,2017-03-08,,,0,99673.83147493278,111811.69352932782
2017-03-09,236.7,237.24,235.74,236.86,0.2655806441426077,0.24271897246616914,0.2751956690767994,0.022861671676438544,-0.009615024934191696,unknown,sell,2017-03-09,,,0,99673.83147493278,111953.49057049624
2017-03-10,237.97,238.02,236.59,237.69,0.26500665833177994,0.24271897246616914,0.2751956690767994,0.022287685865610807,-0.010189010745019433,unknown,sell,2017-03-10,,,0,99673.83147493278,112345.79571772882
2017-03-13,237.62,237.86,237.24,237.81,0.24362055209767533,0.24271897246616914,0.2751956690767994,0.0009015796315061941,-0.031575116979124046,unknown,sell,2017-03-13,,,0,99673.83147493278,112402.51453419619
2017-03-14,237.18,237.24,236.19,236.9,0.22170664976933796,0.24362055209767533,0.2751956690767994,-0.02191390232833737,-0.053489019307461416,unknown,sell,2017-03-14,,,0,99673.83147493278,111972.39684265203
2017-03-15,237.56,239.44,237.29,238.95,0.2578243416883362,0.22170664976933796,0.2751956690767994,0.03611769191899822,-0.017371327388463198,unknown,sell,2017-03-15,,,0,99673.83147493278,112941.34329063614
