chain_type,direction,chain_id,point_index,klu_idx,timestamp,bsp_type,is_buy,is_segbsp,mature_rate,is_mature,parent_idx,divergence_rate,bsp1_bi_amp,bsp1_bi_klu_cnt,bsp1_bi_amp_rate,macd_value,macd_dea,macd_diff,ppo,rsi,kdj_k,kdj_d,kdj_j,volume,next_bi_return,bsp_bi_amp,zs_cnt,bsp2_retrace_rate,bsp2_break_bi_amp,bsp2_break_bi_bi_klu_cnt,bsp2_break_bi_amp_rate,bsp2_bi_amp,bsp2_bi_klu_cnt,bsp2_bi_amp_rate,bsp2s_retrace_rate,bsp2s_break_bi_amp,bsp2s_break_bi_klu_cnt,bsp2s_break_bi_amp_rate,bsp2s_bi_amp,bsp2s_bi_klu_cnt,bsp2s_bi_amp_rate,bsp2s_lv,bsp3_zs_height,bsp3_bi_amp,bsp3_bi_klu_cnt,bsp3_bi_amp_rate
1p'>,sell,10,0,244,2025/07/03 14:20,1p,False,False,,0,,2.7243643002556195,53.97998046875,15.0,0.00868003020670298,4.99974762929449,11.150589444571423,13.650463259218668,0.002185233414499538,85.01733905742297,96.13213835256693,94.58988361556823,99.21664782656433,41093229.0,,53.97998046875,,,,,,,,,,,,,,,,,,,,
1p'>,sell,11,0,246,2025/07/03 14:30,1p,False,False,,0,,2.7243643002556195,54.25,17.0,0.008723449594173982,2.5996568678903174,11.957332087109926,13.257160521055084,0.0021210756949948343,82.00810796947457,90.19535712762064,93.3180317154776,83.95000795190671,37004752.0,,54.25,,,,,,,,,,,,,,,,,,,,
1p'>,sell,12,0,247,2025/07/03 14:35,1p,False,False,,0,,2.7243643002556195,55.9599609375,18.0,0.008998412876133203,1.8545966379105394,12.189156666848742,13.116454985804012,0.002097971700346639,83.5333996550983,91.28999588666403,92.64201977253974,88.58594811491261,33485381.0,,55.9599609375,,,,,,,,,,,,,,,,,,,,
1p'>,sell,13,0,248,2025/07/03 14:40,1p,False,False,,0,,2.7243643002556195,57.3798828125,19.0,0.009226737611695,1.2621420612710885,12.346924424507629,12.977995455143173,0.0020752458583619825,84.23904344615593,92.47853334408553,92.58752429638832,92.26055143947997,32527604.0,,57.3798828125,,,,,,,,,,,,,,,,,,,,
1p'>,sell,14,0,249,2025/07/03 14:45,1p,False,False,,0,,2.7243643002556195,57.6201171875,20.0,0.009265367518812058,0.5382478672390647,12.414205407912512,12.683329341532044,0.0020276148848847974,83.02908374657306,89.54208098344999,91.57237652540887,85.48148989953225,30041000.0,,57.6201171875,,,,,,,,,,,,,,,,,,,,
1p'>,sell,15,0,252,2025/07/03 15:00,1p,False,False,,0,,2.7243643002556195,58.68994140625,23.0,0.009437396231197168,-1.147209511758767,12.159486053926226,11.585881298046843,0.0018509119503288026,84.11085972552623,89.50163559439908,89.78432375467841,88.93625927384039,30754647.0,,58.68994140625,,,,,,,,,,,,,,,,,,,,
1p'>,sell,16,0,253,2025/07/03 15:05,1p,False,False,,0,,2.7243643002556195,60.81982421875,24.0,0.009779883334539864,-1.4024013898873768,11.984185880190305,11.282985185246616,0.00180212699772065,84.78743616052064,87.4577361221288,89.00879454382854,84.3556192787293,29057131.0,,60.81982421875,,,,,,,,,,,,,,,,,,,,
1p'>,sell,17,0,259,2025/07/03 15:35,1p,False,False,,0,,2.7243643002556195,61.65966796875,30.0,0.009914930977306814,-2.9227069853420566,10.050503850181363,8.589150357510334,0.0013705150649987014,77.39396968197643,70.24169881999842,69.68716304299402,71.35077037400723,23344765.0,,61.65966796875,,,,,,,,,,,,,,,,,,,,
1p'>,sell,18,0,260,2025/07/03 15:40,1p,False,False,,0,,2.7243643002556195,63.6396484375,31.0,0.010233313646737036,-2.4927617897539527,9.738908626462118,8.492527731585142,0.0013548517514878873,80.09771277939504,79.92779156280821,73.10070588293208,93.58196292256048,25214848.0,,63.6396484375,,,,,,,,,,,,,,,,,,,,
1p'>,sell,19,0,261,2025/07/03 15:45,1p,False,False,,0,,2.7243643002556195,63.90966796875,32.0,0.010276733034208039,-2.2740452804895064,9.45465296640093,8.317630326156177,0.0013267271553167675,79.99962286571994,85.25227073358376,77.15122749981597,101.45435720111931,24275000.0,,63.90966796875,,,,,,,,,,,,,,,,,,,,
1p'>,sell,20,0,262,2025/07/03 15:50,1p,False,False,,0,,2.7243643002556195,63.9296875,33.0,0.01027995219313446,-2.25009503486606,9.173391087042672,8.048343569609642,0.0012835817250032014,78.3954065823871,86.94989173087139,80.41744891016778,100.01477737227859,25719000.0,0.013019642075252887,63.9296875,,,,,,,,,,,,,,,,,,,,
1p'>,sell,21,0,556,2025/07/10 17:20,1p,False,False,,0,,1.3945119330260665,32.0,40.0,0.0051188206717061825,0.278494484545865,2.798488419638642,2.9377356619115744,0.000468063651860296,69.9611532775771,92.1624336400639,84.86279808817932,106.76170474383304,17418000.0,,32.0,,,,,,,,,,,,,,,,,,,,
1p'>,sell,22,0,557,2025/07/10 17:25,1p,False,False,,0,,1.3945119330260665,32.58984375,41.0,0.005213173933599205,0.29620484581221707,2.835514025365169,2.9836164482712775,0.0004753387367328872,67.20474887001151,88.92012672584943,86.21524096740268,94.32989824274296,21823000.0,,32.58984375,,,,,,,,,,,,,,,,,,,,
1p'>,sell,23,0,558,2025/07/10 17:30,1p,False,False,,0,,1.3945119330260665,34.18017578125,42.0,0.005467568448487923,0.6064044770174437,2.9113145849923496,3.2145168235010715,0.0005120726662023289,71.8404306581401,92.08801178276494,88.17283123919009,99.9183728699146,17798000.0,,34.18017578125,,,,,,,,,,,,,,,,,,,,
1p'>,sell,24,0,559,2025/07/10 17:35,1p,False,False,,0,,1.3945119330260665,34.30029296875,43.0,0.005486782771687991,0.640611850646458,2.991391066323157,3.311696991646386,0.0005275072993040624,69.65939017685777,91.63167074693328,89.32577774177115,96.24345675725752,21528000.0,,34.30029296875,,,,,,,,,,,,,,,,,,,,
1p'>,sell,25,0,560,2025/07/10 17:40,1p,False,False,,0,,1.3945119330260665,34.580078125,44.0,0.005531538085483274,0.6377442190866587,3.0711090937089893,3.3899812032523187,0.0005399299461518497,70.47694051043088,92.16073003156816,90.27076183837015,95.9406664179642,18873000.0,,34.580078125,,,,,,,,,,,,,,,,,,,,
1p'>,sell,26,0,562,2025/07/10 17:50,1p,False,False,,0,,1.3945119330260665,37.30029296875,46.0,0.005966672209660446,0.7843193040489611,3.231722324067499,3.6238819760919796,0.0005770749426612008,74.56325077602119,92.67886101366688,91.00527831382398,96.0260264133527,18111000.0,,37.30029296875,,,,,,,,,,,,,,,,,,,,
1p'>,sell,27,0,563,2025/07/10 17:55,1p,False,False,,0,,1.3945119330260665,37.60009765625,47.0,0.0060146299106557406,0.6898583646812853,3.31795461965266,3.6628838019933028,0.0005832342342810825,69.48418913483766,88.60362031949043,90.20472564904613,85.40140966037902,18027000.0,,37.60009765625,,,,,,,,,,,,,,,,,,,,
1p'>,sell,28,0,567,2025/07/10 18:15,1p,False,False,,0,,1.3945119330260665,38.2001953125,51.0,0.006110623419651207,0.2598902069771949,3.513295818441958,3.6432409219305555,0.0005799152243540984,72.36043402214473,85.78275513480415,85.8771405147941,85.59398437482426,18380000.0,,38.2001953125,,,,,,,,,,,,,,,,,,,,
1'>,buy,0,0,60,2025/06/30 18:30,1,True,False,,0,,1.3774112730202408,15.009765625,22.0,0.0024232712238039964,-0.5729631952846765,-1.1398719099619516,-1.42635350760429,-0.00023060822662399448,37.60463837420436,57.80004767771802,57.58276235272659,58.23461832770087,21703000.0,,15.009765625,1.0,,,,,,,,,,,,,,,,,,,
1'>,buy,1,0,62,2025/06/30 18:40,1,True,False,,0,,1.3774112730202408,17.97998046875,24.0,0.0029028014402776373,-0.864363752648754,-1.350202233239814,-1.782384109564191,-0.0002882059954199559,37.960602705620644,45.790379963338474,52.13351351240559,33.10411286520424,22851000.0,0.004064115383085864,17.97998046875,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,0,0,71,2025/06/30 19:25,1,False,False,,0,,2.2531678126882535,29.22998046875,10.0,0.004732810800071376,4.15390587055502,1.346474084499172,3.423427019776682,0.0005530924441269646,73.02156378489259,90.31117859371469,86.92469679945461,97.08414218223487,38799000.0,,29.22998046875,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,1,0,75,2025/06/30 19:45,1,False,False,,0,,2.2531678126882535,31.9501953125,14.0,0.005173257970563961,3.113493822301545,3.042071861371691,4.598818772522463,0.0007425943724129503,71.62780281253123,79.67421857215578,81.8871815577604,75.24829260094654,54307000.0,,31.9501953125,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,2,0,76,2025/06/30 19:50,1,False,False,,0,,2.2531678126882535,39.05029296875,15.0,0.006322879637433946,4.0750811403815845,3.5514570039193885,5.588997574110181,0.0009022538465377364,78.0045576941635,85.10811074942683,82.96082462164921,89.40268300498207,99699000.0,0.005970938880074014,39.05029296875,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,3,0,181,2025/07/02 15:35,1,False,False,,0,,1.7758719936980913,26.509765625,38.0,0.004282461681898727,0.48578064816394395,2.617244574073621,2.860134898155593,0.000460706027995494,61.704558896509084,68.17799514067701,67.40611039783649,69.72176462635807,32473000.0,,26.509765625,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,4,0,183,2025/07/02 15:45,1,False,False,,0,,1.7758719936980913,27.169921875,40.0,0.004389105168856789,0.6146799179418698,2.7541152728747496,3.0614552318456845,0.0004930539928124067,63.90629756419426,73.26827087016409,69.57548834796472,80.65383591456282,26932000.0,,27.169921875,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,5,0,193,2025/07/02 16:35,1,False,False,,0,,1.7758719936980913,27.66015625,50.0,0.004468299000887775,-0.24532215160670212,2.485512173168261,2.36285109736491,0.00038034785604592036,63.031638325188666,71.16622680477695,61.80524443548053,89.8881915433698,20408000.0,,27.66015625,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,6,0,194,2025/07/02 16:40,1,False,False,,0,,1.7758719936980913,28.3701171875,51.0,0.004582988076358945,-0.0825662093794346,2.4751913969958315,2.433908292306114,0.0003917604767638449,62.52463776107849,76.44598074674914,66.68548987257006,95.96696249510731,21352000.0,,28.3701171875,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,7,0,195,2025/07/02 16:45,1,False,False,,0,,1.7758719936980913,28.43994140625,52.0,0.004594267675941048,0.09605715415958826,2.48719854126578,2.535227118345574,0.0004080396812955658,64.11186795638159,84.1044519307051,72.49181055861507,107.32973467488515,19124000.0,,28.43994140625,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,8,0,196,2025/07/02 16:50,1,False,False,,0,,1.7758719936980913,28.7900390625,53.0,0.004650823430489073,-0.0019154450481151386,2.4869591106347655,2.486001388110708,0.00040009652077186895,60.370238960151454,80.99201042175211,75.32521051299409,92.32561023926814,18610000.0,,28.7900390625,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,9,0,198,2025/07/02 17:00,1,False,False,,0,,1.7758719936980913,28.7900390625,55.0,0.004650823430489073,-0.08200596178169839,2.478772303390511,2.437769322499662,0.0003922919444010748,60.66590596392748,83.34554095667615,79.91362727603789,90.20936831795268,20735000.0,,28.7900390625,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,10,0,203,2025/07/02 17:25,1,False,False,,0,,1.7758719936980913,28.89013671875,60.0,0.004666993485834045,-0.6036612440524562,2.115467430592344,1.813636808566116,0.0002918116277117293,56.360410791982424,65.48814213117261,66.9115921895887,62.641242014340435,16702000.0,,28.89013671875,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,11,0,208,2025/07/02 17:50,1,False,False,,0,,1.7758719936980913,29.52001953125,65.0,0.004768746517029237,-0.52721185876092,1.7280686472027036,1.4644627178222436,0.00023559764860730677,58.860838107390876,69.7334277200786,66.58109354758687,76.03809606506204,18765000.0,,29.52001953125,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,12,0,215,2025/07/02 18:25,1,False,False,,0,,1.7758719936980913,29.64990234375,72.0,0.004789728149818324,-0.3278637712096728,1.3215422355995203,1.157610349994684,0.00018620264850144322,55.65704953048679,70.95788176510628,69.5130206352529,73.84760402481305,20274000.0,,29.64990234375,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,13,0,216,2025/07/02 18:30,1,False,False,,0,,1.7758719936980913,30.68994140625,73.0,0.004957738968768524,-0.06451678500272484,1.3134776374741797,1.2812192449728173,0.0002060759622108547,60.95841218514837,78.96417739368033,72.66340622139538,91.56571973825024,20135000.0,,30.68994140625,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,14,0,217,2025/07/02 18:35,1,False,False,,0,,1.7758719936980913,30.98974609375,74.0,0.005006170256484685,0.07100227177781893,1.3223529214464071,1.3578540573353166,0.00021839325504347911,60.699230998976,82.28535487615736,75.87072243964937,95.11461974917333,22267000.0,,30.98974609375,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,15,0,218,2025/07/02 18:40,1,False,False,,0,,1.7758719936980913,31.919921875,75.0,0.005156433453714794,0.27618657945147707,1.3568762438778417,1.4949695336035802,0.00024043408025771699,63.459863637488176,86.13173689527346,79.29106059152406,99.8130895027723,21458000.0,,31.919921875,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,16,0,219,2025/07/02 18:45,1,False,False,,0,,1.7758719936980913,31.9599609375,76.0,0.0051629014758527835,0.2775123106931128,1.3915652827144807,1.530321438061037,0.00024610993018441213,60.72789200846972,84.06510055196898,80.8824072450057,90.43048716589556,24728000.0,,31.9599609375,1.0,,,,,,,,,,,,,,,,,,,
1'>,sell,17,0,222,2025/07/02 19:00,1,False,False,,0,,1.7758719936980913,34.2998046875,79.0,0.005540886379331356,0.3907750483419812,1.4871511492843925,1.682538673455383,0.00027055528558087586,66.478406257584,81.40640241924623,81.08320000847247,82.05280724079375,27665000.0,0.0009221053559691437,34.2998046875,1.0,,,,,,,,,,,,,,,,,,,
2'>,sell,0,0,110,2025/07/01 16:10,2,False,False,,0,,,,,,2.560221430624044,-0.53015938130031,0.7499513340117119,0.00012111449935112288,61.55150042759849,76.2991676390748,65.80870701604377,97.28008888513685,36867000.0,,25.57958984375,,0.6892935619268168,37.10986328125,23.0,0.005970938880074014,25.57958984375,13.0,0.004140452115209323,,,,,,,,,,,,
2'>,sell,1,0,118,2025/07/01 16:50,2,False,False,,0,,,,,,1.5432681792061755,1.462043065553241,2.233677155156329,0.00036054833257637164,59.31088873538763,70.88155442655977,68.73844292126125,75.16777743715681,31290000.0,,26.0,,0.7006223602321022,37.10986328125,23.0,0.005970938880074014,26.0,21.0,0.00420850199917281,,,,,,,,,,,,
2'>,sell,2,0,124,2025/07/01 17:20,2,False,False,,0,,,,,,0.9601110250184774,1.834139785530283,2.3141952980395217,0.00037344400754525626,59.18481610613937,73.30033343390076,62.50763672715462,94.88572684739304,22579000.0,,26.52978515625,,0.7148984881777871,37.10986328125,23.0,0.005970938880074014,26.52978515625,27.0,0.004294255917988587,,,,,,,,,,,,
2'>,sell,3,0,125,2025/07/01 17:25,2,False,False,,0,,,,,,1.0395438311590626,1.9640827644251657,2.483854680004697,0.00040079054059362617,59.28696079372274,77.25031226321502,67.42186190584141,96.90721297796225,23382000.0,,27.31982421875,,0.7361876817410298,37.10986328125,23.0,0.005970938880074014,27.31982421875,28.0,0.0044221359554484285,,,,,,,,,,,,
2'>,sell,4,0,128,2025/07/01 17:40,2,False,False,,0,,,,,,0.869818587877182,2.258504164329378,2.693413458267969,0.0004345164839824105,60.52365656753262,84.67817279873478,76.56778500259064,100.89894839102305,19397000.0,,27.43994140625,,0.7394244812568256,37.10986328125,23.0,0.005970938880074014,27.43994140625,31.0,0.004441578779437997,,,,,,,,,,,,
2'>,sell,5,0,129,2025/07/01 17:45,2,False,False,,0,,,,,,0.835063206080422,2.3628870650894305,2.7804186681296414,0.0004485189627078976,60.06895704833948,86.68862601642958,79.94139867387028,100.18308070154819,20899000.0,,28.009765625,,0.7547795423744424,37.10986328125,23.0,0.005970938880074014,28.009765625,32.0,0.004533813639583629,,,,,,,,,,,,
2'>,sell,6,0,130,2025/07/01 17:50,2,False,False,,0,,,,,,1.1756986784350953,2.5098493998938176,3.0976987391113653,0.0004996447492737096,64.30870343242137,84.57253931560663,81.48511222111573,90.74739350458844,23111000.0,0.0032958384084753097,32.8095703125,,0.8841199457901869,37.10986328125,23.0,0.005970938880074014,32.8095703125,33.0,0.005310736240467582,,,,,,,,,,,,
2'>,sell,7,0,340,2025/07/07 18:50,2,False,False,,0,,,,,,1.853495389382127,-5.3016612564901395,-4.374913561799076,-0.0007033212619504608,48.89021501278719,58.24775083885303,42.1394333987073,90.4643857191445,17228000.0,,19.35986328125,,0.2366737103494383,81.7998046875,75.0,0.013019642075252887,19.35986328125,5.0,0.0031220550364860506,,,,,,,,,,,,
2'>,sell,8,0,341,2025/07/07 18:55,2,False,False,,0,,,,,,2.99199772308992,-4.9276615411039,-3.43166267955894,-0.0005516598097680087,53.200631001338124,71.90324776081397,52.06070485274285,111.5883335769562,19732000.0,,22.93017578125,,0.28032066664278976,81.7998046875,75.0,0.013019642075252887,22.93017578125,6.0,0.0036978190261651345,,,,,,,,,,,,
2'>,sell,9,0,342,2025/07/07 19:00,2,False,False,,0,,,,,,3.2710177777165406,-4.518784318889333,-2.8832754300310626,-0.0004635019437716326,49.935334645298774,74.65337651915863,59.59159540821477,104.77693874104634,22476000.0,,24.7900390625,,0.3030574358607022,81.7998046875,75.0,0.013019642075252887,24.7900390625,7.0,0.003997748599016288,,,,,,,,,,,,
2'>,sell,10,0,352,2025/07/07 19:50,2,False,False,,0,,,,,,2.2778481860932707,-1.6792434738990873,-0.540319380852452,-8.686715067550013e-05,56.150717953662515,60.00257108990796,49.723677108684825,80.56035905235422,73752000.0,,25.18017578125,,0.30782684478827166,81.7998046875,75.0,0.013019642075252887,25.18017578125,17.0,0.004060663728632479,,,,,,,,,,,,
2'>,sell,11,0,353,2025/07/07 19:55,2,False,False,,0,,,,,,3.3202259858255427,-1.2642152256708945,0.39589776724187686,6.364038191916029e-05,62.850931950952244,73.33504739327196,57.59413387021387,104.81687443938816,183285000.0,,29.759765625,,0.36381218437735036,81.7998046875,75.0,0.013019642075252887,29.759765625,18.0,0.004799188134978229,,,,,,,,,,,,
2'>,sell,12,0,354,2025/07/08 13:30,2,False,False,,0,,,,,,3.504788123278716,-0.8261167102610549,0.9262773513783031,0.00014888551272825045,58.99569413096713,71.4006515435847,62.196306428004135,89.80934177474583,0.0,,33.02978515625,,0.4037880687176916,81.7998046875,75.0,0.013019642075252887,33.02978515625,19.0,0.0053265255855910335,,,,,,,,,,,,
2'>,sell,13,0,357,2025/07/08 13:45,2,False,False,,0,,,,,,4.242481838581,0.6122000860503646,2.7334410053408646,0.0004391993104169746,66.52765307573128,80.58218662827886,72.7071411325572,96.33227761972219,43317927.0,0.0033181631117378944,37.4501953125,,0.45782744171054046,81.7998046875,75.0,0.013019642075252887,37.4501953125,22.0,0.006039379989114659,,,,,,,,,,,,
2'>,sell,14,0,579,2025/07/10 19:15,2,False,False,,0,,,,,,-1.0387235474958336,1.8147649821532492,1.2954032084053324,0.00020613333513998288,59.43416175218671,55.89136812160076,39.43387258235278,88.80635920009675,26344000.0,,4.0400390625,,0.5452029520295203,7.41015625,7.0,0.001178044010687163,4.0400390625,6.0,0.0006430305905832624,,,,,,,,,,,,
2'>,sell,15,0,580,2025/07/10 19:20,2,False,False,,0,,,,,,-1.0576318437847698,1.682561001680153,1.1537450797877682,0.00018359017047369156,53.30982304540119,54.3137736914059,44.393839618703815,74.15364183681005,26568000.0,,4.31982421875,,0.5829599367422246,7.41015625,7.0,0.001178044010687163,4.31982421875,7.0,0.0006875624407650619,,,,,,,,,,,,
2'>,sell,16,0,597,2025/07/11 14:15,2,False,False,,0,,,,,,-0.9227928715839564,-7.43134062703695,-7.892737062828928,-0.0012595122867547607,40.61947408830934,68.31461896315588,46.15153806090798,112.64078076765168,32115215.0,,21.47998046875,,0.4082085258801477,52.6201171875,24.0,0.008365385533454983,21.47998046875,7.0,0.003443628981091783,,,,,,,,,,,,
2'>,sell,17,0,598,2025/07/11 14:20,2,False,False,,0,,,,,,0.636254926302815,-7.351808761249098,-7.03368129809769,-0.0011224844140391237,44.88878940786757,78.3264548710042,56.87651033094005,121.22634395113249,32564060.0,,24.85986328125,,0.47244028728912646,52.6201171875,24.0,0.008365385533454983,24.85986328125,8.0,0.003985485265493532,,,,,,,,,,,,
2'>,sell,18,0,599,2025/07/11 14:25,2,False,False,,0,,,,,,1.703973946140982,-7.138812017981475,-6.286825044910984,-0.001003345677548197,44.80757342400113,82.74531088690038,65.49944384959349,117.23704496151419,30467517.0,,26.60986328125,,0.5056975298331571,52.6201171875,24.0,0.008365385533454983,26.60986328125,9.0,0.004266041885443816,,,,,,,,,,,,
2'>,sell,19,0,600,2025/07/11 14:30,2,False,False,,0,,,,,,2.72290830702795,-6.798448479602982,-5.436994326089007,-0.0008677320598109433,47.89442794003032,88.3412348553978,73.11337418486158,118.7969561964702,29667241.0,,26.8701171875,,0.5106434311378357,52.6201171875,24.0,0.008365385533454983,26.8701171875,10.0,0.004307765289024592,,,,,,,,,,,,
2s'>,sell,0,0,153,2025/07/01 19:45,2s,False,False,,0,,,,,,0.14810399274538177,0.44625479830774584,0.5203067946804367,8.388385892496592e-05,56.89099450595251,76.17654444561848,69.38677737797015,89.75607858091513,51934000.0,,19.2099609375,,,,,,,,,0.8501730240391574,37.10986328125,23.0,0.005970938880074014,19.2099609375,10.0,0.003103230816497085,1.0,,,,
2s'>,sell,1,0,167,2025/07/02 14:25,2s,False,False,,0,,,,,,2.373632901544111,-0.3551249974877625,0.831691453284293,0.00013411414355318888,60.847312971974944,88.08412748583643,76.53852331265631,111.17533583219665,48405051.0,,20.16015625,,,,,,,,,0.8757779502901277,37.10986328125,23.0,0.005970938880074014,20.16015625,24.0,0.003256728024796188,1.0,,,,
2s'>,sell,2,0,168,2025/07/02 14:30,2s,False,False,,0,,,,,,3.003680196037338,0.02033502701690475,1.5221751250355737,0.0002454277936165793,63.38518695062584,91.54555119192766,81.54086593908009,111.5549216976228,42342321.0,,21.58984375,,,,,,,,,0.9143037591610637,37.10986328125,23.0,0.005970938880074014,21.58984375,25.0,0.003487683742113647,1.0,,,,
2s'>,sell,3,0,169,2025/07/02 14:35,2s,False,False,,0,,,,,,3.2739705664335257,0.4295813478210954,2.0665666310378583,0.0003331638820776455,63.65042431642833,92.43844795286864,85.17339327700961,106.96855730458674,40822606.0,,22.66015625,,,,,,,,,0.9431454849278299,37.10986328125,23.0,0.005970938880074014,22.66015625,26.0,0.003660585016826717,1.0,,,,
2s'>,sell,4,0,170,2025/07/02 14:40,2s,False,False,,0,,,,,,2.692119789905001,0.7660963215592206,2.112156216511721,0.0003404951291601071,56.11480592246129,82.58060325899916,84.3091299376728,79.1235499016519,44692164.0,,24.10009765625,,,,,,,,,0.9819476059525533,37.10986328125,23.0,0.005970938880074014,24.10009765625,27.0,0.0038931971788380513,1.0,,,,
2s'>,sell,5,0,172,2025/07/02 14:50,2s,False,False,,0,,,,,,2.647066616875487,1.4366469313707622,2.7601802398085056,0.0004448713290416722,61.500821950008635,81.97689436342074,82.99660930201695,79.93746448622832,39971976.0,,24.31982421875,,,,,,,,,0.98786858067657,37.10986328125,23.0,0.005970938880074014,24.31982421875,29.0,0.003928692422278234,1.0,,,,
