date,equity,cash,pos,qty,entry_px,decision_date,result_date,buy_th,sell_th,p_day,p_day_source_date,daily_gate_mode,daily_reward_mode,direct_gate_confidence,direct_gate_prob_force_buy,direct_gate_prob_free,direct_gate_prob_force_sell,daily_action,daily_buy_level,daily_sell_level,decision_extreme_base_dir,decision_extreme_region,decision_extreme_label,decision_extreme_window_end_date,decision_extreme_ref_high,decision_extreme_ref_low,decision_extreme_future_max_high,decision_extreme_future_min_low
2014-02-10,100000.0,100000.0,0,0.0,,2014-02-07,2014-02-10,0.3,0.3,0.2834838947997276,2014-02-07,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-14,1.2523,1.1963,1.3692,1.2465
2014-02-11,100000.0,100000.0,0,0.0,,2014-02-10,2014-02-11,0.3,0.3,0.2740671750920856,2014-02-10,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-18,1.2731,1.2465,1.3877,1.2756
2014-02-12,100000.0,100000.0,0,0.0,,2014-02-11,2014-02-12,0.3,0.3,0.2651151745377975,2014-02-11,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-19,1.3223,1.2756,1.3877,1.2925
2014-02-13,100000.0,100000.0,0,0.0,,2014-02-12,2014-02-13,-0.5,-0.5,0.2552190155053135,2014-02-12,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-20,1.3312,1.3108,1.3877,1.2925
2014-02-14,100000.0,0.0,1,73405.27049842179,1.3623,2014-02-13,2014-02-14,-0.5,-0.5,0.24166408656705674,2014-02-13,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-21,1.3552,1.2925,1.389,1.3371
2014-02-18,100168.83212214637,100168.83212214637,0,0.0,,2014-02-14,2014-02-18,-0.5,-0.5,0.23591646040134698,2014-02-14,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-24,1.3692,1.339,1.405,1.3371
2014-02-19,100841.62568406707,100841.62568406707,0,0.0,,2014-02-18,2014-02-19,-0.5,-0.5,0.21371358192941858,2014-02-18,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-25,1.3877,1.3567,1.405,1.3371
2014-02-20,102812.25044473953,102812.25044473953,0,0.0,,2014-02-19,2014-02-20,-0.5,-0.5,0.23166209512172417,2014-02-19,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-26,1.3815,1.3429,1.4052,1.3371
2014-02-21,102385.78077610757,0.0,1,75261.52659225784,1.3754,2014-02-20,2014-02-21,-0.5,-0.5,0.23835301712263438,2014-02-20,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-27,1.3779,1.3371,1.4085,1.36
2014-02-24,105030.5242894589,0.0,1,75812.41828313765,1.3935,2014-02-21,2014-02-24,-0.5,-0.5,0.23385977055946286,2014-02-21,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-02-28,1.389,1.36,1.4287,1.3617
2014-02-25,107006.98552026079,107006.98552026079,0,0.0,,2014-02-24,2014-02-25,-0.5,-0.5,0.22731297980194828,2014-02-24,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-03,1.405,1.3667,1.4287,1.3319
2014-02-26,105283.77340883604,105283.77340883604,0,0.0,,2014-02-25,2014-02-26,-0.5,1.675000000000002,0.24473811470005144,2014-02-25,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-04,1.4004,1.3685,1.4287,1.3319
2014-02-27,106076.32104386702,106076.32104386702,0,0.0,,2014-02-26,2014-02-27,-0.5,2.3700000000000028,0.24542826506463578,2014-02-26,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-05,1.4052,1.3617,1.4398,1.3319
2014-02-28,104749.05476189582,0.0,1,74986.79559159269,1.4146,2014-02-27,2014-02-28,-0.5,2.3900000000000023,0.23347820516496862,2014-02-27,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-06,1.4085,1.3721,1.4454,1.3319
2014-03-03,102874.384872106,0.0,1,74986.79559159269,1.4146,2014-02-28,2014-03-03,-0.5,2.3900000000000023,0.24344417511204433,2014-02-28,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-07,1.4287,1.3631,1.446,1.3319
2014-03-04,104500.32590985172,0.0,1,73633.26233783238,1.4238,2014-03-03,2014-03-04,-0.5,2.3900000000000023,0.24563185005802327,2014-03-03,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-10,1.3792,1.3319,1.446,1.3838
2014-03-05,105266.11183816516,105266.11183816516,0,0.0,,2014-03-04,2014-03-05,-0.5,2.3900000000000023,0.27375211908628994,2014-03-04,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-11,1.4283,1.4096,1.446,1.3804
2014-03-06,105266.11183816516,105266.11183816516,0,0.0,,2014-03-05,2014-03-06,-0.5,-0.5,0.2331575371395406,2014-03-05,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-12,1.4398,1.4187,1.446,1.3583
2014-03-07,103131.61772637504,0.0,1,73555.10857026963,1.3887,2014-03-06,2014-03-07,-0.5,-0.5,0.24304992442252735,2014-03-06,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-13,1.4454,1.4131,1.446,1.3296
2014-03-10,104426.02250488511,104426.02250488511,0,0.0,,2014-03-07,2014-03-10,-0.5,-0.5,0.2516960133556912,2014-03-07,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2014-03-14,1.446,1.3862,1.4317,1.3192
2014-03-11,101919.44616457976,101919.44616457976,0,0.0,,2014-03-10,2014-03-11,-0.5,-0.5,0.24640695937370638,2014-03-10,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-17,1.4131,1.3838,1.4317,1.3192
2014-03-12,104815.4052038788,104815.4052038788,0,0.0,,2014-03-11,2014-03-12,-0.5,-0.5,0.2616603765250706,2014-03-11,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2014-03-18,1.4317,1.3804,1.4256,1.3192
2014-03-13,99763.43472161952,99763.43472161952,0,0.0,,2014-03-12,2014-03-13,-0.5,-0.5,0.24198868162789477,2014-03-12,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-19,1.4104,1.3583,1.4256,1.3192
2014-03-14,99414.5807997411,0.0,1,75268.45911549145,1.336,2014-03-13,2014-03-14,-0.5,-0.5,0.2799208101975939,2014-03-13,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2014-03-20,1.4256,1.3296,1.41,1.3192
2014-03-17,101535.59736002961,0.0,1,74713.4638410814,1.3562,2014-03-14,2014-03-17,-0.5,-0.5,0.2739223358958521,2014-03-14,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-21,1.3527,1.3192,1.4187,1.3352
2014-03-18,103315.31409437754,103315.31409437754,0,0.0,,2014-03-17,2014-03-18,2.3200000000000025,-0.5,0.2717755226453252,2014-03-17,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-24,1.3758,1.344,1.4187,1.271
2014-03-19,103107.96840208114,0.0,1,74661.81636645991,1.3987,2014-03-18,2014-03-19,2.3200000000000025,-0.5,0.28657042919831605,2014-03-18,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-25,1.409,1.3594,1.4187,1.271
2014-03-20,103533.54075536996,103533.54075536996,0,0.0,,2014-03-19,2014-03-20,2.3200000000000025,-0.5,0.2928190169805303,2014-03-19,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-26,1.41,1.3542,1.4187,1.2685
2014-03-21,102112.56665472746,0.0,1,75987.91982045502,1.3625,2014-03-20,2014-03-21,-0.5,-0.5,0.28945672110174425,2014-03-20,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-03-27,1.4052,1.36,1.4187,1.2267
2014-03-24,98533.53563118402,98533.53563118402,0,0.0,,2014-03-21,2014-03-24,-0.5,-0.5,0.329645788735024,2014-03-21,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.3,sell,sell_high_held,1.0,2014-03-28,1.4187,1.3352,1.3606,1.2267
2014-03-25,98533.53563118402,98533.53563118402,0,0.0,,2014-03-24,2014-03-25,-0.5,-0.5,0.3089881914368544,2014-03-24,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.3,sell,sell_high_held,1.0,2014-03-31,1.3606,1.271,1.3527,1.2267
2014-03-26,96668.56152202397,0.0,1,76152.9553505782,1.2898,2014-03-25,2014-03-26,-0.5,-0.5,0.29375654745746144,2014-03-25,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2014-04-01,1.3527,1.2877,1.3512,1.2267
2014-03-27,95206.42477929285,0.0,1,76152.9553505782,1.2898,2014-03-26,2014-03-27,-0.5,-0.5,0.30593791165883927,2014-03-26,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.3,sell,sell_high_broken,0.0,2014-04-02,1.3481,1.2685,1.3702,1.2267
2014-03-28,94840.1764001357,94840.1764001357,0,0.0,,2014-03-27,2014-03-28,-0.5,-0.5,0.2706471751355331,2014-03-27,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2014-04-03,1.2808,1.2267,1.3702,1.2448
2014-03-31,94840.1764001357,94840.1764001357,0,0.0,,2014-03-28,2014-03-31,-0.5,-0.5,0.27457718732248,2014-03-28,threshold,counterfactual_5m,,,,,FORCE_SELL,0.185,0.235,sell,sell_high_broken,0.0,2014-04-04,1.2958,1.2448,1.3702,1.2108
2014-04-01,94840.1764001357,94840.1764001357,0,0.0,,2014-03-31,2014-04-01,-0.5,-0.5,0.28447309362920353,2014-03-31,threshold,counterfactual_5m,,,,,FORCE_SELL,0.185,0.235,sell,sell_high_broken,0.0,2014-04-07,1.3065,1.2796,1.3702,1.161
2014-04-02,94840.1764001357,94840.1764001357,0,0.0,,2014-04-01,2014-04-02,-0.5,-0.5,0.2836184890159599,2014-04-01,threshold,counterfactual_5m,,,,,FORCE_SELL,0.185,0.235,sell,sell_high_broken,0.0,2014-04-08,1.3512,1.2994,1.3702,1.161
2014-04-03,94238.23663811211,0.0,1,70527.04433326755,1.326,2014-04-02,2014-04-03,-0.5,-0.5,0.22405767889477013,2014-04-02,threshold,counterfactual_5m,,,,,FREE,0.185,0.235,sell,sell_high_held,1.0,2014-04-09,1.3702,1.3412,1.37,1.161
2014-04-04,86543.73610135261,0.0,1,70527.04433326755,1.326,2014-04-03,2014-04-04,-0.5,-0.5,0.2496117551168396,2014-04-03,threshold,counterfactual_5m,,,,,FORCE_SELL,0.185,0.235,sell,sell_high_held,1.0,2014-04-10,1.37,1.3042,1.3575,1.1525
2014-04-07,84089.3949585549,0.0,1,70527.04433326755,1.326,2014-04-04,2014-04-07,-0.5,-0.5,0.2500775781139942,2014-04-04,threshold,counterfactual_5m,,,,,FORCE_SELL,0.185,0.235,sell,sell_high_held,1.0,2014-04-11,1.3575,1.2108,1.2844,1.1146
2014-04-08,84322.13420485468,84322.13420485468,0,0.0,,2014-04-07,2014-04-08,-0.5,-0.5,0.2371572950752859,2014-04-07,threshold,counterfactual_5m,,,,,FORCE_SELL,0.185,0.235,sell,sell_high_broken,0.0,2014-04-14,1.231,1.161,1.2844,1.1146
2014-04-09,84322.13420485468,84322.13420485468,0,0.0,,2014-04-08,2014-04-09,-0.5,-0.5,0.24438607317015174,2014-04-08,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_broken,0.0,2014-04-15,1.2233,1.1773,1.2844,1.0871
2014-04-10,84322.13420485468,84322.13420485468,0,0.0,,2014-04-09,2014-04-10,-0.5,-0.5,0.25819913015281937,2014-04-09,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_broken,0.0,2014-04-16,1.2833,1.2227,1.2844,1.0871
2014-04-11,84322.13420485468,84322.13420485468,0,0.0,,2014-04-10,2014-04-11,-0.5,-0.5,0.2922224963795566,2014-04-10,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_held,1.0,2014-04-17,1.2844,1.1525,1.2235,1.0871
2014-04-14,84322.13420485468,84322.13420485468,0,0.0,,2014-04-11,2014-04-14,-0.5,-0.5,0.30842964559958524,2014-04-11,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_broken,0.0,2014-04-21,1.1756,1.1146,1.2325,1.0871
2014-04-15,84322.13420485468,84322.13420485468,0,0.0,,2014-04-14,2014-04-15,-0.5,-0.5,0.29528145330795097,2014-04-14,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_broken,0.0,2014-04-22,1.1656,1.1165,1.2708,1.0871
2014-04-16,84322.13420485468,84322.13420485468,0,0.0,,2014-04-15,2014-04-16,-0.5,-0.5,0.31405196891782244,2014-04-15,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_held,1.0,2014-04-23,1.1785,1.0871,1.2708,1.1608
2014-04-17,84322.13420485468,84322.13420485468,0,0.0,,2014-04-16,2014-04-17,-0.5,-0.5,0.28932445183892647,2014-04-16,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_held,1.0,2014-04-24,1.205,1.1608,1.29,1.1823
2014-04-21,84322.13420485468,84322.13420485468,0,0.0,,2014-04-17,2014-04-21,-0.5,-0.5,0.2990885328824237,2014-04-17,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_held,1.0,2014-04-25,1.2235,1.1823,1.29,1.1946
2014-04-22,84322.13420485468,84322.13420485468,0,0.0,,2014-04-21,2014-04-22,-0.5,-0.5,0.36316017049970134,2014-04-21,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_broken,0.0,2014-04-28,1.2325,1.1973,1.29,1.1581
2014-04-23,84322.13420485468,84322.13420485468,0,0.0,,2014-04-22,2014-04-23,-0.5,-0.5,0.35640720289181743,2014-04-22,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_broken,0.0,2014-04-29,1.2708,1.2392,1.29,1.1581
2014-04-24,84322.13420485468,84322.13420485468,0,0.0,,2014-04-23,2014-04-24,-0.5,-0.5,0.42051174300697686,2014-04-23,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_broken,0.0,2014-04-30,1.2627,1.2265,1.29,1.1581
2014-04-25,84322.13420485468,84322.13420485468,0,0.0,,2014-04-24,2014-04-25,-0.5,-0.5,0.39382343686173793,2014-04-24,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_broken,0.0,2014-05-01,1.29,1.2237,1.2858,1.1581
2014-04-28,84322.13420485468,84322.13420485468,0,0.0,,2014-04-25,2014-04-28,-0.5,-0.5,0.41712796341617814,2014-04-25,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_broken,0.0,2014-05-02,1.2454,1.1946,1.2858,1.1581
2014-04-29,84322.13420485468,84322.13420485468,0,0.0,,2014-04-28,2014-04-29,-0.5,-0.5,0.36376435904524307,2014-04-28,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_held,1.0,2014-05-05,1.241,1.1581,1.2858,1.2081
2014-04-30,84322.13420485468,84322.13420485468,0,0.0,,2014-04-29,2014-04-30,-0.5,-0.5,0.33088672722416307,2014-04-29,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_held,1.0,2014-05-06,1.2502,1.2081,1.2858,1.2167
2014-05-01,84322.13420485468,84322.13420485468,0,0.0,,2014-04-30,2014-05-01,1.3550000000000018,-0.5,0.3349667174220166,2014-04-30,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,buy,buy_low_broken,0.0,2014-05-07,1.2571,1.2167,1.2858,1.1738
2014-05-02,84322.13420485468,84322.13420485468,0,0.0,,2014-05-01,2014-05-02,-0.5,-0.5,0.34281005199705533,2014-05-01,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_held,1.0,2014-05-08,1.2858,1.25,1.2844,1.1738
2014-05-05,84322.13420485468,84322.13420485468,0,0.0,,2014-05-02,2014-05-05,-0.5,-0.5,0.2960818679667429,2014-05-02,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_held,1.0,2014-05-09,1.2844,1.249,1.2779,1.1738
2014-05-06,84322.13420485468,84322.13420485468,0,0.0,,2014-05-05,2014-05-06,2.5000000000000027,-0.5,0.24990933700214402,2014-05-05,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_broken,0.0,2014-05-12,1.2779,1.2262,1.2881,1.1738
2014-05-07,84322.13420485468,84322.13420485468,0,0.0,,2014-05-06,2014-05-07,2.4650000000000025,-0.5,0.35848602941457636,2014-05-06,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_broken,0.0,2014-05-13,1.2733,1.2265,1.3044,1.1738
2014-05-08,84322.13420485468,84322.13420485468,0,0.0,,2014-05-07,2014-05-08,-0.5,-0.5,0.3065335211479518,2014-05-07,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_broken,0.0,2014-05-14,1.239,1.1738,1.3044,1.1873
2014-05-09,84322.13420485468,84322.13420485468,0,0.0,,2014-05-08,2014-05-09,-0.5,-0.5,0.32422926455605666,2014-05-08,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_broken,0.0,2014-05-15,1.2571,1.1958,1.3044,1.1873
2014-05-12,84381.62771440654,84381.62771440654,0,0.0,,2014-05-09,2014-05-12,-0.5,-0.5,0.236074489031863,2014-05-09,threshold,counterfactual_5m,,,,,FREE,0.19,0.24,sell,sell_high_broken,0.0,2014-05-16,1.2292,1.1873,1.3044,1.2158
2014-05-13,84381.62771440654,84381.62771440654,0,0.0,,2014-05-12,2014-05-13,-0.5,-0.5,0.26225337827942957,2014-05-12,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_broken,0.0,2014-05-19,1.2881,1.2454,1.3044,1.2158
2014-05-14,84381.62771440654,84381.62771440654,0,0.0,,2014-05-13,2014-05-14,-0.5,-0.5,0.3121225590951346,2014-05-13,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_held,1.0,2014-05-20,1.3044,1.2821,1.3025,1.2158
2014-05-15,82322.56721444857,0.0,1,66421.30645025703,1.2704,2014-05-14,2014-05-15,-0.5,-0.5,0.2691329395903095,2014-05-14,threshold,counterfactual_5m,,,,,FORCE_BUY,0.29,0.335,sell,sell_high_broken,0.0,2014-05-21,1.2929,1.2608,1.3144,1.2158
2014-05-16,82568.32604831453,82568.32604831453,0,0.0,,2014-05-15,2014-05-16,-0.5,-0.5,0.3200503345864199,2014-05-15,threshold,counterfactual_5m,,,,,FORCE_SELL,0.19,0.24,sell,sell_high_broken,0.0,2014-05-22,1.2754,1.2158,1.3408,1.2192
2014-05-19,84622.3300131586,0.0,1,65833.46041166842,1.2542,2014-05-16,2014-05-19,-0.5,-0.5,0.2791554580309667,2014-05-16,threshold,counterfactual_5m,,,,,FORCE_BUY,0.29,0.335,sell,sell_high_broken,0.0,2014-05-23,1.2662,1.2192,1.3594,1.2465
2014-05-20,83674.32818323055,0.0,1,65833.46041166842,1.2542,2014-05-19,2014-05-20,-0.5,-0.5,0.2490468500980656,2014-05-19,threshold,counterfactual_5m,,,,,FORCE_BUY,0.29,0.335,sell,sell_high_broken,0.0,2014-05-27,1.296,1.2465,1.4102,1.2604
